0.0000000,0.000#0.320#0.280#0.300#0.330#0.290#0.340#0.310#0.380#0.270,3.333e-01,-00000057,000000056,0,000000001,000000339,000000000,000000000
-71,1,1,-3,1,-7,1,-3,1,-3,2,2,1,-1,1,-1,2,-4,2,2,1,3,2,3,-1,1,-1,3,1,3,4,5,3,2,4,3,4,3,6,3,5,2,5,4,8,8,5,3,6,6,8,6,2,2,5,8,5,8,5,9,3,7,13,10,12,10,11,4,6,9,6,8,13,8,15,16,9,9,6,19,11,22,10,14,13,11,14,11,9,11,12,13,6,3,10,12,10,14,11,8,6,9,10,12,6,11,10,9,11,7,10,6,7,6,8,1,8,5,4,11,4,7,4,4,7,3,10,5,3,3,2,6,6,9,3,5,1,6,-1,1,4,6,2,4,3,4,1,3,1,2,-1,1,2,-1,2,1,-1,3,-1,2,1,3,1,1,1,-1,1,3,-2,1,-1,1,-5,1,-18,1,-56
-72,1,1,-3,1,-7,1,-3,1,-3,3,1,1,-1,1,-1,2,-4,2,2,1,3,2,3,-1,1,-1,3,1,3,4,5,3,2,4,3,4,3,6,3,6,1,5,4,8,8,5,3,6,6,8,6,2,2,6,7,6,7,5,9,5,5,13,11,12,9,11,5,5,10,5,8,13,9,14,16,9,10,6,20,9,22,10,14,14,10,14,12,8,11,12,13,7,3,11,13,7,14,12,8,6,8,11,11,7,11,9,11,9,8,9,7,6,7,7,1,9,4,4,11,4,7,5,5,5,5,8,6,2,3,2,6,6,9,3,5,1,6,-1,1,4,7,1,4,3,4,1,3,1,2,-1,1,2,-1,2,1,-1,3,-1,2,1,3,1,1,1,-1,1,3,-2,1,-1,1,-5,1,-18,1,-55
-72,1,1,-3,1,-7,1,-3,1,-3,4,-1,1,-1,1,-1,2,-4,2,2,2,2,4,1,-1,1,-1,3,1,3,4,6,2,2,4,3,4,4,6,4,4,1,5,4,11,7,4,2,6,8,6,6,2,2,7,7,5,8,5,8,5,8,11,10,13,10,9,5,7,8,5,13,10,10,14,14,11,7,6,23,11,18,10,15,12,11,14,11,8,13,12,11,8,3,11,15,6,13,11,8,6,8,13,10,7,11,9,11,11,7,7,9,5,6,7,4,6,5,5,9,6,6,4,5,6,4,9,6,2,3,3,4,7,9,4,3,1,6,-1,1,5,6,3,2,3,4,1,3,2,1,-1,1,2,-1,2,1,-1,3,-1,3,1,2,1,1,1,-1,2,2,-2,1,-1,1,-5,1,-18,1,-55
-72,1,1,-3,1,-7,1,-3,1,-3,4,-1,1,-1,1,-1,2,-4,2,2,1,3,2,3,-1,1,-1,3,1,3,4,6,2,2,4,3,4,3,6,4,5,1,5,4,9,8,4,3,6,7,7,6,2,2,7,6,6,7,5,9,5,7,12,10,13,10,9,5,6,9,5,11,11,8,15,15,10,9,6,21,9,22,10,13,14,11,14,11,8,12,12,12,8,3,10,13,8,14,11,8,6,8,13,10,7,10,9,11,10,8,8,7,6,7,7,3,7,5,3,11,5,7,4,5,6,4,8,7,2,2,3,5,6,10,2,5,1,6,-1,1,5,6,2,3,3,4,1,3,2,1,-1,1,2,-1,2,1,-1,3,-1,3,1,2,1,1,1,-1,2,2,-2,1,-1,1,-5,1,-18,1,-55
-72,1,1,-3,1,-7,1,-3,1,-3,2,2,1,-1,1,-1,2,-4,2,2,1,3,2,3,-1,1,-1,3,1,3,4,5,3,2,4,3,4,3,6,3,5,2,5,4,8,8,5,3,6,6,8,6,2,2,5,8,5,8,5,9,3,7,13,10,12,10,11,4,6,9,6,8,13,8,15,16,9,9,6,20,10,22,10,14,13,11,14,11,9,11,12,13,6,3,10,12,10,14,11,8,6,9,10,12,7,10,10,9,11,7,10,7,6,6,8,1,8,5,4,11,4,7,4,5,6,3,10,5,3,3,2,6,6,9,3,5,1,6,-1,1,4,6,2,4,3,4,1,3,1,2,-1,1,2,-1,2,1,-1,3,-1,2,1,3,1,1,1,-1,1,3,-2,1,-1,1,-5,1,-18,1,-55
-72,1,1,-3,1,-7,1,-3,1,-3,4,-1,1,-1,1,-1,2,-4,2,2,2,2,3,2,-1,1,-1,3,1,3,4,6,2,2,4,3,4,4,5,4,5,1,5,4,9,8,5,2,6,7,7,6,2,2,7,6,6,7,6,8,5,8,11,10,13,10,9,5,6,9,5,12,11,8,14,15,11,8,6,23,8,21,10,14,13,11,14,11,8,13,11,12,8,3,11,15,6,13,11,8,6,8,13,10,7,11,8,12,9,9,7,9,4,7,7,3,7,5,3,11,5,7,4,5,6,4,9,6,2,2,4,4,7,9,2,5,1,6,-1,1,5,6,2,3,3,4,1,3,2,1,-1,1,2,-1,2,1,-1,3,-1,3,1,2,1,1,1,-1,2,2,-2,1,-1,1,-5,1,-18,1,-55
-72,1,1,-3,1,-7,1,-3,1,-3,2,2,1,-1,1,-1,2,-4,2,2,1,3,1,4,-1,1,-1,3,1,3,4,5,3,2,4,3,4,3,6,3,5,2,5,4,8,8,5,3,6,5,9,6,2,2,5,7,6,8,5,9,3,7,12,11,12,9,11,5,6,8,6,9,13,8,15,16,9,9,6,19,11,22,10,13,14,11,14,11,9,10,13,13,6,3,10,12,10,13,10,10,6,9,10,12,6,11,9,10,11,7,10,6,7,6,8,1,8,5,4,11,4,7,4,4,7,3,10,5,3,3,2,6,5,10,3,5,1,5,1,1,4,6,2,4,3,4,1,3,1,2,-1,1,2,-1,2,1,-1,3,-1,2,1,2,2,1,1,-1,1,3,-2,1,-1,1,-5,1,-18,1,-55
-72,1,1,-3,1,-7,1,-3,1,-3,4,-1,1,-1,1,-1,2,-4,2,2,1,3,2,3,-1,1,-1,3,1,3,4,5,3,2,4,3,4,3,6,4,5,1,5,4,9,7,5,3,6,7,7,6,2,2,6,7,6,7,5,9,5,7,12,10,12,10,10,5,6,9,5,9,13,8,15,15,10,9,6,20,9,22,11,13,14,10,14,12,8,12,12,12,8,2,11,13,8,13,12,8,6,8,13,9,7,11,9,11,10,7,9,7,6,7,7,1,9,4,4,11,4,8,4,5,6,4,8,6,3,2,3,5,6,9,3,5,1,6,-1,1,4,7,1,4,3,4,1,3,2,1,-1,1,2,-1,2,1,-1,3,-1,3,1,2,1,1,1,-1,1,3,-2,1,-1,1,-5,1,-18,1,-55
-72,1,-1,1,-2,1,-7,1,-3,1,-3,2,2,1,-1,1,-1,2,-4,2,2,1,2,2,4,-1,1,-1,2,2,3,2,7,2,3,4,2,4,4,6,3,3,4,3,6,8,7,6,3,6,5,9,5,2,3,5,7,6,7,6,8,3,7,13,9,14,9,9,6,7,5,9,9,12,7,15,18,8,10,5,18,12,21,9,15,14,11,10,16,7,12,12,11,8,4,9,11,12,11,11,11,5,10,10,11,7,8,11,9,13,7,9,7,6,6,7,3,8,4,5,10,5,5,6,3,8,3,8,6,4,3,2,6,4,9,4,5,1,4,3,1,4,6,2,4,3,3,2,3,1,2,-2,3,-1,2,1,-1,3,-1,2,1,2,2,1,1,-1,1,3,-2,1,-1,1,-5,1,-18,1,-55
-72,1,1,-2,1,-8,1,-3,1,-3,4,-1,1,1,-2,2,-4,2,2,2,2,4,1,-1,1,1,2,1,3,4,6,2,2,4,3,4,4,6,4,4,1,5,4,11,7,4,2,6,8,6,6,2,2,7,7,6,7,5,8,5,8,11,13,11,9,9,5,7,8,5,15,8,10,17,11,12,6,8,21,11,18,11,14,15,8,14,11,8,13,13,10,9,2,11,16,5,13,11,8,6,9,12,10,7,11,10,11,10,7,7,9,5,7,6,4,6,5,6,8,6,6,4,5,7,3,9,6,2,3,3,4,8,8,4,3,1,6,-1,1,5,6,3,2,3,4,1,3,2,1,-1,2,1,1,1,1,-1,3,-1,3,1,2,1,1,1,-1,2,2,-2,1,-1,1,-5,1,-18,1,-55
