0.0000000,0.000#0.590#0.600#0.290#0.300#0.280#0.570#0.580#0.610#0.650#0.310#0.630#0.250#0.270#0.320,3.333e-01,-00000066,000000059,0,000000001,000000375,000000000,000000000
-94,1,-1,1,-1,1,-5,1,-1,1,1,1,-8,1,-1,1,4,-2,1,3,-1,1,-1,1,1,-1,1,3,4,5,1,2,3,3,2,2,2,4,6,4,4,5,2,6,4,3,4,3,1,7,4,8,5,5,4,4,4,5,3,7,4,6,8,6,6,6,8,2,10,7,9,9,10,12,4,8,7,8,10,13,10,2,9,7,11,7,10,13,10,6,9,14,4,11,13,8,6,13,7,11,7,10,7,6,14,2,8,8,10,3,6,6,11,10,7,9,5,13,17,16,7,9,6,2,5,8,11,7,4,9,6,9,7,5,4,3,1,7,2,6,3,2,11,5,5,1,3,2,3,1,2,3,2,2,2,2,2,1,3,2,-1,3,-1,1,4,-1,1,1,2,-1,1,-1,1,1,-2,1,2,1,-4,2,-1,2,-2,2,-10,1,-70
-96,1,-1,1,-1,1,-5,1,-1,1,1,1,-8,1,1,2,2,-2,2,2,1,-2,2,-1,1,1,2,4,5,1,2,4,3,1,2,4,3,7,2,5,4,4,6,3,3,3,3,2,9,3,6,5,6,3,5,4,5,4,6,3,7,9,5,6,6,7,5,10,7,9,7,14,8,5,7,7,10,12,9,10,4,7,9,8,8,12,13,8,8,12,9,4,15,10,9,6,10,10,8,9,9,10,3,13,7,5,8,9,2,8,6,9,12,8,7,7,12,18,14,9,6,6,4,4,10,9,9,3,10,5,7,9,5,3,2,2,6,6,2,4,4,9,5,5,-1,3,2,4,-1,2,4,2,1,3,2,1,2,2,2,2,1,-1,3,2,-1,1,1,2,1,-2,1,1,-1,1,1,1,1,-4,2,-1,2,-2,2,-9,1,-69
-96,1,-1,1,-1,1,-5,1,-1,1,1,1,-8,1,1,2,2,-2,1,3,1,-2,2,-1,1,1,2,4,5,1,2,3,4,1,2,4,3,7,2,5,4,4,6,3,3,3,3,1,10,2,7,5,6,3,5,4,5,3,7,3,7,7,7,6,6,7,5,9,7,10,7,14,8,5,6,8,10,10,11,10,3,8,9,8,8,12,13,7,9,11,10,4,14,11,9,5,11,10,8,9,9,10,2,14,6,6,8,9,2,8,6,9,12,8,7,7,11,19,14,9,6,6,4,4,10,9,9,3,10,5,7,9,5,3,2,2,6,6,2,4,4,9,4,5,1,3,2,3,1,2,4,2,1,3,2,1,2,2,2,2,1,-1,3,2,-1,1,1,2,-1,1,-1,1,1,-1,1,-1,2,1,-4,2,-1,2,-2,2,-9,1,-69
-95,1,-1,1,-1,1,-5,1,-1,1,1,1,-8,1,1,1,3,-2,1,3,1,-2,2,-1,1,-1,3,4,5,1,2,3,4,1,2,4,2,6,4,5,4,3,7,3,3,3,3,1,9,3,7,5,6,3,5,4,5,2,8,3,7,7,7,6,6,7,4,9,7,10,8,13,9,5,6,8,10,9,11,11,2,8,10,8,8,11,14,7,7,10,13,4,12,11,9,5,13,10,8,9,9,8,4,14,5,6,7,10,3,7,5,11,12,7,7,8,10,19,15,7,8,6,3,4,10,9,10,3,9,5,8,8,6,2,3,2,6,5,3,4,4,9,4,5,1,3,2,3,1,2,4,1,2,3,2,1,2,2,2,-1,3,-1,3,2,-1,1,1,2,-1,1,-1,1,1,-1,1,-1,2,1,-4,2,-1,2,-2,2,-9,1,-70
-95,1,-1,1,-1,1,-5,1,-1,1,1,1,-8,1,1,-1,4,-2,1,3,1,-2,2,-1,1,-1,3,4,5,1,2,3,4,1,2,3,3,6,4,5,4,3,6,4,3,3,3,1,8,4,7,5,6,3,4,5,5,2,8,3,6,8,6,6,7,7,3,10,6,11,7,14,9,5,6,7,11,9,11,11,2,8,10,8,7,12,12,9,7,10,13,4,12,11,9,5,13,10,8,8,10,6,6,14,3,8,7,10,3,7,5,11,12,6,8,7,11,18,16,6,9,6,3,4,9,10,10,2,10,4,9,8,6,2,3,2,6,4,4,4,4,9,4,5,1,3,2,3,1,2,4,1,2,3,2,1,2,2,2,-1,3,-1,3,2,-1,1,1,2,-1,1,-1,1,1,-1,1,-1,2,1,-4,2,-1,2,-2,2,-9,1,-70
-95,1,-1,1,-1,1,-5,1,-1,1,1,1,-8,1,1,1,3,-2,1,3,1,-2,2,-1,1,1,2,4,5,1,2,3,4,1,2,4,3,6,3,5,4,4,6,3,3,3,3,1,9,3,7,5,6,3,5,4,5,2,8,3,7,7,7,6,6,7,5,9,6,11,7,13,9,5,6,8,10,9,12,10,3,7,10,8,8,12,13,7,7,12,11,4,13,12,7,6,12,10,8,9,9,8,4,14,6,6,7,9,3,7,7,9,12,8,6,8,10,20,14,7,8,6,3,5,10,8,10,3,9,5,8,8,6,2,3,2,6,6,2,4,4,9,4,5,1,3,2,3,1,2,4,2,1,3,2,1,2,2,2,-1,3,-1,3,2,-1,1,1,2,-1,1,-1,1,1,-1,1,-1,2,1,-4,2,-1,2,-2,2,-9,1,-70
-96,1,-1,1,-1,1,-5,1,1,1,-1,1,-8,1,1,2,2,-2,2,2,1,-2,2,-1,1,1,2,5,4,1,2,4,3,1,2,4,4,6,3,5,3,5,5,3,4,2,3,3,8,3,6,5,6,3,5,4,5,4,6,3,9,8,5,5,6,7,6,9,7,9,7,15,7,5,7,8,11,10,9,10,5,7,10,6,10,10,13,8,8,12,9,5,17,7,10,5,10,10,8,10,9,9,3,13,7,6,10,7,2,7,7,9,11,8,7,10,9,19,13,9,7,5,4,4,11,9,8,3,11,4,7,9,5,3,2,3,5,6,2,4,4,9,5,5,-1,3,3,3,-1,2,4,2,2,2,2,1,2,3,1,2,1,-1,3,2,-1,1,1,2,1,-1,1,-1,1,-1,1,1,1,1,-4,2,-1,2,-2,2,-9,1,-69
-96,1,-1,1,-1,1,-5,1,-1,2,-1,1,-8,1,1,2,2,-2,2,2,1,-2,2,-1,1,1,2,4,5,1,2,4,3,1,2,4,3,7,3,4,4,4,6,3,4,2,3,3,8,3,6,5,6,3,5,4,5,4,6,3,8,9,5,5,6,7,6,9,7,9,7,15,7,5,7,8,9,12,9,10,5,6,10,7,8,12,13,8,8,12,9,4,17,8,10,5,10,10,8,9,10,9,3,13,7,5,9,8,3,7,7,8,12,8,7,8,11,19,13,9,6,6,4,4,11,9,8,3,10,5,7,9,5,3,2,3,5,6,2,4,4,9,5,5,-1,3,2,4,-1,2,4,2,2,2,2,1,2,2,2,2,1,-1,3,2,-1,1,1,2,1,-1,1,-1,1,-1,1,1,1,1,-4,2,-1,2,-2,2,-9,1,-69
-96,1,-1,1,-1,1,-5,1,-1,1,1,1,-8,1,1,1,3,-2,1,3,1,-2,2,-1,1,1,2,4,5,1,2,3,4,1,2,4,3,6,3,5,4,4,6,3,3,3,3,1,9,3,7,5,6,3,5,4,5,2,8,3,7,7,7,6,6,7,5,9,6,11,7,13,9,5,6,8,10,9,12,10,3,7,10,8,8,12,13,7,9,10,11,4,14,11,7,6,12,10,8,9,9,8,4,14,6,6,7,10,2,7,7,9,12,8,7,7,10,20,14,7,8,6,3,5,10,9,9,3,9,5,8,8,6,2,3,2,6,6,2,4,4,9,4,5,1,3,2,3,1,2,4,2,1,3,2,1,2,2,2,-1,3,-1,3,2,-1,1,1,2,-1,1,-1,1,1,-1,1,-1,2,1,-4,2,-1,2,-2,2,-9,1,-69
-96,1,-1,1,-1,1,-5,1,-1,1,1,1,-8,1,1,-1,4,-2,1,3,-1,1,-1,2,-2,1,3,4,5,1,2,3,3,2,2,3,3,6,4,5,4,2,7,4,2,4,3,1,7,4,8,5,6,3,4,5,5,2,7,4,6,8,6,6,6,8,2,11,6,9,9,14,8,6,6,7,10,9,12,10,2,9,9,9,7,12,11,10,7,10,13,4,11,12,8,6,13,9,9,8,9,7,6,14,3,7,8,10,3,7,5,11,11,7,8,5,13,18,16,6,9,6,3,4,9,10,8,4,10,4,9,7,6,3,3,1,7,3,5,4,3,10,4,5,1,3,2,3,1,2,3,2,2,3,1,2,2,2,2,-1,3,-1,2,3,-1,1,1,2,-1,1,-1,1,1,-1,1,-1,2,1,-4,2,-1,2,-2,2,-9,1,-69
-95,1,-1,1,-1,1,-5,1,-1,1,1,1,-8,1,1,-1,4,-2,1,3,1,-2,2,-1,1,-1,3,4,5,1,2,3,3,2,2,3,3,6,4,5,4,2,7,4,3,3,3,1,7,4,8,5,6,3,4,5,5,2,7,4,6,8,6,6,7,7,2,11,6,9,9,14,8,6,6,7,10,9,12,11,2,8,9,9,7,12,12,9,7,10,13,4,11,12,8,6,13,10,8,8,10,6,6,14,3,8,7,10,3,7,5,11,12,6,8,6,12,18,16,6,9,6,3,4,9,10,8,4,10,4,9,8,6,2,3,1,7,3,5,4,4,9,4,5,1,3,2,3,1,2,3,2,2,3,2,1,2,2,2,-1,3,-1,3,2,-1,1,1,2,-1,1,-1,1,1,-1,1,-1,2,1,-4,2,-1,2,-2,2,-9,1,-70
