0.0000000,0.000#0.100#0.110#0.140#0.120#0.150#0.090#0.130#0.240#0.160,3.333e-01,-00000059,000000063,0,000000001,000000366,000000000,000000000
-58,1,-3,1,-7,1,-1,1,1,-10,2,-6,1,1,1,2,-2,1,-5,1,1,1,1,1,3,2,2,3,1,2,-1,3,3,3,2,5,4,5,3,7,2,6,5,4,3,4,4,2,5,5,4,3,2,6,5,5,6,5,4,6,7,5,9,9,10,9,10,7,5,9,8,10,5,10,8,8,9,6,15,19,7,7,12,10,8,11,8,6,17,6,7,10,10,6,8,8,12,13,14,6,11,9,14,9,7,10,10,4,10,7,10,7,13,7,16,4,7,8,7,8,12,4,10,11,13,10,9,6,3,9,4,6,4,4,7,2,3,3,5,4,4,2,6,2,3,7,2,4,2,1,2,3,2,4,2,1,-1,1,-1,1,3,5,1,2,1,-1,3,1,1,-1,3,2,-1,2,2,-3,1,1,2,1,1,-2,1,-1,1,1,-13,1,1,-78
-58,1,-3,1,-7,1,-1,1,1,-10,1,1,-5,1,1,1,2,-3,1,-5,2,1,1,-1,3,2,2,4,1,2,-1,2,4,3,1,4,5,4,4,7,1,6,5,4,4,3,5,3,4,6,4,1,3,4,7,4,7,5,3,4,8,7,9,9,9,9,6,11,6,8,9,8,7,7,11,6,10,6,12,18,12,5,12,11,6,14,8,6,11,11,7,7,13,8,7,6,13,11,13,9,10,9,14,9,7,11,11,3,9,8,9,8,12,7,13,8,8,8,5,9,11,6,10,9,12,8,10,10,3,8,6,4,5,3,7,3,2,5,4,5,3,2,7,2,3,6,3,3,3,1,-1,5,1,4,3,1,-1,1,-1,1,2,5,1,3,-1,1,3,1,-1,1,3,1,1,1,1,2,-2,1,1,1,2,1,-2,1,-1,1,1,-13,1,1,-78
-59,1,-2,1,-7,1,-1,1,1,-10,1,1,-5,1,1,1,2,-3,1,-5,2,1,1,-1,3,2,2,4,1,2,-1,2,4,2,2,4,5,4,4,7,1,6,5,4,4,3,5,3,3,7,4,1,3,4,7,4,7,5,3,4,8,7,8,9,10,9,6,11,6,7,10,7,8,7,11,6,10,6,11,18,13,5,11,12,6,14,8,6,11,11,6,7,14,8,7,5,14,11,13,9,10,9,14,9,7,11,10,4,9,8,8,9,12,7,13,8,8,8,5,9,9,8,10,9,12,8,10,10,3,8,6,3,6,3,7,3,2,5,4,5,3,2,7,2,3,6,3,3,3,1,-1,5,1,4,3,1,-1,1,-1,1,1,6,1,3,-1,1,3,1,-1,1,3,1,1,1,1,2,-2,1,1,1,2,1,-2,1,-1,1,-1,1,-12,1,1,-78
-59,1,-2,1,-7,1,-1,1,1,-10,1,1,-5,1,1,1,1,1,-2,1,-5,2,1,-1,1,3,2,2,3,2,2,-1,2,4,2,1,4,5,5,4,5,3,6,5,3,5,3,5,3,2,5,6,2,2,4,7,4,7,6,3,3,9,5,8,10,11,8,7,9,8,7,9,7,8,8,11,6,9,7,11,18,13,3,11,14,6,12,9,7,11,11,5,7,15,8,7,4,14,11,13,9,9,11,13,9,8,10,10,5,8,9,8,9,11,7,12,10,7,7,6,9,9,8,9,6,15,8,12,8,5,7,6,4,5,3,8,3,2,5,4,5,3,1,8,1,4,6,2,4,3,1,-1,4,2,3,4,1,-1,1,-1,1,1,6,1,2,1,1,3,1,-1,1,2,2,1,1,1,2,-3,2,1,2,1,-2,1,-2,1,1,-12,1,1,-78
-59,1,-2,1,-7,1,-1,1,1,-10,1,1,-5,1,1,1,1,1,-2,1,-5,2,1,-1,1,3,2,2,3,2,2,-1,2,4,2,2,3,5,5,4,6,2,6,5,3,5,3,5,3,2,6,6,1,3,4,7,4,6,6,3,4,8,6,9,9,10,9,6,11,6,7,10,6,9,7,11,6,9,7,11,18,13,4,11,13,6,14,8,6,11,11,6,7,14,8,7,5,14,10,13,10,8,11,13,9,8,11,10,4,9,8,8,9,12,7,12,9,8,6,6,10,9,7,9,9,14,7,11,8,5,8,6,3,6,3,7,3,2,5,4,5,3,1,8,1,4,6,3,3,3,1,-1,4,2,4,3,1,-1,1,-1,1,1,6,1,2,1,1,3,1,-1,1,2,2,1,1,1,2,-2,1,1,1,2,1,-2,1,-2,1,1,-12,1,1,-78
-59,1,-2,1,-7,1,-1,1,1,-10,1,1,-5,1,1,1,1,1,-2,1,-5,2,1,-1,1,3,2,2,3,2,2,-1,1,5,2,1,4,5,3,6,5,3,6,5,3,5,3,5,3,2,4,7,2,2,4,7,4,6,7,3,3,9,5,8,10,9,10,7,9,8,6,9,8,7,7,13,6,9,7,11,18,13,3,11,14,6,12,9,6,12,9,7,7,15,8,7,4,14,11,12,10,9,11,13,8,8,9,12,5,8,9,8,8,12,7,12,9,8,7,6,8,10,8,8,7,15,8,12,8,5,7,6,4,5,3,8,3,2,5,4,5,3,1,8,1,4,5,3,4,3,1,-1,4,2,3,4,1,-1,1,-1,1,1,6,1,2,1,1,2,2,-1,1,2,2,1,1,1,2,-3,2,1,2,1,-2,1,-2,1,1,-12,1,1,-78
-58,1,-3,1,-7,1,-1,1,1,-10,1,1,-5,1,1,1,2,-3,1,-5,2,1,1,-1,3,2,2,4,1,2,-1,2,4,3,1,4,5,4,4,7,1,6,5,4,5,2,5,3,4,6,4,1,3,4,7,4,7,5,3,4,8,8,8,9,11,7,8,9,6,8,9,8,7,7,11,6,10,7,12,18,11,5,12,11,6,14,8,6,11,11,8,6,13,8,7,6,13,11,13,9,10,9,14,9,7,11,11,3,9,8,9,8,12,8,12,8,8,8,6,8,11,6,10,9,12,8,10,10,3,8,6,4,5,3,7,3,2,5,4,5,3,2,7,2,3,6,3,3,3,1,-1,5,1,4,3,1,-1,1,-1,1,2,6,-1,3,-1,1,3,1,-1,1,3,1,1,1,1,2,-2,1,1,1,2,1,-2,1,-1,1,1,-13,1,1,-78
-59,1,-2,1,-7,1,-1,1,1,-10,1,1,-5,1,1,1,1,1,-2,1,-5,2,1,-1,1,3,2,2,3,2,2,-1,2,4,2,1,4,5,5,4,6,2,6,5,3,5,3,5,3,2,5,6,2,2,5,6,5,6,6,3,4,8,6,8,10,10,9,6,11,6,7,10,6,9,7,11,6,9,7,11,18,13,3,12,13,6,14,7,7,11,11,6,6,15,8,7,5,13,11,13,10,8,11,13,9,8,10,11,4,9,8,8,9,11,8,11,10,8,6,6,10,8,8,9,7,14,8,12,8,5,7,6,4,5,3,8,3,2,5,4,5,3,1,8,1,4,6,2,4,3,1,-1,4,2,4,3,1,-1,1,-1,1,1,6,1,2,1,1,3,1,-1,1,2,2,1,1,1,2,-2,1,1,1,2,1,-2,1,-2,1,1,-12,1,1,-78
-59,1,-2,1,-7,1,-1,1,1,-10,1,1,-6,2,-1,2,1,-2,1,-5,2,-1,1,1,3,2,1,3,3,-1,2,1,2,4,2,2,6,4,5,5,4,3,8,2,4,4,6,1,4,4,5,4,2,2,8,4,7,5,4,4,8,6,6,9,9,12,7,8,7,8,7,7,11,5,12,4,10,8,11,14,18,4,10,13,8,11,7,7,12,11,8,7,11,11,6,5,9,14,12,12,5,12,14,9,9,7,8,10,6,11,9,5,13,10,7,13,6,7,7,7,9,10,5,12,12,9,11,10,5,6,8,4,4,4,6,5,1,5,3,4,6,1,5,4,1,5,5,4,3,1,1,3,2,3,4,1,1,-1,1,-1,2,4,3,2,1,1,-1,3,1,1,1,3,1,1,1,2,-3,1,1,2,1,1,-2,1,-1,1,1,-13,1,1,-77
-59,1,-2,1,-7,1,-1,1,1,-10,1,1,-5,1,1,1,1,1,-2,1,-5,2,-1,1,1,3,2,1,4,2,2,-1,1,4,3,1,4,5,3,6,5,3,6,5,2,5,3,6,3,2,4,6,3,2,4,7,4,6,7,3,3,9,5,8,10,9,10,7,8,9,6,9,6,9,6,13,6,10,7,10,17,15,3,11,14,6,12,9,6,12,9,7,7,15,8,7,4,12,13,12,10,9,11,12,9,8,9,10,7,8,9,8,8,12,7,11,10,8,7,6,8,10,8,7,8,15,8,12,8,5,7,6,4,5,3,8,3,2,5,4,4,4,1,6,3,3,6,3,4,2,1,1,4,2,3,4,1,-1,1,-1,1,1,6,1,2,1,1,2,2,-1,1,1,3,1,1,1,2,-3,2,1,2,1,-2,1,-2,1,1,-12,1,1,-78
