3.1415926,0.000#0.220,4.900e+01,-00007654,000007340,1,000000049,000000306,000000000,000000000
-65,1,-11,1,-2,2,2,-3,1,-4,1,-1,1,-4,3,1,2,1,5,4,2,3,3,9,4,4,3,8,7,3,9,8,9,7,9,4,7,7,5,18,17,15,12,12,13,14,13,14,16,16,18,20,31,12,18,17,24,12,26,18,29,25,19,26,38,16,20,36,35,23,28,38,17,19,25,25,23,26,27,17,34,26,24,18,23,16,22,28,20,25,30,26,18,27,18,17,13,14,16,14,9,16,15,14,19,9,10,13,12,5,9,8,9,11,6,8,9,5,4,6,6,4,1,4,4,2,4,4,3,4,3,3,-1,3,1,1,1,2,-4,2,-2,1,1,-3,1,-2,1,-69
-64,1,-12,1,-2,3,1,-3,1,-5,1,1,-4,3,3,-1,4,2,3,3,4,2,5,8,5,2,7,8,3,7,7,12,6,10,4,7,6,6,14,21,11,16,10,15,11,16,14,16,14,18,24,29,10,20,15,26,16,22,20,26,26,19,30,34,12,24,31,40,21,30,32,23,17,27,28,20,25,28,17,34,25,25,17,24,17,21,28,20,28,27,22,22,27,18,18,12,9,21,14,9,14,17,14,19,8,11,10,15,6,8,9,8,14,3,9,8,5,4,6,6,3,2,4,4,2,4,4,3,5,2,2,1,-1,4,1,1,2,-4,2,-2,1,1,-3,1,-2,1,-69
