3.1415926,0.000#0.110,4.000e+01,-00006113,000006127,1,000000040,000000306,000000000,000000000
-52,1,-3,1,-2,1,-4,1,-5,1,-1,2,2,1,1,2,2,-1,1,-1,1,-1,3,-1,1,6,2,1,3,5,2,4,5,1,4,3,9,6,5,8,8,8,8,8,5,9,11,10,6,9,8,10,12,16,19,13,9,15,11,9,14,12,10,14,15,10,19,14,14,14,17,22,15,15,25,28,18,21,15,18,22,20,14,24,16,16,23,20,23,24,27,34,27,19,20,19,17,27,19,19,16,17,29,20,19,22,21,27,22,19,19,18,17,17,11,13,20,19,8,19,17,11,13,11,8,22,13,13,14,8,8,7,10,5,9,9,6,4,8,8,7,6,5,5,5,4,3,4,4,6,3,4,5,4,5,5,3,6,2,-2,4,-1,1,-1,2,-2,3,1,2,2,2,-1,1,1,-8,1,1,1,-5,1,1,-51
-52,1,-3,1,-2,1,-4,1,-5,1,-1,1,3,1,1,2,2,-1,1,-1,1,-1,3,-1,1,5,3,-1,4,5,2,4,5,-1,5,4,8,7,4,9,7,8,8,6,6,10,11,10,6,9,8,11,11,14,21,13,9,14,12,10,13,12,10,13,16,14,15,14,14,12,19,21,16,18,22,26,20,20,16,18,22,18,16,19,21,16,23,22,21,29,22,33,28,20,19,18,18,28,18,18,17,23,23,23,16,21,22,25,24,18,20,20,15,18,10,14,19,18,9,21,15,11,13,12,7,20,15,16,11,9,7,7,10,5,9,10,5,5,7,6,9,7,4,5,5,4,3,4,4,6,3,4,5,4,5,5,3,6,2,-2,4,-2,1,2,-1,1,2,1,2,2,2,-1,1,-1,1,-7,1,1,1,-5,1,-1,1,-50
