3.1415926,0.000#0.160,3.800e+01,-00005565,000006139,1,000000038,000000308,000000000,000000000
-37,1,1,-10,1,-1,1,-1,1,-1,1,-1,2,-3,3,-2,2,1,1,2,-1,1,2,-1,1,-1,2,1,3,2,1,2,3,1,-1,1,4,6,4,1,4,1,10,3,5,9,5,9,7,6,13,11,11,10,12,5,13,7,11,10,12,14,11,8,12,9,8,11,11,18,13,13,20,28,15,14,23,16,23,22,23,24,22,17,20,14,23,24,21,19,21,19,20,21,26,20,23,20,28,18,22,23,31,19,15,19,17,19,23,16,31,11,16,16,20,18,20,9,13,25,14,17,8,13,14,16,18,18,16,19,14,16,13,8,9,8,10,13,9,8,10,9,8,5,8,10,5,6,2,7,6,6,8,5,5,4,2,2,4,7,5,8,4,3,7,3,2,2,3,3,1,1,1,1,1,4,1,-2,3,2,1,-1,2,-2,1,-3,1,-11,1,-3,1,1,-52
-37,1,1,-10,1,1,-2,1,-1,1,-1,2,-3,3,-2,1,2,-1,3,-1,1,1,1,-1,1,2,1,3,2,-1,3,4,-2,1,6,4,3,2,3,2,10,3,6,8,5,9,6,7,13,11,11,10,8,9,13,7,10,11,12,14,10,9,13,8,8,11,13,16,14,12,20,28,14,15,22,17,24,21,30,17,22,17,21,13,19,28,23,17,18,22,17,24,25,21,26,17,26,20,17,28,33,17,18,16,18,17,21,19,24,18,15,17,25,13,17,12,15,23,17,14,10,11,15,15,20,16,15,20,12,17,14,8,10,7,11,12,9,8,11,8,6,7,10,8,6,5,1,8,6,6,9,4,5,4,2,2,6,5,8,5,4,3,6,4,4,-1,4,2,1,1,-1,2,1,4,1,-2,3,2,1,-1,2,-2,1,-3,1,-11,1,-3,1,1,-52
