0.8796459,0.000#0.190,3.333e-02,-00000005,000000005,0,000000001,000000300,000000000,000000000
-89,1,-5,1,1,1,2,2,1,3,2,3,2,7,8,6,6,13,18,18,25,40,39,54,56,66,66,105,108,121,182,187,208,259,291,283,334,391,467,542,556,628,652,769,800,882,995,1117,1208,1271,1303,1442,1493,1640,1758,1824,1773,1918,1981,2034,2186,2126,2185,2175,2350,2325,2281,2311,2192,2238,2248,2229,2072,2115,1994,2036,1844,1858,1711,1566,1606,1404,1328,1224,1171,1045,1055,904,891,792,718,622,553,525,396,365,320,329,242,215,194,205,149,155,120,92,90,68,64,43,56,31,17,23,23,9,15,10,7,6,6,5,4,5,1,5,-1,2,-2,1,-1,1,-75
-95,1,-4,1,-1,1,1,3,1,2,2,3,3,1,9,9,4,9,13,18,25,23,43,45,53,54,66,80,112,108,141,187,190,221,244,315,287,360,410,491,527,606,631,646,823,807,897,1044,1139,1241,1318,1305,1431,1581,1646,1753,1847,1829,1949,1966,2102,2167,2143,2160,2213,2365,2297,2335,2238,2216,2242,2226,2193,2065,2167,1945,1972,1843,1855,1669,1592,1493,1405,1304,1142,1197,1039,1015,892,852,784,690,597,534,515,368,339,331,313,222,207,194,186,160,149,103,92,88,67,50,50,46,33,16,28,16,11,11,11,6,5,6,7,2,4,4,2,1,1,-2,1,1,-70
