0.0000000,0.000#0.520,1.500e+01,-00002197,000002423,1,000000015,000000308,000000000,000000000
-71,1,-4,1,-1,1,-1,1,-7,1,1,2,-1,1,2,-4,3,1,5,3,-1,3,3,5,1,3,3,4,2,6,7,5,4,5,9,6,6,9,12,12,5,12,12,12,15,13,13,16,10,7,11,13,16,12,10,14,12,25,18,17,23,14,28,32,22,21,20,23,25,24,19,21,22,13,18,23,14,12,17,15,13,16,9,12,11,12,15,4,12,7,1,7,8,7,8,7,6,2,3,3,6,3,1,3,-1,2,3,1,-1,1,3,-2,3,1,1,-1,1,-2,2,1,-10,1,-15,1,-77
-70,1,-6,1,1,-1,1,-7,1,1,1,1,1,2,-4,3,1,5,3,2,1,3,5,1,3,5,2,5,2,6,7,4,5,5,10,8,7,7,17,10,7,8,16,16,12,16,11,9,10,11,12,14,15,14,9,20,17,14,21,17,21,28,28,28,19,18,24,26,23,20,19,14,23,16,23,18,10,13,19,20,9,10,11,12,10,10,10,8,11,4,4,5,9,3,13,6,2,1,5,4,5,3,1,1,1,2,2,-1,1,1,2,1,2,1,1,-1,1,-2,2,1,-10,1,-15,1,-77
