0.0000000,0.000#0.800#0.690#0.710#0.740#0.780#0.680#0.760#0.810#0.070#0.670#0.700#0.750#0.850#0.900#0.770#0.790#0.830#0.860#0.890#0.080#0.610#0.720#0.820#0.870,3.000e+00,-00000482,000000472,1,000000003,000000318,000000000,000000000
-78,1,-7,1,-11,2,1,-1,1,-1,1,4,-1,2,2,1,3,3,4,2,3,1,1,7,3,7,1,4,5,7,3,5,6,4,5,9,8,4,6,9,5,7,9,7,11,6,7,9,7,8,13,11,9,13,12,8,15,7,7,12,10,8,8,13,13,11,6,4,8,6,14,12,11,10,9,10,12,15,7,6,7,14,9,9,3,8,8,7,10,7,11,10,7,6,8,8,13,9,6,5,6,4,5,7,4,6,2,5,8,1,7,1,2,-1,4,3,2,-1,3,1,2,3,-1,1,1,-2,1,-3,1,-4,2,-1,1,-7,1,-1,1,-76
-79,1,-7,1,-10,1,2,1,-1,1,-2,4,2,2,2,1,1,7,1,2,2,1,4,7,2,6,4,4,5,5,8,4,2,5,8,8,5,6,6,8,7,7,14,8,3,6,9,9,10,11,12,10,7,12,15,10,10,6,10,13,7,9,12,12,10,10,5,5,6,7,14,15,7,12,11,11,8,14,8,6,10,13,4,10,6,8,8,9,10,7,7,11,7,8,12,7,6,8,7,5,4,4,6,7,5,5,4,7,6,2,3,-1,5,-1,2,4,2,1,2,1,-1,3,1,1,-3,1,-3,1,-3,1,1,1,-7,1,-1,1,-76
-79,1,-7,1,-10,1,2,1,-1,1,-2,4,2,2,1,2,1,7,1,2,2,1,6,5,4,4,5,3,5,5,8,4,3,4,8,9,4,7,3,10,9,6,12,9,4,5,10,8,11,11,10,11,7,13,14,11,11,4,11,13,5,10,13,11,10,10,4,6,5,9,13,15,7,12,12,10,10,12,8,7,10,12,4,10,5,9,10,7,10,8,5,12,9,6,12,7,8,6,8,4,5,4,7,5,5,5,4,8,4,4,2,-1,4,1,2,4,1,2,1,2,-1,3,-1,2,-3,1,-3,1,-3,1,1,1,-7,1,-1,1,-76
-79,1,-7,1,-10,1,2,1,-1,1,-2,4,2,2,1,2,1,7,1,2,2,1,6,5,4,4,5,3,5,5,8,4,3,4,8,9,4,7,3,10,8,7,12,9,4,5,10,8,11,11,10,11,7,13,14,11,11,4,9,15,5,10,13,11,10,10,4,6,6,8,13,15,7,12,12,10,10,12,8,7,10,12,4,10,5,9,10,7,10,7,7,11,9,6,12,7,8,6,8,4,5,4,7,5,5,5,4,8,4,4,2,-1,4,1,2,4,1,2,2,1,-1,3,-1,2,-3,1,-3,1,-3,1,1,1,-7,1,-1,1,-76
-79,1,-7,1,-10,1,2,1,-1,1,-2,4,2,2,2,1,1,7,1,2,2,1,5,6,4,4,5,3,5,5,8,4,3,4,8,8,5,6,5,9,7,8,12,9,4,5,9,9,11,11,10,11,7,13,13,11,11,5,9,15,5,10,13,11,10,10,5,5,6,8,13,15,7,12,12,10,9,13,8,7,10,12,4,10,6,8,9,8,10,7,7,11,8,7,12,7,8,6,8,4,4,4,8,5,5,5,4,7,6,3,2,-1,4,1,2,4,1,2,2,1,-1,3,-1,2,-3,1,-3,1,-3,1,1,1,-7,1,-1,1,-76
-79,1,-7,1,-10,1,2,1,-1,1,-2,4,2,2,2,1,1,7,1,2,2,1,4,7,3,5,5,3,5,5,8,4,2,5,8,8,5,6,6,8,6,9,13,8,3,6,9,9,11,10,12,10,7,13,13,11,11,5,9,15,6,9,12,12,10,10,5,5,6,8,13,15,7,12,12,10,8,14,8,6,11,12,4,10,7,7,8,9,10,7,7,11,8,7,12,7,8,6,7,5,4,4,7,6,5,5,4,7,6,2,3,-1,5,-1,2,4,2,1,2,1,-1,3,-1,2,-3,1,-3,1,-3,1,1,1,-7,1,-1,1,-76
-79,1,-7,1,-10,1,2,1,-1,1,-2,4,2,2,1,2,1,7,1,2,2,1,6,5,4,4,5,3,5,5,8,4,3,4,8,9,4,7,3,10,9,6,12,9,4,6,10,7,11,11,10,11,7,13,14,11,11,4,11,13,6,9,13,11,10,10,4,6,5,9,14,14,8,11,13,9,11,11,7,8,9,13,4,10,6,8,10,7,10,8,4,13,9,6,12,7,8,6,8,4,5,4,7,5,5,5,4,8,4,4,2,-1,4,1,2,4,1,2,1,2,-1,3,-1,2,-3,1,-3,1,-3,1,1,1,-7,1,-1,1,-76
-79,1,-7,1,-10,1,2,1,-1,1,-2,4,2,2,2,1,1,7,1,2,2,1,4,7,4,4,5,3,5,5,8,4,3,4,8,8,5,6,6,8,6,9,12,9,4,5,9,9,11,10,12,10,7,13,13,11,11,5,9,15,6,9,12,12,10,10,5,5,6,8,13,15,7,12,12,10,8,14,8,7,10,12,4,10,6,8,9,8,10,7,7,11,8,7,12,7,8,6,8,4,3,5,7,6,5,5,4,7,6,2,3,-1,5,-1,2,4,2,1,2,1,-1,3,-1,2,-3,1,-3,1,-3,1,1,1,-7,1,-1,1,-76
-79,1,-7,1,-10,1,2,1,-1,1,-2,4,2,2,2,1,2,6,1,2,2,1,4,7,2,6,4,4,5,5,8,4,2,5,8,8,5,6,6,8,7,7,15,7,3,6,9,9,11,10,12,10,7,12,15,10,10,6,10,13,7,9,12,12,10,10,5,5,6,7,14,15,7,12,11,11,7,15,8,6,10,12,5,10,6,8,8,9,10,7,7,11,7,8,12,7,6,8,7,5,4,4,6,7,5,5,4,7,6,2,3,-1,5,-1,3,3,2,1,2,1,-1,3,1,1,-3,1,-3,1,-3,1,1,1,-7,1,-1,1,-76
-78,1,-7,1,-11,1,2,1,-2,1,3,1,2,2,1,3,3,4,1,4,1,1,7,3,7,1,3,6,6,4,6,5,3,6,8,9,4,6,9,5,6,9,8,11,6,7,8,8,8,13,10,10,12,11,9,15,10,5,12,10,8,8,11,15,9,8,3,9,6,12,14,10,10,10,9,13,12,10,6,7,13,9,11,2,6,10,6,11,7,11,9,8,6,8,8,13,7,8,5,6,4,4,9,2,7,2,5,8,2,5,2,1,1,4,3,2,-1,3,1,2,3,-1,1,1,-2,1,-3,1,-4,2,-1,1,-7,1,-1,1,-76
-79,1,-7,1,-10,1,2,1,-1,1,-2,4,2,2,1,2,1,7,1,2,2,1,6,5,4,4,5,3,5,5,8,4,3,4,8,9,4,7,4,9,9,6,12,9,4,6,10,8,11,10,10,11,7,14,13,11,11,4,12,12,7,8,13,11,10,10,4,6,5,10,14,13,8,11,13,9,11,11,7,8,9,13,4,10,6,8,10,7,10,8,5,12,8,7,12,7,7,7,8,4,5,4,7,5,5,5,4,8,4,4,2,-1,4,1,2,4,1,2,1,2,-1,3,-1,2,-3,1,-3,1,-3,1,1,1,-7,1,-1,1,-76
