0.0000000,0.000#0.650#0.670#0.680#0.760#0.660#0.690#0.750#0.720#0.740#0.710#0.630#0.700#0.730#0.620#0.640#0.540#0.570,2.000e-01,-00000032,000000034,0,000000001,000000330,000000000,000000000
-52,1,-26,1,-4,1,2,-2,2,-1,1,1,-1,1,2,1,-1,1,-1,1,-1,1,-1,5,1,4,-1,1,3,4,2,3,2,2,1,1,4,4,-1,2,10,3,5,6,6,6,4,4,8,8,9,5,9,7,8,7,13,9,6,7,5,8,8,10,8,5,12,8,16,13,15,10,13,10,8,11,5,15,11,19,13,9,7,9,15,11,11,14,14,6,9,14,8,16,13,12,6,15,11,6,11,11,8,10,10,3,6,3,15,6,5,5,4,3,5,4,6,2,6,4,8,4,5,4,4,2,4,2,3,2,1,1,2,2,4,2,3,3,-1,4,1,1,-1,1,1,2,1,-1,1,1,2,-1,1,-4,1,-1,1,-7,1,-82
-56,1,-25,1,-4,1,1,1,-1,2,-1,1,1,-2,2,2,-1,1,-2,1,1,-1,4,2,3,1,1,3,2,4,3,1,2,2,1,1,6,1,1,10,4,4,6,6,6,2,5,8,9,9,5,8,6,8,9,10,12,6,4,7,9,7,9,10,5,7,10,15,16,14,11,12,9,10,9,6,15,11,19,12,10,8,8,13,13,11,13,16,6,9,11,12,13,14,12,7,11,12,10,9,12,7,8,13,5,2,6,13,8,5,5,3,5,3,6,4,3,5,5,7,6,4,4,5,1,5,1,3,1,3,-1,3,1,5,2,2,4,-1,2,3,-1,1,-1,2,1,1,1,1,1,1,1,1,-4,1,-1,1,-7,1,-79
-56,1,-26,1,-3,1,1,1,-1,2,-2,2,-2,2,2,-1,1,-2,1,1,-1,4,1,4,1,1,1,4,4,2,1,3,2,1,1,5,2,-1,8,7,2,6,7,7,2,4,7,8,12,4,9,6,7,10,7,13,7,4,8,9,5,10,10,6,6,11,15,14,13,14,11,10,9,10,5,15,12,15,15,10,8,9,10,16,11,10,17,8,8,10,14,11,16,12,7,10,10,11,10,13,6,8,14,4,3,6,13,7,6,4,4,5,3,4,5,3,5,5,6,7,5,4,5,1,4,1,3,2,3,-1,3,1,4,3,2,4,-1,2,3,-1,1,-1,2,1,1,1,1,1,1,1,1,-4,1,-1,1,-7,1,-79
-56,1,-26,1,-3,1,1,1,-1,2,-2,1,1,-1,2,2,-1,1,-2,1,-1,1,3,2,4,1,1,-1,5,4,2,1,3,2,1,-1,6,2,-1,8,7,2,5,8,7,2,4,7,7,13,4,7,8,7,9,8,13,7,4,8,9,5,9,11,5,7,10,15,14,13,15,10,10,10,9,6,14,13,15,15,10,8,9,10,16,10,11,16,7,10,10,12,13,15,13,7,10,10,11,9,14,6,8,14,4,3,6,13,7,6,4,3,6,3,4,5,3,5,5,6,7,5,4,5,1,4,1,3,2,3,-1,3,1,4,3,2,4,-1,2,3,-1,1,-1,2,1,1,1,1,1,1,1,1,-4,1,-1,1,-7,1,-79
-56,1,-26,1,-3,1,-1,2,-2,2,-1,1,1,-1,2,1,1,-1,1,-1,1,-1,1,1,4,2,3,-1,1,5,3,2,2,2,2,1,1,4,4,-1,3,11,2,4,7,7,4,4,5,7,12,7,5,9,6,9,6,14,8,5,9,5,8,8,10,8,5,12,12,12,13,16,9,12,11,8,9,11,11,14,15,13,10,10,6,15,10,13,13,12,9,8,13,13,13,12,11,7,14,11,7,12,10,7,10,9,4,5,6,13,8,5,3,4,3,5,3,6,3,5,7,7,3,6,4,3,1,4,2,3,2,1,3,-1,3,3,2,3,3,1,4,-1,1,-1,1,2,1,1,1,1,-1,2,1,-4,1,-2,1,-7,1,-78
-56,1,-26,1,-3,1,1,1,-1,2,-1,1,1,-2,2,2,-1,1,-2,1,1,-1,4,1,4,1,1,2,3,4,2,2,2,2,1,1,6,1,1,8,6,3,5,8,6,2,4,9,8,10,4,9,6,7,10,9,12,6,5,7,9,7,8,11,5,6,11,15,14,15,12,11,10,10,9,6,15,11,17,13,10,9,8,11,15,11,11,17,7,8,11,13,12,15,12,7,10,10,12,9,13,7,8,13,5,2,6,13,7,6,4,4,5,3,6,4,2,5,5,7,7,4,4,5,1,4,2,2,2,3,-1,3,1,4,3,2,4,-1,2,3,-1,1,-1,2,1,1,1,1,1,1,1,1,-4,1,-1,1,-7,1,-79
-56,1,-26,1,-3,1,1,1,-1,1,1,-1,1,1,-1,2,2,-2,1,-1,1,-1,1,2,3,3,2,1,-1,5,4,2,1,3,2,1,-1,6,2,-1,6,9,2,4,7,9,2,4,7,7,11,6,7,8,6,10,8,11,9,4,8,9,5,7,11,7,7,10,13,16,12,16,9,10,11,9,6,13,13,16,14,11,8,9,10,16,10,11,15,8,9,9,14,12,16,13,7,9,11,11,9,13,7,8,11,6,3,7,10,10,6,4,3,5,4,4,5,3,5,5,6,7,5,4,5,1,4,1,3,2,3,-1,3,-1,4,4,2,4,-1,2,3,-1,1,-1,2,1,1,1,1,1,1,1,1,-4,1,-1,1,-7,1,-79
-56,1,-26,1,-3,1,-1,2,-2,2,-1,1,1,-1,2,1,1,-1,1,-1,1,-1,1,1,4,3,2,-1,1,5,3,2,2,2,3,1,-1,5,3,-1,3,11,2,4,7,9,2,4,5,9,10,7,5,10,5,10,6,13,8,5,9,6,7,8,10,8,5,12,12,12,14,15,9,12,11,8,9,12,11,15,15,11,10,10,6,15,10,14,16,8,9,8,14,14,11,12,11,8,13,11,8,11,10,7,12,8,3,5,7,12,8,5,3,4,3,6,3,5,3,5,8,7,2,6,5,2,2,3,2,3,2,1,3,-1,3,4,1,3,3,1,4,-1,1,-1,2,1,1,1,1,1,-1,2,1,-4,1,-2,1,-7,1,-78
-56,1,-26,1,-3,1,-1,2,-1,1,1,-1,1,1,-1,2,2,-2,1,-1,1,-1,1,1,4,3,2,1,-1,5,3,2,2,2,3,1,-1,6,2,-1,5,10,2,3,8,9,2,4,6,7,11,7,7,7,6,9,9,10,10,3,9,8,5,9,11,6,6,11,13,16,10,17,10,9,12,6,9,13,14,15,15,9,8,11,8,14,11,11,17,7,9,8,16,12,13,14,9,8,13,11,6,13,9,7,12,7,3,7,7,10,9,4,3,4,4,5,3,5,3,6,7,7,3,5,6,1,3,2,2,3,2,1,3,-1,4,4,1,2,3,1,4,-1,1,-1,2,1,1,1,1,1,-1,2,1,-4,1,-1,1,-7,1,-79
-56,1,-26,1,-3,1,-1,2,-2,2,-1,1,1,-1,2,1,1,-1,1,-1,1,-1,1,1,4,3,2,-1,1,5,3,2,2,2,3,1,-1,6,2,-1,5,9,3,3,7,9,2,4,6,8,10,7,7,8,6,9,6,13,8,5,9,7,6,9,9,8,5,12,13,11,14,15,12,9,11,8,9,12,14,13,14,12,9,10,7,16,8,14,16,8,9,8,16,12,13,11,11,8,14,9,8,11,10,7,12,8,3,6,7,11,9,4,3,4,3,6,3,5,3,5,8,7,3,5,6,1,3,2,2,3,2,1,3,-1,3,5,1,2,3,1,4,-1,1,-1,2,1,1,1,1,1,-1,2,1,-4,1,-2,1,-6,1,-79
