0.0000000,0.000#0.770#0.540#0.560#0.570#0.660#0.520#0.530#0.650#0.510#0.620#0.670#0.680#0.500#0.610,1.111e-01,-00000016,000000018,0,000000001,000000306,000000000,000000000
-61,1,-8,1,-2,1,-2,1,-2,3,-3,1,-1,1,-3,1,4,2,-1,1,2,2,2,3,3,4,1,4,2,3,2,4,3,6,6,4,8,2,6,2,9,8,10,15,5,15,4,4,8,10,10,13,12,11,13,11,10,8,13,19,12,11,13,11,10,20,21,14,16,14,12,16,12,14,8,11,13,12,14,13,15,15,15,19,11,3,14,12,10,12,7,7,9,4,4,7,11,4,9,6,5,4,8,9,4,7,6,9,4,3,2,2,4,1,-1,4,2,2,2,2,2,2,2,2,-1,1,3,2,1,-7,1,1,-7,1,-7,1,-78
-68,1,-8,1,-1,1,-3,1,-2,3,-3,1,-1,1,-3,1,5,1,-1,1,2,2,3,2,4,3,1,4,3,2,2,4,3,6,6,4,8,2,6,2,11,7,10,14,6,14,4,5,7,10,10,13,12,11,14,11,10,7,13,19,12,13,12,11,9,21,20,14,18,13,13,16,13,14,5,13,12,11,14,14,16,14,16,19,9,6,12,11,13,10,7,8,7,4,6,6,10,5,9,5,6,4,8,9,3,7,6,9,4,3,2,2,4,1,1,4,1,2,2,2,2,2,2,2,-1,1,3,2,1,-7,1,1,-7,1,-7,1,-71
-66,1,-8,1,-1,1,-3,1,-2,3,-2,1,-2,1,-3,1,5,1,-1,1,2,2,3,2,5,2,1,4,3,2,2,4,3,6,6,4,8,2,6,2,12,6,10,14,6,15,3,5,8,10,9,14,13,10,13,11,11,8,11,19,12,15,11,11,8,23,19,15,18,11,14,15,16,12,5,13,12,11,13,15,17,14,15,19,8,6,13,10,13,10,7,8,7,4,6,6,11,4,11,4,5,5,7,9,3,7,7,9,3,3,2,3,3,1,2,3,1,2,2,2,2,2,2,2,-1,1,3,2,1,-7,1,1,-7,1,-7,1,-73
-66,1,-8,1,-2,1,-2,1,-2,3,-3,1,-1,1,-3,1,4,2,-1,1,1,3,2,3,2,4,2,4,2,3,2,4,3,6,6,4,7,3,5,3,8,9,9,16,5,14,5,4,7,10,10,13,13,10,12,13,9,9,12,19,12,12,12,12,10,20,20,15,15,15,11,17,12,14,8,11,13,11,13,14,14,17,14,20,11,3,13,13,10,11,7,8,8,5,3,8,11,4,9,6,5,4,8,8,4,8,6,9,4,3,1,3,4,1,-1,4,1,3,2,2,2,2,2,2,-1,1,3,2,1,-7,1,1,-7,1,-7,1,-73
-66,1,-8,1,-2,1,-2,1,-2,3,-3,1,-1,1,-3,1,4,2,-2,2,3,2,3,2,4,2,4,2,3,2,3,4,4,8,4,6,4,4,4,7,10,9,15,6,14,5,4,7,9,8,14,15,9,13,13,9,8,12,17,15,11,13,11,10,19,20,16,13,15,12,16,15,14,7,11,13,12,13,14,12,16,16,20,11,4,11,14,10,11,8,7,8,6,3,6,12,5,8,7,5,4,6,10,4,7,6,8,6,2,2,3,4,1,-1,4,1,2,3,2,2,2,2,1,1,1,2,3,1,-7,1,-1,1,-6,1,-7,1,-73
-67,1,-8,1,-1,1,-3,1,-2,3,-3,1,-1,1,-3,1,5,1,-1,1,2,2,3,2,4,3,1,4,3,2,2,4,3,6,6,4,8,2,6,2,11,7,10,14,6,14,4,5,7,10,10,13,12,11,13,12,10,7,13,19,12,13,12,10,10,21,20,14,16,15,13,15,13,14,6,13,12,11,14,14,16,14,16,19,9,6,12,11,13,10,7,7,8,4,6,6,10,5,9,5,6,4,8,9,3,7,6,9,4,3,2,2,4,1,1,4,1,2,2,2,2,2,2,2,-1,1,3,2,1,-7,1,1,-7,1,-7,1,-72
-66,1,-8,1,-1,1,-3,1,-1,1,2,-2,1,-2,1,-2,1,-1,5,1,-1,1,2,3,3,1,5,3,-1,5,2,2,3,3,4,7,6,6,4,3,5,2,12,7,13,10,11,12,1,7,8,9,10,14,13,10,13,10,12,10,12,17,11,18,12,7,11,20,20,14,19,9,15,14,15,13,7,13,11,12,13,13,17,16,14,18,7,8,11,12,12,10,6,9,7,4,6,6,10,6,9,5,4,5,9,8,4,8,6,7,3,3,3,2,4,-1,4,1,1,2,2,3,2,2,1,2,1,-1,4,1,1,-7,1,1,-7,1,-6,1,-74
-66,1,-8,1,-1,1,-3,1,-2,3,-2,1,-2,1,-2,1,-1,5,1,-1,1,2,3,3,1,5,3,-1,5,2,2,3,3,3,7,6,5,6,2,6,2,12,6,13,11,9,13,2,5,9,10,9,14,13,10,12,11,11,11,12,15,13,16,13,8,11,20,20,14,18,10,14,15,16,12,6,14,11,12,12,15,16,15,14,20,7,7,12,10,13,11,6,9,7,4,6,5,11,4,11,5,4,5,7,9,5,5,7,9,3,3,2,3,4,-1,4,1,1,2,2,3,2,2,1,2,-1,1,4,1,1,-7,1,1,-7,1,-6,1,-74
-67,1,-8,1,-1,1,-3,1,-2,3,-2,1,-2,1,-3,1,5,1,-1,1,2,2,3,2,5,2,1,4,3,2,2,4,3,6,6,4,8,2,6,2,12,6,10,14,6,15,3,5,8,10,9,14,13,10,13,11,11,9,10,19,12,15,12,10,8,23,20,14,18,11,14,15,16,12,5,13,13,10,13,15,17,14,15,19,8,6,13,10,13,10,7,8,7,4,6,6,11,4,11,4,5,5,7,9,4,6,7,9,3,3,2,3,3,1,3,2,1,2,2,2,2,2,2,2,-1,1,3,2,1,-7,1,1,-7,1,-7,1,-72
-66,1,-8,1,-1,1,-3,1,-1,1,2,-2,1,-2,1,-2,1,-1,5,1,-1,1,2,3,3,1,5,3,-1,5,3,1,5,1,4,8,5,6,4,3,5,2,14,6,13,11,11,10,2,6,8,10,10,15,11,10,16,8,11,11,11,19,10,17,13,8,9,24,18,15,16,11,13,15,15,14,6,13,10,13,17,10,16,16,15,17,8,8,12,11,10,11,6,9,7,3,7,7,9,7,7,5,4,6,8,8,4,8,6,7,3,3,3,2,4,-1,4,1,2,1,3,3,1,2,1,2,1,1,4,-1,1,-7,1,1,-7,1,-6,1,-74
