0.0000000,0.000#0.940,1.667e-01,-00000025,000000027,0,000000001,000000312,000000000,000000000
-33,1,-12,2,-1,1,1,-4,1,-2,1,-1,1,-2,1,2,1,1,-2,1,2,3,2,2,2,2,-1,2,2,2,-1,1,4,1,-1,5,1,3,4,-1,3,3,3,5,5,4,2,3,4,3,6,8,5,10,4,8,7,11,8,3,11,11,14,13,13,15,9,12,10,11,18,8,16,16,10,18,14,14,16,20,20,18,5,19,12,25,22,18,15,14,9,20,16,12,17,15,24,24,20,24,17,18,28,19,15,19,21,14,16,15,20,20,14,13,23,19,17,19,13,12,5,13,6,20,21,8,6,10,12,11,8,17,14,14,13,12,13,14,14,6,3,9,6,8,9,11,6,6,5,6,6,4,12,10,8,6,7,7,6,9,4,3,1,7,1,3,2,2,1,2,4,-2,1,2,1,4,2,3,-1,1,-1,2,3,1,1,-1,1,2,-1,1,-4,1,-2,1,-1,1,-3,1,-58
-39,1,-12,2,-1,1,1,-3,1,-3,1,-1,1,-1,1,-1,2,2,-3,3,2,1,2,2,4,-1,1,2,2,1,-1,3,2,1,3,2,2,4,2,1,3,3,3,5,5,4,3,1,4,6,6,6,7,8,6,9,5,12,6,6,9,14,14,12,13,15,5,15,9,16,13,10,20,12,13,17,12,16,16,21,19,15,10,15,19,21,23,14,19,10,13,18,17,13,15,18,26,23,21,20,15,27,20,20,17,17,20,16,13,16,22,15,17,13,24,15,23,15,12,10,12,8,10,16,21,4,10,11,12,13,9,14,10,18,13,13,12,14,10,5,7,8,4,10,10,9,6,5,8,3,7,5,13,10,5,7,7,6,10,7,4,-1,2,7,1,2,3,2,-1,4,2,-2,2,1,4,1,3,2,1,-1,1,2,2,2,-1,1,-1,2,1,-4,1,-2,1,-1,1,-3,1,-53
