0.0000000,0.000#0.100,1.667e-01,-00000029,000000030,0,000000001,000000354,000000000,000000000
-62,1,-13,1,-3,1,2,-4,2,2,-1,2,3,2,-2,1,2,-1,3,2,1,3,2,1,-1,3,3,1,2,3,3,3,3,8,6,5,3,8,2,8,4,8,2,11,8,7,7,7,4,8,5,11,11,9,15,8,7,14,12,8,12,18,10,13,12,11,20,12,17,16,16,18,24,10,17,19,20,27,17,17,18,23,18,13,20,24,26,15,28,22,32,22,20,26,32,24,22,20,25,14,26,24,19,18,21,19,22,27,17,19,21,28,16,24,13,22,20,20,18,19,22,17,12,15,14,19,14,16,14,12,11,8,17,19,5,7,11,8,11,5,7,5,23,12,5,1,6,6,11,1,4,5,6,4,5,3,3,4,7,4,1,5,5,1,2,1,3,2,2,1,3,3,-1,1,1,1,-2,2,3,3,-2,2,1,-1,1,-2,1,-3,1,-2,1,-13,1,-64
-62,1,-14,1,-3,2,1,-3,1,1,2,-1,3,2,2,-1,1,1,1,-1,4,2,2,2,1,1,1,5,-1,2,4,-1,4,3,2,9,8,3,4,6,5,7,5,6,7,6,10,5,8,7,6,5,9,14,7,11,13,8,9,15,6,14,13,13,12,15,10,14,14,19,11,19,15,23,18,10,19,22,17,29,17,15,17,28,13,19,16,21,26,24,28,26,25,19,22,27,29,23,23,25,19,24,18,20,22,22,14,24,24,22,18,20,26,23,19,17,21,18,16,19,22,18,23,13,16,14,15,15,18,15,14,9,10,11,19,15,5,11,8,6,11,7,3,15,17,11,3,3,4,11,6,-1,5,6,5,4,6,2,5,3,5,4,2,7,3,-1,2,4,1,2,2,3,-1,3,-1,1,2,-2,1,1,5,1,-1,1,1,1,1,-2,1,-3,1,-2,1,-13,1,-64
