0.0000000,0.000#0.810,1.000e+01,-00001667,000001473,1,000000010,000000314,000000000,000000000
-61,1,-3,1,-4,1,-1,2,-1,1,2,1,-1,3,1,-1,1,2,2,1,1,1,1,2,-1,3,3,5,3,4,3,4,3,7,2,3,5,5,4,2,4,10,5,10,9,15,8,10,11,15,5,15,15,17,17,15,12,14,23,26,15,16,26,27,18,20,18,24,34,26,32,28,37,33,37,41,33,30,40,28,36,35,45,41,54,59,40,36,51,53,44,50,56,49,52,49,60,54,55,48,38,46,41,45,46,58,46,65,55,56,53,47,60,39,40,50,56,52,45,42,38,37,28,50,41,38,23,41,28,34,37,21,25,32,25,27,30,26,26,17,20,22,16,23,21,18,14,22,13,14,10,15,10,9,9,7,14,8,8,3,9,5,10,3,6,2,8,5,5,3,3,2,3,2,2,1,1,3,4,1,1,-3,1,-1,1,-3,1,-4,1,-8,1,-44
-60,1,-4,1,-5,1,-1,2,2,1,-1,1,1,3,1,-1,1,2,2,1,-1,2,-1,2,2,4,6,2,2,4,3,4,5,5,3,5,3,6,3,2,7,9,11,8,12,10,11,10,9,12,13,14,18,16,17,13,15,19,16,27,22,18,22,24,17,20,31,27,30,30,40,23,32,36,46,29,33,40,34,25,47,35,49,48,49,51,47,38,55,44,52,52,55,43,55,56,56,53,39,48,47,40,44,49,44,57,52,66,57,58,55,47,48,34,55,47,46,52,49,34,28,35,46,43,35,30,32,38,38,31,23,22,25,34,26,28,26,30,17,19,16,23,22,22,14,17,13,22,15,11,10,15,8,9,13,8,7,9,10,3,7,6,7,4,6,3,6,5,3,3,3,1,3,2,-1,2,3,3,2,1,-2,1,-1,1,-3,1,-5,1,-7,1,-45
