0.0000000,0.000#0.420,1.500e+01,-00002182,000002348,1,000000015,000000302,000000000,000000000
-71,1,-3,1,1,-6,3,1,-1,1,-1,1,-1,6,1,-1,3,5,2,3,4,3,9,6,9,9,13,8,9,15,12,18,19,22,13,23,26,32,26,20,31,20,25,33,28,41,39,50,40,49,58,51,53,47,57,72,68,65,52,63,78,80,87,89,80,78,86,70,84,71,81,100,83,70,64,76,76,68,62,62,65,68,57,69,61,55,47,50,54,40,45,45,43,40,31,38,35,16,29,24,18,25,13,16,19,8,9,7,6,9,11,13,12,8,-1,4,4,2,4,4,4,3,2,3,-1,3,-1,1,1,2,-6,1,-12,1,-75
-71,1,-3,1,-1,1,-4,1,2,1,-1,1,-1,1,-1,3,4,3,-1,4,3,4,3,3,9,8,7,9,12,10,8,11,16,17,19,20,16,23,25,30,28,27,25,27,18,31,27,43,38,52,39,53,55,45,57,53,52,71,65,65,53,63,77,94,73,87,83,85,81,78,75,78,74,88,97,65,65,78,77,60,65,71,60,67,61,59,69,53,49,43,58,46,43,33,54,41,31,37,35,19,27,19,24,17,21,11,24,9,7,4,9,8,12,11,15,5,3,4,3,3,4,2,6,2,3,3,-1,2,1,2,-2,2,-4,1,-13,1,-75
