0.0000000,0.000#0.200,1.100e+01,-00001712,000001742,1,000000011,000000314,000000000,000000000
-58,1,-7,1,-2,1,-6,1,-2,2,1,-1,3,-1,3,2,3,1,5,-1,6,1,6,6,5,-1,6,2,8,3,10,4,12,9,10,9,11,13,10,16,18,10,15,15,14,21,21,17,17,25,26,20,27,32,19,28,35,26,31,44,46,42,50,43,30,61,59,47,51,37,63,51,57,49,61,49,62,64,58,68,58,73,57,58,52,67,51,65,50,51,62,49,43,52,53,42,41,53,50,60,45,57,41,49,53,56,47,40,35,41,35,40,32,48,38,22,32,34,28,26,25,27,19,18,23,14,13,18,21,20,14,11,11,5,13,13,13,4,7,6,5,5,9,7,5,4,2,4,2,2,4,3,3,4,2,-1,4,2,2,1,2,-1,1,1,1,-4,2,-1,1,1,-15,1,-55
-58,1,-7,1,-2,1,-6,1,-2,2,1,-1,3,-1,4,1,3,1,4,1,5,2,6,6,4,1,4,4,5,6,10,4,11,9,10,10,9,15,11,15,19,9,12,18,15,19,21,18,19,23,21,24,25,35,21,26,31,30,23,50,44,46,48,44,32,58,58,49,49,40,53,60,54,53,58,51,66,61,56,68,53,79,53,62,59,59,60,57,53,49,60,49,45,51,46,50,38,55,60,51,40,62,41,47,56,54,50,38,37,39,37,35,36,47,36,24,35,30,28,26,24,28,20,17,22,16,11,20,19,22,15,10,10,6,12,14,9,8,7,6,4,6,9,7,5,4,3,3,1,3,4,3,2,5,1,1,3,3,2,1,1,1,1,1,1,-4,2,-1,1,1,-15,1,-55
