1.8849556,0.000#0.010#0.020#0.030#0.040#0.050#0.060#0.070#0.080#0.960#0.970#0.980#0.990#0.800#0.810#0.820#0.830#0.840#0.850#0.860#0.870#0.880#0.890#0.900#0.910#0.920#0.930#0.940#0.950#0.090#0.100#0.110#0.120#0.130#0.140#0.150#0.160#0.170#0.180#0.190#0.200#0.210#0.220#0.230#0.240#0.250#0.590#0.600#0.610#0.620#0.630#0.640#0.650#0.660#0.670#0.680#0.690#0.700#0.710#0.720#0.730#0.740#0.750#0.760#0.260#0.270#0.280#0.290#0.300#0.310#0.320#0.330#0.340#0.350#0.360#0.370#0.380#0.390#0.400#0.410#0.420#0.430#0.440#0.450#0.460#0.470#0.480#0.490#0.500#0.510#0.520#0.530#0.540#0.550#0.560#0.570#0.580#0.770#0.780#0.790,6.667e-02,-00000008,000000013,0,000000001,000000315,000000000,000000000
-103,1,-19,1,-7,1,-9,1,-8,1,-2,1,-161
-103,1,-19,1,-7,1,-9,1,-8,1,-2,1,-161
-103,1,-19,1,-7,1,-9,1,-8,1,-2,1,-161
-104,1,-18,1,-7,1,-9,1,-9,1,-1,1,-161
-104,1,-19,1,-6,1,-9,1,-9,1,-1,1,-161
-104,1,-19,1,-6,1,-10,1,-8,1,-1,1,-161
-104,1,-19,1,-7,1,-9,1,-8,1,-1,1,-161
-104,1,-19,1,-7,1,-9,1,-8,1,-2,1,-160
-104,1,-19,1,-7,1,-9,1,-8,1,-2,1,-160
-118,1,-18,1,-7,1,-9,1,-9,1,-1,1,-147
-118,1,-19,1,-6,1,-9,1,-9,1,-1,1,-147
-118,1,-19,1,-6,1,-9,1,-9,1,-1,1,-147
-118,1,-19,1,-7,1,-9,1,-8,1,-1,1,-147
-115,1,-19,1,-7,1,-9,1,-8,1,-2,1,-149
-115,1,-19,1,-7,1,-9,1,-8,1,-2,1,-149
-115,1,-19,1,-7,1,-9,1,-8,1,-2,1,-149
-116,1,-18,1,-7,1,-9,1,-9,1,-1,1,-149
-116,1,-19,1,-6,1,-9,1,-9,1,-1,1,-149
-116,1,-19,1,-6,1,-10,1,-8,1,-1,1,-149
-116,1,-19,1,-7,1,-9,1,-8,1,-1,1,-149
-116,1,-19,1,-7,1,-9,1,-8,1,-2,1,-148
-116,1,-19,1,-7,1,-9,1,-8,1,-2,1,-148
-117,1,-18,1,-7,1,-9,1,-8,1,-2,1,-148
-117,1,-18,1,-7,1,-9,1,-9,1,-1,1,-148
-117,1,-19,1,-6,1,-9,1,-9,1,-1,1,-148
-117,1,-19,1,-7,1,-9,1,-8,1,-1,1,-148
-117,1,-19,1,-7,1,-9,1,-8,1,-2,1,-147
-117,1,-19,1,-7,1,-9,1,-8,1,-2,1,-147
-117,1,-19,1,-7,1,-9,1,-8,1,-2,1,-147
-105,1,-18,1,-7,1,-9,1,-8,1,-2,1,-160
-105,1,-18,1,-7,1,-9,1,-9,1,-1,1,-160
-105,1,-19,1,-6,1,-9,1,-9,1,-1,1,-160
-105,1,-19,1,-7,1,-9,1,-8,1,-1,1,-160
-105,1,-19,1,-7,1,-9,1,-8,1,-2,1,-159
-105,1,-19,1,-7,1,-9,1,-8,1,-2,1,-159
-105,1,-19,1,-7,1,-9,1,-8,1,-2,1,-159
-106,1,-18,1,-7,1,-9,1,-9,1,-1,1,-159
-106,1,-19,1,-6,1,-9,1,-9,1,-1,1,-159
-106,1,-19,1,-6,1,-9,1,-9,1,-1,1,-159
-106,1,-19,1,-7,1,-9,1,-8,1,-1,1,-159
-106,1,-19,1,-7,1,-9,1,-8,1,-2,1,-158
-106,1,-19,1,-7,1,-9,1,-8,1,-2,1,-158
-106,1,-19,1,-7,1,-9,1,-8,1,-2,1,-158
-107,1,-18,1,-7,1,-9,1,-9,1,-1,1,-158
-107,1,-19,1,-6,1,-9,1,-9,1,-1,1,-158
-107,1,-19,1,-6,1,-10,1,-8,1,-1,1,-158
-112,1,-19,1,-7,1,-9,1,-8,1,-1,1,-153
-112,1,-19,1,-7,1,-9,1,-8,1,-2,1,-152
-112,1,-19,1,-7,1,-9,1,-8,1,-2,1,-152
-112,1,-19,1,-7,1,-9,1,-8,1,-2,1,-152
-113,1,-18,1,-7,1,-9,1,-9,1,-1,1,-152
-113,1,-19,1,-6,1,-9,1,-9,1,-1,1,-152
-113,1,-19,1,-6,1,-10,1,-8,1,-1,1,-152
-113,1,-19,1,-7,1,-9,1,-8,1,-1,1,-152
-113,1,-19,1,-7,1,-9,1,-8,1,-2,1,-151
-113,1,-19,1,-7,1,-9,1,-8,1,-2,1,-151
-114,1,-18,1,-7,1,-9,1,-8,1,-2,1,-151
-114,1,-18,1,-7,1,-9,1,-9,1,-1,1,-151
-114,1,-19,1,-6,1,-9,1,-9,1,-1,1,-151
-114,1,-19,1,-7,1,-9,1,-8,1,-1,1,-151
-114,1,-19,1,-7,1,-9,1,-8,1,-2,1,-150
-114,1,-19,1,-7,1,-9,1,-8,1,-2,1,-150
-114,1,-19,1,-7,1,-9,1,-8,1,-2,1,-150
-115,1,-18,1,-7,1,-9,1,-9,1,-1,1,-150
-107,1,-19,1,-7,1,-9,1,-8,1,-1,1,-158
-107,1,-19,1,-7,1,-9,1,-8,1,-2,1,-157
-107,1,-19,1,-7,1,-9,1,-8,1,-2,1,-157
-108,1,-18,1,-7,1,-9,1,-8,1,-2,1,-157
-108,1,-18,1,-7,1,-9,1,-9,1,-1,1,-157
-108,1,-19,1,-6,1,-9,1,-9,1,-1,1,-157
-108,1,-19,1,-7,1,-9,1,-8,1,-1,1,-157
-108,1,-19,1,-7,1,-9,1,-8,1,-2,1,-156
-108,1,-19,1,-7,1,-9,1,-8,1,-2,1,-156
-108,1,-19,1,-7,1,-9,1,-8,1,-2,1,-156
-109,1,-18,1,-7,1,-9,1,-9,1,-1,1,-156
-109,1,-19,1,-6,1,-9,1,-9,1,-1,1,-156
-109,1,-19,1,-6,1,-9,1,-9,1,-1,1,-156
-109,1,-19,1,-7,1,-9,1,-8,1,-1,1,-156
-109,1,-19,1,-7,1,-9,1,-8,1,-2,1,-155
-109,1,-19,1,-7,1,-9,1,-8,1,-2,1,-155
-109,1,-19,1,-7,1,-9,1,-8,1,-2,1,-155
-110,1,-18,1,-7,1,-9,1,-9,1,-1,1,-155
-110,1,-19,1,-6,1,-9,1,-9,1,-1,1,-155
-110,1,-19,1,-6,1,-10,1,-8,1,-1,1,-155
-110,1,-19,1,-7,1,-9,1,-8,1,-1,1,-155
-110,1,-19,1,-7,1,-9,1,-8,1,-2,1,-154
-110,1,-19,1,-7,1,-9,1,-8,1,-2,1,-154
-111,1,-18,1,-7,1,-9,1,-8,1,-2,1,-154
-111,1,-18,1,-7,1,-9,1,-9,1,-1,1,-154
-111,1,-19,1,-6,1,-9,1,-9,1,-1,1,-154
-111,1,-19,1,-7,1,-9,1,-8,1,-1,1,-154
-111,1,-19,1,-7,1,-9,1,-8,1,-2,1,-153
-111,1,-19,1,-7,1,-9,1,-8,1,-2,1,-153
-111,1,-19,1,-7,1,-9,1,-8,1,-2,1,-153
-112,1,-18,1,-7,1,-9,1,-9,1,-1,1,-153
-112,1,-19,1,-6,1,-9,1,-9,1,-1,1,-153
-112,1,-19,1,-6,1,-9,1,-9,1,-1,1,-153
-115,1,-19,1,-6,1,-9,1,-9,1,-1,1,-150
-115,1,-19,1,-6,1,-9,1,-9,1,-1,1,-150
-115,1,-19,1,-7,1,-9,1,-8,1,-1,1,-150
