1.8849556,0.000#0.860,5.000e-02,-00000007,000000008,0,000000001,000000300,000000000,000000000
-85,1,-7,1,1,1,2,3,1,1,1,2,2,1,3,6,4,3,7,5,3,4,6,8,10,8,7,13,21,13,10,16,18,12,19,16,12,25,26,22,28,26,23,27,26,31,30,32,30,26,26,30,36,39,35,52,45,48,51,41,45,50,39,42,37,47,48,44,42,41,39,40,39,35,19,31,38,34,37,30,27,20,25,22,30,20,24,19,16,18,12,18,13,24,13,10,15,13,9,9,8,2,3,5,2,3,1,4,2,9,-1,5,1,1,1,-3,1,2,1,1,1,2,-4,1,2,-80
-103,1,-7,1,2,1,3,1,2,1,1,2,2,1,6,5,4,7,5,2,5,5,8,10,8,7,13,21,14,9,14,21,7,21,17,9,25,25,23,26,28,23,24,28,32,30,27,35,22,29,28,35,45,33,43,50,50,46,44,44,46,45,42,40,42,47,43,51,38,37,41,37,38,22,29,38,33,38,31,28,20,22,23,32,18,25,18,18,16,14,17,14,18,20,9,17,11,9,8,9,5,3,4,3,2,2,4,1,9,1,4,2,1,1,-3,1,-1,3,1,-1,2,1,-3,1,2,-63
