3.1415926,0.000#0.750#0.880#0.760#0.780#0.890#0.740#0.790#0.730#0.870#0.800#0.860#0.680#0.840#0.900,4.600e+01,-00007145,000006839,1,000000046,000000304,000000000,000000000
-76,2,-5,1,-2,1,-3,1,1,2,2,-1,2,-2,1,-1,1,2,1,3,4,3,3,4,2,1,3,2,1,3,5,6,1,1,3,7,5,6,10,5,6,10,6,2,5,4,7,8,7,11,4,8,9,10,11,14,11,11,11,10,7,6,16,15,10,15,11,10,9,12,11,11,22,13,15,16,11,11,5,16,16,9,9,11,6,5,10,14,15,18,7,10,15,12,9,8,13,5,14,8,13,4,12,5,7,10,2,5,2,1,5,6,5,3,7,5,2,1,5,-1,5,1,1,2,-1,2,-1,2,4,1,-1,3,1,1,3,-1,2,-2,1,1,-2,1,2,1,1,1,-6,1,-66
-77,2,-5,1,-1,1,-3,1,1,2,-1,2,-1,2,1,-1,1,-2,3,2,5,4,2,1,5,1,2,2,2,4,4,2,5,3,1,4,8,9,6,6,6,5,11,5,2,5,6,6,9,5,10,9,8,12,9,16,9,8,13,9,9,12,9,8,18,11,15,7,12,9,13,20,14,11,17,8,19,6,10,17,15,7,10,10,8,7,8,18,11,12,13,13,12,9,12,12,9,11,8,14,7,11,5,6,6,3,9,1,6,5,1,5,6,5,5,4,3,2,4,4,1,1,1,-1,2,-1,2,4,2,-1,1,2,2,4,-1,1,1,-2,1,1,-2,2,1,1,1,-1,1,-5,1,-66
-77,2,-5,1,-1,1,-3,1,1,2,-1,2,-1,2,1,-1,1,-2,3,2,5,4,2,1,5,1,2,2,2,4,4,1,6,3,1,5,7,8,7,8,4,5,11,5,2,6,5,7,8,3,12,9,8,12,9,13,12,9,12,9,9,15,6,10,16,9,17,8,11,9,13,21,13,13,15,7,20,6,10,17,15,7,10,6,12,8,7,16,13,8,17,14,11,9,12,13,8,14,5,13,8,11,5,6,6,3,9,3,4,5,1,4,7,6,4,2,5,3,3,4,1,1,1,-1,2,-1,2,3,3,-1,1,2,2,3,1,1,1,-2,1,1,-2,2,1,1,1,-1,1,-4,1,-67
-77,2,-5,1,-1,1,-3,1,1,2,-1,2,-1,2,1,-1,1,-2,3,2,5,4,2,1,5,1,2,2,2,3,5,2,5,3,1,4,8,8,7,6,6,6,10,5,2,5,6,6,9,5,10,9,8,12,9,15,10,8,13,10,8,14,7,8,18,12,14,7,12,9,13,20,14,12,16,8,19,4,12,17,15,7,10,10,8,7,8,18,11,12,13,13,12,9,12,12,9,11,8,14,7,11,5,6,6,4,8,1,6,5,1,5,6,5,5,4,3,2,4,4,1,1,1,-1,2,-1,2,4,2,-1,1,2,2,3,1,1,1,-2,1,1,-2,2,1,1,1,-1,1,-5,1,-66
-77,2,-5,1,-1,1,-3,1,1,2,-1,2,-1,2,1,-1,1,-2,3,2,5,4,2,1,5,1,2,2,2,3,5,1,6,3,1,5,7,8,7,6,6,6,10,5,2,6,5,6,9,5,10,9,8,12,9,14,11,9,12,9,9,14,7,9,17,11,15,7,12,9,13,21,13,13,15,7,20,4,12,16,16,7,10,9,9,7,8,18,11,12,13,14,11,10,11,12,9,11,8,14,7,11,5,6,6,4,8,1,6,5,1,5,6,5,5,3,4,2,4,4,1,1,1,-1,2,-1,2,3,3,-1,1,3,1,3,1,1,1,-2,1,1,-2,2,1,1,1,-1,1,-5,1,-66
-77,2,-5,1,-1,1,-3,1,1,2,-1,2,-1,2,1,-1,1,-1,1,2,2,5,4,2,1,5,1,2,2,2,4,4,1,6,4,-1,5,7,8,7,8,4,5,11,4,3,6,5,7,8,3,12,9,8,12,9,12,13,9,12,8,10,15,6,10,16,9,17,8,11,10,12,20,14,13,15,7,20,6,10,17,15,7,10,6,12,8,7,16,13,8,17,14,11,9,12,13,8,14,5,13,8,11,5,6,6,3,9,3,4,5,1,4,7,7,3,2,5,4,2,4,1,1,1,-1,2,-1,2,4,2,-1,1,1,3,3,1,1,1,-2,1,1,-2,2,1,1,1,-1,1,-4,1,-67
-77,2,-5,1,-1,1,-3,1,1,2,-1,2,-1,2,1,-1,1,-2,3,2,5,4,2,1,5,1,2,2,2,4,4,2,5,3,1,4,8,9,6,6,6,5,11,5,2,5,6,6,9,5,10,9,8,13,8,16,9,8,13,9,9,12,9,7,19,10,16,8,11,9,13,20,14,11,17,9,18,6,10,17,15,7,10,10,8,7,8,18,11,13,12,13,12,9,12,11,10,12,7,13,8,11,5,6,6,3,9,1,6,5,1,5,6,5,5,4,3,3,3,4,1,1,1,-1,2,-1,2,4,2,-1,1,2,2,4,-1,1,1,-2,1,1,-2,2,1,1,1,-1,1,-5,1,-66
-77,2,-5,1,-1,1,-3,1,1,2,-1,2,-1,2,1,-1,1,-2,3,2,5,3,3,1,5,1,2,2,2,3,5,1,6,3,1,6,6,8,7,7,5,6,10,5,2,6,5,7,8,5,10,9,8,12,9,14,11,9,12,9,9,14,7,9,17,11,15,7,12,9,13,21,13,13,15,7,20,4,12,16,16,7,10,9,9,7,8,18,11,12,13,14,11,10,11,12,9,11,8,14,7,11,5,6,6,4,8,1,6,5,1,5,6,5,5,2,5,2,4,4,1,1,1,-1,2,-1,2,3,3,-1,1,3,1,3,1,1,1,-2,1,1,-2,2,1,1,1,-1,1,-5,1,-66
-77,2,-5,1,-1,1,-3,1,1,2,-1,2,-1,2,1,-1,1,-2,3,2,5,4,2,1,5,1,2,2,2,4,4,2,5,3,1,4,8,9,6,6,6,5,11,5,2,5,6,6,9,5,10,9,8,13,8,15,10,8,13,9,9,12,9,7,19,10,16,9,10,9,13,20,14,12,16,9,18,6,10,17,15,8,9,11,7,7,8,17,12,13,12,13,12,9,12,11,10,12,7,12,9,11,5,6,6,3,9,1,6,5,1,5,6,5,5,4,3,3,3,4,1,1,1,-1,2,-1,2,4,2,-1,1,2,2,4,-1,1,1,-2,1,1,-2,2,1,1,1,-1,1,-5,1,-66
-77,2,-5,1,-1,1,-3,1,1,2,-1,2,-1,2,1,-1,1,-2,3,2,5,4,2,1,5,1,2,2,2,4,4,1,6,3,1,5,7,8,7,8,4,5,11,5,2,6,5,7,8,3,12,9,8,11,10,14,11,9,12,9,9,15,6,10,16,9,17,8,11,9,13,21,13,13,15,7,20,6,10,16,16,7,10,6,12,8,7,16,13,9,16,14,11,11,10,13,8,14,5,13,8,11,5,6,6,3,9,3,4,5,1,5,6,6,4,2,5,3,3,4,1,1,1,-1,2,-1,2,3,3,-1,1,2,2,3,1,1,1,-2,1,1,-2,2,1,1,1,-1,1,-4,1,-67
