3.1415926,0.000#0.340#0.330#0.390#0.320#0.360#0.370#0.380#0.260#0.280#0.310#0.350#0.400#0.270#0.430,4.600e+01,-00005956,000007936,1,000000046,000000302,000000000,000000000
-47,1,1,-4,1,1,-1,1,-3,1,-2,1,2,-1,1,-4,1,2,1,3,1,2,-1,1,-1,1,5,6,2,5,3,2,2,4,5,6,12,3,3,7,6,5,5,4,7,10,3,6,5,11,6,14,5,8,12,4,9,6,11,12,8,11,15,7,17,21,15,16,16,13,8,18,18,8,13,16,12,9,12,15,12,17,6,9,13,12,20,9,18,10,12,9,11,14,9,8,7,7,5,11,6,7,2,7,5,9,4,8,6,4,5,4,7,4,4,3,2,5,3,2,1,1,3,1,4,5,4,1,2,-1,2,-1,2,1,1,-2,1,-1,1,-5,2,-9,1,1,-14,1,-75
-46,1,-2,1,-3,1,1,-1,1,-3,1,-2,1,1,1,-1,1,-3,1,2,1,2,2,2,-1,1,-1,3,3,4,4,4,4,2,2,3,6,6,12,3,3,5,8,2,7,4,8,9,4,6,5,7,10,8,10,14,7,3,10,10,7,5,15,11,15,8,16,12,24,16,16,11,9,19,18,6,15,16,12,7,14,17,10,10,12,11,12,13,19,12,14,9,14,11,9,9,14,9,6,7,5,9,7,6,4,6,6,6,7,5,9,3,6,6,5,4,4,4,1,3,5,2,1,1,3,2,2,5,5,-1,3,1,1,2,-2,2,-2,1,-2,1,-4,2,-10,2,-14,1,-75
-46,1,-2,1,-3,1,1,-1,1,-3,1,-2,1,1,1,-1,1,-3,1,2,1,2,2,2,-1,1,-1,3,3,4,4,4,4,2,2,3,6,6,12,3,3,5,8,2,7,4,8,9,4,6,5,7,10,8,10,14,7,3,10,10,7,5,15,11,15,8,16,12,24,16,16,11,9,19,18,7,14,16,12,7,14,17,10,10,12,11,12,13,19,12,14,9,14,11,9,9,14,9,6,7,5,9,7,6,4,6,6,6,7,5,9,4,5,6,5,4,4,4,1,3,5,2,1,1,3,2,2,5,5,-1,3,1,1,1,1,-1,2,-2,1,-2,1,-4,2,-10,2,-14,1,-75
-46,1,-2,1,-3,1,1,-1,1,-3,1,-2,1,1,1,-1,1,-3,1,2,1,2,1,3,-1,1,-1,3,3,4,4,4,4,2,2,3,6,5,13,3,3,6,7,1,8,4,8,8,5,6,5,7,10,8,10,14,7,3,10,10,7,5,15,11,15,10,14,14,22,15,17,11,9,19,18,5,16,14,14,9,12,16,11,9,13,11,12,14,18,14,12,9,14,12,8,8,15,9,6,6,6,8,8,6,4,6,6,6,7,5,9,3,6,7,4,5,3,4,1,3,5,2,1,1,3,2,2,4,6,-1,3,1,1,2,-2,2,-2,1,-2,1,-4,2,-10,2,-14,1,-75
-46,1,-2,1,-3,1,1,-1,1,-3,1,-2,1,1,1,-1,1,-3,1,2,1,3,1,2,-1,1,-1,3,3,4,4,4,4,3,1,3,6,5,13,3,3,5,8,2,7,4,8,9,4,6,5,7,10,9,9,14,7,3,10,10,7,5,15,11,15,8,16,12,24,16,16,12,8,19,18,7,14,16,12,7,14,17,10,10,12,11,12,13,19,11,15,9,14,11,9,9,14,9,6,8,4,9,7,6,4,6,6,6,7,5,9,4,5,6,5,4,4,4,1,3,5,2,1,1,3,2,2,5,5,-1,3,1,1,1,1,-1,2,-2,1,-2,1,-4,2,-10,2,-14,1,-75
-46,1,-2,1,-3,1,1,-1,1,-3,1,-2,1,1,1,-1,1,-3,1,2,1,2,1,3,-1,1,-1,3,3,4,4,4,4,2,2,3,6,5,13,3,3,6,7,1,8,4,8,9,4,7,4,7,10,8,10,14,7,3,10,10,7,5,15,11,15,9,15,15,21,16,16,11,9,19,18,6,15,16,12,7,14,15,12,9,13,11,12,14,18,12,14,9,14,12,8,9,14,9,6,6,6,8,8,6,4,6,6,6,7,5,9,3,6,7,4,5,3,4,1,3,5,2,1,1,3,2,2,5,5,-1,3,1,1,2,-2,2,-2,1,-2,1,-4,2,-10,2,-14,1,-75
-46,1,-2,1,-3,1,1,-1,1,-3,1,-2,1,1,1,-1,1,-3,1,2,1,2,1,3,-1,1,-1,3,3,4,4,4,4,2,2,3,6,5,13,3,3,6,7,1,8,4,8,8,5,7,4,7,10,8,10,14,7,3,10,10,7,5,15,11,15,10,14,15,21,16,16,11,9,19,18,6,15,15,13,8,13,15,12,9,13,11,12,14,18,14,12,9,14,12,8,8,15,9,6,6,6,8,8,6,4,6,6,6,7,5,9,3,6,7,4,5,3,4,1,3,5,2,1,1,3,2,2,4,6,-1,3,1,1,2,-2,2,-2,1,-2,1,-4,2,-10,2,-14,1,-75
-46,1,-2,1,-3,1,1,-1,1,-3,1,-2,1,1,1,-1,1,-3,1,2,1,2,1,3,-1,1,-1,3,3,4,4,4,4,2,2,3,6,5,13,3,3,6,7,1,8,4,8,8,5,6,5,7,10,8,10,14,7,3,10,10,7,5,15,11,15,10,14,15,21,15,17,11,9,19,18,6,15,15,13,9,12,16,11,9,13,11,12,14,18,14,12,9,14,12,8,8,15,9,6,6,6,8,8,6,4,6,6,6,7,5,9,3,6,7,4,5,3,4,1,3,5,2,1,1,3,2,2,4,6,-1,3,1,1,2,-2,2,-2,1,-2,1,-4,2,-10,2,-14,1,-75
-46,1,-1,1,-4,1,1,-1,1,-3,1,-2,1,1,1,-1,1,-3,1,2,1,3,1,2,-1,1,-1,1,5,4,4,4,4,2,2,4,5,6,12,3,3,6,7,2,7,3,9,9,4,6,5,8,9,11,7,14,7,4,9,10,7,6,14,10,16,9,15,14,22,16,16,12,9,17,19,7,14,15,13,6,15,18,9,10,12,11,12,12,20,9,17,7,16,12,8,8,15,9,6,8,4,9,8,5,4,7,5,8,5,4,10,4,5,6,5,4,4,4,1,4,4,2,1,2,2,2,3,4,5,-1,3,1,1,1,1,-1,2,-2,1,-2,1,-4,2,-10,2,-14,1,-75
-46,1,-1,1,-4,1,1,-1,1,-3,1,-2,1,1,1,-1,1,-3,1,2,1,3,1,2,-1,1,-1,2,4,4,4,4,4,3,1,4,5,6,12,3,3,5,8,2,7,3,9,9,4,6,5,8,9,10,8,14,7,4,9,10,7,6,14,10,16,9,15,13,23,16,16,12,8,19,18,7,14,16,12,6,15,17,10,10,12,10,13,12,20,10,16,7,16,12,8,8,15,9,6,8,4,9,8,5,4,7,5,7,6,4,10,4,5,6,5,4,4,4,1,4,4,2,1,1,3,2,2,5,5,-1,3,1,1,1,1,-1,2,-2,1,-2,1,-4,2,-10,2,-14,1,-75
