3.1415926,0.000#0.570#0.510#0.580#0.590#0.360#0.430#0.450#0.470#0.520#0.650#0.670#0.350#0.440#0.560,5.900e+01,-00008892,000008926,1,000000059,000000302,000000000,000000000
-74,1,-18,1,-2,1,-1,2,2,1,2,2,3,-1,3,1,2,4,3,4,3,1,3,3,3,3,3,5,4,8,6,5,7,7,5,11,7,12,11,11,12,13,18,11,17,13,9,12,15,20,19,16,19,10,18,14,16,16,23,7,16,17,14,23,14,10,13,10,14,15,15,18,8,10,13,13,10,7,11,10,3,11,12,2,4,10,4,8,6,7,4,6,3,5,7,9,4,3,2,2,7,3,5,1,1,1,-1,2,3,-1,1,-1,1,1,-1,1,1,-11,1,-7,1,-74
-75,1,-17,1,-3,1,2,2,2,1,2,2,4,-1,2,1,2,5,1,5,3,2,4,2,5,1,4,5,10,4,7,5,7,5,10,8,14,9,14,9,18,13,13,15,9,13,13,14,22,17,20,15,13,14,24,7,13,26,13,10,13,18,18,19,12,11,13,11,14,16,14,12,10,12,9,14,9,9,3,11,13,10,6,-1,5,9,4,10,2,9,3,6,8,4,7,6,2,3,7,2,5,3,1,1,-1,1,3,2,1,-1,1,-2,1,1,1,-11,1,-6,1,-75
-75,1,-17,1,-3,1,2,2,2,1,2,2,3,1,1,2,2,5,2,4,3,2,4,2,5,1,4,5,10,4,6,6,7,5,11,7,13,10,14,9,20,11,13,15,10,12,13,14,20,19,20,15,13,14,23,8,14,25,14,9,15,16,21,16,10,13,11,13,15,15,14,12,10,12,8,15,10,9,1,12,11,12,6,-1,6,8,4,10,4,7,3,6,7,5,7,6,2,3,6,3,5,3,1,1,-1,1,3,2,1,-1,1,-2,1,1,1,-11,1,-6,1,-75
-75,1,-17,1,-3,1,2,2,2,1,3,1,4,-1,2,1,2,5,1,5,3,2,4,2,5,1,4,5,10,4,7,5,7,5,10,8,13,10,14,9,18,13,13,15,9,13,13,14,21,18,21,14,13,14,24,7,13,26,13,10,13,18,18,19,12,11,13,11,15,15,14,12,10,12,9,14,9,9,3,11,12,11,6,-1,5,9,3,11,2,9,3,6,8,4,7,6,2,3,7,2,5,3,1,1,-1,1,3,2,1,-1,1,-2,1,1,1,-11,1,-6,1,-75
-75,1,-17,1,-3,1,2,2,2,1,3,1,4,-1,2,1,2,5,1,5,3,2,4,2,5,1,4,5,11,3,7,5,7,5,10,8,13,10,14,9,18,13,13,15,9,13,14,13,20,19,20,15,13,14,24,7,13,26,13,10,13,18,18,19,12,11,13,11,16,14,13,13,10,12,9,14,9,9,3,11,12,11,6,-1,4,10,3,11,2,9,3,6,8,4,7,6,2,3,7,2,5,3,1,1,-1,1,3,2,1,-1,1,-2,1,1,1,-10,1,-7,1,-75
-74,1,-18,1,-3,1,3,1,2,1,2,2,3,1,1,2,3,4,3,3,3,2,2,4,4,2,5,4,9,5,5,7,7,5,11,7,13,10,9,14,17,14,14,14,14,8,12,15,20,19,20,15,10,18,18,12,13,26,14,9,18,13,26,11,10,13,7,17,15,15,15,11,9,13,11,12,11,8,6,7,12,11,5,1,7,7,7,7,3,8,3,6,6,6,7,6,2,3,6,3,3,5,2,-2,1,2,3,1,-2,1,-1,1,1,1,-11,1,-6,1,-75
-75,1,-17,1,-3,1,3,1,2,1,2,2,3,1,1,2,3,4,3,3,3,2,2,4,4,2,4,5,9,5,5,7,7,5,11,7,11,12,11,12,18,13,12,16,12,10,14,13,20,19,22,13,10,17,21,10,11,28,16,7,18,13,24,13,10,13,7,17,15,15,16,10,9,13,10,13,10,9,3,10,12,11,5,1,6,8,6,8,4,7,3,6,7,5,8,5,2,3,6,3,4,4,1,1,-1,1,3,2,1,-1,1,-2,1,1,1,-11,1,-6,1,-75
-75,1,-17,1,-3,1,3,1,2,1,2,2,3,1,1,2,3,4,3,3,3,2,2,4,4,2,4,5,9,5,5,7,7,5,11,7,11,12,11,12,18,13,11,17,11,11,13,14,19,20,22,13,10,17,23,8,12,27,15,8,18,13,23,14,10,13,8,16,15,15,16,10,10,12,10,13,11,8,3,10,12,11,5,1,6,8,6,8,4,7,3,6,7,5,8,5,2,3,6,3,4,4,1,1,-1,1,3,2,1,-1,1,-2,1,1,1,-11,1,-6,1,-75
-75,1,-17,1,-3,1,2,2,2,1,2,2,3,1,1,2,3,4,3,3,3,2,4,2,4,2,4,5,9,5,5,7,7,5,11,7,12,11,11,12,19,12,12,16,11,11,13,14,19,20,21,14,11,16,23,8,12,27,15,8,16,15,23,14,10,13,9,15,14,16,16,10,9,13,10,13,11,8,3,10,12,11,5,1,6,8,4,10,4,7,3,6,7,5,8,5,2,3,6,3,5,3,1,1,-1,1,3,2,1,-1,1,-2,1,1,1,-11,1,-6,1,-75
-75,1,-17,1,-3,1,2,2,2,1,2,2,4,-1,1,2,2,5,2,4,3,2,4,2,5,1,4,5,10,4,6,6,7,5,11,7,13,10,14,9,19,12,13,15,10,12,13,14,20,19,20,15,12,15,23,8,14,25,14,9,14,17,20,17,10,13,12,12,14,16,14,12,10,12,8,15,9,10,1,12,12,11,6,-1,6,8,4,10,4,7,3,6,8,4,7,6,2,3,6,3,5,3,1,1,-1,1,3,2,1,-1,1,-2,1,1,1,-11,1,-6,1,-75
-75,1,-16,1,-4,1,2,2,2,1,3,1,4,-1,1,2,2,5,1,5,3,2,4,2,5,1,5,4,11,3,8,4,6,6,9,9,14,9,13,10,17,14,13,15,9,13,14,13,18,21,20,15,15,12,20,11,17,22,14,9,12,19,17,20,12,11,13,11,15,15,12,14,10,12,9,14,9,9,3,11,14,9,6,-1,4,10,3,11,2,9,3,6,8,4,7,6,2,3,7,2,5,3,1,1,-1,1,3,2,1,-1,1,-2,1,1,1,-10,1,-7,1,-75
