3.1415926,0.000#0.370#0.380#0.360#0.490#0.390#0.310#0.330#0.690#0.300#0.340#0.500#0.510#0.290#0.350,3.700e+01,-00005747,000005501,1,000000037,000000304,000000000,000000000
-49,1,-12,1,-4,2,-5,2,3,-1,3,1,2,1,1,1,-1,1,2,-2,2,2,2,-1,3,3,1,-1,4,-1,1,3,5,6,6,3,1,2,4,3,4,4,3,2,-1,2,4,5,7,4,5,4,5,5,6,4,5,9,7,9,8,5,9,12,10,2,4,7,13,7,8,7,8,7,11,12,5,10,12,12,10,7,11,12,8,14,3,12,17,10,10,7,12,7,12,6,17,6,7,9,11,17,11,9,10,9,6,6,10,9,11,8,7,8,9,7,8,7,6,10,6,5,6,4,2,5,5,5,9,4,4,4,9,5,3,7,4,2,1,4,4,5,2,1,5,3,5,4,3,-1,5,2,2,-1,1,2,3,-1,1,1,1,-6,1,-1,1,-12,1,1,-53
-49,1,-13,1,-2,1,1,-4,2,-1,3,-1,2,2,2,1,-1,2,-1,1,1,1,-1,1,4,1,-1,3,2,2,2,2,1,-1,2,6,4,8,3,1,4,2,1,6,4,3,1,1,3,3,7,5,4,5,3,6,7,4,5,4,10,6,11,6,2,12,17,5,4,2,14,6,6,9,7,7,11,8,10,7,12,10,10,12,11,7,12,8,14,3,11,17,13,7,14,6,9,10,8,14,10,4,10,9,18,11,12,7,8,7,5,11,12,8,9,6,8,9,9,6,6,7,7,9,6,5,6,-1,5,5,4,10,3,5,4,9,5,3,4,7,1,1,4,5,3,4,-1,6,5,3,3,4,4,1,3,1,1,-1,3,2,1,-1,1,1,-7,1,-1,1,-11,1,1,-53
-49,1,-13,1,-2,1,1,-4,2,-1,3,-1,2,2,2,1,-1,2,-1,1,1,1,-1,1,4,1,-1,3,2,2,3,1,1,-1,2,6,4,8,3,1,4,2,2,5,4,3,1,1,3,3,7,5,4,5,3,6,7,4,5,4,10,6,11,6,2,12,17,5,4,2,14,6,6,9,7,7,11,8,10,7,12,10,11,11,11,7,12,8,13,4,11,17,13,7,14,6,9,10,9,13,10,4,8,11,18,11,12,7,8,7,5,11,12,8,9,6,8,9,8,7,6,7,6,10,6,5,6,-1,5,5,4,10,3,5,4,9,5,3,4,7,1,1,4,5,3,4,-1,6,5,3,3,4,4,1,3,1,1,-1,3,2,1,-1,1,1,-7,1,-1,1,-11,1,1,-53
-49,1,-13,1,-2,1,1,-4,2,-1,3,-1,2,2,2,1,-1,2,-1,1,1,1,-1,1,4,1,-1,3,2,2,2,2,1,-1,2,6,4,8,3,1,4,2,1,6,4,3,1,1,3,3,6,6,4,5,3,6,7,4,5,4,10,6,11,6,2,12,16,6,4,2,13,7,6,9,7,7,10,9,10,7,13,9,10,12,11,7,12,8,14,3,11,17,13,7,14,6,9,10,8,14,10,4,10,9,18,11,12,7,8,7,5,11,12,8,9,6,8,9,9,6,6,7,7,9,6,5,6,-1,5,5,4,10,3,5,4,9,5,3,4,7,1,1,4,5,3,4,1,5,5,3,3,4,4,1,3,1,1,-1,3,2,1,-1,1,1,-7,1,-1,1,-11,1,1,-53
-49,1,-13,1,-2,1,1,-4,2,-1,2,1,2,2,2,1,-1,2,-1,1,1,1,-1,1,3,2,-1,3,2,2,3,1,1,-1,2,6,4,8,3,1,4,2,2,5,4,3,1,1,3,3,9,3,6,3,4,5,4,7,5,4,10,6,12,5,2,12,16,6,4,2,15,5,6,9,7,7,10,9,9,7,13,10,11,11,11,7,11,9,10,7,15,13,12,8,11,9,10,9,10,12,7,7,10,9,20,9,12,7,7,8,6,10,14,6,8,7,8,9,11,4,7,6,6,10,5,6,3,3,5,5,4,10,2,6,6,7,3,5,3,8,1,1,5,4,1,5,1,6,6,2,3,4,5,-1,3,1,1,-1,2,3,1,-2,2,-7,1,-1,1,-11,1,1,-53
-49,1,-13,1,-2,1,1,-4,2,-1,3,-1,2,2,2,1,-1,2,-1,1,1,1,-1,1,4,1,-1,3,2,2,3,1,1,-1,2,6,4,8,3,1,4,2,2,5,4,3,1,1,3,3,7,5,4,5,3,6,7,4,5,4,10,6,10,7,2,12,17,5,4,2,14,6,6,9,7,7,11,8,10,7,12,10,11,11,11,7,12,8,12,5,11,17,13,7,14,6,9,10,9,13,10,4,7,12,18,11,12,7,8,7,5,11,12,8,9,6,8,9,8,7,6,7,6,10,6,5,6,-1,5,5,4,10,3,5,4,9,5,3,4,7,1,1,4,5,3,4,-1,6,5,3,3,4,4,1,3,1,1,-1,3,2,1,-1,1,1,-7,1,-1,1,-11,1,1,-53
-49,1,-12,1,-3,1,1,-4,2,-1,3,-1,2,2,2,1,-1,2,-1,1,1,1,-1,1,4,1,-1,3,1,3,2,2,1,-1,2,6,4,8,3,1,3,3,1,6,4,3,1,1,3,3,6,6,4,5,3,6,6,5,5,4,10,6,11,6,3,11,15,7,3,3,13,7,8,7,7,7,10,9,10,7,14,8,9,13,10,8,12,8,14,3,10,18,13,7,15,5,9,10,7,15,10,4,10,9,16,13,12,7,8,7,5,11,11,9,9,6,8,9,9,6,6,7,8,8,6,5,6,-1,5,5,3,11,5,3,6,7,6,2,5,6,1,1,3,6,3,4,1,5,5,3,2,5,2,3,3,1,1,-1,3,2,1,-1,1,1,-6,1,-2,1,-11,1,1,-53
-49,1,-12,1,-3,1,1,-4,2,-1,3,-1,2,2,2,1,-1,2,-1,1,1,1,-1,1,4,1,-1,3,1,3,2,2,1,-1,2,6,4,8,3,1,3,3,2,5,4,3,1,1,3,3,6,6,4,5,3,6,7,4,5,4,10,6,11,6,3,11,15,7,4,2,13,7,8,7,7,7,10,9,10,7,14,8,10,12,11,7,12,8,14,3,10,18,12,8,14,6,9,10,6,16,10,4,10,9,16,13,13,6,8,7,5,11,12,8,9,6,8,9,9,6,6,7,8,8,6,5,6,-1,5,5,4,10,3,5,6,7,5,3,4,7,1,1,3,6,3,4,1,5,5,3,2,5,2,3,3,1,1,-1,3,2,1,-1,1,1,-7,1,-1,1,-11,1,1,-53
-48,1,-14,1,-2,1,1,-4,2,-1,2,1,2,2,2,1,-1,2,1,-1,1,1,1,-1,2,3,1,1,2,3,3,1,1,-1,2,6,4,8,3,1,4,2,3,4,4,3,1,1,4,2,8,4,7,2,4,5,4,7,6,3,11,5,11,6,5,9,14,8,5,1,14,6,7,8,6,8,11,8,8,8,13,10,11,11,11,7,7,13,7,10,15,13,9,11,11,8,10,10,11,11,9,5,10,9,17,12,11,8,7,8,10,6,11,9,7,8,9,8,7,8,6,7,6,10,6,5,3,3,4,6,5,9,3,5,8,5,4,4,5,6,-1,2,6,3,1,5,3,4,5,3,1,6,5,-1,2,2,1,-1,3,2,1,-2,2,-7,1,-1,1,-11,1,1,-53
-49,1,-12,1,-3,1,1,-4,2,-1,3,-1,2,2,2,1,-1,2,-1,1,1,1,-1,1,4,1,-1,3,1,3,1,3,1,-1,2,6,4,8,3,1,3,3,1,6,4,3,1,1,3,3,6,6,4,5,3,6,6,5,5,4,9,7,11,6,3,11,15,7,2,4,13,7,8,7,7,7,10,9,10,7,14,8,10,12,10,8,13,7,14,3,10,18,13,7,15,5,9,10,7,15,10,4,10,9,16,13,12,7,8,7,4,12,11,9,9,6,8,9,9,6,7,6,8,8,5,6,6,-1,5,5,3,11,5,3,5,8,6,2,5,6,1,1,3,6,3,4,1,5,5,3,3,4,2,3,3,1,1,-1,3,2,1,-1,1,1,-6,1,-1,1,-12,1,1,-53
-49,1,-13,1,-2,1,1,-4,2,-1,3,-1,2,2,2,1,-1,2,-1,1,1,1,-1,1,4,1,-1,3,1,3,2,2,1,-1,2,6,4,8,3,1,3,3,2,5,4,3,1,1,3,3,6,6,4,5,3,6,7,4,5,4,10,6,11,6,2,12,15,7,4,2,13,7,8,7,7,7,10,9,10,7,14,8,10,12,11,7,12,8,14,3,10,18,12,8,14,6,9,10,6,16,10,4,10,9,17,12,12,7,8,7,5,11,12,8,9,6,8,9,9,6,6,7,8,8,6,5,6,-1,5,5,4,10,3,5,5,8,5,3,4,7,1,1,4,5,3,4,1,5,5,3,3,4,2,3,3,1,1,-1,3,2,1,-1,1,1,-7,1,-1,1,-11,1,1,-53
