3.1415926,0.000#0.160#0.270#0.280#0.170#0.180#0.220#0.250#0.260#0.300#0.310#0.240#0.320#0.230,4.000e+01,-00006173,000006067,1,000000040,000000306,000000000,000000000
-63,1,-7,1,-2,1,-1,2,1,-1,2,2,-6,1,1,-3,3,-1,4,2,2,3,3,2,5,4,8,3,5,1,5,2,4,5,3,6,8,6,9,7,8,2,8,10,8,9,8,11,6,8,7,12,10,5,11,9,3,6,8,6,5,14,9,6,8,15,12,9,13,9,12,11,13,5,13,13,6,6,11,13,3,10,7,8,9,10,11,11,11,6,15,7,8,11,13,9,9,11,13,6,12,6,9,6,11,5,5,10,7,4,4,4,3,8,5,5,7,6,4,3,2,8,6,5,3,5,2,2,3,2,6,1,1,1,1,3,2,2,3,-1,1,2,2,3,1,-1,2,2,3,-1,3,1,2,1,-5,1,1,-3,1,1,-2,1,-31,1,-29
-63,1,-7,1,-2,1,-1,3,-1,1,1,2,-6,1,1,-3,1,2,1,5,4,1,2,3,4,5,7,4,5,1,5,2,4,5,2,7,9,5,8,7,8,3,10,8,5,12,10,9,7,7,7,12,8,7,11,9,3,6,6,8,7,12,9,6,11,12,9,12,11,10,17,7,11,7,14,12,6,6,13,11,6,7,6,9,10,9,12,10,11,6,14,8,10,9,12,10,9,11,13,6,11,7,8,7,11,5,6,9,7,4,4,4,5,6,9,1,8,5,5,2,5,5,5,6,4,4,2,2,3,2,5,2,1,1,2,2,2,2,2,1,-1,3,2,3,1,-1,2,2,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,2,4,5,-1,2,3,3,6,6,5,5,1,5,2,3,6,2,7,9,5,8,7,7,4,11,6,8,10,12,7,6,8,10,9,6,9,6,14,3,6,6,8,7,12,8,7,12,11,9,12,11,10,18,6,13,5,12,14,6,6,14,10,6,7,5,10,8,11,11,11,12,5,14,8,10,9,12,10,10,10,13,6,11,7,7,8,9,7,5,10,8,3,2,6,5,6,9,1,10,3,5,2,4,6,6,5,4,4,2,2,4,1,4,3,2,-1,2,2,2,2,2,1,-1,3,2,3,1,-1,3,1,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,2,4,5,-1,2,3,3,6,6,5,5,1,5,2,3,6,2,7,9,5,8,7,7,4,10,7,8,10,12,7,7,7,10,9,6,9,7,13,3,6,6,8,7,12,8,7,12,11,9,12,11,10,18,6,13,5,11,15,6,6,14,10,6,7,5,10,8,11,11,11,12,5,14,8,10,9,12,10,10,10,13,6,11,7,7,8,9,7,5,10,8,3,2,6,5,6,9,1,10,3,5,2,4,6,6,5,4,4,2,2,4,1,4,3,2,-1,2,2,2,2,2,1,-1,3,2,3,1,-1,3,1,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,1,5,4,1,2,3,4,5,7,4,5,1,5,2,4,5,2,7,9,5,8,7,7,4,11,7,5,12,10,9,7,7,7,12,8,7,11,9,3,6,6,8,7,12,9,6,11,12,8,13,11,10,17,7,11,7,14,12,6,6,12,12,6,7,5,10,10,9,11,11,11,6,14,8,10,9,12,10,9,11,13,6,11,7,7,8,11,5,6,9,7,4,4,4,5,6,9,1,9,4,5,2,5,5,5,6,4,4,2,2,3,2,5,2,1,1,2,2,3,1,2,1,-1,3,2,3,1,-1,2,2,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,1,5,4,1,2,3,3,6,7,4,5,1,5,2,3,6,2,7,9,5,8,7,7,4,11,7,5,12,10,9,7,7,7,12,8,7,11,9,3,6,6,8,7,12,9,6,12,11,8,13,11,10,17,7,13,5,13,13,6,6,13,11,6,7,5,10,10,9,11,11,11,6,14,8,9,10,12,10,9,11,13,6,10,8,7,8,11,5,6,9,7,4,4,4,5,6,9,1,9,4,5,2,5,5,5,6,4,4,2,2,3,2,5,2,2,-1,2,2,3,1,2,1,-1,3,2,3,1,-1,2,2,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,1,5,5,-1,3,2,3,6,7,4,5,1,5,2,3,6,2,7,8,6,8,7,7,4,12,6,6,11,11,8,6,8,7,12,7,8,9,11,3,6,7,7,7,12,9,6,12,11,8,13,10,11,18,6,13,5,13,13,6,6,14,10,6,7,5,10,9,10,11,11,11,6,15,7,10,9,12,10,10,10,14,5,11,7,7,8,9,7,5,10,8,3,3,5,5,6,9,1,8,5,5,2,5,5,5,6,4,4,2,2,4,1,4,3,2,-1,1,3,2,2,2,1,-1,3,2,3,1,-1,2,2,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,2,4,5,-1,3,2,3,6,7,4,5,1,5,2,3,6,1,8,8,6,8,7,7,4,11,7,7,10,12,7,6,8,10,9,6,9,7,13,2,7,7,7,8,11,9,6,12,11,8,13,11,10,18,6,13,5,12,14,6,6,14,10,6,7,5,10,9,10,10,12,12,5,14,8,11,8,12,10,10,10,14,5,11,7,7,8,9,7,5,10,8,3,2,6,5,6,9,1,9,4,5,2,4,6,5,6,4,4,2,2,4,1,4,3,2,-1,1,3,2,2,2,1,-1,3,2,3,1,-1,2,2,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,2,4,5,-1,2,3,3,6,7,4,5,1,5,2,3,6,1,8,8,6,8,7,7,4,11,7,7,10,12,7,6,8,10,9,6,9,7,13,2,7,6,8,8,11,8,7,12,11,9,12,11,10,18,6,13,5,12,14,6,6,14,10,6,7,5,10,9,10,11,11,12,5,14,8,10,9,12,10,10,10,14,5,11,7,7,8,9,7,5,10,8,3,2,6,5,6,9,1,10,3,5,2,4,6,6,5,4,4,2,2,4,1,4,3,2,-1,1,3,2,2,2,1,-1,3,2,3,1,-1,2,2,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,2,4,5,-1,2,3,3,6,6,5,5,1,5,2,3,6,2,7,9,5,8,7,6,4,11,7,8,10,13,6,6,8,9,10,6,9,7,13,3,6,5,9,8,11,8,7,13,10,9,12,11,10,18,6,13,5,11,15,6,6,13,11,5,8,6,9,9,10,11,11,12,5,13,9,10,9,12,10,11,9,12,7,9,9,7,8,9,7,5,10,8,3,2,6,5,6,9,1,11,2,5,2,4,6,7,4,4,4,2,2,4,1,4,3,2,-1,2,2,2,2,2,1,-1,3,2,3,1,-1,3,1,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,2,4,5,-1,2,3,3,6,6,5,5,1,5,2,3,6,2,7,9,5,8,7,6,4,10,8,8,10,14,5,6,8,10,9,6,9,7,13,3,6,4,10,8,11,8,7,13,10,9,12,11,10,18,6,13,5,11,15,6,6,13,11,5,8,6,9,9,10,11,11,12,5,13,9,10,9,12,10,11,9,12,7,9,9,7,8,9,7,5,10,7,4,2,6,5,6,10,-1,11,2,5,2,4,6,7,4,4,4,2,2,4,1,4,3,2,-1,2,2,2,2,2,1,-1,3,2,3,1,-1,3,1,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,1,5,5,-1,3,2,3,6,7,4,5,1,5,2,3,6,1,8,8,6,8,7,7,4,12,6,7,10,11,8,6,8,10,9,7,8,7,13,3,6,7,7,8,11,9,6,12,11,8,13,10,11,18,6,13,5,12,14,6,6,14,10,6,7,5,10,9,10,10,12,11,6,14,8,11,8,12,10,10,10,14,5,11,7,7,8,9,7,5,10,8,3,2,6,5,6,9,1,9,4,5,2,4,6,5,6,4,4,2,2,4,1,4,3,2,-1,1,3,2,2,2,1,-1,3,2,3,1,-1,2,2,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
-63,1,-6,1,-3,1,-1,3,-1,1,1,2,-6,1,1,-4,3,2,4,5,-1,2,3,2,7,6,5,5,1,5,2,2,7,2,7,10,4,8,7,6,4,10,8,8,10,14,5,6,8,10,9,6,9,8,12,3,6,4,10,8,11,7,8,12,11,9,12,12,9,18,6,13,5,11,15,6,6,13,11,6,7,6,9,9,10,12,10,12,5,13,9,10,9,12,10,11,9,12,7,9,9,7,8,9,7,5,10,6,5,2,6,6,5,10,-1,11,2,5,2,4,6,6,5,4,4,2,2,3,2,4,3,2,-1,2,2,2,2,2,1,-1,3,2,3,1,-1,3,1,2,1,3,1,2,1,-5,1,1,-4,2,-2,1,-31,1,-29
