3.1415926,0.000#0.060#0.050#0.460#0.470#0.130#0.080#0.030#0.040#0.450#0.020#0.070,4.700e+01,-00006358,000007930,1,000000047,000000304,000000000,000000000
-50,1,-3,1,-4,1,-3,1,-4,1,-1,1,2,1,-1,1,1,-1,1,3,1,2,1,2,2,2,4,3,-2,3,5,2,4,7,2,3,5,5,6,6,11,9,6,6,6,2,9,5,6,11,8,15,12,15,9,7,12,12,6,10,3,8,6,12,14,14,14,12,16,18,9,12,10,16,18,16,9,22,15,18,10,9,12,12,10,11,11,9,8,17,11,10,13,12,11,10,5,12,7,3,10,12,6,10,3,5,10,10,4,7,8,6,6,6,2,4,1,2,6,4,5,2,1,-1,4,1,-1,3,2,1,3,1,3,2,1,1,-3,1,2,-1,1,-1,1,-2,1,-1,1,-1,1,-14,1,-77
-50,1,-3,1,-4,1,-3,1,-4,1,-1,1,2,-1,1,1,1,-1,1,3,1,2,1,2,2,2,4,3,-2,3,6,1,4,7,2,3,4,6,5,7,10,10,6,6,6,2,7,7,6,11,8,15,11,16,9,7,11,13,5,11,2,9,5,13,12,16,14,11,16,19,8,13,11,15,18,16,9,22,13,20,9,10,13,11,10,11,11,9,9,16,11,10,14,11,12,9,4,13,6,4,10,11,7,10,3,5,9,11,4,7,7,7,6,6,2,4,1,2,7,3,4,3,1,-1,3,2,-1,3,2,1,3,1,4,1,1,1,-3,1,2,-1,1,-1,1,-2,1,1,-2,1,-14,1,-77
-50,1,-3,1,-4,1,-3,1,-4,1,-1,1,2,-1,1,1,1,-1,1,3,1,2,1,2,2,2,4,3,-2,3,6,1,4,7,2,3,4,6,5,7,10,10,6,6,6,2,6,8,7,10,8,15,11,16,9,7,12,12,5,11,2,9,5,13,12,16,14,12,15,19,8,13,11,15,19,15,9,22,13,20,9,10,12,12,10,11,11,9,9,16,11,10,14,11,12,9,4,13,7,3,10,11,7,10,3,5,9,11,4,7,7,7,6,6,2,4,1,2,7,3,4,3,1,-1,3,2,-1,3,2,1,3,1,4,1,1,1,-3,1,2,-1,1,-1,1,-2,1,1,-2,1,-14,1,-77
-51,1,-2,1,-3,1,-4,1,-5,1,1,2,-1,1,1,1,-1,1,2,2,2,1,4,-1,1,5,2,1,-1,3,6,1,4,7,2,3,1,9,6,5,8,13,4,8,4,3,7,8,8,9,6,17,10,17,9,7,8,16,7,9,1,10,7,10,13,16,10,15,18,16,11,11,12,14,19,15,13,18,11,22,8,11,13,11,9,12,12,8,15,10,14,7,15,10,9,12,5,12,3,7,12,9,6,11,5,2,12,9,5,6,5,9,5,7,5,1,2,1,3,7,3,4,1,-1,1,4,2,1,3,-1,3,1,3,2,-1,2,-2,1,-1,2,-2,1,1,-1,1,-1,1,-2,1,-15,1,-76
-51,1,-2,1,-3,1,-4,1,-5,1,1,2,-1,1,1,1,-1,1,2,2,2,1,4,-1,2,4,1,2,-1,3,6,1,4,7,2,3,1,9,6,5,7,14,4,8,4,3,7,8,8,9,7,16,9,18,9,7,8,16,6,10,1,10,7,10,13,16,10,15,19,15,11,11,13,13,19,15,14,17,11,22,9,10,13,11,9,12,12,8,15,10,14,7,15,10,9,12,5,12,3,7,12,9,6,11,5,2,12,9,4,7,4,10,5,7,5,1,2,1,3,7,3,4,1,-1,1,4,2,1,3,-1,3,1,3,2,-1,2,-2,1,-1,2,-2,1,1,-1,1,-1,1,-2,1,-15,1,-76
-50,1,-3,1,-4,1,-3,1,-4,1,-1,1,2,-1,1,1,1,-1,1,3,1,2,1,2,2,3,3,3,-2,3,6,1,4,7,2,3,3,7,6,5,10,11,6,6,6,1,8,7,7,10,8,15,10,17,8,8,11,13,4,12,1,10,5,12,14,15,13,12,17,18,9,12,12,14,19,15,10,21,12,21,6,13,13,11,10,11,12,8,9,16,11,10,14,11,12,9,5,12,4,6,14,7,7,10,3,4,10,11,5,6,6,8,5,7,2,4,-1,3,6,4,4,3,1,-1,2,3,-1,3,2,1,3,1,4,1,-1,2,-3,1,2,-1,1,-1,1,-1,1,-1,1,-2,1,-14,1,-77
-50,1,-3,1,-4,1,-3,1,-4,1,-1,1,2,-1,1,1,1,-1,1,3,1,2,1,2,2,2,4,3,-2,3,6,1,4,7,2,3,4,6,5,7,10,10,6,6,6,2,8,6,7,10,8,15,10,17,9,7,11,13,5,11,2,9,5,13,14,14,13,12,16,19,9,12,12,14,18,16,10,21,13,20,9,10,13,11,11,10,11,9,9,16,11,10,14,11,12,9,4,13,5,5,11,10,7,10,3,5,9,11,5,6,6,8,6,6,2,4,-1,3,7,3,4,3,1,-1,2,3,-1,3,2,1,3,1,4,1,1,1,-3,1,2,-1,1,-1,1,-2,1,1,-2,1,-14,1,-77
-50,1,-3,1,-4,1,-3,1,-4,1,-1,1,2,1,-1,1,1,-1,1,3,1,2,1,2,2,2,4,3,-2,3,6,1,4,7,2,3,3,7,5,7,10,10,6,6,6,2,7,7,8,9,8,15,11,16,9,7,12,12,5,11,2,9,5,13,14,14,14,12,15,19,8,13,11,15,18,16,9,22,14,19,9,10,12,12,10,11,12,8,8,17,11,10,14,11,11,10,4,13,7,3,10,12,6,10,3,5,9,11,4,7,8,6,6,6,2,4,1,2,7,3,5,2,1,-1,3,2,-1,3,2,1,3,1,4,1,1,1,-3,1,2,-1,1,-1,1,-2,1,1,-2,1,-14,1,-77
-50,1,-3,1,-4,1,-3,1,-4,1,-1,1,2,1,-1,1,1,-1,1,3,1,2,1,2,2,2,4,3,-2,3,6,1,4,7,2,3,4,6,5,7,10,10,6,6,6,2,7,7,8,9,8,15,11,16,9,7,12,12,5,11,2,9,5,13,13,15,14,12,15,19,8,13,11,15,19,15,9,22,13,20,9,10,12,12,10,11,12,8,9,16,11,10,14,11,12,9,4,13,7,3,10,12,6,10,3,5,9,11,4,7,7,7,6,6,2,4,1,2,7,3,4,3,1,-1,3,2,-1,3,2,1,3,1,4,1,1,1,-3,1,2,-1,1,-1,1,-2,1,1,-2,1,-14,1,-77
-51,1,-2,1,-3,1,-4,1,-5,1,1,2,-1,1,1,1,-1,1,2,2,2,1,4,-1,1,5,2,1,-1,3,6,1,4,7,2,3,1,9,6,5,8,13,4,8,4,3,7,8,8,9,7,16,11,16,9,7,8,16,7,9,1,10,7,10,13,16,10,15,18,16,11,11,12,14,18,16,13,18,12,21,8,11,14,10,9,12,12,8,15,10,14,7,15,10,10,11,5,12,3,7,12,9,6,11,5,2,12,9,5,6,5,9,5,7,5,1,2,1,3,7,3,4,1,-1,1,4,2,1,3,-1,3,1,3,2,-1,2,-2,1,-1,2,-2,1,1,-1,1,-1,1,-2,1,-15,1,-76
-50,1,-3,1,-4,1,-3,1,-4,1,-1,1,2,1,-1,1,1,-1,1,3,1,2,1,2,2,2,4,3,-2,3,6,1,4,7,2,3,4,6,6,6,10,10,6,6,6,2,7,7,7,10,8,15,12,15,9,7,12,12,5,11,2,9,5,13,14,14,13,13,16,18,8,13,10,16,18,16,9,22,14,19,9,10,12,12,10,11,11,9,8,17,11,10,14,11,11,10,4,13,8,2,10,12,6,10,3,5,10,10,4,7,8,6,6,6,2,4,1,2,6,4,5,2,1,-1,3,2,-1,3,2,1,3,1,4,1,1,1,-3,1,2,-1,1,-1,1,-2,1,1,-2,1,-14,1,-77
