3.1415926,0.000#0.160#0.170#0.310#0.280#0.290#0.590#0.270#0.320#0.440#0.980#0.150#0.420#0.260,5.400e+01,-00006976,000009440,1,000000054,000000304,000000000,000000000
-49,1,-11,1,-4,2,-2,1,-2,2,-2,1,-1,4,2,1,2,3,1,3,1,3,4,5,3,2,5,5,6,5,6,5,13,5,4,5,5,9,3,5,7,12,9,8,11,11,7,17,17,12,9,10,13,12,16,16,23,13,15,13,23,15,13,17,14,13,16,15,16,12,18,15,11,15,13,14,13,10,9,16,9,13,9,17,11,5,13,8,10,10,8,5,8,7,7,4,2,5,3,7,7,4,1,6,-1,2,1,4,-1,2,1,1,1,3,-2,2,-1,1,1,-3,1,-1,1,-3,1,-20,1,-11,1,-77
-49,1,-11,1,-4,2,-2,1,-2,1,1,1,-1,1,3,2,1,2,3,1,3,1,3,4,5,3,2,5,5,6,5,8,3,14,4,4,5,4,10,3,5,10,9,10,7,12,10,10,14,16,13,8,11,15,10,20,12,24,12,17,11,21,17,11,19,12,15,16,15,14,14,16,17,10,16,12,14,13,11,11,14,11,11,9,17,12,4,11,9,10,11,9,4,9,6,5,6,3,4,4,6,8,3,2,5,-1,2,3,2,-1,2,1,1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-11,1,-77
-49,1,-11,1,-4,2,-2,1,-2,1,1,1,-1,1,3,2,1,2,3,1,3,2,2,4,5,3,2,5,5,6,5,8,3,14,4,4,5,4,10,4,4,10,9,10,7,12,10,11,13,15,14,8,11,15,10,20,12,24,12,17,11,21,17,11,19,12,15,17,14,14,14,14,19,10,16,12,14,13,11,11,14,11,11,8,18,12,4,11,9,10,11,9,4,9,6,5,6,3,4,4,6,8,3,2,5,-1,2,3,2,-1,2,1,1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-11,1,-77
-48,1,-12,1,-4,2,-2,1,-3,2,1,-1,1,3,1,2,3,2,2,2,1,3,3,6,3,2,6,4,5,6,6,5,11,7,4,5,3,11,5,3,10,9,11,6,13,9,12,12,14,15,7,12,16,9,19,13,24,12,15,12,23,16,12,18,10,17,18,13,14,14,12,21,14,12,14,12,14,10,11,14,12,10,10,16,13,3,11,9,9,12,7,6,10,5,5,6,4,3,6,4,4,7,1,6,-1,2,3,2,-1,2,2,-1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-12,1,-76
-48,1,-12,1,-4,2,-2,1,-3,2,1,-1,1,3,1,2,3,2,2,2,2,2,3,6,3,2,6,4,5,6,6,5,12,6,4,5,3,11,5,3,9,10,11,6,13,9,12,12,14,15,7,12,16,9,22,10,24,12,16,12,21,17,12,18,10,17,18,13,13,15,13,20,13,13,12,14,14,10,11,14,12,10,9,17,13,3,11,9,9,12,7,6,10,5,5,6,4,3,5,5,4,7,1,6,-1,2,3,2,-1,2,2,-1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-12,1,-76
-48,1,-12,1,-4,2,-2,1,-3,2,1,-1,1,3,1,2,3,2,2,2,2,2,3,6,3,2,6,4,5,6,6,5,11,7,4,5,3,11,5,3,9,10,11,6,13,9,12,12,14,15,7,12,16,9,21,11,24,12,16,12,21,17,12,18,10,17,18,13,13,15,13,20,14,12,12,14,15,9,11,14,12,10,9,17,13,3,11,9,9,12,7,6,10,5,5,6,4,3,5,5,4,7,1,6,-1,2,3,2,-1,2,2,-1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-12,1,-76
-48,1,-12,1,-4,2,-2,1,-3,2,1,-1,2,2,1,2,1,4,1,3,2,2,2,7,3,2,5,5,5,6,5,6,9,9,3,6,3,11,4,4,12,7,10,7,11,11,17,7,10,19,10,9,15,10,17,15,20,16,15,12,17,21,13,17,12,16,16,15,11,17,14,19,15,11,13,13,13,11,11,14,11,11,16,10,7,9,7,12,12,10,7,6,8,7,3,8,3,4,5,5,4,7,3,4,1,1,2,3,2,-1,1,1,2,2,-2,2,-1,1,1,-2,1,-1,1,-3,1,-22,1,-11,1,-76
-48,1,-12,1,-4,2,-2,1,-3,2,1,-1,1,3,1,2,2,3,2,2,2,2,3,6,3,2,6,4,5,6,6,5,13,5,4,5,3,11,5,3,9,10,11,6,13,9,12,12,14,15,7,12,16,9,22,10,23,13,16,12,21,17,12,18,10,17,18,13,14,14,13,20,13,13,11,15,13,11,11,14,12,10,9,17,13,3,11,9,9,12,7,6,10,5,5,6,4,3,5,5,5,6,1,6,-1,2,3,2,-1,2,2,-1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-12,1,-76
-48,1,-12,1,-4,2,-2,1,-3,2,1,-1,1,3,1,2,3,2,2,2,1,3,3,6,3,2,6,4,5,6,6,5,11,7,4,5,3,11,5,3,10,9,11,6,13,9,13,11,13,16,7,12,16,9,19,13,23,13,15,12,23,16,12,18,9,18,19,12,13,15,12,21,15,11,14,12,14,10,11,14,12,10,9,17,11,5,10,10,9,12,7,6,10,5,5,6,4,3,6,4,5,6,1,6,-1,2,3,2,-1,2,2,-1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-12,1,-76
-48,1,-12,1,-4,2,-2,1,-3,2,1,-1,1,3,1,2,2,3,1,3,2,2,2,7,3,2,7,3,6,5,6,5,10,8,5,4,3,11,4,4,8,11,11,6,13,9,14,10,13,16,11,8,18,7,17,15,20,16,16,11,20,18,13,18,10,17,17,14,11,17,14,19,16,10,15,11,15,9,12,13,12,10,13,13,8,8,8,11,12,10,6,7,11,4,3,8,3,4,3,7,5,6,2,5,1,1,3,2,1,1,2,-1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-12,1,-76
-48,1,-12,1,-5,2,1,-4,2,1,-1,4,-1,1,2,2,3,3,1,3,1,5,4,2,3,5,5,5,6,5,6,5,13,5,4,9,5,5,3,12,7,9,8,12,10,17,7,10,18,12,8,13,12,18,14,13,23,13,14,14,23,18,13,12,16,16,15,12,16,16,17,15,11,13,13,11,13,17,7,13,10,17,9,5,11,6,13,12,10,5,8,7,8,4,7,4,2,7,4,4,7,6,1,2,-1,4,1,2,-1,1,1,3,1,-3,2,1,1,-2,1,-1,1,-3,1,-22,1,-11,1,-76
-49,1,-11,1,-4,2,-2,1,-2,1,1,1,-1,1,3,2,1,2,3,1,3,1,3,4,5,3,2,5,5,6,5,8,3,13,5,4,5,4,10,3,5,10,9,9,8,12,10,10,14,16,13,8,11,15,10,20,12,23,13,17,11,20,18,10,20,12,15,16,15,15,13,16,17,10,16,12,14,14,10,11,14,11,11,9,17,11,5,11,9,10,11,8,5,9,6,5,6,3,4,4,6,8,3,2,5,-1,2,3,2,-1,2,1,1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-11,1,-77
-48,1,-12,1,-4,2,-2,1,-3,2,1,-1,1,3,1,2,2,3,1,3,1,3,2,7,3,2,6,4,6,5,6,5,10,8,5,4,3,11,4,4,9,10,11,6,14,8,14,10,14,15,9,10,18,7,17,15,22,14,16,11,20,18,13,18,10,17,18,13,13,15,13,20,16,10,15,11,16,8,11,14,10,12,11,15,9,7,8,11,12,10,6,7,10,5,3,8,3,4,3,7,6,5,1,6,1,1,3,2,1,1,2,-1,1,3,-2,2,-1,1,1,-3,1,1,-3,1,-21,1,-12,1,-76
