3.1415926,0.000#0.150#0.110#0.120#0.130#0.140#0.640#0.650#0.080#0.100#0.190#0.170#0.230#0.690#0.060#0.590#0.020#0.070,3.400e+01,-00005368,000005036,1,000000034,000000306,000000000,000000000
-12,1,-28,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,-1,1,2,-1,2,2,1,-1,3,1,1,1,4,1,3,2,-1,1,2,-2,2,4,2,7,3,1,4,3,4,5,4,6,5,5,3,7,2,2,4,1,3,8,7,7,7,6,3,5,9,6,8,9,6,9,10,4,7,4,7,7,6,4,9,8,5,7,7,13,9,5,5,9,10,10,5,7,10,7,10,11,11,13,7,8,9,10,12,6,8,11,4,2,9,14,7,17,5,5,4,11,7,4,5,9,7,10,7,4,6,7,5,11,4,12,9,10,7,7,5,7,4,6,7,4,5,2,8,2,4,3,4,5,3,4,1,3,4,-1,1,2,3,1,3,5,1,2,2,2,3,2,1,2,1,1,3,1,-2,1,-15,1,-9,1,-3,1,-38
-13,1,-27,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,5,1,7,3,1,4,2,5,4,5,7,4,6,2,8,1,1,5,1,3,9,6,7,7,4,5,6,8,5,9,10,5,10,9,5,6,4,7,7,6,6,7,7,6,8,6,13,9,6,4,9,10,8,7,7,10,7,10,10,12,11,9,7,10,11,11,9,5,9,6,5,6,13,8,17,5,5,4,9,9,7,2,10,6,8,9,5,5,5,7,12,3,11,10,11,6,8,4,6,5,7,6,4,5,2,8,1,5,4,3,4,4,4,1,4,3,1,-1,3,2,1,3,5,1,3,1,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-8,1,-4,1,-38
-12,1,-28,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,5,1,7,3,1,4,2,5,5,4,7,4,6,2,8,1,1,5,1,3,8,7,7,7,5,4,6,8,5,9,10,5,9,10,5,6,3,8,7,6,6,7,7,6,8,6,13,9,6,4,9,10,9,6,7,10,7,10,10,12,11,9,7,10,11,11,9,5,9,6,4,7,12,9,18,4,6,3,9,9,6,3,9,7,8,9,5,5,6,6,12,3,11,10,11,6,8,4,6,5,7,6,4,5,1,9,1,5,4,3,4,4,4,1,4,3,1,-1,3,2,1,3,5,1,3,1,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-8,1,-4,1,-38
-13,1,-27,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,5,1,7,3,1,4,2,5,5,4,7,4,6,2,8,1,1,5,1,3,8,7,8,6,5,4,6,8,5,9,10,5,9,10,5,6,3,8,7,6,6,7,7,6,8,6,13,9,6,4,9,10,9,6,7,10,7,10,10,12,11,9,7,10,11,11,9,5,9,6,4,7,13,8,17,5,6,3,9,9,6,3,10,6,8,9,5,5,5,7,12,3,11,10,11,6,8,4,6,5,7,6,4,5,1,9,1,5,4,3,4,4,4,1,4,3,1,-1,3,2,1,3,5,1,3,1,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-8,1,-4,1,-38
-13,1,-27,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,5,1,7,3,1,4,2,5,4,5,7,4,6,2,8,1,1,5,1,3,9,6,8,6,5,4,6,8,5,9,10,5,9,10,5,6,3,8,7,6,6,7,7,6,8,6,13,9,6,4,9,10,9,6,7,10,7,10,10,12,11,9,7,10,11,11,9,5,9,6,4,7,13,8,17,5,6,3,9,9,6,3,10,6,8,9,5,5,5,7,12,3,11,10,11,6,8,4,6,5,7,6,4,5,1,9,1,5,4,3,4,4,4,1,4,3,1,-1,3,2,1,3,5,1,3,1,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-8,1,-4,1,-38
-13,1,-27,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,5,1,7,3,1,4,2,5,4,5,7,4,6,2,8,1,1,5,1,3,9,6,8,6,4,5,6,8,5,9,10,5,10,9,5,6,4,7,7,6,6,7,7,6,8,6,13,9,6,4,9,10,9,6,7,10,7,10,10,12,11,9,7,10,11,11,9,5,9,6,4,7,13,8,17,5,5,4,9,9,6,3,10,6,8,9,5,5,5,7,12,3,11,10,11,6,8,4,6,5,7,6,4,5,1,9,1,5,4,3,4,4,4,1,4,3,1,-1,3,2,1,3,5,1,3,1,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-8,1,-4,1,-38
-13,1,-27,1,-16,1,-2,1,-4,1,-3,1,-5,2,2,1,-1,1,1,2,2,1,-1,2,2,2,-1,3,2,2,3,1,-1,2,-1,2,-1,5,1,3,7,2,3,3,4,4,5,8,3,4,4,4,5,3,3,3,1,11,4,6,8,3,6,8,6,11,3,10,5,10,9,4,7,4,7,8,5,11,2,6,7,10,4,8,14,7,3,10,9,6,9,9,8,11,6,8,13,7,14,7,10,14,7,12,3,7,8,7,4,11,10,10,12,5,4,8,10,5,4,8,7,9,9,6,4,3,9,12,3,9,12,10,7,8,4,5,6,6,7,3,6,5,5,5,1,4,3,4,4,2,3,2,5,1,-1,4,1,1,3,4,2,2,2,2,3,3,-1,2,1,2,2,-1,1,-1,1,-14,1,-9,1,-4,1,-38
-13,1,-27,1,-16,1,-2,1,-4,1,-3,1,-5,2,2,1,-1,1,1,2,2,1,-1,2,2,2,-1,3,2,2,3,1,-1,2,-1,2,-1,5,1,3,7,2,3,3,4,4,5,8,3,4,4,4,5,3,3,3,1,11,4,6,8,3,6,8,6,11,3,9,6,10,9,4,7,5,6,8,5,11,2,6,7,10,4,8,14,6,4,9,10,6,9,10,7,11,6,8,13,7,14,7,10,14,7,12,3,7,8,7,4,12,9,10,12,5,4,8,10,5,4,8,7,9,9,6,4,3,9,10,5,11,10,10,7,8,4,5,6,6,7,3,6,5,5,5,1,4,3,4,4,2,3,2,5,1,-1,4,1,1,3,4,2,2,2,2,3,3,-1,2,1,2,2,-1,1,-1,1,-14,1,-9,1,-4,1,-38
-12,1,-28,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,4,2,8,2,1,4,3,4,5,4,7,4,5,3,9,-1,1,5,1,3,8,7,7,7,6,3,6,8,6,8,9,6,9,10,5,6,3,8,7,6,6,7,8,5,8,6,13,9,6,4,9,10,10,5,7,10,7,10,10,12,11,9,7,10,11,11,8,6,9,6,3,8,11,10,18,4,5,4,10,8,6,3,9,7,9,8,5,5,6,6,11,4,11,10,12,5,7,5,6,5,7,6,4,5,2,8,1,5,3,4,5,3,4,1,3,4,1,-1,2,3,1,3,5,1,3,1,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-9,1,-3,1,-38
-12,1,-28,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,5,1,7,3,1,4,3,4,5,4,7,4,5,3,8,1,1,5,1,3,8,7,7,7,6,3,6,8,5,9,10,5,9,10,5,6,3,8,7,6,6,7,7,6,8,6,13,9,6,4,9,10,9,6,7,10,7,10,11,11,11,9,7,10,11,11,9,5,9,6,3,8,12,9,18,4,6,3,9,9,6,3,9,7,8,9,5,5,6,6,11,4,11,10,12,5,7,5,6,5,7,6,4,5,1,9,1,5,3,4,5,3,4,1,3,4,1,-1,3,2,1,3,5,1,3,1,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-8,1,-4,1,-38
-13,1,-27,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,3,2,-1,1,2,-1,1,1,5,1,7,3,1,4,2,5,4,5,7,4,6,2,8,1,1,5,1,3,9,6,7,7,4,5,6,8,5,9,10,5,10,9,4,7,4,7,7,6,6,7,6,7,8,6,14,8,6,4,10,9,9,6,7,10,7,10,10,12,10,10,8,9,11,11,8,6,9,6,6,5,13,8,17,5,5,4,8,10,7,2,9,7,8,9,5,5,5,7,11,4,12,9,12,5,9,3,5,6,6,7,4,5,2,8,1,5,3,4,4,4,3,2,4,3,1,-1,3,2,1,3,5,1,2,2,2,3,2,1,3,-1,2,2,-1,1,-1,1,-15,1,-8,1,-4,1,-38
-13,1,-27,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,5,1,7,3,1,4,2,5,4,5,7,4,6,2,8,1,1,5,1,3,9,6,7,7,4,5,6,8,5,9,10,5,10,9,4,7,4,7,7,6,6,7,6,7,7,7,14,8,6,4,10,9,9,6,7,10,7,10,9,13,10,10,7,10,11,11,9,5,9,6,6,5,13,8,17,5,5,4,8,10,7,2,10,6,8,9,5,5,5,7,11,4,12,9,11,6,8,4,5,6,7,6,4,5,2,8,1,5,4,3,4,4,4,1,4,3,1,-1,3,2,1,3,5,1,3,1,2,3,2,1,3,-1,2,2,-1,1,-1,1,-15,1,-8,1,-4,1,-38
-13,1,-27,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,2,2,1,1,5,-1,2,3,1,-1,2,-1,1,1,5,1,6,4,1,4,1,6,3,6,7,4,7,1,8,1,1,5,2,2,10,5,7,7,4,5,6,8,6,8,11,4,10,9,5,6,4,7,8,5,6,7,6,7,8,6,14,8,6,4,12,7,8,7,8,9,7,10,10,12,10,10,8,9,10,12,8,6,8,7,6,5,14,7,16,6,5,4,8,10,7,2,9,7,7,10,5,5,5,7,11,4,12,9,13,4,9,3,4,7,6,7,4,5,2,8,1,5,3,4,2,6,2,3,4,3,1,-1,3,2,1,3,5,1,2,2,1,4,2,1,3,-1,2,2,-1,1,-1,1,-15,1,-8,1,-4,1,-38
-13,1,-27,1,-16,1,-2,1,-5,1,-2,1,-5,2,2,1,-2,2,2,2,1,-1,2,2,2,-1,3,2,2,3,1,-1,2,-1,2,-1,5,1,3,7,3,2,3,4,4,5,7,4,4,4,4,5,3,3,3,1,12,3,7,7,3,6,8,6,10,4,9,6,11,8,5,6,6,5,8,5,11,2,6,7,10,4,8,14,6,4,9,10,6,9,10,7,11,6,8,13,7,14,7,10,14,7,12,3,7,8,7,4,12,9,10,12,5,4,7,11,5,4,7,8,9,9,6,4,3,9,10,5,9,12,8,9,8,4,5,6,6,7,3,6,7,3,5,1,4,3,4,4,2,3,2,5,1,-1,4,1,2,2,3,3,2,2,2,3,2,1,2,1,2,2,-1,1,-1,1,-14,1,-9,1,-4,1,-38
-12,1,-28,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,4,2,8,2,1,4,3,4,5,4,7,4,5,3,8,1,1,5,1,3,8,7,7,7,6,3,6,8,6,8,8,7,9,10,4,7,3,8,7,6,5,8,8,5,8,6,13,9,6,4,9,10,10,5,7,10,7,10,11,11,12,8,7,10,11,11,8,6,10,5,2,9,11,10,18,4,5,4,10,8,5,4,9,7,9,8,5,5,6,6,11,4,11,10,12,5,7,5,6,5,7,6,4,5,2,8,1,5,3,4,5,3,4,1,3,4,1,-1,2,3,1,3,5,1,3,1,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-9,1,-3,1,-38
-13,1,-27,1,-16,1,-2,1,-4,1,-4,1,-4,2,2,1,-1,1,1,2,2,1,-1,2,2,2,-1,3,2,1,4,1,-1,2,-1,2,-1,5,1,3,7,1,4,3,4,3,6,9,2,4,4,5,4,2,4,3,1,11,4,6,8,4,5,7,7,11,3,11,4,9,10,4,7,4,7,9,4,11,2,6,7,9,5,11,11,6,4,13,6,6,9,8,9,11,6,8,13,7,14,7,10,12,9,13,2,7,8,7,4,11,10,10,12,5,4,8,10,5,4,8,7,10,8,7,3,3,9,10,5,9,12,11,6,8,4,4,7,5,8,4,5,5,5,5,1,3,4,3,5,1,4,2,5,1,-1,4,1,1,3,3,3,2,2,2,3,3,-1,2,1,2,2,-1,1,-1,1,-14,1,-9,1,-4,1,-38
-12,1,-28,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,-1,1,2,-1,2,2,1,-1,4,-1,1,1,4,1,3,2,-1,1,2,-2,2,4,2,8,2,1,4,3,4,5,4,6,5,5,3,8,1,2,4,1,3,8,7,7,7,6,3,5,9,6,8,9,6,9,10,4,7,4,7,8,5,4,9,8,5,7,7,13,9,5,5,9,10,10,5,7,10,7,10,11,11,12,8,8,9,11,11,6,8,11,4,2,9,11,10,17,5,5,4,11,7,4,5,9,7,10,7,5,5,7,5,11,4,12,9,10,7,7,5,7,4,6,7,4,5,2,8,1,5,3,4,5,3,4,1,3,4,-1,1,2,3,1,3,5,1,2,2,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-9,1,-3,1,-38
-12,1,-28,1,-17,1,-1,1,-4,1,-4,1,-4,2,2,1,-1,2,-1,1,3,1,-1,3,1,1,1,4,1,2,3,-1,1,2,-2,2,4,2,8,2,1,4,3,4,5,4,7,4,5,3,8,1,1,5,1,3,8,7,7,7,6,3,6,8,6,8,8,7,9,10,4,7,3,8,7,6,5,8,8,5,8,6,13,9,6,4,9,10,10,5,7,10,7,10,11,11,11,9,7,10,11,11,8,6,10,5,2,9,11,10,18,4,5,4,10,8,5,4,9,7,9,8,5,5,6,6,11,4,11,10,12,5,7,5,6,5,7,6,4,5,2,8,1,5,3,4,5,3,4,1,3,4,1,-1,2,3,1,3,5,1,3,1,2,3,2,1,3,-1,1,3,1,-2,1,-15,1,-9,1,-3,1,-38
