3.1415926,0.000#0.920#0.980#0.990#0.010#0.930#0.910#0.970#0.020#0.900#0.070#0.870,3.600e+01,-00005562,000005454,1,000000036,000000306,000000000,000000000
-47,1,-7,1,1,1,-6,1,-2,2,-3,2,1,1,-2,1,3,-2,1,2,-2,2,2,2,-1,1,4,2,2,4,4,3,4,1,2,1,3,1,1,4,3,-1,2,5,5,2,7,5,-1,5,5,4,4,5,5,7,2,3,3,4,10,5,15,7,15,2,10,6,14,7,10,3,10,7,8,8,2,16,7,11,13,9,8,8,12,4,10,10,8,10,10,8,14,10,12,9,9,10,8,9,12,4,8,13,7,8,10,9,16,7,11,13,11,8,10,13,11,7,8,7,6,9,9,10,3,8,7,7,6,5,3,3,6,5,5,2,3,6,5,1,4,5,4,5,1,3,6,-1,6,2,4,2,1,2,3,2,1,6,-1,1,1,2,2,3,-2,3,-1,2,-2,2,-1,2,-3,2,-2,1,-3,1,-2,1,-55
-46,1,-7,1,-1,1,1,-7,1,2,-3,1,1,1,1,-2,3,1,-2,2,1,-2,2,2,1,1,4,1,2,2,3,4,5,3,2,1,2,2,1,1,4,3,2,-1,3,6,8,2,-1,5,5,5,5,3,5,5,1,8,3,3,8,6,11,8,15,7,8,5,15,5,11,6,9,4,8,7,3,7,8,15,13,11,7,10,14,6,10,4,7,10,11,9,15,8,11,11,9,9,10,8,10,11,8,4,9,11,10,8,15,8,13,7,12,12,11,7,10,13,10,6,5,8,9,9,3,10,8,7,5,8,3,5,4,5,7,3,3,2,4,6,5,1,5,4,1,5,5,3,7,-1,4,2,1,2,2,3,2,1,-1,6,-1,2,3,1,-1,3,3,-1,2,-4,2,1,1,-3,2,1,-3,1,-4,1,-54
-46,1,-7,1,-1,1,1,-7,1,2,-3,2,-1,1,1,-2,3,1,-2,2,1,-2,2,2,-1,2,4,1,2,2,3,4,5,3,2,1,3,1,1,1,3,4,2,-1,3,6,7,3,-1,5,5,5,5,3,5,5,2,7,3,3,9,4,15,5,14,7,12,2,14,6,11,6,10,3,8,7,2,8,7,16,12,12,8,9,12,8,10,4,7,10,9,11,15,8,12,10,8,10,10,8,10,11,8,4,7,13,10,8,14,9,13,7,12,12,11,7,10,13,8,8,6,7,11,7,3,10,7,8,5,8,4,4,6,3,5,5,3,2,4,6,5,1,4,5,1,5,5,3,7,-1,4,2,1,2,3,2,1,2,-1,6,1,1,2,2,-1,3,3,-1,2,-4,2,-1,2,-3,2,1,-3,1,-4,1,-54
-46,1,-7,1,-1,1,1,-7,1,2,-3,2,-1,1,1,-2,3,1,-2,2,1,-2,2,2,-1,2,4,1,2,2,3,4,5,3,2,1,3,1,1,1,3,4,2,-1,4,5,7,2,1,5,5,5,4,4,5,5,2,7,3,3,9,4,15,5,14,7,12,2,14,6,11,6,10,3,8,7,2,8,7,16,12,12,8,9,12,8,10,4,7,10,9,11,15,8,12,10,9,9,9,9,11,10,8,4,7,13,10,8,14,9,13,7,11,13,11,7,10,13,9,7,6,7,10,8,3,10,7,8,5,8,3,5,6,3,5,5,3,2,4,6,5,1,4,5,1,5,5,3,7,-1,4,2,1,2,3,2,1,2,-1,6,1,1,2,2,-1,3,3,-1,2,-4,2,-1,2,-3,2,1,-3,1,-4,1,-54
-47,1,-7,1,1,1,-6,1,-2,2,-3,2,1,1,-2,1,3,-2,1,2,-2,2,2,2,-1,1,4,2,2,4,4,3,4,1,2,1,3,1,1,4,3,-1,2,5,5,2,7,4,1,6,4,4,4,5,5,6,3,3,3,3,11,6,14,7,15,2,10,6,14,7,10,4,9,7,8,8,2,16,7,11,13,8,9,9,11,4,10,10,8,10,10,7,15,10,12,9,9,10,8,9,12,4,8,13,7,8,10,10,15,8,10,13,11,8,10,13,11,7,8,7,6,9,9,10,3,8,7,7,6,5,3,3,6,5,5,2,3,6,5,1,4,5,4,5,1,3,6,-1,6,2,4,2,1,2,3,2,1,6,-1,1,1,2,2,3,-2,3,-1,2,-2,2,-1,2,-3,2,-2,1,-3,1,-2,1,-55
-46,1,-7,1,-1,1,1,-7,1,2,-3,1,1,1,1,-2,3,1,-2,2,1,-2,2,2,1,1,4,1,2,2,3,4,5,3,2,1,2,2,1,1,4,3,2,-1,3,6,7,3,-1,5,5,5,5,3,5,5,1,8,3,3,8,6,12,7,15,7,8,5,14,6,11,6,9,4,8,7,3,7,8,15,13,11,7,10,13,7,10,4,8,9,10,10,14,9,11,11,9,9,10,8,10,11,8,4,8,12,10,8,15,8,13,7,11,13,11,7,10,13,9,7,5,8,9,9,3,10,8,7,5,8,3,5,4,5,6,4,3,2,4,6,5,1,5,4,1,5,5,3,7,-1,4,2,1,2,3,2,2,1,-1,6,-1,2,3,1,-1,3,3,-1,2,-4,2,1,1,-3,2,1,-3,1,-4,1,-54
-46,1,-7,1,-1,1,1,-7,1,2,-3,1,1,1,1,-2,3,1,-2,2,1,-2,2,2,1,1,4,1,2,2,3,5,4,3,2,1,2,2,1,1,4,3,2,-1,3,6,9,1,-1,5,5,5,5,3,5,5,1,8,3,3,8,6,11,8,14,8,7,6,14,6,11,6,9,4,8,7,3,7,8,15,13,11,7,10,14,6,8,6,7,10,11,9,13,10,11,11,9,9,10,8,10,11,8,4,9,11,11,7,15,8,13,7,12,12,11,7,9,14,10,6,5,8,9,9,3,10,8,7,5,8,3,5,4,5,7,3,3,2,4,6,5,1,5,4,1,5,5,3,7,-1,4,2,1,2,1,4,2,1,1,5,-1,2,3,1,-1,3,3,-1,2,-4,2,1,1,-3,2,1,-3,1,-4,1,-54
-46,1,-7,1,-1,1,1,-7,1,2,-3,2,-1,1,1,-2,3,1,-2,2,1,-2,2,2,-1,2,4,1,2,2,3,4,5,3,2,1,3,1,1,1,3,4,2,-1,3,6,7,3,-1,5,5,5,5,3,5,5,1,8,3,3,9,4,14,6,14,7,10,4,14,6,11,6,10,3,8,7,2,8,7,16,12,12,8,9,12,8,10,4,7,10,9,11,14,9,11,11,8,10,10,8,10,11,8,4,7,13,10,8,14,9,13,7,12,12,11,7,10,13,9,7,5,8,11,7,4,9,7,8,5,8,4,4,6,3,5,5,3,2,4,6,5,1,4,5,1,5,5,3,7,-1,4,2,1,2,3,2,1,2,-1,6,-1,2,3,1,-1,3,3,-1,2,-4,2,-1,2,-3,2,1,-3,1,-4,1,-54
-47,1,-7,1,1,1,-6,1,-2,2,-3,2,1,1,-2,1,3,-2,1,2,-2,3,1,2,-1,1,4,2,2,4,4,4,3,1,2,1,3,1,1,4,3,-1,2,5,5,2,7,4,1,6,4,5,3,4,6,6,3,3,3,3,11,6,14,7,15,2,10,6,14,7,10,4,9,7,8,8,2,16,7,11,13,9,8,10,10,4,10,10,8,10,10,7,15,10,12,9,9,10,8,9,12,4,8,13,7,8,10,10,15,8,10,14,10,8,10,13,11,7,8,7,6,9,9,10,3,8,7,7,6,5,3,3,6,5,5,2,3,6,5,1,4,5,4,5,1,3,6,-1,6,2,4,2,1,2,3,2,1,6,-1,1,1,2,2,3,-2,3,-1,2,-2,2,-1,2,-3,2,-2,1,-3,1,-2,1,-55
-46,1,-7,1,-1,1,1,-7,1,2,-3,1,1,1,1,-2,3,1,-2,2,1,-2,2,2,1,1,4,1,2,2,3,5,4,3,2,1,2,2,1,1,4,3,2,-1,3,6,9,1,-1,5,5,5,5,3,5,5,1,8,3,3,8,6,11,8,14,8,7,6,14,6,10,7,9,4,8,7,3,7,8,15,13,11,7,10,13,7,6,8,7,10,11,9,13,10,11,11,9,9,10,8,10,11,9,3,9,11,11,7,15,8,13,7,12,12,11,7,9,14,10,6,5,8,9,9,3,10,9,6,5,8,3,5,3,6,7,3,3,2,5,5,5,1,5,4,1,5,5,3,7,-1,4,2,1,2,1,4,2,1,2,4,-1,2,3,1,-1,3,3,-1,2,-4,2,1,1,-3,2,1,-3,1,-4,1,-54
