3.1415926,0.000#0.330#0.360#0.320#0.250#0.340#0.350#0.370#0.260#0.280#0.290#0.900#0.930,3.800e+01,-00005890,000005662,1,000000038,000000304,000000000,000000000
-53,1,-5,1,-6,1,-2,1,1,-2,1,-1,1,1,1,2,1,1,1,-1,2,-2,1,2,1,2,1,1,3,1,5,-1,2,3,1,1,5,3,3,5,5,4,8,5,3,7,5,3,3,6,5,10,6,4,4,3,4,5,4,5,9,5,5,6,8,5,5,6,9,9,10,4,8,9,16,7,5,8,11,9,9,10,7,11,16,8,8,10,9,10,9,8,4,15,11,13,7,8,12,11,10,10,9,13,5,6,10,14,10,9,11,11,10,9,7,8,10,10,6,7,10,7,14,7,6,5,9,8,9,12,4,4,1,3,4,2,7,5,5,4,4,4,3,5,2,3,5,1,4,4,2,-1,1,4,1,-2,1,2,2,2,3,2,-1,2,-3,1,-2,1,-4,1,-4,1,-5,1,-2,1,1,-48
-53,1,-5,1,-6,1,-1,1,-2,1,-1,1,-1,1,1,1,2,1,-1,2,-1,2,-2,1,2,2,1,2,-1,3,1,3,2,2,3,1,1,2,6,2,6,3,6,5,8,2,8,5,3,3,6,3,12,6,4,4,3,4,5,5,3,8,7,5,6,4,9,5,6,6,11,7,8,10,7,11,12,5,8,9,11,6,13,9,9,15,9,10,8,7,12,14,3,8,11,11,13,6,9,6,17,14,6,9,12,6,6,13,11,9,10,12,10,5,14,3,12,12,8,5,8,7,10,12,9,6,5,8,9,7,14,6,2,2,2,4,2,7,5,4,5,3,5,7,1,2,3,5,1,5,3,1,1,1,4,-1,1,1,-1,3,1,2,3,2,-1,2,-3,1,-2,1,-5,1,-3,1,-4,1,-4,2,-48
-53,1,-5,1,-6,1,-1,1,-2,1,-1,1,-1,1,1,1,2,1,-1,2,-1,2,-2,1,2,3,-1,2,-1,3,1,3,2,2,3,1,1,2,6,2,6,3,6,5,8,2,8,5,3,3,6,3,12,6,4,4,3,4,5,5,3,7,8,5,6,4,9,5,6,6,11,6,9,10,7,12,11,5,8,9,11,6,13,10,8,14,10,9,9,8,11,14,3,8,11,12,12,7,8,5,18,12,8,9,12,6,6,14,10,9,10,12,10,4,15,4,11,12,8,5,8,7,10,12,9,6,5,8,9,7,14,6,2,3,1,3,3,6,6,4,5,3,5,7,1,2,3,5,1,6,2,1,1,1,4,-1,1,1,-1,3,1,2,3,2,-1,2,-3,1,-2,1,-5,1,-3,1,-4,1,-4,2,-48
-53,1,-5,1,-6,1,-1,1,-2,1,-1,1,-1,1,1,1,2,1,-1,2,-1,2,-2,1,2,2,1,2,-1,3,1,3,2,2,3,1,1,1,7,2,6,4,5,5,8,2,8,5,3,3,6,3,12,6,4,4,3,4,5,5,3,8,7,5,6,4,9,5,6,6,11,7,8,10,7,11,12,6,7,9,11,6,13,9,9,15,9,10,8,7,12,14,3,8,11,11,13,6,9,6,17,13,7,9,12,6,6,13,11,9,10,12,10,5,14,3,12,12,8,5,8,7,10,12,9,6,5,8,9,7,14,6,2,2,2,4,2,8,4,4,5,3,5,7,1,2,3,5,1,5,3,1,1,1,4,-1,1,1,-1,3,1,2,3,2,-1,2,-3,1,-2,1,-5,1,-3,1,-4,1,-4,2,-48
-53,1,-5,1,-6,1,-1,1,-2,1,-1,1,-1,1,1,1,2,1,-1,2,-1,2,-2,1,2,1,2,1,1,4,-1,3,2,2,3,1,1,1,7,1,7,4,5,7,6,2,8,5,3,2,7,2,13,6,4,4,3,4,5,5,3,9,6,5,6,4,9,6,5,8,9,9,6,9,8,13,10,5,8,10,10,7,12,7,11,14,10,10,8,8,11,14,3,7,12,10,14,6,9,8,15,12,8,10,11,7,5,13,11,7,12,10,12,7,12,3,12,9,11,6,7,8,9,13,8,6,5,8,9,7,14,6,2,2,2,4,2,8,4,4,5,3,5,7,1,2,3,5,1,5,3,1,1,1,4,-1,1,1,-1,2,2,1,4,2,-1,2,-3,1,-2,1,-5,1,-3,1,-4,1,-4,2,-48
-53,1,-5,1,-6,1,-1,1,-2,1,-1,1,-1,1,1,1,2,1,-1,2,-1,2,-2,1,2,3,-1,2,-1,3,1,3,2,2,3,1,1,2,6,2,6,3,6,5,8,2,8,5,3,3,6,3,12,6,4,4,3,4,5,5,3,8,7,5,6,4,9,5,6,6,11,7,8,11,6,11,12,5,8,9,11,6,13,9,9,14,10,10,8,7,12,14,3,8,11,12,12,7,8,6,17,13,7,9,12,6,6,13,11,9,10,12,10,5,14,4,11,12,8,5,8,7,10,12,9,6,5,8,9,7,14,6,2,2,2,3,3,7,5,4,5,3,5,7,1,2,3,5,1,5,3,1,1,1,4,-1,1,1,-1,3,1,2,3,2,-1,2,-3,1,-2,1,-5,1,-3,1,-4,1,-4,2,-48
-53,1,-5,1,-6,1,-1,1,-2,1,-1,1,-1,1,1,1,2,1,-1,2,-1,2,-2,1,2,3,-1,2,-1,3,1,3,2,2,3,1,1,2,6,2,6,3,6,5,8,2,8,5,3,3,6,2,13,6,4,4,3,4,5,5,3,8,7,5,6,4,9,5,6,6,11,7,8,11,6,12,11,5,8,9,11,6,13,9,9,14,10,10,8,8,11,14,3,8,11,12,12,7,8,5,18,12,8,9,12,6,6,14,10,9,10,12,10,5,14,4,11,12,8,5,8,7,10,12,9,6,5,8,9,7,14,6,2,2,2,3,3,7,5,4,5,3,5,7,1,2,3,5,1,5,3,1,1,1,4,-1,1,1,-1,3,1,2,3,2,-1,2,-3,1,-2,1,-5,1,-3,1,-4,1,-4,2,-48
-53,1,-5,1,-6,1,-1,1,-2,1,-1,1,-1,1,1,1,2,1,-1,2,-1,2,-2,1,2,3,-1,2,-1,3,1,3,2,2,3,1,1,1,7,2,6,3,6,5,8,2,8,5,3,2,7,3,12,6,4,4,3,4,5,5,3,7,8,5,6,4,9,5,6,6,11,6,9,10,7,12,11,5,8,8,12,6,13,10,8,15,9,9,9,8,11,13,4,8,11,12,12,8,7,6,17,12,8,9,12,6,6,14,10,10,9,12,10,4,15,4,11,12,8,5,8,7,10,12,9,6,5,9,8,7,14,6,2,3,1,3,3,6,6,4,5,4,4,7,1,2,3,5,1,6,2,1,1,2,3,-1,1,1,-1,3,1,2,3,2,-1,2,-3,1,-2,1,-5,1,-3,1,-4,1,-4,2,-48
-53,1,-5,1,-6,1,-1,1,-2,1,-1,1,-1,1,1,1,2,1,-1,2,-1,2,-2,1,2,1,2,1,1,4,-1,3,2,2,3,1,1,1,7,1,7,4,5,7,6,1,9,5,3,3,6,2,13,6,4,4,3,4,5,5,3,9,6,5,6,4,9,6,5,7,10,8,7,10,7,13,10,5,8,10,10,7,12,8,10,14,10,10,8,8,11,14,3,7,12,10,14,6,9,7,16,12,8,10,11,7,5,14,10,7,12,11,11,7,12,3,12,10,10,6,7,8,9,14,7,6,5,8,9,7,14,6,2,2,2,4,2,8,4,4,5,3,5,7,1,2,3,5,1,5,3,1,1,1,4,-1,1,1,-1,2,2,1,4,2,-1,2,-3,1,-2,1,-5,1,-3,1,-4,1,-4,2,-48
-53,1,-5,1,-6,1,-1,1,-2,1,-1,1,-1,1,1,1,2,1,-1,2,-1,2,-2,1,2,1,2,2,-1,4,-1,3,2,2,3,1,1,1,7,2,6,4,5,7,6,1,9,5,3,3,6,3,12,6,4,4,3,4,5,5,3,8,7,5,6,4,9,6,5,7,10,8,7,10,7,13,10,5,8,10,10,6,13,8,10,15,9,10,8,7,12,14,3,7,12,10,14,6,9,7,16,12,8,10,11,7,5,14,10,8,11,11,11,6,13,3,12,12,8,6,7,8,9,13,8,6,5,8,9,7,14,6,2,2,2,4,2,8,4,4,5,3,5,7,1,2,3,5,1,5,3,1,1,1,4,-1,1,1,-1,3,1,1,4,2,-1,2,-3,1,-2,1,-5,1,-3,1,-4,1,-4,2,-48
