3.1415926,0.000#0.760#0.820#0.720#0.730#0.740#0.750#0.890#0.790#0.810#0.840#0.710#0.770#0.830,2.000e+00,-00000311,000000293,1,000000002,000000302,000000000,000000000
-75,1,-12,1,1,-5,1,-1,2,-1,1,3,-1,1,2,1,3,2,3,3,1,5,1,4,2,2,6,6,8,2,4,9,4,5,10,5,2,11,8,8,12,10,4,7,8,10,11,17,8,11,10,15,14,17,19,13,9,8,16,12,8,17,11,16,9,10,16,17,11,15,16,11,12,9,16,10,16,13,8,10,10,13,13,16,11,5,10,14,8,8,12,11,9,1,3,13,7,6,6,5,5,5,4,2,8,5,3,8,1,1,4,2,1,-1,3,2,1,2,2,1,-1,2,-1,1,1,3,1,-1,1,-8,1,-75
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,2,2,3,3,2,2,2,4,3,3,5,3,4,5,7,1,7,7,8,6,4,5,7,12,5,9,10,10,8,6,10,11,10,14,9,10,15,17,10,20,14,12,12,10,10,11,15,15,10,16,12,13,9,20,9,19,11,10,16,11,11,13,10,14,10,10,9,12,19,16,5,7,10,13,5,14,10,11,3,2,10,10,6,5,6,5,6,5,4,5,3,5,2,7,2,3,3,1,1,1,3,1,2,2,-1,1,-1,2,1,1,-1,4,1,-9,1,-75
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,3,1,3,3,2,2,2,4,3,3,5,3,3,6,6,2,6,8,9,4,5,5,6,13,5,9,10,10,8,6,9,10,11,15,9,10,15,17,10,20,14,12,12,9,11,10,14,17,10,16,15,10,8,21,8,20,11,10,14,12,12,13,10,14,10,10,8,13,21,14,5,7,10,13,7,12,10,10,4,2,9,11,4,7,6,5,6,4,6,4,3,5,2,7,2,3,3,1,1,1,3,1,1,3,-1,1,-1,2,1,1,-1,4,1,-10,1,-74
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,2,2,3,3,2,2,2,4,3,3,5,3,3,6,7,1,7,7,8,6,4,5,8,11,7,7,11,9,8,6,8,13,9,15,8,11,16,16,13,17,15,11,13,9,12,9,15,15,11,15,12,13,10,19,10,19,10,10,16,12,10,13,10,14,9,11,9,12,18,17,4,9,10,12,6,14,9,12,2,2,10,10,7,4,6,5,6,5,2,7,3,5,2,7,2,3,2,2,1,2,2,1,2,2,-1,1,-1,2,1,1,-1,4,1,-9,1,-75
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,2,2,3,3,2,2,2,4,3,3,5,3,3,6,7,1,7,7,8,6,4,5,8,11,7,7,11,9,8,6,8,13,9,15,9,10,15,17,13,17,15,11,12,10,12,9,15,15,10,16,12,13,9,20,9,20,10,10,16,12,10,13,10,14,9,11,9,12,18,17,4,9,10,12,6,13,10,11,3,2,10,10,7,4,6,5,6,5,4,5,3,5,2,7,2,3,2,2,1,2,2,1,2,2,-1,1,-1,2,1,1,-1,4,1,-9,1,-75
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,2,2,3,3,2,2,2,4,3,3,5,3,4,5,7,1,7,7,8,6,4,5,7,12,7,7,11,9,8,6,8,13,9,15,9,10,15,17,12,18,15,11,12,10,11,10,15,15,10,16,12,13,9,20,9,19,11,10,16,11,11,13,10,14,10,10,9,12,18,17,5,8,9,13,6,13,10,11,3,2,10,10,6,5,6,5,6,5,4,5,3,5,2,7,2,3,3,1,1,2,2,1,2,2,-1,1,-1,2,1,1,-1,4,1,-9,1,-75
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,2,2,3,3,2,2,2,4,3,3,5,3,4,5,7,1,7,7,8,6,4,5,7,12,6,8,10,10,8,6,9,12,10,14,9,10,15,17,12,18,14,12,12,10,11,10,15,15,10,16,12,13,9,20,9,19,11,10,16,11,11,13,10,14,10,10,9,12,18,17,5,8,9,13,6,13,10,11,3,2,10,10,6,5,6,5,6,5,4,5,3,5,2,7,2,3,3,1,1,1,3,1,2,2,-1,1,-1,2,1,1,-1,4,1,-9,1,-75
-76,1,-12,1,1,-3,1,-2,1,1,1,-1,3,1,1,3,1,3,3,2,2,2,4,3,2,6,3,3,6,6,2,6,8,8,5,5,5,7,12,5,9,9,9,8,8,9,10,9,17,9,9,17,16,9,20,16,11,12,9,10,11,13,18,8,16,17,9,9,20,9,20,10,10,15,12,12,13,9,15,11,9,7,13,22,14,6,5,10,14,8,9,11,11,5,1,8,12,4,6,7,5,6,4,5,5,1,7,1,8,2,2,4,1,1,1,2,2,1,2,1,1,-1,2,1,1,-1,4,1,-10,1,-74
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,2,2,3,3,2,2,2,4,3,3,5,3,4,5,6,2,6,8,8,5,5,5,7,12,5,9,10,10,8,6,10,9,11,15,8,11,15,17,10,20,15,11,12,10,10,11,13,17,10,16,14,11,9,20,9,19,11,10,17,9,12,13,10,14,10,10,9,12,20,15,5,7,10,13,5,14,10,11,3,2,10,10,5,6,6,5,6,4,5,5,3,5,2,7,2,3,3,1,1,1,3,1,2,2,-1,1,-1,2,1,1,-1,4,1,-9,1,-75
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,3,1,3,3,2,2,2,4,3,3,5,3,3,6,6,2,6,8,9,4,5,5,7,12,5,9,10,10,8,6,9,10,11,15,8,11,15,17,10,20,14,12,12,9,11,10,14,17,10,16,15,10,8,21,9,19,11,10,15,11,12,13,10,14,10,10,9,12,21,14,5,7,10,13,6,13,10,11,3,2,10,10,5,6,6,5,6,4,6,4,3,5,2,7,2,3,3,1,1,1,3,1,1,3,-1,1,-1,2,1,1,-1,4,1,-10,1,-74
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,3,1,3,3,2,2,2,4,3,3,5,3,3,6,6,2,6,8,9,4,5,5,7,12,5,9,10,10,8,6,9,10,10,16,9,9,16,17,9,20,15,12,12,9,11,10,14,17,10,16,15,10,8,21,9,19,11,9,15,12,12,13,10,14,10,10,8,13,20,15,5,6,11,13,8,11,10,10,4,2,9,11,4,7,6,5,6,4,5,5,3,5,2,7,2,3,3,1,1,1,2,2,1,2,1,1,-1,2,1,1,-1,4,1,-10,1,-74
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,2,2,3,3,2,2,2,4,3,3,5,3,3,6,7,1,7,7,8,6,4,5,8,11,7,7,11,9,8,6,8,13,9,15,8,11,17,15,14,17,14,11,13,9,12,9,16,14,11,15,12,13,10,19,10,19,10,10,16,12,10,13,11,13,9,12,8,12,18,17,4,9,10,12,8,12,9,12,2,2,10,10,7,4,6,6,5,5,2,7,3,5,2,7,2,3,2,2,1,2,2,1,2,2,-1,1,-1,2,1,1,-1,4,1,-9,1,-75
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,2,2,3,3,2,2,2,4,3,3,5,3,4,5,7,1,7,7,8,5,5,5,7,12,5,9,10,10,8,6,10,10,10,15,9,10,16,16,10,20,14,12,12,10,10,11,15,15,10,16,13,12,9,20,9,19,11,10,17,10,11,13,10,14,10,10,9,12,19,16,5,7,10,13,5,14,10,11,3,2,10,10,6,5,6,5,6,5,4,5,3,5,2,7,2,3,3,1,1,1,3,1,2,2,-1,1,-1,2,1,1,-1,4,1,-9,1,-75
-76,1,-11,1,1,-4,1,-2,1,1,1,-1,3,1,1,3,1,3,3,2,2,2,4,3,3,5,3,3,6,6,2,6,8,9,4,5,5,6,13,5,9,10,10,8,6,9,10,11,15,9,10,15,17,10,19,15,12,12,9,11,10,14,17,10,16,15,10,8,21,9,19,11,9,14,13,12,13,10,14,10,10,8,13,20,15,5,6,11,13,8,11,10,10,4,2,9,11,4,7,6,5,6,4,6,4,3,5,2,7,2,3,3,1,1,1,3,1,1,2,1,1,-1,2,1,1,-1,4,1,-10,1,-74
