3.1415926,0.000#0.790#0.780#0.800#0.860#0.900#0.890#0.910#0.760#0.770#0.750#0.810#0.840#0.850,3.500e+01,-00005041,000005599,1,000000035,000000304,000000000,000000000
-48,1,-3,1,2,-1,1,-1,1,1,-1,1,-2,2,-4,1,-2,2,-1,1,2,4,1,2,2,2,1,2,3,2,2,2,3,2,1,6,5,4,3,7,5,2,3,2,6,2,1,2,-1,9,4,4,8,13,6,6,6,3,6,11,11,2,7,7,7,4,5,12,11,12,8,8,10,7,6,4,6,5,10,8,6,7,8,18,11,10,11,8,7,5,6,14,11,8,12,8,12,5,11,13,9,7,7,4,9,4,10,6,7,8,11,5,15,11,11,10,10,4,13,9,7,7,7,9,6,4,7,5,4,8,6,6,5,5,7,8,4,3,4,3,4,5,4,3,2,2,1,2,4,4,2,-3,1,1,2,2,1,1,2,-1,3,-1,1,-2,2,-1,2,3,2,1,2,-2,1,1,-2,1,-1,1,1,1,-2,1,-5,1,-3,1,-52
-48,1,-4,3,1,-1,1,-1,1,-2,1,2,-5,1,-1,1,1,1,-1,4,2,1,2,3,1,2,1,3,2,3,1,2,3,3,4,5,4,4,5,3,5,2,2,4,5,2,1,6,3,3,5,11,10,5,6,5,5,6,11,6,7,7,7,5,6,13,4,11,11,8,9,5,12,3,7,2,9,9,9,9,4,14,12,8,13,12,7,7,5,7,13,10,9,11,9,4,13,14,10,5,10,4,7,3,11,4,12,9,6,7,9,12,14,10,11,6,8,9,12,6,9,8,8,5,5,5,7,6,5,5,7,7,4,3,12,3,4,5,2,5,4,3,4,2,2,2,1,3,5,1,1,-2,1,1,2,2,2,-1,1,1,-1,3,-1,1,2,-1,2,-1,1,4,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
-48,1,-4,3,1,-1,1,-1,1,-2,1,2,-5,1,-1,1,1,1,-1,4,2,1,2,3,1,2,1,3,2,3,1,2,3,3,4,5,4,4,5,3,5,2,2,4,5,2,1,6,3,3,5,11,10,4,7,5,5,6,11,6,7,8,6,5,6,13,4,11,11,8,9,5,12,3,7,2,9,10,8,9,4,14,12,8,13,12,7,7,5,7,13,10,9,11,9,4,13,14,10,5,10,4,7,3,11,4,12,9,6,7,9,12,14,10,11,6,8,9,12,6,9,8,8,5,5,5,7,6,5,5,7,7,4,3,12,3,4,5,2,5,4,3,4,2,2,2,1,3,5,1,1,-2,1,1,2,2,2,-1,1,1,-1,3,-1,1,2,-1,2,-1,1,4,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
-48,1,-4,3,1,-1,1,-1,1,-2,1,2,-5,1,-1,1,1,1,-1,4,2,1,2,3,1,2,1,3,2,3,1,2,3,3,4,5,4,4,5,4,4,2,2,4,5,2,1,6,3,3,5,12,9,5,6,5,5,7,10,6,7,7,7,5,6,13,4,10,12,9,8,5,12,3,7,2,9,9,9,9,4,14,12,8,13,12,7,7,5,7,13,10,9,11,9,4,13,14,10,6,9,4,7,3,11,4,12,8,7,7,9,12,14,10,11,6,8,9,12,6,9,8,8,5,5,5,7,6,5,5,7,7,4,3,12,3,4,5,2,5,4,3,4,2,2,2,1,3,5,1,1,-2,1,1,1,3,2,-1,1,1,-1,3,-1,1,2,-1,2,-1,1,4,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
-48,1,-3,1,2,1,-1,1,-1,1,-2,1,2,-5,1,-1,1,1,1,-1,4,2,1,2,2,2,2,1,3,2,3,1,2,3,6,1,5,4,4,5,3,5,2,2,3,6,2,1,6,3,4,4,13,8,5,6,5,5,8,9,6,7,6,8,6,5,13,4,9,13,9,8,5,12,4,6,2,9,9,9,8,5,13,13,9,12,11,8,6,6,9,11,10,9,10,10,5,12,13,11,7,8,2,8,5,10,4,12,8,7,6,10,13,13,8,13,6,8,9,12,6,9,8,8,5,5,5,7,6,5,5,7,7,4,4,11,3,4,4,3,5,4,2,5,2,2,2,1,2,6,1,1,-2,1,1,2,2,2,-2,2,-1,3,-1,1,2,-1,2,-1,2,3,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
-48,1,-3,2,1,1,-1,1,-2,1,-1,1,2,-5,1,-1,1,1,1,-1,4,2,1,2,2,2,2,1,3,2,2,2,2,3,6,1,5,4,5,4,3,5,1,3,3,6,2,1,7,2,4,4,13,8,5,6,4,6,7,10,5,8,6,8,5,6,13,4,8,14,9,8,5,12,4,6,3,8,9,9,7,6,15,11,9,12,10,9,6,6,11,9,10,9,9,11,5,12,14,10,7,8,2,8,5,10,5,11,9,6,6,10,13,13,10,11,6,8,7,14,7,8,8,8,4,6,5,7,6,5,5,7,7,4,4,11,3,4,4,3,5,4,2,5,2,2,2,1,3,5,-1,2,-2,1,1,2,2,2,-2,2,-1,3,-1,1,2,-1,2,-1,2,3,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
-48,1,-3,2,1,1,-1,1,-2,1,-1,1,2,-5,1,-1,1,1,1,-1,4,2,1,2,2,2,2,1,3,2,2,2,2,3,6,1,5,4,4,5,3,5,1,3,3,6,2,1,7,2,4,4,13,8,5,6,4,6,7,10,6,7,6,8,5,6,13,4,8,14,9,8,5,12,4,6,3,8,9,9,7,6,14,12,9,12,10,9,6,6,11,9,10,9,10,10,5,12,14,10,7,8,2,8,5,10,5,11,9,6,6,10,13,13,10,11,6,8,7,14,7,8,8,8,4,6,5,7,6,5,5,7,7,4,4,11,3,4,4,3,5,4,2,5,2,2,2,1,3,5,1,1,-2,1,1,2,2,2,-2,2,-1,3,-1,1,2,-1,2,-1,2,3,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
-48,1,-3,2,1,1,-1,1,-2,1,-1,1,2,-5,1,-1,1,1,1,-1,4,2,1,2,2,2,2,1,3,2,2,2,2,3,6,1,5,4,5,4,3,5,1,3,3,6,2,1,7,2,4,4,13,8,5,6,4,6,7,10,5,8,6,8,5,6,13,4,8,14,9,8,5,12,4,6,3,8,9,9,7,6,15,11,9,12,10,9,6,6,11,9,10,9,9,11,5,12,13,11,7,8,2,8,5,10,5,11,9,6,6,10,13,13,10,11,6,8,8,13,8,7,8,8,4,6,5,7,6,5,5,7,7,4,4,11,3,4,4,3,5,4,2,5,2,2,2,1,3,5,-1,2,-2,1,1,2,2,2,-2,2,-1,3,-1,1,2,-1,2,-1,2,3,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
-48,1,-4,3,1,-1,1,-1,1,-2,1,2,-5,1,-2,2,1,-1,4,2,1,2,3,1,2,1,3,2,3,1,2,3,3,4,4,5,5,4,3,5,2,2,5,4,2,1,6,3,3,5,11,10,4,7,5,5,6,11,6,7,8,6,5,6,13,4,10,12,8,9,5,12,3,7,2,9,9,9,9,4,14,12,8,13,12,7,6,6,7,13,9,10,12,8,4,13,15,9,6,9,4,7,4,10,5,11,8,7,8,8,12,14,10,11,6,8,10,11,6,9,8,8,5,5,4,8,6,5,6,7,6,4,4,11,3,4,5,2,5,4,4,3,2,2,2,1,3,5,1,1,-2,1,1,2,2,2,-1,1,1,-1,3,-1,1,2,-1,2,-1,1,4,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
-48,1,-4,3,1,-1,1,-1,1,-2,1,2,-5,1,-1,1,1,1,-1,4,2,1,2,3,1,2,1,3,2,3,1,2,3,3,4,4,5,4,5,3,5,2,2,5,4,2,1,6,3,3,5,11,10,4,7,5,5,6,11,6,7,8,6,5,6,13,4,10,12,8,9,5,12,3,7,2,9,9,9,9,4,14,12,8,13,12,7,7,5,7,13,9,10,12,8,4,13,15,9,6,9,4,7,4,10,5,11,9,6,7,9,12,14,10,11,6,8,10,11,6,9,8,8,5,5,5,7,6,5,5,8,6,4,3,12,3,4,5,2,5,4,4,3,2,2,2,1,3,5,1,1,-2,1,1,2,2,2,-1,1,1,-1,3,-1,1,2,-1,2,-1,1,4,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
-48,1,-4,3,1,-1,1,-1,1,-2,1,2,-5,1,-2,2,1,-1,4,2,1,2,3,1,2,1,3,2,3,1,3,2,3,4,4,5,5,4,3,5,2,2,4,5,2,1,6,3,3,5,11,10,4,7,5,5,6,11,6,7,8,6,5,6,13,4,10,12,8,9,6,11,3,7,2,9,8,10,9,4,14,12,8,13,12,7,6,6,6,14,9,10,12,8,5,12,15,9,6,9,4,7,4,10,5,11,8,7,8,8,11,15,11,10,6,8,10,11,6,9,8,8,5,5,5,7,6,5,6,7,6,4,4,11,3,4,5,2,5,4,4,3,2,2,2,1,3,5,1,1,-2,1,1,2,2,2,-1,1,1,-1,3,-1,1,2,-1,2,-1,1,4,2,1,-2,1,1,-3,1,2,-2,1,1,-5,1,-3,1,-53
