3.1415926,0.000#0.210#0.200#0.810#0.800#0.790#0.190#0.220#0.180#0.230#0.160,4.700e+01,-00007133,000007061,1,000000047,000000302,000000000,000000000
-45,1,-11,1,-6,1,-1,1,-8,1,1,-3,1,-1,1,-1,1,1,-3,1,1,1,3,2,1,1,2,1,3,1,1,4,5,3,2,3,2,6,5,2,7,7,6,1,1,5,5,5,2,5,6,13,11,9,8,5,7,12,11,16,11,8,9,9,12,13,15,16,14,14,7,9,10,10,10,9,12,10,9,9,12,15,11,14,17,15,12,10,19,11,11,8,10,12,14,16,13,14,9,9,16,10,9,15,13,6,12,11,4,9,5,9,6,7,3,1,8,3,4,5,3,7,9,3,3,4,4,1,1,2,2,2,2,2,2,2,5,-4,2,1,1,1,-4,1,-1,2,1,-1,1,1,3,-13,1,-61
-45,1,-11,1,-6,1,-1,1,-8,1,-1,1,-2,1,-1,1,-1,1,1,-3,1,1,1,3,2,2,-1,1,2,3,1,2,3,5,3,2,3,4,4,4,3,4,10,5,2,1,5,5,5,-1,7,6,13,8,12,8,5,9,10,11,16,11,8,10,8,10,15,14,17,16,12,5,11,9,11,9,10,12,10,8,10,12,15,11,14,17,15,9,13,18,12,7,12,7,15,11,19,14,13,10,8,16,10,9,15,11,8,13,10,6,6,6,9,8,5,3,1,6,5,3,6,4,6,10,2,3,4,2,3,2,1,2,2,2,2,2,2,2,3,-3,2,-1,2,-1,1,-3,1,-1,2,-1,1,1,1,1,2,-12,1,-61
-45,1,-11,1,-6,1,-1,1,-8,1,-1,1,-2,1,-1,1,-1,1,1,-3,1,1,1,3,2,2,-1,1,2,3,1,2,3,5,3,2,3,4,4,4,3,4,10,5,2,1,5,5,5,-1,7,6,13,8,12,8,5,9,10,11,16,11,8,8,10,10,15,13,18,16,12,7,9,10,10,9,10,12,10,8,10,12,15,11,14,17,15,9,13,18,12,8,11,7,15,11,19,14,13,11,7,16,10,9,15,11,8,13,10,5,7,6,9,8,5,3,1,6,5,3,6,4,6,10,2,3,4,2,3,2,1,2,2,2,2,2,2,2,3,-3,2,-1,2,-1,1,-3,1,-1,2,-1,1,1,1,1,2,-12,1,-61
-44,1,-11,1,-8,1,-1,1,-6,1,-2,1,-2,1,-2,1,1,1,-2,1,-1,1,1,1,4,1,1,1,2,1,3,4,1,3,5,3,2,6,2,2,5,6,8,4,3,3,3,4,6,4,3,8,11,9,11,7,6,13,6,16,11,8,11,8,10,12,13,16,15,17,11,10,6,10,10,7,12,10,12,6,12,16,11,10,15,15,17,10,12,11,18,5,15,10,12,14,16,12,15,8,10,10,16,16,8,7,12,12,11,5,7,10,5,8,5,2,2,2,9,4,5,7,3,5,7,3,4,1,4,2,1,2,2,4,-1,1,3,-1,5,-2,2,-1,1,1,-1,1,-2,1,-1,2,-2,1,-1,2,-1,3,-13,1,-60
-44,1,-11,1,-8,1,1,-7,1,-2,1,-2,1,-2,1,1,1,-2,1,-1,1,1,1,4,1,1,2,1,1,3,4,1,3,5,3,2,6,2,3,4,6,8,4,3,3,3,4,6,4,3,8,11,9,11,7,6,13,6,16,11,7,12,8,10,12,13,16,15,16,12,10,6,9,11,7,12,10,12,6,12,16,11,10,15,15,17,10,12,11,18,5,15,10,12,14,16,12,15,8,10,10,16,16,8,8,11,12,11,6,6,10,5,8,5,2,2,2,9,4,5,7,3,4,8,3,4,1,4,2,1,2,2,4,-1,1,3,-1,5,-2,2,-1,1,1,-1,1,-2,1,-1,2,-2,1,-1,2,-1,3,-13,1,-60
-44,1,-11,1,-8,1,1,-7,1,-2,1,-2,1,-2,1,1,1,-2,1,-1,1,1,1,4,1,1,2,1,1,3,4,1,3,5,3,2,6,2,3,4,6,8,4,3,3,3,4,6,4,3,9,10,9,11,7,6,13,6,16,11,7,12,8,10,12,13,15,16,16,12,10,6,9,11,7,12,10,12,6,12,16,11,9,16,15,17,10,12,11,18,6,14,10,12,14,16,13,14,8,10,9,17,16,8,8,11,13,10,6,6,10,5,8,5,2,2,2,9,4,5,7,3,4,8,3,4,1,4,2,1,2,2,4,-1,1,3,-1,5,-2,2,-1,1,1,-1,1,-2,1,-1,2,-2,1,-1,2,-1,3,-13,1,-60
-45,1,-11,1,-6,1,-1,1,-8,1,-1,1,-2,1,-1,1,-1,1,1,-3,1,1,1,3,2,2,-1,1,2,3,1,2,3,5,3,2,3,4,4,4,3,4,10,5,2,1,5,5,5,-1,7,7,12,8,12,8,5,9,10,11,16,11,8,8,10,10,15,13,18,16,12,7,9,10,10,9,10,12,10,10,8,12,15,10,15,17,15,9,13,18,12,9,10,7,15,11,19,14,13,11,7,16,10,9,15,12,7,13,10,4,8,6,9,8,5,3,1,7,4,3,6,4,6,10,2,3,4,3,2,2,1,2,2,2,2,2,2,2,3,-3,2,-1,2,-1,1,-3,1,-1,2,-1,1,1,1,1,2,-12,1,-61
-45,1,-11,1,-6,1,-1,1,-8,1,-1,1,-2,1,-1,1,-1,1,1,-3,1,1,1,3,2,2,-1,1,2,3,1,2,3,5,3,2,3,4,4,4,3,4,10,5,2,1,5,5,5,-1,7,7,12,8,12,8,5,9,10,11,16,11,8,10,8,9,16,14,17,17,11,5,11,9,11,9,10,13,9,8,10,12,15,11,14,17,15,8,14,19,11,8,11,7,15,11,19,14,13,10,8,16,10,11,13,11,8,13,10,6,6,6,9,8,5,3,1,6,5,3,6,4,6,10,2,3,4,2,3,2,1,3,1,2,2,2,2,2,3,-3,2,-1,2,-1,1,-3,1,-1,2,-1,1,1,1,1,2,-12,1,-61
-45,1,-11,1,-6,1,-1,1,-8,1,-1,1,-2,1,-1,1,-1,1,1,-3,1,1,1,3,2,2,-1,1,2,3,1,2,3,5,3,2,3,4,4,4,3,4,10,5,2,1,5,5,5,-1,7,7,12,9,11,8,5,8,11,11,16,11,8,8,10,10,15,13,18,16,12,7,9,10,10,10,9,12,10,10,8,12,15,10,15,17,15,9,13,17,13,9,10,7,15,11,19,15,12,11,7,16,10,9,15,13,6,13,10,4,8,6,9,8,5,3,1,7,4,3,6,4,6,9,3,3,4,3,2,2,1,2,2,2,2,2,2,2,3,-3,2,-1,2,-1,1,-3,1,-1,2,-1,1,1,1,1,2,-12,1,-61
-45,1,-11,1,-6,1,-1,1,-8,1,-1,1,-2,1,-1,1,-1,1,1,-3,1,1,1,3,2,2,-1,1,2,3,1,2,3,5,3,2,3,4,4,4,3,4,10,5,2,1,5,5,5,-1,7,7,12,8,12,8,5,9,10,11,16,10,9,10,8,8,17,14,17,17,11,5,11,9,11,9,10,14,8,8,10,11,16,11,14,17,15,8,14,19,11,8,11,8,14,12,18,14,13,10,8,16,10,11,13,11,8,13,10,7,5,6,9,8,5,3,1,6,5,3,6,4,6,10,2,3,4,2,3,2,1,3,1,2,2,2,2,2,3,-3,2,-1,2,-1,1,-3,1,-1,2,-1,1,1,1,1,2,-12,1,-61
-45,1,-11,1,-6,1,-1,1,-8,1,-1,1,-2,1,-1,1,-1,1,1,-3,1,1,1,3,2,2,-1,1,2,3,1,2,3,6,2,2,3,3,5,4,3,4,10,5,2,1,5,5,5,-1,7,6,13,8,12,8,5,8,11,11,16,11,8,7,11,10,15,13,18,15,13,7,9,11,9,9,10,12,10,10,8,12,15,10,15,17,15,10,12,18,12,9,10,8,14,12,18,15,12,11,7,16,10,9,15,13,6,13,10,4,8,6,9,8,5,3,1,7,4,3,6,4,6,9,3,3,4,3,2,2,1,2,2,2,2,2,2,2,3,-3,2,1,1,-1,1,-3,1,-1,2,-1,1,1,1,1,2,-12,1,-61
