3.1415926,0.000#0.380#0.450#0.430#0.440#0.470#0.370#0.460#0.390#0.480#0.400#0.410,4.300e+01,-00006255,000006731,1,000000043,000000302,000000000,000000000
-38,1,-12,1,-3,1,-4,1,-2,1,-1,1,1,-8,1,1,1,1,-1,2,-1,2,2,2,2,1,1,1,-1,2,2,1,1,2,2,2,1,2,4,6,5,3,6,4,4,3,4,6,10,4,7,6,7,9,3,9,3,7,4,8,6,14,12,9,7,8,9,5,6,9,8,8,10,11,16,10,15,10,17,12,8,14,9,13,15,17,9,14,9,5,15,8,14,11,12,14,5,4,10,12,9,13,11,14,13,11,11,9,9,9,10,6,10,9,6,9,9,11,8,2,5,9,7,5,8,5,4,5,4,3,7,4,3,5,4,3,2,1,-1,2,4,2,4,2,3,1,-1,1,1,1,-1,1,1,-4,1,-3,1,-1,1,-1,1,2,-10,1,-63
-39,1,-11,1,-3,1,-5,1,-1,1,1,-1,1,-7,1,-2,2,1,-1,1,1,1,3,1,3,1,1,1,-1,2,2,1,1,2,2,2,1,1,5,6,5,5,4,6,2,2,5,7,9,6,5,4,9,7,5,6,6,5,6,7,7,19,7,8,8,9,7,5,7,10,7,14,4,13,14,14,11,11,15,12,8,15,9,16,11,18,9,11,12,14,6,11,11,12,11,13,6,5,9,13,8,13,11,17,10,9,13,12,6,10,9,7,9,8,7,11,7,11,8,3,4,9,7,3,10,3,6,4,5,3,7,5,2,5,4,4,1,1,-1,3,3,3,3,3,2,1,-1,1,1,1,-1,1,1,-5,1,-2,1,-2,1,1,2,-10,1,-63
-39,1,-11,1,-2,1,-6,1,1,-1,1,-1,1,-7,1,-2,2,-1,1,1,1,1,3,-1,4,1,1,1,-1,2,2,-1,2,2,2,2,1,-1,6,6,5,5,4,5,3,4,3,8,8,7,4,6,7,8,4,5,7,5,6,7,7,15,11,6,10,9,7,8,4,8,9,15,3,12,15,14,11,13,13,11,9,17,7,14,13,18,9,11,12,14,6,11,11,12,11,12,7,5,9,14,7,13,11,17,10,9,13,12,6,12,7,6,10,8,7,13,5,11,8,4,3,7,9,3,10,3,6,4,5,4,6,5,2,5,4,1,4,1,-1,4,2,3,3,3,2,1,-1,1,1,1,-1,1,1,-5,1,-2,1,-2,1,1,2,-11,1,-62
-39,1,-11,1,-2,1,-6,1,1,-1,1,-1,1,-7,1,-2,2,-1,1,1,1,1,3,-1,4,1,1,1,-1,2,2,1,1,2,2,2,1,1,5,6,5,5,4,6,2,4,3,8,8,7,4,6,7,7,5,5,7,5,6,7,7,17,9,6,10,9,7,7,5,9,8,15,3,12,15,14,11,12,14,11,9,16,8,14,13,18,9,11,12,14,6,11,11,12,11,12,7,5,9,13,8,13,11,17,10,9,13,12,6,10,9,6,10,8,7,12,6,10,9,4,3,8,8,3,10,3,6,4,5,3,7,5,2,5,4,2,3,1,-1,4,2,3,3,3,2,1,-1,1,1,1,-1,1,1,-5,1,-2,1,-2,1,1,2,-10,1,-63
-39,1,-11,1,-2,1,-6,1,1,-1,1,-1,1,-7,1,-2,2,-1,1,1,1,1,3,-1,4,1,1,1,-1,2,2,1,1,2,2,2,1,-1,6,6,5,5,4,6,2,4,3,8,8,7,4,6,7,7,5,5,7,5,6,7,7,15,11,6,10,9,7,7,5,9,8,15,3,12,15,14,11,13,13,11,9,16,8,14,13,18,9,11,12,14,6,11,11,12,11,12,7,5,9,14,7,13,11,17,10,9,13,12,6,12,7,6,10,8,7,12,6,11,8,4,3,8,8,3,10,3,6,4,5,3,7,5,2,5,4,1,4,1,-1,4,2,3,3,3,2,1,-1,1,1,1,-1,1,1,-5,1,-2,1,-2,1,1,2,-11,1,-62
-39,1,-11,1,-2,1,-6,1,1,-1,1,-1,1,-7,1,-2,2,-1,1,1,1,1,3,-1,4,1,1,1,-1,2,2,-1,2,2,2,2,1,-1,6,6,5,6,3,5,3,4,3,8,8,7,4,6,7,8,4,5,7,5,6,8,6,15,11,6,10,9,7,7,5,8,9,15,3,12,15,15,10,13,13,11,9,17,7,12,15,18,9,13,10,14,6,11,11,12,11,11,8,5,9,14,7,13,11,17,10,9,13,12,6,11,8,6,10,8,7,13,5,11,8,4,3,7,9,3,10,3,6,4,5,4,6,5,2,5,4,1,4,1,-1,4,2,2,4,3,2,1,-1,1,1,1,-1,1,1,-5,1,-2,1,-2,1,1,2,-11,1,-62
-39,1,-11,1,-3,1,-5,1,-1,1,1,-1,1,-7,1,-2,2,1,-1,1,1,1,3,1,3,1,1,1,-1,2,2,1,1,2,2,2,1,1,5,6,5,5,4,6,2,2,5,7,9,6,5,4,9,7,5,6,6,5,6,7,7,19,7,8,8,8,8,5,7,10,7,14,4,13,14,13,12,11,15,11,9,15,9,15,12,18,9,11,12,14,6,11,11,12,11,13,6,5,9,13,8,13,11,17,10,8,14,12,6,11,8,7,9,9,6,11,7,11,8,3,4,8,8,3,10,3,6,4,5,3,7,5,2,5,4,4,1,1,-1,3,3,3,3,3,2,1,-1,1,1,1,-1,1,1,-5,1,-2,1,-2,1,1,2,-10,1,-63
-39,1,-11,1,-2,1,-6,1,1,-1,1,-1,1,-7,1,-2,2,-1,1,1,1,1,3,-1,4,1,1,1,-1,2,2,-1,2,2,2,2,1,-1,6,6,5,5,4,5,3,4,3,8,8,7,4,6,7,8,4,5,7,5,6,8,6,15,11,6,10,9,7,7,5,8,9,15,3,12,15,14,11,13,13,11,9,17,7,13,14,18,9,12,11,14,6,11,11,12,11,11,8,5,9,14,7,13,11,17,10,9,13,12,6,11,8,6,10,8,7,13,5,11,8,4,3,7,9,3,10,3,6,4,5,4,6,5,2,5,4,1,4,1,-1,4,2,2,4,3,2,1,-1,1,1,1,-1,1,1,-5,1,-2,1,-2,1,1,2,-11,1,-62
-39,1,-11,1,-3,1,-5,1,-1,1,1,-1,1,-7,1,-2,2,1,-1,1,1,1,3,-1,4,1,1,1,-1,2,2,1,1,2,2,2,1,1,5,6,5,5,4,6,2,2,5,7,9,6,5,4,9,7,5,6,6,5,6,7,7,18,8,8,8,9,7,5,7,10,7,14,4,12,15,14,11,11,15,12,8,16,8,15,12,18,9,11,12,14,6,11,11,12,11,12,7,5,9,13,8,13,11,16,11,9,13,12,6,10,9,7,9,8,7,12,6,11,8,4,3,8,8,3,10,3,6,4,5,3,7,5,2,5,4,3,2,1,-1,3,3,3,3,3,2,1,-1,1,1,1,-1,1,1,-5,1,-2,1,-2,1,1,2,-10,1,-63
-39,1,-11,1,-2,1,-6,1,1,-1,1,-1,1,-7,1,-2,2,-1,1,1,1,1,3,-1,4,1,1,1,-1,2,2,-1,2,2,2,2,1,-1,6,6,5,6,3,5,3,4,3,8,8,7,4,6,7,8,4,5,7,5,6,8,6,15,10,7,10,9,7,7,5,8,9,14,4,12,15,15,10,13,13,11,9,17,7,12,15,18,9,13,10,14,6,11,11,12,11,11,8,5,9,14,7,13,11,16,11,9,13,12,6,11,8,6,10,7,8,13,5,11,8,4,3,7,9,3,10,3,6,4,5,4,6,5,2,5,4,1,4,1,-1,4,2,2,4,3,2,1,-1,1,1,-1,1,1,1,-5,1,-2,1,-2,1,1,2,-11,1,-62
-39,1,-11,1,-3,1,-5,1,-1,1,1,-1,1,-7,1,-2,2,1,-1,1,1,1,3,-1,4,1,1,1,-1,2,2,1,1,2,2,2,1,1,5,6,5,5,4,6,2,3,4,7,9,6,5,5,8,7,5,6,6,5,6,6,8,17,9,8,8,9,7,5,7,10,7,15,3,12,15,14,11,11,15,12,8,16,8,14,13,19,8,11,12,13,7,11,11,12,11,12,7,5,9,13,8,13,11,16,11,9,13,12,6,10,9,7,9,8,7,12,6,11,8,4,3,8,8,3,10,3,6,4,5,3,7,5,2,5,4,2,3,1,-1,3,3,3,3,3,2,1,-1,1,1,1,-1,1,1,-5,1,-2,1,-2,1,1,2,-10,1,-63
