0.0000000,0.000#0.540#0.520#0.530#0.380#0.390#0.400#0.320#0.330#0.360#0.370#0.410#0.510#0.680#0.340,1.667e-01,-00000029,000000027,0,000000001,000000336,000000000,000000000
-85,2,1,-5,1,-1,1,2,1,-2,1,2,2,1,1,-3,1,4,1,3,1,3,3,5,1,-1,5,4,5,4,4,3,2,-1,1,3,2,3,3,3,7,4,3,11,3,8,6,8,6,6,9,13,11,5,5,8,9,4,6,7,13,4,5,9,10,6,9,9,11,10,7,5,6,13,9,11,9,5,10,5,9,8,7,10,9,14,13,9,10,14,13,7,8,6,4,13,9,10,11,19,14,12,6,9,15,8,15,4,9,12,8,10,5,5,11,7,9,4,6,1,5,2,5,3,6,4,3,5,5,3,4,4,5,1,4,-2,1,5,1,3,2,2,1,1,3,3,2,1,1,2,-1,1,1,2,1,-1,1,-1,1,-2,2,-8,1,-3,1,1,-68
-88,1,2,-5,1,-2,2,2,-2,1,2,2,1,-1,1,-2,1,3,2,2,2,2,3,2,4,1,4,4,4,6,3,3,1,2,1,3,2,2,4,3,6,4,4,8,6,4,10,7,7,5,8,12,13,5,4,9,8,5,6,6,8,8,8,5,13,5,10,8,11,10,6,6,6,13,6,14,8,7,10,6,7,6,9,8,10,12,12,14,10,13,9,13,7,5,5,11,9,12,10,17,16,9,11,7,11,13,11,9,9,8,11,7,8,5,7,12,7,6,4,2,6,-1,6,4,4,5,3,5,5,4,4,4,5,-1,4,1,-1,1,5,1,3,2,2,1,1,3,3,1,2,1,2,-1,1,-1,3,1,-2,1,1,-2,2,-8,1,-4,2,-65
-88,2,1,-5,1,-2,3,1,-2,1,2,2,1,-1,1,-2,1,3,2,3,1,2,4,4,1,1,4,4,5,5,4,3,-1,2,1,3,2,2,4,3,7,3,4,9,5,4,10,7,7,5,9,14,11,5,4,8,10,3,6,6,12,7,5,7,11,6,9,9,10,10,8,6,6,11,10,10,10,6,10,5,7,8,8,9,9,13,14,10,11,12,13,9,7,7,4,12,8,11,10,19,16,9,9,8,14,10,14,5,9,11,8,7,9,4,10,9,9,4,5,1,6,1,5,4,5,4,4,5,4,4,4,4,5,-1,5,-2,1,5,1,3,2,2,1,1,3,3,1,2,1,2,-1,1,1,2,1,-1,1,-1,1,-2,2,-8,1,-3,1,1,-65
-88,2,1,-5,1,-2,3,1,-2,1,2,2,1,-1,1,-2,1,3,2,2,2,2,4,3,2,1,4,4,4,6,3,3,1,2,1,3,2,2,4,3,6,4,4,9,5,4,10,7,7,5,8,13,13,4,5,8,9,4,6,6,10,9,5,5,13,5,10,8,11,10,6,8,4,13,7,13,10,5,11,5,7,7,9,8,9,13,14,11,11,12,11,11,7,5,5,12,9,11,10,18,17,7,11,8,11,12,14,6,9,9,10,7,9,4,9,10,9,4,5,1,6,-1,6,4,5,4,4,5,4,4,4,4,5,-1,5,-2,1,5,1,3,2,2,1,1,3,3,1,2,1,2,-1,1,1,2,1,-1,1,-1,1,-2,2,-8,1,-4,2,-65
-87,1,2,-5,1,-2,2,2,-2,1,1,3,1,-1,1,-2,1,3,2,2,2,2,3,2,4,1,4,3,5,5,4,3,1,2,1,3,2,2,3,3,7,4,4,7,7,4,9,8,7,5,7,12,13,5,4,10,8,5,5,6,9,8,7,6,12,6,10,7,12,10,6,6,5,14,6,14,8,7,10,6,6,7,8,8,11,12,11,14,11,13,9,13,7,4,6,11,8,12,11,17,16,9,9,9,10,14,11,9,9,8,11,6,9,5,6,12,7,7,4,2,6,-1,6,4,3,6,3,5,5,4,4,4,4,1,4,1,-1,1,4,2,3,2,2,1,1,3,3,1,2,1,2,-1,1,-1,3,-1,1,-1,1,1,-2,2,-8,1,-4,2,-66
-87,1,2,-5,1,-2,2,2,-2,1,1,3,1,-1,1,-2,1,3,2,2,2,2,3,2,4,1,3,4,4,6,3,4,1,2,-1,4,2,2,3,2,7,5,4,6,8,3,10,7,8,5,7,11,14,5,4,10,7,6,4,6,10,8,7,6,12,6,10,5,13,11,5,7,4,15,6,13,9,7,9,6,7,6,9,8,10,13,11,14,11,13,9,11,7,6,6,11,7,13,9,18,15,11,9,9,9,14,12,9,7,10,10,7,9,4,7,12,7,7,4,2,6,-1,6,4,3,6,3,4,6,4,4,3,5,1,4,1,-1,1,4,2,3,2,2,1,1,3,2,2,2,1,2,-1,1,-1,3,-1,1,-1,1,1,-2,2,-8,1,-4,2,-66
-87,1,2,-5,1,-2,2,2,-2,1,1,3,1,-1,1,-2,1,2,3,2,2,2,3,2,4,1,3,4,4,6,3,4,1,2,-1,4,1,3,3,2,7,5,4,6,8,3,10,6,8,6,5,13,13,6,4,10,6,7,4,6,9,9,7,6,11,6,9,7,11,13,5,7,4,14,7,13,9,6,8,7,8,6,9,8,9,13,11,14,11,13,10,10,7,7,6,11,7,13,9,17,14,11,11,9,9,14,11,9,7,10,11,7,8,4,8,12,7,7,4,2,6,-1,6,4,3,5,4,4,6,4,4,3,5,1,4,1,-1,1,4,2,3,2,1,2,1,2,2,3,2,1,2,-1,1,-1,3,-1,1,-1,1,1,-2,2,-8,1,-4,2,-66
-86,1,1,1,-5,1,-1,1,2,1,-2,1,2,2,1,1,-3,1,4,1,3,1,3,3,5,1,-1,5,4,5,4,4,3,2,-1,1,3,2,3,3,4,6,5,2,11,4,7,6,8,7,7,7,15,10,4,5,9,9,3,7,7,12,5,4,9,10,6,10,8,12,10,6,5,7,12,10,10,9,5,10,5,9,9,6,12,11,11,13,9,12,11,14,8,6,6,7,11,8,11,10,20,13,12,6,10,14,10,14,5,8,12,8,10,4,5,12,7,9,3,6,2,4,2,5,3,6,4,3,6,4,4,3,5,4,1,4,-2,1,5,1,3,2,2,1,1,3,3,2,1,1,2,-1,1,2,1,1,-1,1,-1,1,-1,1,1,-8,1,-3,1,1,-66
-87,2,1,-5,1,-1,1,2,1,-2,1,2,2,1,1,-3,1,4,1,3,1,3,3,5,1,-1,5,4,5,4,4,3,2,-1,1,3,2,3,3,4,6,4,3,11,4,7,6,8,6,7,8,13,11,5,5,8,9,4,6,7,13,4,5,9,10,6,9,9,11,10,7,5,6,13,9,11,9,5,10,5,9,9,6,11,9,14,12,9,11,13,13,8,7,6,4,14,8,10,11,19,14,12,6,9,15,8,16,4,8,12,8,10,5,5,12,7,8,4,6,1,5,2,5,3,6,4,3,5,5,3,4,4,5,1,4,-2,1,5,1,3,2,2,1,1,3,3,2,1,1,2,-1,1,1,2,1,-1,1,-1,1,-2,2,-8,1,-3,1,1,-66
-87,2,1,-5,1,-2,3,1,-2,1,2,2,1,-1,1,-2,1,3,2,2,2,2,4,3,2,1,4,4,5,5,3,3,1,2,1,3,2,2,4,3,7,3,4,9,5,4,10,7,7,5,9,13,12,4,5,8,10,3,6,6,12,7,5,7,11,5,10,8,11,10,7,7,6,11,8,12,10,5,11,5,7,7,9,8,9,13,14,11,11,12,11,11,7,5,6,12,8,11,10,18,17,7,11,8,13,11,13,6,9,10,9,7,9,4,9,10,9,4,5,1,6,-1,6,4,5,4,4,5,4,4,4,4,5,-1,5,-2,1,5,1,3,2,2,1,1,3,3,1,2,1,2,-1,1,1,2,1,-1,1,-1,1,-2,2,-8,1,-3,1,1,-66
