0.0000000,0.000#0.890#0.900#0.950#0.780#0.790#0.930#0.960#0.750#0.770#0.760#0.970#0.740#0.940#0.090#0.150#0.160#0.980#0.190#0.990#0.100,1.667e-01,-00000025,000000025,0,000000001,000000300,000000000,000000000
-49,1,-11,1,-3,1,-1,4,-4,1,-2,3,1,-1,2,3,-1,1,-1,1,1,1,1,1,2,1,1,1,2,3,1,5,2,1,5,2,3,2,3,6,6,7,3,1,7,6,8,6,6,6,4,7,4,3,6,12,8,4,7,4,6,6,7,7,4,14,7,9,11,7,4,12,10,9,5,12,11,9,10,5,9,8,8,7,5,8,8,7,10,7,12,2,9,9,7,9,7,14,9,8,9,10,8,15,7,6,5,7,6,8,6,10,8,9,8,5,11,5,10,10,3,6,5,4,2,6,6,3,3,7,3,5,5,3,3,7,4,6,9,3,1,1,-1,1,-1,3,2,4,-1,3,-1,2,1,2,-1,1,2,-1,2,1,2,-1,1,1,1,-1,1,-24,1,-1,1,-42
-54,1,-12,1,-2,1,-2,4,-3,1,-2,2,1,1,2,2,1,-1,1,1,1,1,1,1,1,2,1,1,2,1,2,6,1,1,4,3,4,2,1,3,8,9,3,2,5,6,9,6,6,4,6,7,3,3,7,10,7,7,8,3,6,6,6,7,5,8,11,11,10,4,8,11,7,11,8,7,12,10,11,4,12,6,4,10,5,9,8,6,9,8,11,5,9,6,9,6,10,13,6,12,9,11,6,13,8,6,7,8,5,9,4,10,9,6,11,5,9,7,8,8,8,6,4,4,4,4,6,5,2,6,5,4,3,5,3,5,5,7,5,8,1,1,-1,1,-1,2,3,4,-1,2,1,1,2,2,-1,1,2,-1,1,2,2,-1,1,1,1,-1,1,-24,1,-1,1,-37
-54,1,-12,1,-2,1,-2,4,-3,1,-2,2,1,1,2,2,1,-1,1,1,1,1,1,1,1,2,1,1,2,1,2,5,2,1,4,2,5,1,2,3,8,9,3,2,5,6,8,7,6,4,5,8,2,4,7,9,8,7,7,4,6,5,7,6,5,8,12,11,10,4,7,10,8,12,8,6,13,10,10,4,11,7,4,10,6,8,9,6,9,8,11,5,8,7,8,7,10,10,8,12,9,10,8,12,8,7,7,7,6,8,5,9,9,7,10,6,8,7,9,7,9,6,4,4,4,3,7,5,2,6,5,4,3,5,3,5,5,5,7,8,1,1,-1,1,-1,2,3,3,1,2,1,1,2,2,-1,1,2,-1,1,2,2,-1,1,1,1,-1,1,-24,1,-1,1,-37
-54,1,-12,1,-2,1,-2,4,-4,1,-2,3,1,1,1,3,-1,1,1,-1,2,1,1,1,2,-1,1,3,-1,3,3,4,1,2,4,4,2,1,4,6,6,6,4,4,7,6,7,6,5,5,5,6,3,6,10,8,6,6,5,5,7,5,8,4,7,14,6,11,8,8,4,13,10,8,6,14,9,10,7,7,9,5,10,7,5,8,8,8,10,11,6,6,7,9,7,10,5,14,11,9,8,7,10,13,8,6,6,7,7,5,7,9,8,10,7,7,9,8,7,10,4,5,6,3,3,6,4,4,2,7,5,3,6,2,6,5,4,7,10,1,1,-2,1,1,3,2,3,1,2,-1,2,2,1,1,1,1,-1,2,3,-1,1,1,-1,1,-1,1,-23,1,-1,1,-37
-53,1,-12,1,-2,1,-2,4,-4,1,-2,3,1,1,1,3,-1,1,1,-1,2,1,1,1,2,-1,1,3,-1,3,3,4,1,2,4,4,2,1,4,6,6,6,4,4,7,6,7,7,4,5,5,6,4,6,9,8,6,6,5,5,7,6,7,4,7,14,6,11,9,7,4,13,10,8,6,14,9,10,7,7,9,5,10,7,5,8,8,8,10,11,6,6,7,9,7,10,5,14,11,10,7,7,10,13,8,6,6,7,7,5,7,9,9,10,7,6,9,8,7,10,4,5,6,3,4,5,4,4,2,7,5,3,6,2,6,5,4,8,9,1,1,-2,1,1,4,1,3,1,2,-1,2,2,1,1,1,1,-1,2,3,-1,1,1,-1,1,-1,1,-23,1,-1,1,-38
-53,1,-12,1,-2,1,-2,4,-4,1,-2,3,1,1,1,3,-1,1,1,-1,2,1,-1,2,2,-1,1,3,-1,3,2,4,2,2,4,4,2,1,3,7,6,6,4,3,8,5,8,6,5,5,5,6,3,6,9,9,6,6,4,6,6,6,7,5,7,13,7,11,8,8,4,13,10,8,6,12,11,10,7,7,8,6,9,8,5,8,8,8,10,9,8,6,7,8,8,10,4,15,11,8,9,7,9,13,9,6,6,7,7,5,7,8,9,10,7,7,9,7,8,10,4,5,6,3,3,6,4,4,2,7,5,3,6,2,6,5,4,6,11,1,1,-2,1,1,3,2,3,-1,3,-1,2,2,1,-1,2,1,-1,2,2,1,1,1,-1,1,-1,1,-23,1,-1,1,-38
-54,1,-12,1,-2,1,-2,4,-4,1,-2,3,1,1,2,2,-1,1,1,-1,2,1,1,1,2,-1,1,3,-1,3,4,3,1,4,2,4,2,2,3,6,8,5,3,4,7,6,8,7,3,5,7,4,4,6,9,8,6,7,5,5,6,6,7,4,8,13,9,12,5,7,5,12,11,9,5,14,10,10,5,8,9,4,10,7,5,9,7,9,9,11,6,7,6,10,7,10,7,11,11,10,8,7,10,12,8,7,6,6,7,5,9,7,10,9,7,6,9,8,7,11,5,4,5,3,4,6,4,3,4,6,4,4,5,3,6,5,3,9,8,1,1,-1,1,-1,2,3,1,3,2,1,1,1,3,-1,1,2,-2,2,3,-1,1,1,-1,1,-1,1,-23,1,-1,1,-37
-54,1,-12,1,-2,1,-2,4,-4,1,-2,3,1,1,1,3,-1,1,1,-1,2,1,-1,2,2,-1,1,3,-1,3,2,4,2,2,4,3,3,1,3,7,6,6,4,3,7,5,9,6,5,5,5,5,4,6,9,9,6,6,4,6,6,6,7,5,7,13,7,11,8,8,4,13,10,8,6,12,11,10,7,7,8,6,9,8,5,8,8,7,10,10,8,6,7,8,8,10,4,15,11,8,9,7,9,13,9,6,6,7,7,4,8,8,9,10,7,7,9,7,7,11,4,5,6,3,3,6,4,4,2,7,5,3,6,2,5,6,4,6,11,1,1,-2,1,1,3,2,3,-1,3,-1,2,2,1,-1,2,1,-1,2,2,1,1,1,-1,1,-1,1,-23,1,-1,1,-37
-53,1,-12,1,-2,1,-2,4,-4,1,-2,3,1,1,2,2,-1,1,1,-1,2,1,1,1,2,1,1,2,-1,3,4,3,1,4,2,5,1,2,3,7,8,5,2,5,6,6,9,6,3,6,7,3,4,6,9,9,6,7,5,5,6,5,8,5,6,14,10,10,5,7,9,9,12,7,5,15,9,10,5,11,6,5,10,6,8,6,7,10,9,11,5,8,7,8,7,10,8,10,11,10,8,7,13,9,8,7,6,6,9,3,10,7,9,9,8,6,8,8,7,11,5,4,5,4,3,6,5,3,5,5,3,5,4,4,5,5,4,8,8,1,1,-1,1,-1,2,3,1,3,2,1,1,1,3,-1,1,2,-1,1,1,3,-1,1,1,1,-2,1,-23,1,-1,1,-38
-53,1,-12,1,-2,1,-2,4,-4,1,-2,3,1,1,2,2,-1,1,1,-1,2,1,1,1,2,-1,1,3,-1,3,3,4,1,3,3,4,2,2,3,6,7,6,3,4,7,6,7,8,3,5,6,5,4,6,9,8,6,6,6,5,6,6,7,4,7,14,8,12,6,7,4,13,11,9,5,13,9,12,5,8,8,5,10,7,5,9,7,8,10,11,6,7,6,9,7,10,8,11,11,10,8,7,10,12,8,7,5,7,7,5,7,9,9,10,7,6,9,8,7,11,3,6,5,3,4,6,3,4,2,8,4,4,5,3,5,6,3,8,9,1,1,-1,1,-1,2,3,1,3,1,2,1,1,3,-1,1,2,-2,2,3,-1,1,1,-1,1,-1,1,-23,1,-1,1,-38
-53,1,-12,1,-2,1,-2,4,-4,1,-2,3,1,1,2,2,-1,1,1,-1,2,1,1,1,2,-1,1,3,-1,3,4,3,1,4,2,5,1,2,3,7,7,6,2,4,7,6,8,7,3,6,6,4,4,6,9,9,6,6,5,5,6,6,8,4,7,14,9,11,5,7,7,11,11,8,5,15,9,10,5,9,8,4,10,7,6,8,7,10,8,11,6,8,5,10,7,10,7,11,11,10,8,7,13,9,8,7,6,6,7,5,9,7,10,9,8,5,9,8,7,11,5,4,5,3,4,6,4,3,4,6,4,4,5,4,5,5,3,9,8,1,1,-1,1,-1,2,3,1,3,2,1,1,1,3,-1,1,2,-2,2,3,-1,1,1,-1,1,-1,1,-23,1,-1,1,-38
-55,1,-11,1,-2,1,-2,4,-4,1,-2,3,1,1,1,3,-1,1,-1,1,1,2,-1,2,2,-1,1,2,1,3,1,5,2,1,5,2,3,2,3,6,6,7,3,3,7,6,8,6,5,5,5,6,4,6,8,10,6,5,5,4,7,7,7,5,7,12,7,12,7,9,3,14,10,7,7,12,11,10,7,6,8,7,9,8,5,8,7,8,10,8,10,4,8,8,8,11,3,16,11,7,9,8,9,13,8,7,4,8,7,5,7,9,8,10,8,6,10,5,9,10,4,6,5,4,3,5,5,4,2,7,5,3,6,2,5,6,4,6,11,1,-1,1,-1,1,1,2,3,3,-1,3,-1,2,2,1,-1,2,1,-1,2,2,1,1,1,-1,1,-1,1,-23,1,-1,1,-37
-53,1,-12,1,-2,1,-2,4,-4,1,-1,1,2,1,2,2,1,-1,1,1,-1,2,1,1,1,2,1,1,2,-1,3,5,2,1,4,2,5,1,2,3,8,9,3,2,5,6,8,7,6,4,5,7,3,4,7,8,9,6,7,5,6,5,6,7,5,7,13,10,10,5,7,10,8,12,8,5,14,9,10,5,11,7,4,10,6,8,8,7,9,8,11,5,8,7,8,7,10,8,10,11,10,8,9,11,10,7,7,6,6,9,4,9,9,8,10,6,6,9,9,6,10,5,5,4,4,3,7,4,3,6,4,4,4,5,3,5,5,5,7,8,1,1,-1,1,-1,2,3,2,2,2,1,1,1,3,-1,1,2,-1,1,1,3,-1,1,1,1,-1,1,-24,1,-1,1,-38
