0.8796459,0.000#0.010#0.070#0.090#0.100#0.020#0.030#0.040#0.080#0.110#0.130#0.140#0.150#0.160#0.050#0.060#0.120#0.170#0.180#0.190#0.200#0.210#0.220#0.230#0.260#0.270#0.280#0.970#0.240#0.250#0.290#0.950#0.960#0.940#0.300#0.310#0.920#0.320#0.890#0.330#0.880#0.870#0.340#0.350#0.360#0.370#0.380#0.390#0.860#0.400#0.430#0.520#0.530#0.540#0.410#0.420#0.440#0.800#0.810#0.820#0.830#0.450#0.500#0.510#0.550#0.560#0.460#0.480#0.490#0.570#0.600#0.470#0.580#0.590#0.610#0.790#0.620#0.780#0.630#0.640#0.650#0.770#0.730#0.750#0.680#0.710#0.740#0.700,1.667e-02,-00000002,000000003,0,000000001,000000300,000000000,000000000
-57,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-90
-58,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-90
-61,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-86
-62,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-85
-63,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-84
-58,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-89
-59,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-89
-59,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-88
-62,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-86
-64,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-84
-65,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-83
-65,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-82
-66,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-81
-67,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-81
-60,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-87
-61,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-87
-64,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-83
-67,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-80
-68,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-80
-68,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-79
-69,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-78
-70,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-78
