0.8796459,0.000#0.010#0.070#0.090#0.100#0.020#0.030#0.040#0.080#0.110#0.130#0.140#0.150#0.160#0.050#0.060#0.120#0.170#0.180#0.190#0.200#0.210#0.220#0.230#0.260#0.270#0.280#0.970#0.240#0.250#0.290#0.950#0.960#0.940#0.300#0.310#0.920#0.320#0.890#0.330#0.880#0.870#0.340#0.350#0.360#0.370#0.380#0.390#0.860#0.400#0.430#0.520#0.530#0.540#0.410#0.420#0.440#0.800#0.810#0.820#0.830#0.450#0.500#0.510#0.550#0.560#0.460#0.480#0.490#0.570#0.600#0.470#0.580#0.590#0.610#0.790#0.620#0.780#0.630#0.640#0.650#0.770#0.730#0.750#0.680#0.710#0.740#0.700,1.667e-02,-00000002,000000003,0,000000001,000000300,000000000,000000000
-70,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-77
-71,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-77
-73,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-75
-73,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-74
-74,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-74
-115,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-32
-71,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-76
-72,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-75
-74,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-73
-114,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-33
-115,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-33
-113,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-34
-75,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-72
-76,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-72
-112,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-35
-76,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-71
-110,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-37
-77,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-71
-110,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-38
-109,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-38
-77,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-70
-78,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-69
-79,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-69
-79,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-68
-80,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-68
-80,1,-11,1,-5,1,-1,1,1,1,-4,1,-5,2,-1,1,1,-1,1,-1,1,-7,2,1,-1,1,-1,2,-1,2,1,-1,2,2,-2,1,3,2,1,1,3,4,1,3,2,2,2,-1,3,3,2,1,-1,4,2,1,-1,1,2,2,1,1,3,2,-1,1,-2,2,2,1,-1,3,2,-2,4,2,3,1,-1,1,2,2,-1,1,1,2,1,3,-1,1,1,-2,1,1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-67
-109,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,2,2,-3,4,2,1,1,2,5,1,3,2,1,3,-1,1,5,2,-1,1,4,1,1,1,1,1,3,1,1,3,1,1,-1,1,-1,1,3,1,-1,3,2,-2,3,3,2,2,-2,3,1,1,1,1,2,1,2,1,-1,2,-2,1,1,-1,1,-1,1,-1,3,-9,1,-5,1,-3,2,-2,2,-39
-81,1,-11,1,-4,1,-2,2,1,-5,1,-4,1,1,1,-1,1,1,-1,1,-7,1,1,1,1,-2,2,1,2,-1,1,1,2,-2,2,2,3,-1,2,3,4,1,2,3,2,1,-1,5,2,1,1,3,1,2,1,1,1,2,2,-1,1,3,2,-1,1,-2,2,3,-1,2,3,-2,1,5,1,3,-2,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-8,1,-6,1,-2,1,1,-1,1,1,-66
-83,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-65
-88,1,-11,1,-5,1,-1,2,-1,1,-4,1,-5,2,1,-1,1,1,-2,1,-7,2,1,-1,1,-1,2,-1,3,-2,2,2,-2,1,3,2,1,2,2,5,1,2,3,2,1,-1,4,2,2,1,2,2,2,1,-1,1,3,2,-1,1,3,2,-1,1,-2,2,2,1,1,3,1,-1,1,3,2,3,1,-1,1,2,2,-1,1,3,-1,2,2,-1,2,-3,2,-1,1,-2,1,1,2,-9,1,-5,1,-3,2,-2,2,-59
-89,1,-10,1,-5,1,-1,1,1,1,-5,1,-4,2,-1,1,-1,1,1,-1,1,-7,2,1,-1,1,-2,2,1,2,-1,1,2,1,-2,4,1,2,-1,3,3,3,2,2,2,3,-2,5,2,1,1,3,1,2,1,1,1,2,2,-1,3,1,2,-1,1,-1,1,2,2,-1,3,2,-2,2,4,1,3,-2,3,-1,2,-1,2,2,1,1,2,-1,2,-2,1,1,-1,1,-2,1,1,2,-8,1,-5,1,-3,2,-2,2,-59
