0.0000000,0.000#0.210,1.000e+00,-00000149,000000156,0,000000001,000000305,000000000,000000000
-65,1,-4,1,1,1,2,1,-1,1,1,-1,3,2,1,2,4,2,5,4,1,4,3,1,4,6,6,7,5,11,8,6,4,6,13,10,9,11,18,11,24,16,12,24,19,18,21,31,28,27,33,37,21,35,28,41,45,27,30,30,47,37,47,43,59,45,49,46,69,66,57,50,59,52,61,73,68,55,68,56,67,60,57,64,75,51,58,55,81,69,57,54,62,59,68,74,47,59,43,53,38,45,45,39,40,38,47,38,31,25,28,29,24,35,37,31,19,27,26,20,19,15,12,12,15,10,7,9,11,8,7,9,6,8,6,3,6,7,3,3,4,5,6,3,4,2,1,2,4,1,-1,2,-3,1,2,1,-1,1,-1,2,-2,2,-3,1,-69
-65,1,-4,1,1,-1,2,2,-1,1,1,-1,2,3,1,2,3,3,3,6,1,2,4,2,4,5,6,6,5,9,9,9,4,4,15,7,9,12,18,12,20,19,12,23,15,25,15,29,33,25,36,27,29,32,27,37,52,21,35,33,40,35,54,41,50,51,53,41,68,62,60,51,60,52,58,75,71,52,67,55,70,59,61,56,74,57,60,56,75,68,58,59,54,63,70,66,58,58,44,50,41,42,47,35,47,36,46,41,30,28,28,24,28,35,32,35,22,24,22,26,18,15,16,11,15,10,8,6,14,6,9,9,6,8,5,5,6,6,3,3,4,4,8,3,4,1,2,1,4,2,-1,1,1,-2,1,2,-1,1,1,-1,2,-2,1,1,-2,1,-69
