0.0000000,0.000#0.860,1.400e+01,-00002221,000002147,1,000000014,000000312,000000000,000000000
-70,1,-7,1,-3,1,-2,2,-1,2,-1,1,-1,2,-1,1,1,3,2,6,4,-1,4,5,4,4,9,5,7,12,11,5,11,7,7,11,15,15,14,13,13,8,34,18,23,13,24,26,25,22,26,28,33,39,30,31,47,31,37,43,37,48,45,63,51,66,59,54,65,66,59,65,57,72,84,74,63,54,57,78,57,70,59,55,47,61,70,54,84,46,64,64,62,55,62,59,51,61,34,51,45,68,53,41,43,30,37,36,23,21,33,36,28,26,17,13,24,20,24,19,17,15,19,17,14,14,11,8,14,15,7,6,8,9,4,8,-1,6,4,2,5,4,1,1,1,4,5,2,4,1,1,2,-2,1,1,-2,1,-2,1,1,-1,1,-23,1,-45
-71,1,-7,1,-2,1,-1,2,-1,1,-1,2,-1,2,-1,1,-1,1,3,5,2,2,3,5,4,3,5,6,8,10,6,8,11,8,10,10,7,15,16,11,14,11,12,20,32,13,23,27,22,23,24,25,26,43,30,29,33,37,43,40,37,50,37,54,50,63,54,57,60,68,60,60,63,64,60,78,85,57,64,75,55,66,54,68,49,63,48,65,62,52,76,59,70,64,55,63,57,59,54,49,34,64,50,47,49,34,39,40,33,22,23,33,32,33,25,16,14,17,27,21,22,13,19,17,18,14,14,8,12,15,15,7,6,8,8,9,4,5,1,3,3,3,6,1,1,3,1,3,5,1,4,3,-3,1,1,-3,1,1,-2,1,-1,1,-23,1,-44
