1.8849556,0.000#0.850,4.545e-02,-00000006,000000008,0,000000001,000000308,000000000,000000000
-63,1,-3,1,-1,2,-1,2,1,-1,2,1,3,2,3,2,-1,4,1,-1,3,5,5,4,7,5,6,4,5,8,6,9,16,13,13,8,15,16,18,18,24,27,22,24,29,32,34,27,47,48,44,47,48,47,66,56,56,71,72,72,63,83,74,73,83,86,90,102,90,105,97,117,96,115,110,106,120,107,123,121,107,104,114,117,124,121,98,112,108,105,101,106,100,104,122,97,108,99,103,78,90,84,83,75,85,72,70,73,69,45,54,38,42,48,53,44,39,42,28,28,28,30,24,20,25,20,20,13,13,12,16,12,13,5,4,8,4,5,9,9,5,1,3,1,5,4,5,3,2,3,-3,1,1,1,1,-9,1,-77
-82,1,-3,1,-1,2,1,1,1,1,1,2,3,4,-1,2,-1,5,-1,1,3,5,5,4,7,5,7,4,6,8,6,10,16,10,15,10,17,12,23,19,24,23,25,23,32,31,32,33,46,48,46,43,48,61,59,58,61,69,74,67,74,78,74,70,85,82,100,102,98,89,110,117,92,126,98,113,116,109,120,109,121,104,117,119,122,111,112,107,104,97,105,104,95,125,111,105,104,95,93,86,85,80,87,73,82,69,72,74,62,52,43,43,42,57,46,40,46,34,25,30,27,30,22,23,22,22,14,13,16,13,14,11,10,5,8,6,2,7,12,7,3,-1,4,1,6,4,3,5,1,2,-3,2,1,-1,1,-9,1,-58
