0.0000000,0.000#0.420#0.390#0.430#0.440#0.550#0.310#0.300#0.340#0.260#0.290,3.000e+00,-00000482,000000442,1,000000003,000000308,000000000,000000000
-73,1,-3,1,1,-1,3,2,1,-2,1,-1,1,1,3,2,2,-1,1,3,1,1,1,-1,3,1,3,-1,1,1,1,2,4,3,2,3,1,6,4,8,3,6,6,3,4,1,3,4,5,5,7,6,12,7,6,14,7,4,6,8,5,8,13,13,9,10,5,7,9,12,10,8,11,11,10,9,11,12,17,17,8,10,13,17,18,13,9,10,7,10,10,12,9,11,9,11,12,15,9,4,10,12,7,8,7,14,8,13,9,9,8,9,3,8,5,5,7,9,10,5,5,5,10,7,8,6,5,3,2,7,3,4,5,2,4,1,2,2,3,3,4,1,5,1,2,3,-1,2,-1,2,2,1,1,1,-2,2,-1,1,1,1,-6,2,-6,1,1,-57
-73,1,-3,1,-1,1,2,3,1,-2,1,-2,4,1,2,1,1,1,3,1,2,-2,3,-1,4,-1,1,1,1,3,3,2,3,1,2,4,7,6,5,5,5,5,4,1,3,5,4,4,6,9,9,8,6,8,14,3,5,8,6,10,11,11,10,7,10,5,11,10,11,8,11,14,7,10,10,10,17,13,15,11,10,16,19,10,12,8,7,14,9,11,11,7,11,14,8,11,15,6,9,6,12,7,8,9,14,14,7,6,11,7,6,4,9,3,8,6,14,5,5,8,7,4,9,8,5,2,3,5,5,3,4,4,4,2,1,3,1,5,3,-1,5,1,3,3,-1,1,1,3,1,1,1,-1,1,1,1,-1,1,-1,2,-6,1,1,-5,1,-1,1,-56
-73,1,-3,1,-1,1,2,3,1,-2,1,-1,1,3,1,3,-1,1,1,3,1,2,-2,3,-1,4,-1,1,1,1,3,3,2,3,1,2,4,7,6,5,5,5,5,4,1,3,5,4,4,6,9,10,8,5,8,14,3,6,6,7,11,10,11,10,7,10,6,10,10,12,6,12,14,7,9,11,10,17,13,15,11,10,16,19,10,12,8,7,14,9,12,10,8,10,14,8,11,15,6,9,6,12,7,8,9,14,14,7,6,11,8,5,5,8,3,8,6,14,6,4,7,8,5,9,7,5,2,3,5,5,3,4,4,4,2,1,3,1,6,2,1,4,1,3,3,-1,1,1,2,2,1,1,-1,1,1,1,-1,1,1,1,-6,1,1,-5,1,-1,1,-56
-73,1,-3,1,-1,1,2,3,1,-2,1,-2,4,1,2,1,1,1,3,1,2,-2,2,1,4,-1,1,1,1,3,3,2,3,1,2,4,7,6,4,6,5,5,4,1,3,5,4,4,6,9,9,8,6,7,15,3,5,8,6,10,11,11,10,7,10,5,11,10,11,8,11,14,7,10,10,10,17,13,15,11,10,17,18,10,12,9,6,14,9,11,11,7,11,14,8,11,15,6,9,6,12,7,7,10,14,14,7,6,11,7,6,4,9,3,8,5,15,5,5,8,7,4,9,8,5,2,3,5,5,3,4,4,4,2,1,3,1,5,3,-1,5,1,3,3,-1,1,1,3,1,1,1,-1,1,1,1,-1,1,-1,2,-6,1,1,-5,1,-1,1,-56
-73,1,-3,1,-1,1,2,3,1,-2,1,-2,4,1,2,1,1,1,3,1,2,-2,2,2,3,-1,1,1,1,3,3,2,3,1,2,4,7,6,4,6,5,5,4,1,3,5,4,4,6,11,7,8,6,7,15,3,5,8,6,10,11,11,10,7,9,6,11,10,11,8,11,15,6,10,10,10,17,13,15,11,10,17,18,10,12,9,6,14,9,11,11,7,11,14,8,11,15,6,8,7,12,7,7,11,13,14,7,6,11,7,6,4,9,3,7,6,15,5,5,8,7,4,9,8,5,2,3,5,5,3,4,4,4,2,1,3,1,5,3,-1,5,1,3,3,-1,1,1,3,1,1,1,-1,1,1,1,-1,1,-1,2,-6,1,1,-5,1,-1,1,-56
-72,1,-4,1,-1,1,2,3,1,-1,1,-3,4,1,2,1,1,1,3,1,2,-1,1,1,2,3,-1,1,1,1,3,3,2,3,1,2,3,8,5,5,4,7,6,3,1,2,7,3,2,8,11,7,6,8,7,14,4,5,8,6,9,11,12,10,8,7,7,11,10,11,6,13,11,10,12,7,13,15,10,18,10,10,17,17,13,10,9,7,15,7,14,9,6,12,13,8,11,16,6,7,7,13,8,6,9,15,13,7,6,12,7,6,3,10,4,6,10,11,3,7,9,5,5,9,6,7,2,3,4,6,3,4,3,5,3,-1,4,-1,5,3,1,4,1,3,2,1,-1,2,3,1,1,1,-1,1,1,1,-1,1,-1,2,-6,1,1,-5,1,-1,1,-56
-73,1,-3,1,-1,1,2,3,1,-2,1,-1,1,3,1,3,-1,1,1,3,1,2,-2,3,-1,4,-1,1,1,1,3,3,3,2,2,1,6,5,7,4,4,6,5,4,-1,4,5,4,5,6,8,11,7,5,10,12,3,7,3,10,10,10,12,9,8,9,7,9,10,12,6,12,13,8,8,12,11,16,13,15,8,14,16,19,10,11,8,9,15,6,14,8,8,11,12,11,13,11,5,10,8,10,8,7,11,12,12,9,8,9,8,5,6,7,3,8,6,14,5,5,7,8,4,10,8,4,2,3,5,5,3,4,4,4,2,1,3,1,7,1,1,4,1,3,3,-1,1,1,3,1,1,1,-1,1,1,1,-1,1,1,1,-6,1,1,-5,1,1,-57
-73,1,-3,1,-1,1,3,2,1,-2,1,-1,1,3,1,3,-1,1,1,3,1,2,-2,3,1,3,-1,1,1,1,3,3,3,2,2,1,6,5,7,4,5,5,5,4,-1,4,5,4,5,6,8,11,6,6,10,12,3,7,3,10,9,11,12,9,8,9,6,10,10,12,6,12,13,8,8,12,11,16,13,15,8,14,16,19,11,10,8,9,15,6,13,9,8,11,12,11,13,11,5,10,8,10,8,7,11,12,12,9,8,9,8,5,6,7,3,8,6,14,5,5,7,8,4,10,8,4,2,3,5,5,3,4,4,4,2,1,3,1,7,1,1,4,2,2,3,-1,2,-1,3,1,1,1,-1,1,1,1,-1,1,1,1,-6,1,1,-5,1,1,-57
-73,1,-3,1,-1,1,2,3,1,-2,1,-1,1,3,1,3,-1,1,1,3,1,2,-2,3,-1,4,-1,1,1,1,3,3,3,2,2,1,5,6,7,4,5,5,5,4,-1,4,5,4,4,6,9,10,8,5,10,12,3,6,5,9,10,10,12,9,7,10,7,9,10,12,7,11,14,7,8,12,11,16,13,15,9,13,16,18,11,11,8,9,13,8,14,8,8,10,13,10,12,13,5,10,8,10,7,8,10,13,12,9,8,9,8,5,6,7,3,8,6,14,5,5,8,7,4,10,8,4,2,3,5,5,3,4,4,4,2,1,3,1,6,2,1,4,1,3,3,-1,1,1,3,1,1,1,-1,1,1,1,-1,1,1,1,-6,1,1,-5,1,1,-57
-73,1,-3,1,-1,1,3,2,1,-2,1,-1,1,2,2,3,-1,1,1,3,1,2,-2,3,1,3,-1,1,1,1,2,4,3,2,2,1,6,5,8,3,5,5,5,4,-1,4,5,4,5,6,8,11,6,6,10,12,2,8,3,10,9,11,13,8,10,7,6,10,11,11,6,12,13,8,9,11,11,16,15,13,8,14,15,20,11,11,7,9,13,8,13,9,9,10,12,11,13,11,5,10,9,9,8,7,11,12,12,9,8,9,8,5,6,7,4,7,7,13,5,5,6,9,4,10,8,4,2,3,5,5,3,6,2,4,2,1,3,1,7,1,1,4,2,2,3,-1,2,-1,3,1,1,1,-1,1,1,1,-1,1,1,1,-6,1,1,-5,1,1,-57
