0.0000000,0.000#0.190#0.150#0.160#0.110#0.180#0.270#0.170#0.200#0.210#0.320,3.000e+00,-00000555,000000471,1,000000003,000000342,000000000,000000000
-84,1,-6,1,-3,1,-2,1,-4,1,1,1,-1,1,-2,1,-1,2,-1,1,1,-1,2,-1,1,1,-1,1,4,1,3,2,4,5,4,4,3,3,4,1,2,1,3,1,2,3,9,1,3,5,1,6,3,8,5,4,5,4,4,10,8,5,13,12,6,9,15,11,8,5,13,8,10,16,11,9,8,9,17,7,5,10,16,11,3,9,13,6,13,8,11,11,12,15,12,15,22,8,11,17,5,10,8,16,17,13,10,9,8,10,6,5,11,7,8,9,9,1,7,7,3,3,8,6,7,6,8,5,5,4,3,8,4,6,7,1,4,6,1,6,7,4,4,1,6,2,3,3,1,-1,3,1,2,1,2,2,2,3,1,2,-1,1,-4,1,-2,1,-3,1,-73
-85,1,-4,1,-4,1,-2,1,-4,1,1,1,-1,1,-2,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,3,2,1,4,4,3,5,5,3,3,4,1,2,1,3,1,2,4,6,3,3,2,4,4,5,7,6,5,4,3,4,10,9,4,12,12,8,10,13,9,10,5,13,10,8,16,12,7,9,8,17,9,5,11,14,10,3,10,14,7,12,8,11,8,14,15,13,15,21,8,12,15,7,10,7,13,18,16,9,9,9,8,7,5,9,8,10,10,8,1,7,6,4,5,6,5,8,8,6,4,6,3,4,6,6,5,8,1,3,5,3,7,5,4,5,2,5,1,4,2,2,1,2,1,2,1,2,2,2,3,1,1,1,1,-4,1,-2,1,-3,1,-73
-85,1,-4,1,-4,1,-2,1,-4,1,1,1,-1,1,-2,1,-1,1,1,1,1,-1,2,-1,1,1,-1,2,2,2,2,3,4,3,5,5,3,3,4,1,2,1,3,1,2,4,6,3,3,3,3,4,5,7,6,5,4,3,4,10,9,5,11,13,7,10,13,11,9,4,13,10,8,15,13,9,7,10,15,9,5,11,14,10,4,10,13,8,11,7,12,8,15,14,13,14,22,7,13,15,7,10,7,13,19,15,9,9,9,8,8,4,10,7,10,10,8,1,7,6,4,5,6,6,7,8,6,4,6,3,4,7,5,5,8,1,4,4,3,7,5,4,5,1,6,1,4,2,2,1,2,1,2,1,2,2,2,3,1,2,-1,1,-4,1,-2,1,-3,1,-73
-85,1,-4,1,-4,1,-2,1,-4,1,1,1,-1,1,-2,1,-1,1,1,1,1,-1,2,-1,1,1,-1,1,3,2,1,5,3,3,5,5,3,3,4,1,2,1,3,1,2,4,6,3,3,3,3,4,5,7,6,5,4,3,4,10,9,5,11,13,7,10,13,10,10,4,13,10,8,16,12,9,7,9,16,9,5,11,14,10,4,9,14,8,11,8,11,8,15,14,13,14,22,8,12,15,7,10,7,13,19,15,9,9,9,8,8,4,10,7,10,10,8,1,7,6,4,5,6,5,8,8,6,4,6,3,4,6,6,5,8,1,3,5,3,7,5,4,5,2,5,1,4,2,2,1,2,1,2,1,2,2,2,3,1,2,-1,1,-4,1,-2,1,-3,1,-73
-84,1,-5,1,-4,1,-2,1,-4,1,1,1,-1,1,-2,1,-1,1,1,1,1,-1,2,-1,1,1,-1,2,2,2,2,3,4,4,4,5,3,3,4,1,2,1,3,1,2,4,6,3,3,4,2,4,5,7,6,4,5,3,4,10,9,6,11,13,6,10,14,11,8,4,14,9,8,16,12,9,8,9,15,9,5,10,16,9,4,10,13,6,13,7,12,9,14,13,14,16,20,7,13,16,6,10,7,13,20,14,9,9,9,8,8,5,9,8,9,10,8,1,7,6,4,5,6,6,7,7,7,4,6,3,4,7,5,5,8,1,4,4,3,7,5,4,5,1,6,2,3,2,2,1,2,1,2,1,2,2,2,3,1,2,-1,1,-4,1,-2,1,-3,1,-73
-85,1,-4,1,-4,1,-2,1,-4,1,1,1,-1,1,-2,1,-1,1,1,1,1,-1,2,-1,1,1,-1,1,3,2,1,4,4,3,5,5,3,3,4,1,2,1,3,1,2,4,6,3,3,3,3,4,5,7,6,5,4,3,4,10,9,4,12,13,7,10,13,10,9,5,13,10,8,16,12,8,8,8,17,9,5,11,14,10,3,10,14,8,11,8,11,8,14,15,13,15,21,8,12,15,7,10,7,13,18,16,9,9,9,8,7,5,10,7,10,10,8,1,7,6,4,5,6,5,8,8,6,4,6,3,4,6,6,5,8,1,3,5,3,7,5,4,5,2,5,1,4,2,2,1,2,1,2,1,2,2,2,3,1,1,1,1,-4,1,-2,1,-3,1,-73
-85,1,-4,1,-4,1,-2,1,-4,1,2,-1,1,-3,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,3,2,1,4,4,3,5,4,4,3,4,1,2,1,3,1,1,7,4,3,3,2,4,3,6,7,5,5,5,4,2,11,9,3,12,12,9,10,13,10,9,8,9,11,8,14,14,6,10,8,17,9,4,11,15,10,3,11,13,7,11,8,12,8,12,17,13,17,19,9,11,13,9,9,7,14,17,16,10,9,9,7,8,4,10,10,8,8,10,1,7,4,5,6,6,5,7,9,6,3,7,2,5,6,6,4,9,-1,3,5,4,6,6,4,5,2,5,2,3,2,2,2,1,1,2,1,2,2,2,3,1,1,1,-1,1,-3,1,-2,1,-3,1,-73
-85,1,-4,1,-4,1,-2,1,-4,1,1,1,-1,1,-2,1,-1,1,1,1,1,-1,2,-1,1,1,-1,1,3,2,1,4,4,3,5,5,3,3,4,1,2,1,3,1,2,4,6,3,3,3,3,4,5,7,6,5,4,3,4,10,9,5,11,13,7,10,13,10,9,5,13,10,8,17,11,9,7,8,17,9,5,11,14,10,4,9,14,8,11,8,11,8,14,15,13,15,21,8,12,15,7,10,7,13,18,16,9,9,9,8,7,5,10,7,10,10,8,1,7,6,4,5,6,5,8,8,6,4,6,3,4,6,6,5,8,1,3,5,3,7,5,4,5,2,5,1,4,2,2,1,2,1,2,1,2,2,2,3,1,1,1,1,-4,1,-2,1,-3,1,-73
-85,1,-4,1,-4,1,-2,1,-4,1,1,1,1,-3,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,3,2,1,4,4,3,5,5,3,3,4,1,2,1,3,1,2,4,6,3,3,2,4,4,5,7,6,5,4,3,4,10,9,4,12,12,8,10,13,10,9,6,12,10,8,16,12,7,9,8,17,9,5,11,14,10,3,10,14,7,11,9,11,8,14,15,13,15,21,8,12,15,7,10,7,13,18,16,9,10,8,8,7,5,9,8,10,10,8,1,7,6,3,6,6,5,8,8,6,4,6,3,4,6,6,5,8,1,3,4,4,7,5,4,5,2,5,1,4,2,2,1,2,1,2,1,2,2,2,3,1,1,1,1,-4,1,-2,1,-3,1,-73
-85,1,-4,1,-4,1,-2,1,-4,1,1,1,1,-3,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,3,2,1,4,4,3,5,5,3,3,4,1,2,1,3,1,2,4,6,3,3,2,4,3,6,7,5,6,4,3,4,10,9,4,11,13,8,9,14,10,9,6,11,11,8,15,13,7,9,7,18,9,5,11,14,10,3,10,14,7,11,8,12,8,13,16,13,14,22,8,12,15,7,10,7,13,17,17,9,10,8,8,7,5,9,8,10,10,8,1,7,6,3,6,6,5,8,8,6,4,6,3,4,6,6,5,8,1,3,4,4,7,5,4,5,2,5,1,4,2,2,2,1,1,2,1,2,2,2,3,1,1,1,1,-4,1,-2,1,-3,1,-73
