0.0000000,0.000#0.790#0.070#0.780#0.140#0.800#0.460#0.060#0.080#0.110#0.010#0.750#0.050#0.730,3.333e-01,-00000069,000000077,0,000000001,000000438,000000000,000000000
-94,1,-4,1,-3,1,-1,1,-3,1,-4,1,2,-2,1,-4,3,-1,2,-2,1,1,3,-1,2,1,-3,2,1,5,3,5,3,3,1,5,2,3,-1,5,3,2,4,-1,4,3,4,3,4,5,8,6,5,3,8,7,4,8,12,5,5,4,7,8,9,5,7,3,8,8,8,11,9,4,4,6,5,10,8,6,3,10,9,9,9,10,7,10,7,8,5,8,5,7,11,8,10,9,11,12,10,8,9,10,6,4,10,11,7,13,7,9,8,12,7,6,10,8,8,6,5,8,6,9,5,7,5,6,6,6,8,5,6,6,6,10,2,7,7,3,5,4,5,7,5,8,1,3,3,3,1,7,2,-1,4,3,8,2,2,2,-1,2,3,2,2,3,1,1,1,-1,1,1,1,1,2,4,2,-3,3,1,-1,1,-2,1,2,-5,1,1,-5,1,-2,1,-14,1,-109
-96,1,-4,1,-4,1,1,-3,1,-4,1,-1,2,-2,1,-3,2,1,1,1,-2,2,2,1,2,-1,1,-2,1,2,5,-1,6,4,2,2,4,3,3,1,2,6,-1,3,3,3,2,4,4,5,3,8,4,6,5,7,7,4,5,13,8,5,5,5,7,9,4,8,5,7,6,7,13,10,5,4,7,4,6,9,7,6,5,10,8,10,11,7,7,9,8,8,7,5,6,10,7,9,11,11,12,12,8,8,9,7,4,8,11,10,14,6,9,9,7,11,6,11,7,7,7,4,9,8,6,7,7,3,9,5,5,8,5,5,6,7,8,5,5,8,4,4,5,2,10,3,8,4,3,2,3,2,5,4,-1,3,3,7,4,1,2,1,1,4,2,1,2,2,2,1,-1,1,1,1,-1,2,4,3,-3,1,3,-1,1,-2,1,-1,2,-5,1,1,-5,1,-2,1,-13,1,-107
-94,1,-4,1,-3,1,-1,1,-3,1,-4,1,-1,2,-1,1,-4,3,-1,1,1,-2,2,2,1,2,1,-3,1,2,5,-1,6,4,3,2,4,3,2,1,4,4,2,2,2,3,2,4,4,5,3,9,4,6,4,8,6,4,8,11,7,6,4,5,9,9,6,7,2,7,8,7,11,11,5,3,7,5,8,8,6,5,6,9,9,11,10,8,6,10,7,7,9,4,6,12,5,11,8,12,11,12,9,9,8,6,4,10,12,9,12,6,11,8,7,11,6,11,6,9,6,5,7,8,7,6,7,5,7,5,5,9,4,7,4,8,9,3,8,5,5,3,5,4,9,2,11,1,3,3,2,2,6,3,-1,3,4,7,3,1,3,-1,2,3,2,2,1,3,1,1,-1,1,1,1,1,2,3,3,-3,1,3,-1,1,-2,1,1,1,-5,1,1,-5,1,-2,1,-13,1,-109
-96,1,-4,1,-4,1,1,-3,1,-4,1,-1,2,-2,1,-3,2,1,1,1,-2,2,2,1,2,-1,1,-2,1,2,5,-1,6,4,2,2,4,3,3,1,3,5,-1,3,3,3,2,4,4,5,3,8,4,6,5,8,6,4,5,13,8,6,4,5,7,10,3,8,5,7,7,7,12,10,5,4,7,4,6,9,7,6,6,9,8,11,10,9,5,9,9,7,7,5,6,10,7,11,9,12,11,12,8,9,8,7,4,8,13,9,13,6,10,8,7,11,7,10,7,7,8,3,9,8,6,7,7,3,9,5,5,8,5,5,6,8,7,5,5,8,4,4,5,3,9,3,8,4,3,2,3,2,5,4,-1,3,3,7,4,1,2,1,1,4,2,1,2,2,2,1,-1,1,1,1,-1,2,4,3,-3,1,3,-1,1,-2,1,-1,2,-5,1,1,-5,1,-2,1,-13,1,-107
-94,1,-5,1,-3,1,1,-3,1,-4,1,-1,2,-2,1,-3,1,2,1,1,-2,2,2,1,2,-1,1,-2,1,2,5,-1,5,5,2,2,3,3,3,2,2,6,-1,3,3,3,1,5,3,6,3,8,4,6,4,8,7,4,4,14,7,6,4,5,8,9,4,8,5,6,7,7,12,11,5,4,7,3,7,9,7,6,4,9,10,9,9,10,7,9,7,9,7,5,6,10,7,9,11,10,10,14,9,8,9,7,3,9,10,11,13,5,10,10,7,11,6,11,7,6,7,5,8,9,5,8,7,3,9,5,5,8,5,5,6,6,9,5,5,8,4,4,5,2,10,3,8,4,3,2,3,2,5,4,-1,2,4,7,4,1,2,1,1,4,2,1,2,2,2,1,-1,1,1,1,-1,2,4,3,-3,1,3,-1,1,-3,1,2,-5,1,1,-5,1,-2,1,-13,1,-109
-96,1,-5,1,-3,1,1,-3,1,-4,1,-1,2,-2,1,-3,1,2,1,1,-2,2,2,1,2,-1,1,-2,1,2,5,-1,6,4,2,2,3,3,3,2,2,6,-1,3,3,3,2,4,4,5,3,8,4,6,4,8,7,4,5,13,7,6,5,4,8,9,4,8,5,6,7,7,13,10,5,4,7,3,7,9,7,6,4,11,8,9,10,9,7,9,7,9,7,5,6,10,7,9,11,10,11,14,8,8,9,7,3,9,10,11,14,5,9,10,7,11,6,11,7,7,6,5,9,8,6,7,7,3,9,5,5,8,5,5,6,7,8,5,5,8,4,4,5,2,10,3,8,4,3,2,3,2,5,4,-1,2,4,7,4,1,2,1,1,4,2,1,2,2,2,1,-1,1,1,1,-1,2,4,3,-3,1,3,-1,1,-3,1,2,-5,1,1,-5,1,-2,1,-13,1,-107
-95,1,-4,1,-4,1,1,-3,1,-4,1,-1,2,-2,1,-3,2,1,1,1,-2,2,2,1,2,-1,1,-2,1,2,5,-1,6,4,2,2,4,2,4,1,2,6,-1,3,3,3,2,4,4,5,3,8,4,6,5,7,7,4,5,13,7,6,5,5,7,9,4,8,5,7,6,7,13,10,5,4,7,4,6,9,7,6,4,11,8,10,11,7,7,9,7,9,7,5,6,10,7,9,11,11,11,13,8,8,9,7,3,9,11,10,14,6,8,10,7,11,6,11,7,7,7,4,9,8,6,7,7,3,9,5,5,8,5,5,6,7,8,5,5,8,4,4,5,2,10,3,8,4,3,2,3,2,5,4,-1,3,3,7,4,1,2,1,1,4,2,1,2,2,2,1,-1,1,1,1,-1,2,4,3,-3,1,3,-1,1,-2,1,-1,2,-5,1,1,-5,1,-2,1,-13,1,-108
-94,1,-4,1,-3,1,-1,1,-3,1,-4,1,-1,2,-1,1,-4,3,-1,1,1,-2,2,2,1,2,1,-3,1,2,5,1,5,4,3,2,4,3,2,1,4,4,2,3,1,3,3,3,5,4,3,9,4,6,4,8,6,4,8,11,7,6,4,5,9,9,6,7,2,7,8,8,11,10,5,3,7,5,8,8,6,5,7,10,7,11,12,6,7,9,8,6,9,4,6,13,5,11,7,12,11,12,10,8,8,6,6,8,12,9,12,6,11,8,9,9,6,11,8,8,5,5,7,8,8,5,8,4,7,5,5,9,4,7,5,7,9,3,8,5,5,3,5,5,8,2,11,1,3,3,3,1,6,3,-1,3,4,7,3,1,3,-1,2,3,2,2,1,3,1,1,-1,1,1,1,1,2,3,3,-3,1,3,-1,1,-2,1,1,1,-5,1,1,-5,1,-1,1,-14,1,-109
-94,1,-4,1,-3,1,-1,1,-3,1,-4,1,-1,2,-2,1,-3,3,-1,1,1,-2,2,2,1,2,1,-3,1,2,5,-1,6,4,3,2,4,2,3,1,4,4,2,2,2,3,2,4,4,5,3,9,3,7,4,8,6,4,8,11,7,6,4,5,8,10,5,7,3,7,8,7,11,11,5,3,7,5,7,8,7,5,6,9,9,10,11,8,6,10,7,7,9,4,5,11,7,10,9,12,11,12,8,9,9,6,4,10,12,9,12,6,11,8,7,11,6,10,7,8,7,5,7,8,7,6,7,4,8,5,5,8,5,6,5,8,9,3,7,6,4,4,5,4,9,2,10,2,3,3,2,2,6,3,-1,3,4,6,4,1,2,1,2,3,2,1,2,3,1,1,-1,1,1,1,1,2,3,3,-3,1,3,-1,1,-2,1,1,1,-5,1,1,-5,1,-2,1,-13,1,-109
-94,1,-4,1,-4,1,1,-3,1,-4,1,-1,2,-2,1,-3,2,1,1,1,-2,2,2,1,2,-1,1,-2,1,2,5,-1,6,4,2,2,4,3,3,1,4,4,-1,3,3,3,2,4,4,5,3,8,4,6,5,8,6,4,6,12,8,6,4,5,7,10,4,7,5,7,7,7,12,10,5,4,7,4,6,10,6,6,6,9,8,11,10,9,5,9,9,7,7,5,6,10,7,11,9,12,11,12,8,9,8,7,4,8,13,9,13,6,10,8,7,11,7,10,7,7,8,3,9,8,6,7,7,3,9,5,5,8,5,5,6,8,7,5,6,7,4,4,5,3,9,3,9,3,3,2,3,2,5,4,-1,3,4,6,4,1,2,1,2,3,2,1,2,2,2,1,-1,1,1,1,-1,3,3,3,-3,1,3,-1,1,-2,1,-1,2,-5,1,1,-5,1,-2,1,-13,1,-109
-94,1,-4,1,-3,1,-1,1,-3,1,-4,1,1,1,-1,1,-4,3,-1,2,-2,1,1,3,-1,2,1,-3,1,2,5,2,6,3,2,2,4,3,3,-1,5,3,2,4,-1,4,3,3,4,4,5,8,5,5,4,8,7,4,8,12,5,5,4,7,7,10,5,7,3,8,8,7,12,9,4,4,6,5,10,8,6,3,9,9,9,9,11,7,8,8,8,6,8,5,7,11,8,10,7,13,11,11,8,9,10,5,5,9,12,7,13,7,9,8,12,7,6,10,8,8,6,5,8,6,8,6,7,5,6,5,6,8,6,6,6,6,9,3,7,6,4,5,3,6,7,4,9,1,3,3,3,1,7,2,-1,4,3,8,2,1,3,-1,2,3,2,2,3,1,1,1,-1,1,1,1,1,2,3,3,-3,3,1,-1,1,-2,1,1,1,-4,1,1,-5,1,-2,1,-14,1,-109
