0.0000000,0.000#0.940#0.760#0.560#0.550#0.770#0.850#0.900#0.540#0.840#0.800#0.890#0.860#0.870,3.000e+00,-00000479,000000457,1,000000003,000000312,000000000,000000000
-65,1,-1,1,-7,1,-2,1,1,1,1,-2,1,-3,1,1,1,2,1,1,2,2,1,-1,2,3,1,5,3,4,2,1,4,2,5,3,4,6,3,3,5,4,5,9,4,4,5,7,6,3,6,9,8,5,6,4,8,11,7,3,9,10,6,13,9,13,13,9,11,10,5,10,11,7,8,5,9,8,15,7,15,11,12,9,13,12,16,10,10,9,10,2,14,17,9,11,14,12,3,4,9,12,12,4,6,4,9,5,10,5,7,7,8,10,11,2,5,7,5,4,4,9,6,3,4,6,5,3,10,5,5,3,2,4,4,2,1,5,3,1,3,1,1,5,3,2,-1,1,2,2,1,-1,2,3,1,2,2,2,1,-2,2,2,1,-2,1,-8,1,1,-2,1,-13,1,-3,1,-40
-65,1,-1,1,-6,1,-3,1,1,2,-4,1,-2,1,1,1,1,1,1,2,2,1,1,3,2,3,1,2,5,3,2,2,4,3,5,4,5,5,2,2,5,8,5,7,4,1,5,10,5,8,6,5,7,7,4,6,10,6,8,6,9,11,7,13,10,9,13,12,11,8,5,9,13,3,8,7,10,6,14,10,15,12,11,12,13,8,18,10,10,2,11,15,14,11,11,8,13,6,4,11,9,8,10,6,6,3,10,6,10,6,7,9,9,3,11,4,5,7,3,6,5,7,6,5,5,2,6,5,9,3,5,3,2,3,4,3,1,3,4,1,3,4,1,2,3,2,-1,2,2,-1,1,2,2,2,2,1,2,1,1,2,-1,1,2,-2,1,-7,1,-2,1,1,-13,1,-5,1,-39
-65,1,-1,1,-6,1,-3,1,1,2,-4,1,-3,2,1,2,1,-1,3,2,1,-1,2,3,4,-1,2,5,3,2,1,5,3,5,5,4,5,2,4,4,8,4,8,3,-1,6,12,3,6,8,5,8,5,5,9,7,6,8,6,11,9,8,14,8,12,10,11,12,7,7,7,14,4,8,6,10,8,13,11,14,15,8,12,13,6,19,9,12,3,9,19,11,7,14,7,16,4,4,10,12,8,9,7,4,5,9,3,12,7,6,10,8,6,8,4,6,7,4,2,7,9,4,4,6,3,5,4,10,3,5,2,4,3,3,3,1,3,4,3,1,3,2,2,3,1,1,3,1,-1,1,2,2,2,2,1,3,1,-1,1,1,1,2,-2,1,-7,1,-2,1,1,-13,1,-5,1,-39
-65,1,-1,1,-6,1,-3,1,1,2,-4,1,-3,2,1,2,1,-1,3,2,1,-1,3,2,4,-1,2,7,1,2,2,4,4,4,3,7,4,2,3,5,7,6,9,1,1,7,10,3,4,11,5,7,4,7,6,10,5,8,5,12,9,10,13,8,15,7,9,14,8,5,8,13,7,5,6,11,10,11,10,16,12,9,11,15,6,18,10,11,7,5,16,15,9,11,7,16,5,3,12,11,7,9,6,5,7,7,2,13,6,7,10,8,6,8,4,6,7,4,3,6,9,4,4,6,6,2,6,8,3,5,3,3,4,2,2,4,2,3,3,1,3,2,3,2,1,1,2,2,-1,1,2,2,2,2,1,3,1,-1,1,1,1,2,-2,1,-7,1,-1,1,-2,1,-12,1,-5,1,-39
-65,1,-1,1,-6,1,-3,1,1,2,-4,1,-3,2,1,2,1,-1,3,2,1,-1,3,2,4,-1,2,7,1,2,2,4,4,4,3,7,4,2,3,5,7,6,9,1,1,7,10,3,4,11,5,7,4,7,6,10,5,8,5,12,9,10,13,8,15,7,9,14,8,5,8,13,7,5,6,11,10,11,10,16,12,9,11,15,6,18,10,11,7,5,17,14,10,10,7,16,5,3,12,11,7,9,6,5,7,7,2,13,6,7,10,8,6,8,4,6,7,4,3,6,9,4,4,6,6,2,6,8,3,5,3,3,4,2,2,4,2,3,3,1,3,2,3,2,1,1,2,2,-1,1,2,2,2,2,1,3,1,-1,1,1,1,2,-2,1,-7,1,-1,1,-2,1,-12,1,-5,1,-39
-65,1,-1,1,-6,1,-3,2,-1,2,-4,1,-3,2,1,2,1,-1,3,2,-1,1,2,3,4,-1,2,5,3,2,1,5,3,5,5,4,5,2,4,4,8,4,8,3,-1,6,12,3,7,7,5,8,5,5,9,7,6,8,6,11,9,8,14,8,12,10,12,11,7,7,7,14,4,8,7,9,8,13,11,14,15,8,12,13,6,19,9,12,3,9,18,12,7,14,8,15,4,4,10,12,8,9,7,4,5,9,3,12,7,6,10,8,6,8,4,5,8,4,2,7,9,4,4,6,3,5,4,10,3,5,2,4,2,4,3,1,3,4,3,1,3,2,2,3,1,1,3,1,-1,1,2,2,2,2,1,3,1,-1,1,1,1,2,-2,1,-7,1,-2,1,1,-13,1,-5,1,-39
-65,1,-1,1,-6,1,-3,2,-1,2,-4,1,-2,1,1,1,1,1,1,3,1,1,1,3,2,3,1,2,5,3,2,1,5,3,5,4,5,5,2,3,5,8,4,7,4,1,5,12,3,8,6,5,8,5,5,7,9,6,8,6,11,9,8,12,10,11,11,13,10,7,6,7,15,5,6,7,10,7,13,11,15,14,9,11,14,6,19,10,11,2,10,18,11,10,12,7,15,5,4,12,9,9,8,8,4,3,10,5,11,6,7,10,8,4,10,4,5,7,4,3,7,7,6,4,6,3,5,5,9,3,5,2,3,3,4,3,1,3,4,1,3,4,1,2,3,1,1,3,1,-1,1,3,1,2,2,1,2,1,1,2,-1,1,2,-2,1,-7,1,-2,1,1,-13,1,-5,1,-39
-65,1,-1,1,-6,1,-3,2,-1,2,-4,1,-2,1,1,1,1,1,1,3,1,1,1,3,2,3,1,2,5,3,2,1,5,3,5,4,5,5,2,2,6,7,5,7,4,1,5,11,4,8,6,5,8,5,5,7,9,6,8,7,8,11,8,12,10,10,12,12,11,8,5,9,13,3,8,7,10,7,13,11,15,12,11,12,12,8,18,10,10,2,11,17,12,10,12,8,13,6,4,12,8,8,10,8,4,3,10,5,11,6,7,10,8,3,11,4,5,7,4,3,7,8,5,5,5,2,6,5,9,3,5,3,2,3,4,3,1,3,4,1,3,4,1,2,3,2,-1,2,2,-1,1,2,2,2,2,1,2,1,1,2,-1,1,2,-2,1,-7,1,-2,1,1,-13,1,-5,1,-39
-65,1,-1,1,-6,1,-3,1,1,2,-4,1,-3,2,1,2,1,-1,3,2,1,-1,3,2,4,-1,2,7,1,2,2,4,4,4,3,7,4,2,3,5,7,6,9,1,2,6,10,3,4,11,5,7,4,7,6,10,5,8,5,12,9,10,12,9,15,7,9,14,8,5,8,13,7,5,7,10,10,11,10,16,12,9,11,15,6,18,10,11,7,5,16,15,11,9,7,16,5,3,12,11,7,9,6,5,7,7,2,13,6,7,10,8,6,8,4,6,7,4,3,6,9,4,4,6,6,2,6,8,3,5,3,3,4,2,2,4,2,3,3,1,3,2,3,2,1,1,2,2,-1,1,2,2,2,2,1,3,1,-1,1,1,1,2,-2,1,-7,1,-1,1,-2,1,-12,1,-5,1,-39
-65,1,-1,1,-6,1,-3,2,-1,2,-4,1,-2,1,1,1,1,1,1,3,1,1,1,3,2,3,1,2,5,3,2,1,5,3,5,4,5,5,2,4,4,8,4,7,4,1,5,12,3,8,6,5,8,5,5,8,8,6,8,6,11,9,8,12,10,11,11,13,10,7,6,7,15,5,6,7,10,7,13,11,15,14,9,11,14,6,19,10,11,2,10,18,11,10,12,7,15,5,4,11,10,9,8,8,4,3,10,5,11,6,7,10,8,4,10,4,5,7,4,3,7,7,6,4,6,3,5,5,9,3,5,2,3,3,4,3,1,3,4,1,3,4,1,2,3,1,1,3,1,-1,1,3,1,2,2,1,2,1,1,2,-1,1,2,-2,1,-7,1,-2,1,1,-13,1,-5,1,-39
