0.0000000,0.000#0.370#0.380#0.270#0.360#0.390#0.280#0.340#0.350#0.260#0.290#0.250#0.330#0.400,5.000e-01,-00000085,000000084,0,000000001,000000338,000000000,000000000
-83,1,-1,1,-12,1,-5,1,-3,1,1,2,-3,1,-1,1,-3,4,2,2,1,-1,1,1,1,6,8,2,4,1,5,3,4,6,5,8,3,10,8,4,9,5,9,12,6,8,14,8,14,10,13,13,9,7,13,17,14,10,16,9,7,15,14,17,15,15,16,13,11,16,13,17,12,12,12,19,16,13,8,9,14,18,11,12,11,9,13,7,6,10,7,8,7,11,10,8,7,8,8,6,8,9,6,9,4,2,2,3,4,2,2,2,6,3,1,3,1,3,1,5,2,3,1,-1,1,1,-1,1,-5,1,1,1,-2,1,-1,1,1,-1,1,-6,1,-84
-84,1,1,-13,1,-4,1,-3,1,-1,1,2,-3,1,-1,1,-2,1,5,-1,2,1,-1,1,1,3,5,7,4,2,2,5,2,5,6,8,6,2,10,7,7,9,3,12,11,4,9,13,10,13,11,13,12,8,10,12,17,14,12,16,7,9,14,12,20,15,12,16,14,15,12,14,19,8,12,15,19,17,8,8,13,11,20,8,14,12,6,13,7,9,7,8,10,6,9,14,5,6,9,8,6,8,10,6,6,4,2,3,2,4,3,1,5,4,2,3,1,2,3,1,4,3,3,-2,1,1,-1,1,-5,1,1,1,-2,1,-1,1,1,-1,1,-6,1,-83
-84,1,1,-13,1,-4,1,-3,1,-1,1,2,-3,1,-1,1,-2,1,5,-1,2,1,-1,1,1,3,5,7,3,3,2,5,2,5,6,7,7,2,10,7,7,9,3,12,10,5,9,13,10,13,11,12,13,7,11,12,17,13,12,17,7,9,14,12,20,14,13,15,15,15,12,14,19,8,11,16,19,17,8,7,13,12,19,9,14,11,7,13,7,8,8,8,10,5,10,13,6,6,9,8,6,8,10,6,6,4,2,3,2,4,3,1,5,4,2,3,1,2,3,1,4,3,3,-2,1,1,-1,1,-5,1,1,1,-2,1,-1,1,1,-1,1,-6,1,-83
-84,1,1,-13,1,-4,1,-3,1,-1,2,1,-3,1,1,-3,2,4,1,2,-1,1,1,-1,3,7,5,4,3,3,3,4,3,7,8,5,7,6,7,7,8,6,11,10,4,13,12,7,13,11,15,10,8,11,12,19,12,13,13,8,11,14,15,20,12,11,15,16,18,8,19,14,8,13,15,22,11,8,9,13,13,19,9,14,11,9,9,9,8,5,9,9,7,10,12,6,8,6,8,7,10,8,5,8,2,2,4,1,5,2,2,4,4,2,4,-1,3,2,3,2,3,3,-1,1,-1,1,-1,1,-5,1,1,1,-1,1,-2,1,1,-1,1,-6,1,-83
-84,1,1,-13,1,-4,1,-3,1,-1,1,2,-3,1,-1,1,-2,1,5,-1,2,1,1,-1,1,3,5,7,4,2,2,5,2,5,7,7,6,3,9,7,7,9,3,13,10,4,9,13,10,14,10,13,12,8,10,13,16,14,12,16,7,9,14,13,19,16,11,16,14,16,11,14,19,8,12,15,19,17,8,8,13,11,20,9,14,11,6,13,7,9,7,8,10,6,9,14,5,6,9,8,6,8,11,5,7,3,2,3,2,4,3,1,5,4,2,3,1,2,3,1,4,3,3,-2,1,1,-1,1,-5,1,1,1,-2,1,-1,1,1,-1,1,-6,1,-83
-84,1,-1,1,-12,1,-5,1,-2,1,-1,1,2,-3,1,-1,1,-2,1,4,1,2,1,-1,1,1,3,5,7,3,3,2,5,2,5,6,7,7,2,10,7,7,9,3,12,10,5,9,13,10,12,11,12,13,8,10,13,17,13,12,15,8,10,14,12,19,15,13,15,15,14,12,14,19,9,11,14,20,18,7,8,12,13,19,9,14,11,7,13,7,8,8,8,10,5,10,13,5,7,9,8,6,8,10,6,6,4,2,3,2,4,2,2,4,5,2,3,1,2,3,1,4,3,3,-2,1,1,-1,1,-5,1,1,1,-2,1,-1,1,1,-1,1,-6,1,-83
-84,1,1,-13,1,-4,1,-3,1,-1,2,1,-3,1,-1,1,-2,2,4,1,2,-1,1,1,-1,3,7,5,4,3,3,3,3,4,7,8,5,7,6,6,7,9,6,11,10,3,12,12,9,13,11,15,10,8,11,11,18,14,12,14,8,11,13,15,21,12,11,15,16,18,7,18,14,10,13,15,21,12,8,8,13,13,19,9,15,11,9,8,10,8,5,9,9,7,10,12,6,8,6,8,7,10,8,5,8,2,2,4,1,5,2,2,4,4,2,4,-1,3,2,3,2,3,3,-1,1,-1,1,-1,1,-5,1,1,1,-1,1,-2,1,1,-1,1,-6,1,-83
-84,1,1,-13,1,-4,1,-3,1,-1,1,2,-3,1,-1,1,-2,1,5,-1,2,1,1,-1,1,3,5,7,4,2,2,5,2,5,7,7,6,3,10,6,7,9,3,13,10,4,10,13,10,13,11,12,12,8,10,13,16,14,12,16,7,11,13,13,19,15,11,16,14,18,9,14,19,9,11,16,18,17,8,8,13,11,20,9,15,10,7,12,7,9,7,8,10,7,8,14,5,6,9,8,7,9,9,5,7,3,2,4,1,5,2,1,5,4,2,3,1,2,3,2,3,3,3,-2,1,1,-1,1,-5,1,1,1,-1,1,-2,1,1,-1,1,-6,1,-83
-84,1,1,-13,1,-4,1,-3,1,-1,1,2,-3,1,-1,1,-2,1,5,-1,2,1,1,-1,1,3,5,7,4,2,2,5,2,5,7,7,6,3,10,6,7,9,3,13,10,4,10,12,11,13,11,12,12,8,10,13,16,14,12,16,7,10,13,13,20,15,11,16,14,18,9,14,19,9,11,15,19,17,8,8,13,11,20,9,15,10,7,12,7,9,7,8,10,7,8,14,5,6,9,8,6,10,9,5,7,3,2,3,2,5,2,1,5,4,2,3,1,2,3,2,3,3,3,-2,1,1,-1,1,-5,1,1,1,-1,1,-2,1,1,-1,1,-6,1,-83
-84,1,1,-13,1,-4,1,-3,1,-1,2,1,-3,1,1,-3,2,4,1,2,-1,1,1,-1,3,8,4,4,3,3,3,4,4,6,8,5,7,6,7,7,8,6,12,9,4,14,11,7,13,11,15,10,8,11,14,17,13,12,13,8,11,14,15,20,12,11,16,15,18,8,19,14,8,13,15,22,11,9,8,13,13,19,9,14,11,9,9,9,8,5,9,9,7,10,12,6,8,6,8,7,12,6,5,8,2,2,4,1,5,2,2,4,4,2,4,-1,3,2,3,2,3,3,-1,1,-1,1,-1,1,-5,1,1,1,-1,1,-2,1,1,-1,1,-6,1,-83
-84,1,1,-13,1,-4,1,-3,1,-1,1,2,-3,1,-1,1,-2,1,5,1,2,-1,1,1,-1,3,7,5,4,3,3,3,3,4,7,8,5,7,6,6,7,9,6,11,10,3,11,13,9,13,11,15,10,8,11,11,18,14,11,15,8,10,14,14,22,12,11,15,15,19,6,18,15,9,14,14,21,13,8,8,13,12,20,9,14,12,8,9,8,9,6,9,9,7,10,12,6,8,6,8,7,10,8,5,8,2,2,4,1,5,2,2,4,4,2,4,-1,3,2,3,2,3,3,-1,1,-1,1,-1,1,-5,1,1,1,-1,1,-2,1,1,-1,1,-6,1,-83
