0.0000000,0.000#0.070#0.090#0.100#0.110#0.150#0.160#0.060#0.130#0.170#0.050#0.080#0.140#0.040#0.010#0.030#0.180#0.960#0.020#0.430#0.330#0.360#0.440#0.530,5.000e-01,-00000072,000000081,0,000000001,000000306,000000000,000000000
-76,3,-3,1,-3,1,2,1,2,-1,1,-1,2,1,2,1,1,2,7,1,1,3,1,4,5,2,3,3,2,2,7,6,10,4,5,3,10,10,7,6,8,9,5,5,8,11,13,5,9,10,5,11,11,10,7,13,11,14,11,11,15,14,13,8,12,15,21,12,8,12,12,15,19,14,11,12,9,20,16,7,12,5,9,10,6,13,9,3,8,4,6,8,3,6,7,3,5,4,6,5,3,4,6,5,2,4,1,-1,4,4,3,2,1,4,3,2,-1,1,1,2,1,-1,2,-1,1,1,-1,1,1,1,1,-5,1,-7,1,-5,1,-76
-76,2,1,-2,1,-3,1,2,1,2,-1,1,-1,2,1,1,2,1,1,7,2,1,3,1,3,5,3,2,4,2,2,6,6,5,10,5,2,5,14,8,5,8,11,4,5,8,11,12,3,12,10,6,11,10,8,9,10,14,15,9,11,13,17,13,8,12,13,21,11,12,10,13,14,19,16,9,12,10,16,21,5,9,9,10,7,9,12,7,6,7,5,3,11,3,4,7,5,4,4,7,2,6,1,7,6,2,5,1,-1,2,6,3,1,2,4,3,-1,2,1,1,2,1,-1,2,-1,1,1,-1,1,1,1,1,-5,1,-7,1,-5,1,-76
-76,2,1,-2,1,-3,1,2,1,2,-1,1,-1,2,1,1,2,1,1,7,2,1,3,1,3,5,3,2,3,3,2,6,5,6,9,6,2,5,14,8,4,9,10,5,5,8,9,13,4,10,11,7,11,9,9,8,10,15,14,10,11,12,17,14,7,13,13,19,13,12,9,13,15,18,14,12,12,10,14,23,5,9,9,10,7,9,11,8,5,7,6,3,11,3,4,6,6,4,4,7,2,6,1,7,6,2,4,2,-1,2,6,3,1,2,2,5,-1,2,1,1,2,1,-1,2,-1,1,1,-1,1,1,1,1,-5,1,-7,1,-5,1,-76
-76,2,1,-2,1,-3,1,2,-1,3,-1,1,-1,2,1,1,2,1,1,7,2,1,2,2,3,5,3,1,4,3,2,6,5,5,10,6,2,5,13,9,4,9,9,6,4,9,9,13,4,10,11,6,12,9,9,8,9,16,14,9,11,11,19,14,7,13,13,19,13,12,9,13,15,17,15,12,11,10,15,23,5,9,9,9,7,10,11,8,5,7,6,3,11,3,4,6,6,4,4,7,2,6,1,7,6,2,4,2,-1,2,6,3,1,2,2,5,-1,2,1,1,2,1,-1,1,1,1,1,-1,1,1,1,1,-5,1,-7,1,-5,1,-76
-76,1,2,-3,1,-2,1,2,-1,3,-1,1,-1,2,1,1,2,1,1,7,2,1,2,2,2,6,3,1,4,3,2,6,5,5,10,6,2,5,13,9,4,8,10,6,4,8,10,13,4,9,12,6,11,10,9,8,8,17,14,9,11,11,19,14,7,13,13,18,14,12,8,14,15,17,15,12,11,10,15,23,5,9,9,9,7,10,10,8,6,7,6,3,10,4,4,6,6,4,4,7,2,6,1,6,7,2,4,2,-1,2,6,3,1,2,2,5,-1,2,1,1,2,1,-1,1,1,1,1,-1,1,1,1,1,-5,1,-7,1,-5,1,-76
-76,1,2,-3,1,-2,1,1,1,3,-1,1,-1,1,2,-1,3,1,1,7,2,1,-1,4,2,6,3,1,4,3,2,6,5,5,10,6,1,6,13,9,4,7,10,7,3,9,9,14,4,7,14,6,10,11,9,8,6,17,15,8,12,12,17,14,8,11,15,17,15,13,7,13,16,15,17,13,11,10,14,24,5,8,9,9,8,10,9,9,6,7,6,2,11,3,4,6,7,4,4,7,1,7,1,6,7,2,4,1,1,2,6,3,1,2,2,5,-1,2,1,1,2,1,-1,1,1,1,1,-2,2,1,1,-5,1,-7,1,-5,1,-76
-76,1,2,-3,1,-2,1,1,1,3,-1,1,-1,1,2,-1,3,1,1,7,2,1,-1,3,3,6,3,1,4,3,2,6,5,4,11,6,1,6,13,9,4,6,11,7,3,9,9,13,5,7,14,6,9,11,10,8,5,18,15,8,12,12,17,14,8,11,15,17,15,13,7,13,16,15,17,13,11,10,14,24,5,8,9,9,8,10,9,9,6,7,6,2,11,3,4,5,8,4,4,7,1,7,1,6,7,2,4,1,1,2,6,3,1,2,2,5,-1,2,1,1,2,1,-1,1,1,1,1,-2,2,1,1,-5,1,-7,1,-5,1,-76
-76,2,1,-2,1,-3,1,2,1,2,-1,1,-1,2,1,1,2,1,1,7,2,1,3,1,3,5,3,2,4,2,2,6,6,7,8,5,2,5,14,8,6,7,11,5,4,8,12,11,4,11,10,6,11,10,8,9,10,14,15,10,11,12,17,13,8,12,13,21,11,12,10,13,15,18,16,9,12,10,17,20,5,10,8,10,7,9,12,7,6,7,5,3,11,3,4,7,5,4,4,7,2,6,1,7,6,2,5,1,-1,2,6,3,1,2,4,3,-1,2,1,1,2,1,-1,2,-1,1,1,-1,1,1,1,1,-5,1,-7,1,-5,1,-76
-76,1,2,-3,1,-2,1,2,-1,3,-1,1,-1,1,2,-1,3,1,1,7,2,1,1,3,2,6,3,1,4,3,2,6,5,5,10,6,2,5,13,9,4,7,11,6,4,8,9,14,4,8,13,6,11,10,9,8,7,17,15,8,12,11,17,15,7,13,14,17,15,12,7,14,15,17,16,12,11,10,14,24,5,9,9,9,7,10,10,8,6,7,6,2,11,4,4,5,7,4,4,7,1,7,1,6,7,2,4,1,1,2,6,3,1,2,2,5,-1,2,1,1,2,1,-1,1,1,1,1,-1,1,1,1,1,-5,1,-7,1,-5,1,-76
-76,1,2,-3,1,-2,1,1,1,2,1,1,-1,1,2,-1,3,1,1,7,2,1,-1,3,3,6,2,2,4,3,2,6,5,4,11,5,2,6,13,8,5,6,10,8,3,9,9,11,7,6,15,6,9,11,9,9,5,18,15,8,12,12,17,14,8,11,14,18,15,13,6,13,17,15,16,14,11,10,13,25,5,8,9,9,7,11,9,9,6,6,7,2,11,3,4,5,8,3,5,6,2,7,1,6,7,2,4,1,1,2,5,3,2,2,2,5,-1,2,1,1,1,2,-1,1,1,1,1,-2,1,2,1,-5,1,-7,1,-5,1,-76
