0.0000000,0.000#0.240#0.250#0.260#0.270#0.190#0.330#0.300#0.370#0.310#0.320#0.110#0.120#0.360#0.400,3.000e+00,-00000489,000000507,1,000000003,000000332,000000000,000000000
-73,1,1,-2,1,-1,1,1,-2,1,-2,2,-1,1,-3,1,-2,2,-2,3,3,2,2,3,-1,1,2,1,1,3,2,2,3,2,6,3,4,3,4,6,6,6,4,4,4,5,9,5,5,4,8,6,5,7,7,4,4,5,2,7,8,9,8,13,12,8,9,11,13,5,12,10,16,17,6,10,7,8,10,15,8,15,11,12,6,12,13,5,13,12,10,13,3,18,6,8,14,10,6,10,10,12,4,9,10,9,8,5,3,7,6,10,7,12,6,6,3,5,3,5,7,5,3,4,4,1,4,3,2,6,6,5,6,4,3,3,8,2,3,4,-1,2,4,3,-1,3,2,1,4,1,1,1,2,2,-1,1,-1,2,1,1,-2,1,1,-2,1,2,-1,1,1,-1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,1,-1,1,-3,2,-1,1,-3,1,-1,1,1,-2,4,2,3,1,2,1,1,1,2,1,2,3,3,2,1,6,3,5,3,2,9,5,7,2,5,3,5,10,6,4,4,8,5,4,10,5,2,5,7,2,4,10,9,7,15,12,8,9,13,8,10,9,10,16,14,10,9,7,8,9,14,11,13,11,12,8,12,11,9,9,13,6,18,2,18,7,10,11,10,7,6,12,11,7,10,7,10,9,3,5,5,8,5,12,13,4,6,4,5,3,4,8,2,6,6,1,2,3,4,2,7,5,4,5,6,3,4,6,4,2,4,-1,4,2,3,-1,2,3,2,3,-1,2,1,1,3,-2,1,1,2,1,-2,1,1,-2,1,1,1,-1,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,1,-1,1,-3,2,-1,1,-3,1,-1,1,1,-2,4,2,3,1,2,1,1,1,2,1,2,3,3,2,1,6,3,5,3,2,9,5,7,2,5,3,5,10,6,4,4,8,5,4,10,5,2,5,6,3,4,10,9,7,15,12,8,9,13,8,10,8,11,16,14,10,8,8,8,9,14,11,13,11,11,9,12,11,9,9,13,6,18,2,18,7,10,11,10,7,6,12,11,7,10,7,10,9,3,5,5,8,5,12,13,4,6,4,5,3,4,8,2,6,6,1,2,3,4,2,7,5,4,5,6,3,4,6,4,2,4,-1,4,2,3,-1,2,3,2,3,-1,2,1,1,3,-2,1,1,1,2,-2,1,1,-2,1,1,1,-1,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,1,-1,1,-3,2,-1,1,-3,1,-1,1,1,-2,4,2,3,1,2,1,1,1,2,1,2,3,3,2,1,6,3,5,3,2,10,4,7,2,5,3,5,10,6,4,3,9,5,4,10,5,2,5,6,3,4,10,9,7,15,11,9,8,14,8,10,8,11,16,12,12,8,8,9,8,14,11,13,11,11,9,12,11,9,9,13,6,18,2,18,7,10,11,10,7,6,12,11,7,10,7,10,9,3,5,5,8,5,12,13,4,6,4,5,3,4,8,2,6,6,1,2,3,4,2,7,5,4,5,6,3,4,6,4,2,4,-1,4,2,3,-1,2,3,2,3,-1,2,1,1,2,1,-1,1,1,1,2,-2,1,1,-2,1,1,1,-1,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,1,-1,1,-3,2,-1,1,-3,1,-1,1,1,-2,4,2,2,2,2,1,-1,2,2,1,2,3,3,2,1,6,3,5,3,2,10,4,6,3,5,3,5,10,6,4,3,9,5,4,10,5,2,5,6,3,4,10,9,7,15,11,9,8,14,7,12,7,11,16,12,12,8,8,9,8,14,11,13,11,11,9,12,11,8,10,13,6,18,2,17,8,10,10,11,7,5,13,11,7,10,7,10,9,3,5,5,8,5,12,13,4,6,4,5,3,4,8,2,6,6,1,2,3,4,2,8,4,4,5,6,3,4,6,4,2,4,-1,4,2,3,-1,2,3,2,3,-1,2,1,1,2,1,-1,1,1,1,2,-2,1,1,-2,1,1,1,-1,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,1,-1,1,-3,2,-1,1,-3,1,-1,1,1,-2,4,2,3,1,3,-1,1,1,2,1,2,3,3,2,2,5,4,4,3,2,9,5,7,2,5,3,6,9,6,4,5,7,5,4,9,6,2,5,7,2,6,8,9,8,14,12,9,8,13,10,8,9,9,17,15,9,9,7,8,9,14,11,12,12,13,7,12,12,7,10,12,8,17,2,17,8,9,12,10,7,6,12,11,7,9,8,9,10,3,5,5,8,6,11,13,4,6,4,5,3,5,7,2,6,5,3,1,4,3,2,6,6,5,4,6,3,2,8,3,3,4,-1,4,2,3,-1,3,2,2,3,1,1,1,1,3,-2,1,1,2,1,-2,1,1,-2,1,2,-2,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,-1,1,1,-3,2,-1,1,-4,1,1,1,-2,3,3,2,2,2,1,-1,2,2,1,2,3,3,2,3,4,3,5,3,2,9,5,6,3,5,3,7,8,6,4,4,8,5,4,10,5,2,5,6,3,4,10,10,6,15,11,9,7,15,7,12,7,10,17,10,14,7,9,8,9,14,11,13,11,11,9,12,11,8,10,13,6,16,4,15,9,12,7,14,6,5,13,12,6,8,9,11,8,3,5,5,8,5,12,12,5,5,5,6,2,4,8,3,5,6,1,1,4,4,2,7,4,5,5,6,3,4,6,4,2,4,-1,3,3,3,-1,2,3,2,3,-1,2,1,1,2,1,-1,1,1,1,2,-2,1,1,-1,1,-1,1,1,-1,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,-1,1,1,-3,2,-1,1,-4,1,1,1,-2,3,3,2,2,2,1,-1,2,2,1,2,3,3,2,2,5,3,5,3,2,10,4,6,3,5,3,6,9,6,4,4,8,5,4,10,5,2,5,6,3,4,10,9,7,16,10,9,8,13,8,12,7,11,16,10,14,7,9,8,9,14,11,13,11,11,9,12,11,8,10,13,6,17,3,17,8,10,9,13,6,4,14,11,7,8,9,11,8,3,5,5,8,5,12,12,5,6,4,5,3,4,8,3,5,6,1,2,3,4,2,8,3,5,5,6,3,4,6,4,2,4,-1,3,3,3,-1,2,3,2,3,-1,2,1,1,2,1,-1,1,1,1,2,-2,1,1,-1,1,-1,1,1,-1,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,-1,1,1,-3,2,-1,1,-4,1,1,-1,1,-1,3,3,2,2,2,1,-1,2,1,2,1,4,3,2,4,3,3,5,2,3,9,5,6,3,5,3,6,9,6,4,5,6,6,4,10,5,2,5,6,3,4,9,11,6,15,11,8,8,15,7,12,7,11,16,10,14,7,9,7,10,14,11,13,11,11,8,11,13,8,10,13,6,16,4,16,8,12,7,14,6,5,13,12,6,8,8,12,8,2,6,5,8,6,11,11,6,5,5,6,2,4,8,3,5,6,1,1,4,4,2,6,5,5,5,6,3,4,6,4,2,4,-1,3,3,3,-1,2,3,2,3,-1,2,1,1,1,2,-1,1,1,1,2,-2,1,1,-1,1,-1,1,1,-1,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,-1,1,1,-3,2,-1,1,-4,1,1,1,-2,3,3,2,2,2,1,-1,2,2,1,2,3,3,2,2,5,3,5,3,2,10,4,6,3,5,3,7,8,6,4,4,8,5,4,10,5,2,5,6,3,4,10,9,7,15,11,9,8,14,7,12,7,10,17,10,14,7,9,8,9,14,11,13,11,11,9,12,11,8,10,13,6,16,4,17,7,11,9,13,6,4,14,11,7,8,9,11,8,3,5,5,8,5,12,12,5,5,5,6,2,4,8,3,5,6,1,2,3,4,2,7,4,5,5,6,3,4,6,4,2,4,-1,3,3,3,-1,2,3,2,3,-1,2,1,1,2,1,-1,1,1,1,2,-2,1,1,-1,1,-1,1,1,-1,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,-1,1,1,-3,2,-1,1,-4,1,1,1,-2,3,3,2,2,2,1,-1,2,2,1,2,3,3,2,3,4,3,5,3,2,9,5,6,3,5,3,7,8,6,4,4,8,5,4,10,5,2,5,6,3,4,10,9,7,15,11,9,7,15,7,12,7,10,17,10,14,7,9,8,9,14,11,13,11,11,9,12,11,8,10,13,6,16,4,16,8,12,8,13,6,4,14,11,7,8,9,11,8,3,5,5,8,5,12,12,5,5,5,6,2,4,8,3,5,6,1,1,4,4,2,7,4,5,5,6,3,4,6,4,2,4,-1,3,3,3,-1,2,3,2,3,-1,2,1,1,2,1,-1,1,1,1,2,-2,1,1,-1,1,-1,1,1,-1,1,1,1,1,-22,1,-56
-73,1,-1,1,-1,1,-1,1,1,-1,1,-3,2,-1,1,-3,1,-1,1,1,-2,3,3,3,1,3,-1,1,2,1,1,2,3,2,3,2,6,3,4,3,3,8,5,7,3,4,4,4,10,6,4,5,7,5,4,10,5,3,4,7,2,6,8,9,9,13,12,8,9,12,12,6,11,9,16,18,6,9,7,9,9,13,11,13,11,15,5,11,14,5,13,12,9,14,2,18,7,7,14,11,6,10,9,11,6,9,9,9,9,4,4,6,7,7,10,14,4,5,4,5,3,5,7,4,4,5,3,1,4,4,1,6,6,5,5,5,3,2,8,3,3,4,-1,3,3,3,-1,3,2,2,3,1,1,1,2,2,-2,1,1,2,1,-2,1,1,-2,1,2,-1,1,1,-1,1,1,-22,1,-56
