0.0000000,0.000#0.980#0.970#0.990#0.010#0.280#0.960#0.020#0.480#0.260#0.330,3.333e-01,-00000059,000000082,0,000000001,000000423,000000000,000000000
-44,1,-5,1,-21,1,-1,1,-11,1,-1,1,-3,1,-1,1,-1,1,1,-1,3,1,2,1,1,1,2,2,1,1,-1,3,3,2,1,2,4,-1,5,1,4,4,1,3,3,3,5,4,7,8,3,4,2,5,5,4,7,6,4,2,5,9,4,7,6,4,5,7,7,6,10,2,7,9,9,11,9,10,9,10,12,7,10,4,6,10,11,10,17,16,7,7,7,8,11,6,10,9,6,11,7,6,11,10,8,14,8,10,7,5,16,13,12,6,5,11,12,9,11,13,10,3,7,7,4,3,8,8,10,7,6,7,1,7,4,5,9,5,3,5,2,8,3,7,6,7,5,3,4,3,1,3,2,2,2,5,3,1,4,4,3,3,3,2,3,-1,3,2,1,5,1,-4,4,1,-1,2,-4,1,2,1,1,-5,1,-2,1,-16,1,-7,1,-15,1,-107
-47,1,-5,1,-21,1,-1,1,-11,1,-1,1,-3,1,-1,1,-1,1,1,-1,3,1,3,-1,1,1,2,2,1,1,-1,3,3,3,-1,2,4,-1,5,1,4,4,1,4,2,3,5,4,7,8,3,4,3,4,5,5,7,6,3,2,5,10,4,6,6,4,5,7,7,6,10,4,6,8,9,11,11,8,10,9,12,8,9,6,4,11,12,9,17,16,6,8,8,6,12,5,11,8,7,10,7,7,11,9,10,13,7,11,6,5,17,13,11,6,5,12,13,7,12,12,10,3,8,6,5,3,9,7,9,7,7,6,1,8,4,4,9,5,4,4,3,7,5,5,7,6,5,3,4,3,1,3,3,1,2,5,3,1,5,3,3,3,3,2,3,-1,3,2,3,3,1,-4,4,1,1,1,-4,1,2,1,1,-5,1,-2,1,-16,1,-7,1,-15,1,-104
-47,1,-5,1,-20,1,-2,1,-11,1,-1,1,-3,1,-1,1,-1,1,1,-1,3,1,3,-1,1,1,2,2,1,1,-1,3,3,3,-1,2,4,-1,5,1,4,4,1,4,2,3,6,3,8,7,4,3,3,6,4,4,7,6,3,2,5,10,4,7,5,5,4,7,7,7,9,4,6,8,9,12,10,8,11,9,11,8,9,6,5,11,11,9,17,16,6,8,8,6,12,6,10,8,8,9,8,6,11,10,9,13,7,11,6,5,17,13,11,6,5,12,13,7,12,13,9,3,8,6,5,3,9,7,9,8,6,6,1,9,3,5,8,5,4,4,4,7,4,5,8,5,5,4,3,3,2,2,3,1,2,5,3,1,5,4,2,3,3,2,3,-1,3,2,3,3,1,-4,4,1,1,1,-4,1,2,1,1,-5,1,-2,1,-16,1,-7,1,-15,1,-104
-47,1,-5,1,-21,1,-1,1,-11,1,-1,1,-3,1,-1,1,-1,1,1,-1,3,1,2,1,1,1,2,2,1,1,-1,3,3,3,-1,2,4,-1,5,1,4,4,1,3,3,3,5,4,7,8,3,4,3,4,5,4,7,7,3,2,5,9,4,7,6,4,5,7,7,6,10,4,6,8,9,11,10,9,10,9,12,8,9,5,5,11,12,9,16,16,7,7,8,7,12,5,10,9,6,11,7,6,11,10,9,13,8,11,6,5,16,13,12,6,5,12,13,7,12,12,10,3,7,7,5,3,8,7,10,7,6,7,1,8,4,4,9,5,3,5,2,8,3,7,7,6,5,3,4,3,1,3,2,2,2,5,3,1,5,3,3,3,3,2,3,-1,3,2,2,4,1,-4,4,1,1,1,-4,1,2,1,1,-5,1,-2,1,-16,1,-7,1,-15,1,-104
-44,1,-5,1,-21,1,-1,1,-11,1,-1,1,-3,1,-1,1,-1,1,1,-1,3,1,2,1,1,1,2,2,-1,2,-1,3,3,2,1,2,4,-1,5,1,4,4,1,3,3,3,5,4,7,8,3,4,1,6,4,5,7,6,3,3,5,9,4,7,6,3,6,7,7,4,12,2,7,7,11,11,9,10,8,11,12,7,10,4,6,8,11,12,16,17,7,7,7,8,10,7,10,9,6,11,7,6,11,9,9,13,9,10,6,6,16,13,12,6,5,11,11,9,12,12,11,2,8,6,5,3,8,8,10,7,6,7,1,7,4,3,11,5,3,5,2,8,3,7,6,7,5,3,4,3,1,3,1,3,2,5,3,1,4,4,3,3,2,3,3,-1,3,1,2,5,1,-4,4,-1,1,2,-4,1,2,1,1,-5,1,-2,1,-16,1,-7,1,-15,1,-107
-45,1,-5,1,-20,1,-2,1,-11,1,-1,1,-3,1,-1,1,-1,1,1,-1,3,1,3,-1,1,1,2,2,1,1,-1,4,2,3,-1,2,4,-1,5,1,4,4,1,4,2,3,6,3,8,7,4,3,4,5,4,4,7,6,3,2,7,8,4,8,5,4,6,6,7,8,7,4,6,8,13,9,9,9,10,10,11,7,9,6,5,12,11,9,16,17,5,9,7,8,10,6,11,7,9,9,8,6,10,10,10,13,6,11,6,7,17,12,11,6,5,12,13,6,12,14,9,3,8,6,4,4,8,7,9,8,6,6,1,9,3,5,8,6,3,4,4,7,4,5,9,4,5,5,2,3,2,2,3,1,2,5,3,1,5,4,2,3,3,2,3,-1,3,2,3,4,-4,1,3,1,1,1,-4,2,1,1,1,-5,1,-2,1,-16,1,-7,1,-15,1,-106
-47,1,-5,1,-20,1,-2,1,-11,1,-1,1,-3,1,-1,1,-1,1,1,-1,3,1,3,-1,1,1,2,2,1,1,-1,3,3,3,-1,2,4,-1,5,1,4,4,1,4,2,3,6,3,8,7,4,3,3,6,4,4,7,6,3,2,6,9,4,7,6,4,5,7,6,7,9,4,6,8,9,12,10,8,11,9,11,8,9,6,5,12,10,10,16,17,5,8,8,6,12,6,11,7,9,8,8,6,11,10,9,14,6,11,6,5,18,13,10,6,5,13,13,6,12,13,10,2,8,6,5,4,8,7,9,8,6,6,1,9,3,5,8,6,3,4,4,7,4,5,9,4,5,4,3,3,2,2,3,1,2,5,3,1,5,4,2,3,3,2,3,-1,3,2,3,4,-5,4,1,1,1,-4,2,1,1,1,-5,1,-2,1,-16,1,-7,1,-15,1,-104
-44,1,-5,1,-21,1,-1,1,-11,1,-1,1,-3,1,-1,1,-1,1,1,-1,3,1,2,1,1,1,2,2,-1,2,-1,3,3,2,1,2,3,1,5,1,3,5,1,3,3,3,5,4,7,8,3,4,1,6,4,5,7,5,4,3,5,9,4,7,6,3,6,7,6,5,11,3,7,7,11,11,9,10,8,11,12,7,10,4,6,8,11,12,16,17,7,7,7,8,10,7,10,9,6,11,7,6,11,9,9,12,10,9,7,6,14,15,11,7,5,11,11,9,12,11,10,4,6,8,5,3,8,8,10,6,7,7,1,7,4,3,10,6,3,5,2,8,3,7,6,6,6,3,4,3,1,3,1,3,2,5,3,1,4,4,3,3,2,3,3,-1,3,1,2,5,1,-4,4,-1,1,2,-4,1,2,1,1,-5,1,-2,1,-16,1,-7,1,-15,1,-107
-45,1,-6,1,-20,1,-2,1,-10,1,-2,1,-2,1,-1,1,-2,1,1,1,3,1,2,-1,2,-1,4,-1,2,-1,3,3,-1,3,-1,4,2,1,4,3,4,3,2,3,3,3,5,3,11,4,3,4,6,2,6,5,6,5,3,3,10,4,6,8,4,5,5,6,8,8,5,5,7,13,9,11,9,8,10,12,9,4,9,6,8,11,12,10,18,9,9,9,6,10,8,7,10,8,7,11,6,9,9,10,12,10,11,6,4,16,12,7,12,6,12,10,8,7,15,11,8,5,7,7,2,4,10,6,10,8,5,4,7,5,1,9,6,5,4,4,4,7,4,6,7,6,2,6,2,2,2,2,3,3,2,3,4,3,3,4,3,2,4,3,-1,1,3,1,4,3,-4,2,2,1,2,-4,1,1,2,-1,1,-4,1,-3,1,-15,1,-8,1,-15,1,-105
-45,1,-5,1,-20,1,-2,1,-11,1,-1,1,-3,1,-1,1,-1,1,1,-1,3,1,3,-1,1,1,2,2,1,1,1,3,2,3,-1,2,4,-1,5,1,4,4,1,4,2,4,6,2,9,7,3,4,4,4,4,4,7,6,3,3,9,5,4,8,5,4,6,6,8,7,7,4,8,7,12,11,7,9,11,11,10,6,10,5,5,13,11,10,17,14,6,8,10,5,10,7,11,6,9,10,7,6,10,10,10,13,8,9,6,10,15,11,11,6,5,14,11,7,11,14,10,2,8,7,3,4,9,6,10,7,7,5,2,8,3,5,8,6,3,5,3,8,4,5,8,4,5,5,2,3,2,2,3,2,2,4,3,1,5,4,3,2,4,2,2,-1,3,2,3,4,-4,1,3,1,1,1,-4,2,1,1,1,-5,1,-2,1,-16,1,-7,1,-15,1,-106
