0.0000000,0.000#0.340,1.300e+01,-00001941,000002063,1,000000013,000000308,000000000,000000000
-63,1,-1,1,-2,1,-6,2,1,2,-1,1,-3,1,1,1,2,1,1,-2,1,-1,2,-1,4,1,6,7,7,7,5,9,9,5,4,11,7,14,7,12,6,10,9,11,15,9,17,16,13,12,16,24,17,21,23,14,15,23,23,30,21,23,20,23,20,21,30,16,31,25,34,35,26,31,32,38,32,26,25,34,27,20,29,29,33,32,27,30,24,24,27,28,33,27,33,19,20,17,23,16,27,20,20,13,16,15,18,13,27,13,14,16,15,11,7,10,15,9,10,7,4,10,5,10,2,4,4,5,3,3,2,4,2,5,1,1,1,5,3,1,-1,3,1,-2,1,-1,1,1,2,-6,1,-3,1,-5,1,-70
-62,1,-2,1,-2,1,-6,2,2,1,1,-3,1,-2,2,3,-1,1,-1,1,-2,2,1,2,2,6,7,7,8,4,7,11,6,3,9,9,11,9,10,9,10,8,13,14,11,15,14,13,15,15,17,24,22,22,14,13,27,19,30,22,25,19,22,20,29,22,23,24,30,30,30,31,35,28,35,34,27,24,28,32,23,27,32,31,33,23,34,23,28,22,24,38,32,28,21,17,17,23,23,20,20,21,11,18,20,13,16,22,15,13,18,14,9,9,14,10,10,10,5,6,7,8,5,6,8,1,3,5,1,4,3,3,5,1,1,1,4,4,1,-2,4,-2,1,-1,1,1,2,-6,1,-3,1,-4,1,-71
