0.0000000,0.000#0.100#0.030#0.110#0.120#0.040#0.050#0.130#0.150#0.950#0.060,3.000e+00,-00000506,000000460,1,000000003,000000322,000000000,000000000
-72,1,-7,1,-1,1,-6,1,-3,2,1,1,2,1,-1,1,2,4,3,4,3,5,-1,2,2,2,2,1,4,6,2,2,2,2,2,4,6,-1,3,1,4,2,4,5,1,6,4,9,6,7,13,7,8,6,7,7,8,6,6,7,10,8,7,7,4,21,12,9,8,12,11,5,13,4,12,6,16,11,14,10,14,9,9,7,14,9,18,9,11,14,9,9,8,12,10,14,14,9,14,9,15,5,8,5,6,6,8,10,10,14,4,8,7,6,7,7,4,6,6,5,9,7,9,9,4,8,5,-1,6,2,7,3,3,2,3,4,6,2,5,2,-1,4,2,2,1,2,-2,1,2,2,1,-1,1,-2,2,2,-8,1,1,-3,1,-7,1,-14,1,-3,1,-6,1,-32
-72,1,-7,1,-1,1,-6,1,-2,1,-1,2,1,2,1,-1,1,2,4,3,4,3,4,1,2,2,1,3,1,4,6,2,2,3,1,1,4,6,1,3,1,4,2,3,6,1,6,6,7,7,6,13,7,7,7,8,4,9,7,5,8,11,7,8,6,8,17,11,10,7,13,12,4,12,5,12,6,14,12,14,11,15,6,12,6,12,11,17,9,12,14,7,11,7,13,12,12,15,8,14,9,14,6,7,6,5,7,9,8,11,14,6,6,8,5,6,8,5,5,7,4,8,8,8,10,4,8,5,-1,6,2,7,3,3,2,2,5,6,2,4,3,-1,4,2,2,1,2,-3,3,2,1,-1,1,-2,2,2,-8,1,1,-3,1,-7,1,-14,1,-4,1,-4,1,-33
-72,1,-7,1,-1,1,-6,1,-2,1,1,1,1,2,1,-1,1,2,4,4,3,3,5,-1,2,2,1,3,1,4,6,2,2,2,2,1,5,6,-1,3,1,4,2,4,5,1,6,6,7,6,7,13,7,7,7,7,5,10,6,5,8,11,7,7,7,4,21,11,10,8,12,12,4,12,5,12,6,16,10,15,10,15,6,11,7,13,10,18,9,11,14,8,10,8,12,11,13,13,10,14,9,15,5,8,5,5,7,8,9,11,14,5,7,7,6,7,7,4,6,6,5,9,7,8,10,4,8,5,-1,6,2,7,3,3,2,3,4,6,2,4,3,-1,4,2,2,1,2,-3,3,2,1,-1,1,-2,2,2,-8,1,1,-3,1,-7,1,-14,1,-3,1,-6,1,-32
-72,1,-7,1,-1,1,-6,1,-2,1,-1,2,1,2,1,-1,1,2,4,3,4,3,4,1,2,2,1,3,1,4,6,2,2,3,1,1,4,6,1,3,1,4,2,3,6,1,6,6,7,7,6,12,8,7,7,8,4,9,7,5,8,11,7,8,6,8,17,11,10,7,13,12,4,11,6,11,7,14,12,14,11,15,6,12,6,12,11,17,9,11,15,7,11,7,13,12,12,16,7,13,10,14,6,7,6,5,7,9,8,11,14,6,6,9,4,6,8,5,5,7,4,8,8,8,10,4,8,5,-1,6,2,6,4,3,2,2,5,6,2,4,3,-1,4,2,2,1,2,-3,3,2,1,-1,1,-2,2,2,-8,1,1,-3,1,-7,1,-14,1,-4,1,-4,1,-33
-72,1,-7,1,-1,1,-6,1,-2,1,-1,2,1,2,1,-1,1,2,4,3,4,4,3,1,2,2,1,3,1,3,7,2,2,3,1,1,4,6,1,3,1,4,2,3,6,1,6,6,7,7,6,11,9,7,7,8,4,9,7,5,8,11,7,8,6,8,17,11,10,7,13,12,4,11,6,11,7,15,11,14,11,15,6,13,5,12,11,17,9,11,15,7,11,7,13,12,12,16,7,13,10,14,6,7,6,5,7,9,8,12,13,5,7,9,4,6,8,5,5,7,4,8,8,8,10,4,8,5,-1,6,2,6,4,3,2,2,5,6,2,4,3,-1,4,2,2,1,2,-3,3,1,2,-1,1,-2,2,2,-8,1,1,-3,1,-7,1,-14,1,-4,1,-4,1,-33
-72,1,-7,1,-1,1,-6,1,-2,1,1,1,1,2,1,-1,1,2,4,4,3,3,5,-1,2,2,1,3,1,4,6,2,2,2,2,1,5,6,-1,3,1,4,2,4,5,1,6,6,7,6,7,13,7,7,7,7,5,10,6,5,8,11,7,7,7,5,20,11,10,7,13,12,4,12,5,12,6,16,10,15,10,15,6,10,8,13,10,18,8,11,15,8,10,8,12,11,13,13,10,14,9,15,5,7,6,5,7,8,9,11,14,5,7,7,6,7,7,4,6,6,5,9,7,8,10,4,8,5,-1,6,2,7,3,3,2,3,4,6,2,4,3,-1,4,2,2,1,2,-3,3,2,1,-1,1,-2,2,2,-8,1,1,-3,1,-7,1,-14,1,-3,1,-6,1,-32
-72,1,-7,1,-1,1,-6,1,-2,1,1,1,1,2,1,-1,1,2,4,4,3,3,5,-1,2,2,1,3,1,4,6,2,2,2,2,1,4,7,-1,3,1,4,2,3,6,1,6,6,7,6,7,13,7,7,7,7,5,10,6,5,8,11,7,8,6,6,19,11,10,8,12,11,5,12,5,12,6,16,10,14,11,15,6,10,8,13,10,18,8,11,15,8,10,8,12,11,13,13,10,14,9,15,5,7,6,5,7,8,9,10,15,5,7,7,6,6,8,4,6,6,5,9,7,8,10,4,8,5,-1,6,2,7,3,3,2,3,4,6,2,4,3,-1,4,2,2,1,2,-3,3,2,1,-1,1,-2,2,2,-8,1,1,-3,1,-7,1,-14,1,-3,1,-6,1,-32
-72,1,-7,1,-1,1,-6,1,-2,1,-1,2,1,2,1,-1,1,2,4,3,4,4,3,1,2,2,1,3,1,3,7,2,2,3,1,1,4,6,1,3,1,4,2,3,6,1,5,7,7,7,6,11,9,7,7,7,5,9,7,4,9,11,7,8,6,7,18,11,10,7,13,12,4,11,6,10,8,15,11,14,11,15,6,14,4,12,11,17,9,11,15,7,11,7,13,12,12,16,7,12,10,15,6,7,6,5,7,9,8,12,13,5,7,9,4,6,8,5,5,6,5,8,8,7,11,4,8,5,-1,6,2,6,4,3,2,2,5,6,2,4,3,-1,4,2,2,1,2,-3,3,1,2,-1,1,-2,2,2,-8,1,1,-3,1,-7,1,-14,1,-4,1,-4,1,-33
-72,1,-7,1,-1,1,-6,1,-2,1,-1,2,-1,2,2,-1,1,2,4,3,4,4,3,1,2,2,1,3,1,3,7,2,2,3,1,1,4,6,1,3,1,4,2,4,5,1,5,7,7,7,6,11,9,7,7,6,6,9,7,4,9,11,7,8,6,7,17,11,11,7,13,12,4,10,7,10,8,14,12,13,11,16,6,13,5,11,12,17,9,12,14,7,11,7,13,14,10,16,7,13,9,15,6,7,5,6,7,10,7,12,13,5,7,9,3,7,8,5,5,6,5,8,8,7,11,4,8,4,1,6,2,6,4,3,2,2,5,5,3,3,4,-1,4,2,2,1,2,-3,3,1,2,-1,1,-2,2,2,-8,1,1,-3,1,-7,1,-14,1,-4,1,-4,1,-33
-73,1,-6,1,-2,1,-5,1,-2,1,-1,1,1,2,2,1,-1,4,-1,6,3,3,4,2,-1,2,2,1,3,3,4,3,3,2,2,4,2,1,6,1,2,2,4,6,4,5,1,7,4,10,6,5,13,7,9,5,6,9,8,4,7,8,10,4,8,19,4,15,11,5,11,9,10,5,13,5,12,8,16,8,14,11,15,10,7,8,14,11,18,11,11,13,9,11,8,11,11,14,12,8,13,9,13,4,8,6,6,10,8,12,9,10,4,7,7,5,8,8,5,5,6,6,10,7,10,4,4,5,5,2,6,2,6,2,4,5,3,1,6,2,5,3,-1,4,2,2,1,-2,1,1,2,2,1,-3,2,1,1,-7,1,1,-2,1,-9,1,-14,1,-3,1,-4,1,-33
