3.1415926,0.000#0.030#0.080#0.040#0.020#0.050#0.090#0.100#0.110#0.010,4.100e+01,-00006272,000006110,1,000000041,000000302,000000000,000000000
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,2,4,3,-1,1,4,2,1,2,1,1,3,5,3,7,3,4,3,3,6,6,4,3,5,3,8,11,5,6,1,10,8,8,9,8,5,9,7,17,7,11,11,13,3,7,12,7,10,13,13,10,9,10,9,12,15,10,12,19,9,10,12,13,13,10,10,15,11,11,10,15,10,10,9,12,15,13,10,7,10,12,8,9,10,3,3,11,16,9,5,6,8,14,9,3,8,2,8,6,11,-1,5,5,3,5,1,3,4,4,3,4,5,3,4,2,1,3,2,3,-3,2,1,3,-2,2,1,3,-1,1,1,3,-1,2,1,-1,1,1,-9,1,1,-9,1,-49
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,2,4,3,-1,1,4,2,1,2,1,1,3,6,2,6,4,4,3,3,6,4,6,2,6,3,8,12,4,6,1,13,5,8,9,8,5,9,7,16,8,10,12,13,3,7,12,7,10,14,12,7,12,10,9,12,15,10,12,18,10,9,13,14,12,12,8,15,11,11,10,17,8,12,7,14,13,14,9,6,11,12,8,9,10,3,3,13,14,9,5,5,9,14,9,4,7,3,7,6,11,-1,5,5,3,5,1,3,4,4,3,4,5,3,4,1,2,3,2,3,-3,2,1,3,-2,2,1,3,-1,1,1,3,-1,2,1,-1,1,1,-9,1,1,-9,1,-49
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,2,4,3,-1,1,4,2,1,2,1,1,3,6,2,7,3,3,4,3,6,4,6,2,6,3,8,11,4,7,1,13,5,9,8,8,5,8,8,14,10,9,13,12,4,7,12,7,10,13,13,8,11,11,8,14,13,11,11,17,11,11,11,11,15,12,8,14,12,11,10,18,7,12,7,16,11,14,9,7,10,12,8,10,9,3,2,14,14,9,5,6,8,13,10,5,6,3,7,5,12,-1,5,4,4,5,1,3,4,4,3,4,5,3,4,1,2,3,2,2,1,-2,2,1,2,1,-1,2,1,3,-1,1,1,3,-1,2,1,-1,1,1,-9,1,1,-9,1,-49
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,2,4,3,-1,1,4,2,1,2,1,1,3,6,2,6,4,4,3,3,6,4,6,2,6,3,8,11,5,6,1,13,5,8,9,8,5,9,7,15,9,10,12,13,3,7,12,7,10,13,13,7,12,10,9,13,14,10,12,18,10,9,13,14,12,12,8,14,12,11,10,17,8,12,7,15,12,14,9,6,11,12,8,10,9,3,3,13,14,9,5,5,9,14,9,4,7,3,7,6,11,-1,5,5,3,5,1,3,4,4,3,4,5,3,4,1,2,3,2,3,-3,2,1,3,-2,2,1,3,-1,1,1,3,-1,2,1,-1,1,1,-9,1,1,-9,1,-49
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,2,4,3,-1,1,4,2,1,2,1,1,3,6,2,6,4,4,3,3,6,4,6,2,6,3,8,12,4,6,1,13,5,8,9,8,5,9,7,16,8,10,12,13,3,7,12,7,10,14,12,8,11,10,9,12,15,10,12,18,10,10,12,13,13,12,8,15,11,12,9,16,9,11,8,12,15,14,9,7,10,12,8,9,10,3,3,13,14,9,5,5,9,13,10,4,7,3,7,6,11,-1,5,5,3,5,1,3,4,4,3,4,5,3,4,1,2,3,2,3,-3,2,1,3,-2,2,1,3,-1,1,1,3,-1,2,1,-1,1,1,-9,1,1,-9,1,-49
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,2,4,3,-1,1,4,2,1,2,1,1,3,6,2,6,4,4,3,3,6,4,6,2,6,3,8,11,5,6,1,14,4,8,9,8,5,9,7,15,9,9,13,13,3,7,12,7,10,13,13,7,12,10,9,13,14,10,12,18,10,9,13,13,13,12,8,14,12,11,10,17,8,12,7,15,12,14,9,6,11,12,8,10,9,3,3,13,14,9,5,6,8,14,9,4,7,3,7,6,11,-1,5,4,4,5,1,3,4,4,3,4,5,3,4,1,2,3,2,3,-3,2,1,3,-2,2,1,3,-1,1,1,3,-1,2,1,-1,1,1,-9,1,1,-9,1,-49
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,2,4,3,-1,1,4,2,1,2,1,1,3,6,2,7,3,3,4,3,6,4,6,2,6,3,8,11,4,6,2,13,5,9,8,8,5,8,8,14,10,9,13,12,4,7,12,7,10,13,13,8,11,11,8,14,13,11,11,18,10,11,11,11,15,12,8,14,12,11,10,18,7,12,7,16,11,14,9,7,10,12,8,9,10,3,2,13,15,9,5,6,8,13,10,5,6,3,7,5,12,-1,5,4,4,5,1,3,4,4,3,4,5,3,4,1,2,3,2,2,1,-2,2,1,2,1,-1,2,1,3,-1,1,1,3,-1,2,1,-1,1,1,-9,1,1,-9,1,-49
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,1,5,3,-1,1,4,2,1,2,1,1,3,6,2,7,3,3,4,3,6,4,6,2,6,3,8,11,4,6,2,13,5,10,7,8,5,8,8,14,10,9,13,12,4,6,13,7,10,13,13,9,10,11,8,14,13,11,11,18,10,11,11,12,14,11,9,14,12,11,10,18,7,12,7,16,11,14,9,7,10,12,8,9,10,3,2,14,14,9,5,5,9,13,10,4,7,3,7,5,12,-1,5,4,4,5,1,3,4,4,3,4,5,3,4,1,2,3,2,2,1,-2,2,1,2,1,-1,2,1,3,-1,1,1,3,1,1,1,-1,1,1,-9,1,1,-9,1,-49
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,1,5,3,-1,1,4,2,1,2,1,1,3,6,2,7,3,3,4,4,5,4,6,2,6,4,7,10,5,6,2,13,5,10,7,8,5,8,8,13,11,9,13,12,4,6,13,7,10,13,13,8,11,11,8,14,13,11,11,18,10,10,12,14,12,11,9,14,12,11,10,19,6,11,8,16,11,13,10,7,10,12,8,9,10,3,2,14,14,9,5,5,9,13,10,4,7,4,6,5,12,-1,5,4,4,5,1,3,4,4,3,4,5,3,4,1,2,3,2,2,1,-2,2,1,2,1,-1,2,1,3,-1,1,1,3,1,1,1,-1,1,1,-9,1,1,-9,1,-49
-52,2,1,-14,1,-3,3,-2,1,-3,2,1,-5,4,1,1,1,2,1,2,4,3,-1,1,4,2,1,2,1,1,3,5,3,6,4,4,3,3,6,4,6,2,6,3,8,11,5,6,1,12,6,8,9,8,5,9,7,17,7,11,11,13,3,7,12,7,10,14,12,10,9,10,9,12,15,10,12,18,10,10,12,13,13,12,8,15,11,11,10,16,9,11,8,12,15,13,10,7,10,12,8,9,10,3,3,13,14,9,5,5,9,14,9,3,8,3,7,6,11,-1,5,5,3,5,1,3,4,4,3,4,5,3,4,1,2,3,2,3,-3,2,1,3,-2,2,1,3,-1,1,1,3,-1,2,1,-1,1,1,-9,1,1,-9,1,-49
