3.1415926,0.000#0.550#0.560#0.120#0.520#0.530#0.540#0.570#0.510#0.040#0.460#0.210,4.700e+01,-00006771,000007517,1,000000047,000000304,000000000,000000000
-73,1,1,1,1,-3,1,2,-1,2,2,-1,2,1,-2,4,2,1,1,4,2,4,2,3,4,2,5,8,4,10,4,6,4,5,4,9,3,7,8,7,12,7,4,12,6,10,15,14,11,10,5,7,8,13,9,18,12,17,12,16,5,7,12,11,9,10,9,16,10,9,13,14,19,18,13,9,17,11,14,10,7,11,12,14,18,8,16,9,9,6,9,11,11,11,8,6,5,7,5,3,5,1,9,6,1,7,15,1,4,2,7,3,3,7,6,6,4,-1,5,1,2,3,1,1,1,2,1,-2,1,1,2,1,1,-1,1,-2,1,-1,1,-1,1,-2,1,-2,1,-3,1,-9,1,-66
-72,1,-1,2,-2,1,-2,1,2,1,1,1,1,1,2,-2,6,-1,1,1,4,2,4,2,5,2,3,4,6,6,5,9,6,4,5,4,7,5,8,7,10,9,6,5,7,11,13,12,12,12,5,11,8,7,14,8,13,17,8,21,11,9,10,10,10,10,6,12,15,12,11,11,18,15,13,17,16,11,14,11,5,12,11,12,17,15,12,12,5,13,6,9,6,16,10,9,7,4,4,8,-1,7,6,5,1,6,13,9,3,2,4,5,3,3,6,7,4,6,3,2,2,1,1,3,2,-1,1,2,-2,1,1,-1,3,-1,1,1,-2,1,1,-1,1,-4,1,1,-3,1,-10,1,-66
-72,1,-1,2,-2,1,-2,1,2,1,1,1,1,1,2,-2,6,-1,1,1,4,2,4,2,5,2,3,4,6,6,5,9,6,4,5,4,7,5,8,7,10,9,6,5,7,11,13,12,11,13,5,11,8,7,14,8,13,17,8,21,11,9,10,10,10,10,6,12,15,12,11,11,18,15,13,17,16,11,14,11,5,12,11,12,17,15,12,12,5,13,6,9,6,16,10,9,7,4,4,8,-1,7,6,5,1,6,13,9,3,2,5,4,3,3,6,7,4,6,3,2,2,1,1,3,2,-1,1,2,-2,1,1,-1,3,-1,1,1,-2,1,1,-1,1,-4,1,1,-3,1,-10,1,-66
-73,1,1,1,1,-3,1,2,-1,2,2,-1,2,1,-2,4,2,1,1,5,1,4,2,3,4,2,5,7,5,7,7,7,3,6,3,8,4,8,7,10,9,7,4,11,7,9,16,13,11,11,5,8,7,12,10,16,14,16,13,15,6,9,10,11,9,10,8,19,8,11,11,17,16,15,15,11,16,13,12,8,9,11,12,14,18,9,15,9,9,10,5,11,11,11,8,7,4,5,7,2,6,3,7,6,1,9,13,1,4,3,6,3,3,7,6,4,6,1,4,1,2,2,2,1,1,-1,3,-2,1,1,2,1,1,-1,1,-2,1,1,-2,1,-2,1,-2,1,-3,1,-9,1,-66
-72,1,-1,2,-2,1,-2,1,2,1,1,1,1,1,2,-2,6,-1,1,1,5,1,4,2,5,2,3,4,6,6,6,8,7,3,5,4,7,5,8,7,10,9,6,5,8,10,14,11,12,12,5,11,8,7,14,8,11,19,7,22,11,9,10,10,11,9,6,12,15,12,11,11,18,15,13,17,16,11,13,12,6,11,9,14,17,15,12,12,5,13,6,9,6,16,11,8,7,4,4,8,-1,7,6,5,1,6,13,9,3,2,4,5,3,3,6,7,4,6,3,2,2,1,1,3,2,-1,1,2,-2,1,1,-1,3,-1,1,1,-2,1,1,-1,1,-4,1,1,-3,1,-10,1,-66
-72,1,-1,2,-2,1,-2,1,2,1,1,1,1,1,2,-2,6,-1,1,1,5,1,4,2,5,2,3,4,6,6,6,8,7,3,5,4,7,5,8,7,9,10,6,5,8,10,13,12,12,12,5,11,8,7,14,8,12,18,7,22,11,9,10,10,10,10,6,12,15,12,11,11,18,15,13,17,16,11,13,12,6,11,11,12,17,15,12,12,5,13,6,9,6,16,11,8,7,4,4,8,-1,7,6,5,1,6,13,9,3,2,4,5,3,3,6,7,4,6,3,2,2,1,1,3,2,-1,1,2,-2,1,1,-1,3,-1,1,1,-2,1,1,-1,1,-4,1,1,-3,1,-10,1,-66
-72,1,-1,2,-2,1,-2,1,2,1,1,1,1,1,2,-2,6,-1,1,1,4,2,4,2,5,2,3,4,6,6,6,8,7,3,5,4,7,5,8,7,9,10,6,5,8,10,13,12,12,12,5,11,8,7,14,8,12,18,7,22,11,9,10,10,10,10,6,12,16,11,11,11,18,15,13,17,16,11,14,11,5,12,11,12,17,15,12,12,5,13,6,9,6,16,11,8,7,4,4,8,-1,7,6,5,1,6,13,9,3,2,4,5,3,3,6,7,4,6,3,2,2,1,1,3,2,-1,1,2,-2,1,1,-1,3,-1,1,1,-2,1,1,-1,1,-4,1,1,-3,1,-10,1,-66
-72,1,-1,2,-2,1,-2,1,2,1,1,1,1,1,2,-2,6,-1,1,1,4,2,4,2,5,2,3,4,6,6,5,9,6,4,5,4,7,5,8,7,11,8,6,5,7,11,13,12,11,13,5,11,9,6,13,9,13,17,8,21,10,10,10,10,11,9,6,12,15,12,11,11,19,14,13,17,17,10,14,11,5,12,11,12,17,15,12,12,5,13,6,9,5,17,10,9,7,4,4,8,-1,7,7,4,1,6,13,9,3,2,5,4,3,3,6,7,4,6,3,2,2,1,1,3,2,-1,1,2,-2,1,1,-1,3,-1,1,1,-2,1,1,-1,1,-4,1,1,-3,1,-10,1,-66
-72,1,-1,2,-2,1,-2,1,2,1,1,1,1,1,2,-2,6,-1,1,1,5,1,4,2,5,2,3,4,6,6,6,8,7,3,5,4,7,5,8,7,10,9,6,5,8,10,14,11,12,12,6,10,8,7,14,8,11,19,8,21,11,9,10,10,10,10,6,12,14,13,10,12,18,15,13,17,16,11,13,12,6,11,10,13,18,14,12,12,5,13,6,9,6,16,11,8,7,4,4,8,-1,7,6,5,1,6,13,9,3,2,4,5,3,3,6,7,4,6,3,2,2,1,1,3,2,-1,1,2,-2,1,1,1,2,-1,1,1,-2,1,1,-1,1,-4,1,1,-3,1,-10,1,-66
-73,1,1,1,1,-3,1,2,-1,2,2,-1,2,1,-2,4,2,1,1,5,1,4,2,3,4,2,5,9,3,10,4,6,4,5,4,9,3,7,8,7,12,8,3,13,5,10,15,13,12,10,5,6,9,12,10,17,13,15,14,16,5,8,11,11,9,10,9,18,8,10,12,15,18,16,14,11,16,13,12,9,8,11,12,14,18,8,16,9,9,7,8,11,11,11,8,7,4,6,6,3,5,3,7,6,1,7,15,1,4,2,7,3,3,8,5,5,5,-1,5,1,2,2,2,1,1,2,1,-2,1,1,2,1,1,-1,1,-2,1,1,-2,1,-2,1,-2,1,-3,1,-9,1,-66
-72,1,-1,2,-2,1,-2,1,2,1,1,2,-1,2,1,-2,6,-1,1,1,5,1,5,1,6,1,3,4,6,6,6,8,7,3,4,5,7,5,7,8,10,9,6,5,8,10,13,12,12,12,7,9,7,8,13,9,12,18,11,18,11,9,9,11,11,9,6,12,14,13,9,13,17,16,14,16,16,11,14,11,6,11,10,13,19,13,11,13,8,10,6,9,6,16,12,7,7,4,4,8,-1,7,6,5,2,5,8,14,2,3,3,6,3,3,6,7,2,8,3,2,2,1,3,1,1,1,1,2,-2,1,1,1,2,-1,1,1,-2,1,1,-1,1,-4,1,1,-3,1,-10,1,-66
