3.1415926,0.000#0.190#0.200#0.680#0.240#0.690#0.160#0.220#0.230#0.250#0.660,4.000e+01,-00006791,000005369,1,000000040,000000304,000000000,000000000
-67,1,-9,1,-3,1,-5,1,1,1,-3,1,-5,2,2,1,2,2,1,2,1,-2,1,-2,3,2,-1,3,3,2,3,1,1,-1,3,3,5,2,3,3,5,5,4,5,6,8,4,4,10,5,10,5,10,3,6,7,5,5,6,5,10,12,14,15,8,6,11,13,12,13,8,16,14,10,13,16,10,14,16,14,12,12,9,12,9,12,15,11,12,10,13,15,10,19,11,9,11,8,8,14,16,6,8,9,9,4,10,13,10,11,4,9,8,4,5,5,3,1,4,4,7,4,1,4,3,5,5,4,5,6,1,3,1,3,6,4,1,-1,3,-1,4,2,2,2,2,1,1,1,2,-1,2,-2,2,2,1,-1,1,1,3,-2,1,-1,1,-5,1,-1,1,-2,1,-16,1,-23
-67,1,-8,1,-4,1,-5,1,1,1,-3,1,-5,2,2,1,3,1,-1,3,1,-2,1,-2,2,3,-1,3,3,2,3,1,1,-1,1,5,5,2,2,4,4,6,5,4,7,7,5,3,8,6,9,7,7,6,5,8,5,5,5,6,10,12,14,15,6,8,12,12,12,13,14,10,15,9,11,18,10,14,14,16,16,7,8,13,14,8,13,13,12,10,14,14,10,19,10,10,12,7,9,13,14,8,10,7,7,6,9,14,11,10,2,11,7,5,3,7,2,2,5,3,7,3,2,4,3,5,3,6,2,9,1,3,1,3,6,4,1,-1,2,1,3,3,2,2,2,1,-1,2,2,-1,1,1,-1,2,1,2,-1,1,1,3,-3,1,1,-5,1,-1,1,-2,1,-16,1,-23
-67,1,-8,1,-4,1,-5,1,1,1,-3,1,-5,2,2,1,3,1,-1,3,1,-2,1,-2,2,3,-1,3,3,2,3,1,1,-1,1,5,5,2,2,4,4,6,5,4,7,7,5,3,8,6,9,7,7,6,5,8,5,5,6,5,10,12,14,15,6,8,12,12,12,13,15,9,15,9,11,18,10,14,14,16,16,7,7,14,14,8,13,13,12,10,14,14,10,19,10,10,12,7,9,13,13,9,10,7,7,6,9,14,11,10,2,11,7,5,3,7,2,2,5,3,7,3,2,4,3,5,3,6,2,9,1,3,1,3,6,4,1,-1,2,1,3,3,2,2,2,1,-1,2,2,-1,1,1,-1,2,1,2,-1,1,1,3,-3,1,1,-5,1,-1,1,-2,1,-16,1,-23
-66,1,-9,1,-4,1,-5,1,2,-3,1,-5,2,-1,3,-1,2,2,1,2,-1,1,1,-3,3,2,1,2,4,1,3,1,-1,1,3,3,2,5,3,3,4,6,4,4,5,9,7,2,5,9,9,7,3,10,6,7,6,4,7,4,9,13,18,11,5,9,13,11,7,18,14,10,11,13,12,17,12,12,13,17,14,9,9,12,12,10,13,13,11,11,17,11,14,15,9,11,8,11,11,11,7,15,10,7,5,8,12,11,10,11,4,9,4,7,3,8,2,2,4,4,3,7,5,1,6,2,5,4,6,5,3,1,2,2,7,3,-1,1,2,1,3,3,2,2,2,1,1,1,2,-2,2,-1,2,1,2,-1,1,2,2,-3,1,-1,1,-5,1,-1,1,1,-18,1,-22
-67,1,-8,1,-4,1,-5,1,1,1,-3,1,-5,2,2,1,3,1,-1,3,1,-2,1,-2,3,2,-1,3,3,2,2,2,1,-1,1,5,5,2,2,4,4,6,5,4,7,7,5,3,8,6,9,7,7,6,4,9,5,5,6,5,11,11,15,14,6,8,13,11,12,13,14,10,16,8,10,19,10,14,15,15,15,8,7,14,15,7,14,12,11,11,13,15,8,21,10,10,12,7,9,13,12,10,10,7,7,6,9,14,11,10,2,11,7,5,3,7,2,2,5,3,7,3,2,4,4,4,3,6,3,8,1,3,1,3,6,4,1,-1,2,1,3,3,2,2,2,1,-1,2,2,-1,1,1,-1,2,2,1,-1,1,1,3,-3,1,1,-5,1,-1,1,-2,1,-16,1,-23
-66,1,-9,1,-4,1,-5,1,2,-3,1,-5,2,-1,3,-1,2,2,1,2,-1,1,1,-3,3,2,1,2,4,1,3,1,-1,1,3,3,2,5,3,3,4,6,4,4,5,9,7,2,5,9,9,7,3,10,6,7,6,4,7,4,9,13,18,11,5,9,13,11,7,18,15,9,11,13,12,17,12,12,14,16,14,9,9,12,12,10,14,12,11,11,17,11,14,15,9,11,8,11,12,10,7,15,10,7,5,8,12,11,9,12,4,9,4,7,3,8,2,2,4,4,3,7,5,1,6,2,5,4,6,5,3,1,2,2,7,3,-1,1,2,1,3,3,2,2,2,1,1,1,1,1,-1,2,-1,2,1,2,-1,1,2,2,-3,1,-1,1,-5,1,-1,1,1,-18,1,-22
-67,1,-8,1,-4,1,-5,1,1,1,-3,1,-5,2,2,1,2,2,-1,3,1,-2,1,-2,2,3,-1,3,3,2,3,1,1,-1,2,4,5,2,2,4,3,7,5,4,7,7,5,3,9,5,9,7,7,6,6,7,5,5,6,5,10,12,14,15,6,8,12,12,12,13,13,11,15,9,11,18,9,15,13,17,16,7,9,12,13,9,14,12,13,9,14,14,10,19,11,9,13,6,9,13,13,9,10,7,8,5,9,14,11,10,3,10,7,5,3,7,2,2,5,3,7,3,2,4,3,5,3,6,2,9,1,3,1,3,6,4,1,-1,2,1,3,3,2,2,2,1,-1,2,2,-1,1,1,-1,2,1,2,-1,1,-1,4,-3,1,1,-5,1,-1,1,-2,1,-16,1,-23
-67,1,-8,1,-4,1,-5,1,1,1,-3,1,-5,2,2,1,3,1,-1,3,1,-2,1,-2,3,2,-1,3,3,2,2,2,1,-1,1,5,5,2,2,4,3,7,5,4,7,7,5,3,8,6,9,7,7,6,5,8,5,5,6,5,11,11,15,14,6,8,12,12,12,13,14,10,16,8,11,18,11,13,14,16,15,8,7,14,14,8,14,12,12,10,13,15,9,20,10,10,12,7,9,13,13,9,10,7,7,6,9,14,11,10,2,11,7,5,3,7,2,2,5,3,7,3,2,4,4,4,3,6,3,8,1,3,1,3,6,4,1,-1,2,1,3,3,2,2,2,1,-1,2,2,-1,1,1,-1,2,2,1,-1,1,1,3,-3,1,1,-5,1,-1,1,-2,1,-16,1,-23
-67,1,-8,1,-4,1,-5,1,1,1,-3,1,-5,2,2,1,3,1,-1,3,1,-2,1,-2,3,2,-1,3,3,2,2,2,1,-1,1,5,5,2,2,4,4,6,5,4,7,7,5,3,8,6,9,7,7,6,4,9,5,5,6,5,11,11,15,14,6,8,12,12,12,13,14,10,16,8,10,19,11,13,14,16,15,8,7,14,15,7,14,12,12,10,13,15,9,20,10,10,12,7,9,13,13,9,10,7,7,6,9,14,11,10,2,11,7,5,3,7,2,2,5,3,7,3,2,4,4,4,3,6,3,8,1,3,1,3,6,4,1,-1,2,1,3,3,2,2,2,1,-1,2,2,-1,1,1,-1,2,2,1,-1,1,1,3,-3,1,1,-5,1,-1,1,-2,1,-16,1,-23
-67,1,-8,1,-4,1,-5,1,1,1,-3,1,-5,2,2,1,3,1,-1,3,1,-2,1,-2,3,2,-1,3,3,2,2,2,1,-1,1,5,5,2,2,4,4,6,5,4,7,7,5,3,8,6,9,7,7,6,4,9,5,5,6,5,11,11,15,14,6,8,13,11,12,13,14,10,17,7,10,19,10,14,15,15,15,8,6,15,15,7,14,12,11,11,13,15,8,21,10,10,12,7,10,12,12,10,10,7,7,6,9,14,11,10,2,11,7,5,3,7,3,1,5,3,7,3,2,4,4,4,4,5,3,8,1,3,1,3,6,4,1,-1,2,1,3,3,2,2,2,1,-1,2,2,-1,1,1,-1,2,2,1,-1,1,1,3,-3,1,1,-5,1,-1,1,-2,1,-16,1,-23
