3.1415926,0.000#0.540#0.580#0.180#0.530#0.550#0.560#0.570#0.090#0.100#0.700#0.740,5.400e+01,-00007822,000008702,1,000000054,000000306,000000000,000000000
-77,1,-1,1,-5,1,1,1,-2,2,1,1,-1,2,3,2,8,-1,2,-1,3,5,3,3,7,3,5,4,3,4,10,7,5,4,6,9,12,8,9,5,7,7,8,8,13,10,12,19,12,7,12,18,15,13,13,19,19,11,14,17,9,20,11,12,15,11,19,13,17,15,8,17,17,13,10,12,12,14,16,13,21,13,9,9,12,12,7,7,4,7,11,6,9,7,4,3,7,5,2,5,3,5,4,4,4,5,3,4,3,1,2,-1,2,1,1,1,1,2,1,1,1,-11,1,-6,1,-7,1,-77
-77,1,-1,1,-4,1,-1,1,1,-2,1,2,-1,1,1,3,6,5,1,1,1,2,4,4,4,6,2,6,3,4,8,6,7,5,4,6,8,12,8,10,4,8,7,7,13,9,12,10,16,15,7,12,20,13,14,12,14,24,8,17,14,12,13,18,15,12,18,12,13,16,10,14,16,18,9,14,14,10,16,14,16,18,9,13,7,14,11,8,6,5,8,10,7,7,10,2,4,6,5,2,3,5,6,3,5,2,4,5,2,5,3,-2,2,1,1,-1,2,-1,3,-1,2,-10,1,-8,1,-7,1,-76
-76,1,-2,1,-4,1,-2,2,-2,1,2,-1,1,1,3,7,4,1,1,1,2,4,4,4,6,1,7,3,4,9,5,6,6,4,6,8,12,9,9,4,8,7,7,13,9,12,10,16,15,7,12,20,13,14,12,14,24,8,17,14,12,13,18,16,11,16,14,14,15,9,15,17,17,9,14,13,11,16,14,16,18,10,12,8,13,11,8,6,5,8,10,8,6,10,2,4,6,4,3,3,5,6,3,5,2,4,5,2,5,3,-2,2,-1,2,-1,2,-1,3,-1,2,-10,1,-8,1,-7,1,-76
-77,1,-1,1,-4,1,-1,1,1,-2,2,1,-1,1,2,2,3,8,-1,2,-1,3,6,2,3,7,3,5,3,4,5,9,6,6,4,6,9,11,9,9,6,6,7,8,10,11,10,12,18,13,8,11,22,11,14,12,19,19,10,15,17,9,13,18,13,14,10,20,13,16,14,10,17,17,13,10,13,11,14,16,12,22,9,13,8,13,12,7,6,5,8,10,5,10,8,3,2,8,5,2,2,6,6,3,6,2,4,4,5,2,2,1,-1,2,1,1,1,1,2,1,-1,2,-11,1,-6,1,-7,1,-77
-77,1,-1,1,-4,1,-1,1,1,-2,2,1,-1,1,1,3,5,6,1,1,1,2,4,4,4,6,2,6,3,4,8,6,7,5,5,5,8,12,8,10,4,8,8,6,13,9,12,10,16,15,7,12,20,13,14,12,14,24,8,17,15,11,13,18,15,12,18,12,13,16,10,14,15,19,10,13,14,10,16,14,16,18,9,13,7,14,11,8,6,5,8,10,7,7,10,2,4,6,5,2,3,5,6,3,5,2,3,6,2,5,3,-2,2,1,1,-1,2,-1,3,-1,2,-10,1,-7,1,-8,1,-76
-77,1,-1,1,-4,1,-1,1,1,-2,1,2,-1,1,1,3,6,5,1,1,1,2,4,4,4,6,1,7,3,4,8,6,7,5,4,6,8,12,9,9,4,8,7,7,13,9,13,9,16,15,8,11,20,13,14,12,14,24,8,17,14,12,13,18,15,12,18,12,13,16,10,14,16,18,9,14,14,10,16,14,16,18,9,13,7,14,11,8,6,5,8,10,8,6,10,2,4,6,5,2,3,5,6,3,5,2,4,5,2,5,3,-2,2,1,1,-1,2,-1,3,-1,2,-10,1,-8,1,-7,1,-76
-77,1,-1,1,-4,1,-1,1,1,-2,1,2,-1,1,1,3,6,5,1,1,1,2,4,4,4,6,1,7,3,4,8,6,7,5,4,6,8,12,9,9,4,8,7,7,13,9,13,9,16,15,8,11,20,13,14,12,14,24,8,17,14,12,13,18,15,12,17,13,13,16,10,14,16,18,10,13,14,10,16,14,16,18,9,13,8,13,11,8,6,5,8,10,8,6,10,2,4,6,5,2,3,5,6,3,5,2,4,5,2,5,3,-2,2,-1,2,-1,2,-1,3,-1,2,-10,1,-8,1,-7,1,-76
-76,1,-2,1,-4,1,-1,1,1,-2,1,2,-1,1,1,3,7,4,1,1,1,2,4,4,4,6,1,7,3,4,8,6,6,6,4,6,8,12,9,9,4,8,7,7,13,9,12,10,16,15,8,11,20,13,14,12,15,23,8,17,14,12,13,18,16,11,17,13,13,16,10,14,16,18,9,14,13,11,16,14,16,18,10,12,8,13,11,8,6,5,8,10,8,6,10,2,4,6,4,3,3,5,6,3,5,2,4,5,2,5,3,-2,2,-1,2,-1,2,-1,3,-1,2,-10,1,-8,1,-7,1,-76
-77,1,-1,1,-5,1,1,1,-2,2,1,1,-1,2,3,2,8,-1,2,-1,3,6,2,3,7,3,5,3,4,5,9,7,5,4,6,10,11,8,9,5,7,7,8,10,11,9,13,17,14,9,10,22,11,11,15,18,20,9,16,17,9,16,15,12,15,11,19,12,17,16,8,17,17,13,10,12,12,13,17,13,21,12,10,9,12,12,7,6,5,8,10,6,9,8,3,3,7,5,2,2,6,6,3,4,4,5,3,4,3,2,1,-1,2,1,1,1,1,2,1,1,1,-11,1,-6,1,-7,1,-77
-77,1,-1,1,-4,1,-1,1,1,-2,2,1,1,-1,2,3,2,8,-1,2,-1,3,6,2,3,7,3,5,3,4,5,9,7,5,4,6,10,11,8,9,5,7,7,8,10,11,10,12,17,14,9,10,22,11,11,15,19,19,9,16,17,9,16,15,12,15,11,19,12,17,15,9,17,17,13,10,12,12,14,16,12,22,12,10,9,12,12,7,6,5,8,10,5,10,8,3,3,7,5,2,2,6,6,3,4,4,4,4,4,3,2,1,-1,2,1,1,1,1,2,1,1,1,-11,1,-6,1,-7,1,-77
-76,1,-1,1,-5,1,-1,1,1,-2,1,2,-1,1,1,3,8,3,1,1,3,-1,3,5,7,3,3,5,3,4,8,6,6,6,4,6,10,10,9,9,4,8,8,6,13,9,14,8,19,12,9,10,20,13,15,11,18,20,12,13,12,14,12,19,15,12,16,13,16,14,9,15,16,18,13,10,12,12,19,11,15,19,11,11,12,9,9,10,6,5,9,9,8,6,9,3,5,5,5,2,3,5,5,4,5,2,4,5,1,6,3,-2,2,1,1,-1,2,-1,3,-1,2,-10,1,-8,1,-7,1,-76
-76,1,-1,1,-5,1,-1,1,1,-2,1,2,-1,1,1,3,8,3,1,1,3,-1,2,6,7,3,4,4,3,4,8,6,6,6,4,6,10,10,9,9,4,8,10,4,13,9,12,10,16,15,9,10,18,15,15,11,19,19,12,13,12,14,12,19,15,12,16,13,18,12,9,15,17,17,12,11,12,12,20,10,16,18,11,11,11,10,9,10,4,7,10,8,8,6,9,3,5,5,4,3,3,5,5,4,5,2,4,5,1,5,4,-2,2,1,1,1,1,-1,3,1,1,-10,1,-8,1,-7,1,-76
