3.1415926,0.000#0.200#0.500#0.600#0.110#0.510#0.560#0.120#0.610#0.130#0.490#0.100#0.570#0.580#0.590,5.100e+01,-00007625,000007879,1,000000051,000000304,000000000,000000000
-76,1,-4,1,1,-1,1,1,-3,1,1,1,-2,1,-2,3,-1,3,1,2,4,3,1,1,4,1,3,-1,6,4,5,2,3,5,7,5,3,4,10,10,10,13,5,10,10,6,8,13,12,7,13,11,11,9,11,17,13,15,18,11,15,11,18,18,9,20,10,17,14,17,14,12,23,14,11,11,9,13,7,10,11,5,13,12,19,10,7,4,7,13,8,6,8,10,10,7,7,6,7,8,9,9,6,3,3,4,2,4,3,4,3,2,4,2,3,3,1,2,1,1,-1,3,1,-1,1,1,1,-1,1,2,1,1,-3,1,1,-1,1,-6,2,-76
-76,1,-4,1,1,-1,2,-4,1,1,1,-2,1,-1,1,2,1,2,2,1,6,1,1,1,4,1,3,-1,5,5,3,4,4,4,6,6,3,4,12,8,12,11,5,10,7,9,7,14,9,10,11,13,10,10,7,21,11,17,14,15,15,11,16,20,11,18,13,14,15,16,14,12,20,17,10,12,7,15,8,9,10,6,10,15,15,14,6,5,7,13,6,8,8,10,8,9,7,6,8,7,7,11,5,4,3,4,1,5,3,4,2,3,2,4,3,3,1,2,-1,2,-1,3,1,-1,2,-2,1,2,1,1,1,-3,1,1,-1,1,-6,2,-76
-76,1,-3,1,-2,1,2,-4,1,-1,2,-2,1,-1,1,2,1,2,1,2,7,-1,2,-1,2,3,2,1,4,6,3,4,3,5,6,6,2,5,9,11,13,9,6,9,9,8,10,11,8,11,10,14,15,5,10,18,14,14,15,14,12,14,16,20,10,19,15,12,20,11,11,15,14,23,8,14,8,14,10,7,7,9,9,16,14,15,5,6,11,9,5,9,8,10,6,11,8,5,5,10,7,11,4,5,4,3,3,3,4,3,1,4,1,5,2,4,1,2,-1,2,1,2,1,-1,2,-2,1,3,-1,1,1,-2,1,-1,1,-1,1,-5,1,1,-76
-76,1,-3,1,-2,1,2,-3,1,-2,2,-2,1,-1,1,2,3,-1,1,2,6,1,2,-1,2,3,2,1,5,5,3,4,4,4,5,7,3,4,8,12,11,11,6,9,10,7,10,11,6,13,12,12,13,7,11,17,17,11,15,14,10,16,16,20,11,18,16,11,20,11,10,16,12,25,8,14,10,12,10,7,7,9,9,16,14,15,5,6,10,10,5,9,9,9,6,11,8,5,6,9,6,12,4,5,4,3,3,3,2,5,1,4,1,5,2,4,1,2,-1,2,2,1,1,-1,2,-2,1,3,-1,1,1,-2,1,-2,1,-1,1,-4,1,1,-76
-76,1,-4,1,1,-1,1,1,-3,1,1,1,-2,1,-2,3,1,2,2,1,6,1,1,1,4,1,3,-1,5,5,4,3,4,4,6,6,3,4,11,9,13,10,5,10,7,9,8,13,9,10,11,13,10,10,11,17,11,17,12,17,13,13,15,21,9,20,12,15,13,18,14,12,20,17,10,12,6,16,7,10,11,5,11,14,17,12,6,5,7,13,6,8,8,10,8,9,7,6,8,7,8,10,4,5,3,4,3,3,3,4,3,2,3,3,3,3,1,2,1,1,-1,3,1,-1,2,-2,1,1,2,2,-4,1,1,-1,1,-6,2,-76
-76,1,-3,1,-2,1,2,-4,1,-1,2,-2,1,-1,1,2,2,1,1,2,7,-1,2,-1,2,3,2,1,4,6,2,5,3,5,6,6,2,5,9,11,13,9,6,9,9,8,10,11,8,11,10,14,14,6,11,17,14,14,15,14,12,14,16,20,10,19,16,11,20,11,11,15,14,23,9,13,8,14,10,7,7,9,9,16,13,16,5,6,11,9,5,9,8,10,6,11,8,5,5,10,7,11,4,5,4,3,3,3,4,3,1,4,1,5,2,4,1,2,-1,2,1,2,1,-1,2,-2,1,3,-1,1,1,-2,1,-1,1,-1,1,-5,1,1,-76
-76,1,-3,1,-2,1,2,-4,1,-1,2,-2,1,-1,1,2,2,1,1,2,6,1,2,-1,2,3,2,1,5,5,2,5,3,5,6,6,2,5,9,11,12,10,6,9,10,7,10,11,7,12,9,15,14,6,11,17,16,12,16,13,12,14,16,20,12,17,16,11,20,11,11,15,13,24,8,14,11,11,10,7,7,9,7,18,13,16,5,6,10,10,5,9,9,9,6,11,7,6,6,9,6,12,5,4,4,3,3,3,4,3,1,4,-1,6,2,4,1,2,-1,2,1,2,1,-1,2,-2,1,3,-1,1,1,-2,1,-2,1,1,-5,1,1,-76
-76,1,-4,1,1,-1,1,1,-3,1,1,1,-2,1,-2,3,1,2,2,1,6,1,1,1,4,1,3,-1,5,5,4,3,4,4,6,6,3,4,11,9,13,10,5,10,7,9,8,13,8,11,11,13,10,10,10,18,11,17,12,17,13,13,15,21,12,17,12,15,13,18,14,12,20,17,10,12,6,16,8,9,11,5,11,14,18,11,5,6,7,13,6,8,7,11,8,9,7,6,8,7,8,10,4,5,3,4,3,3,3,4,3,2,3,3,3,3,1,2,1,1,-1,3,1,-1,2,-2,1,1,2,2,-4,1,1,-1,1,-6,2,-76
-76,1,-3,1,-2,1,2,-3,1,-2,2,-2,1,-1,1,2,3,-1,1,2,5,2,2,-1,2,3,2,1,5,5,3,4,4,4,5,7,3,4,8,12,13,9,6,9,11,6,10,11,6,13,12,12,13,7,11,17,17,11,15,14,10,16,16,20,11,18,16,11,19,12,10,16,12,25,8,14,10,12,10,7,7,9,9,16,15,14,5,6,10,10,5,9,9,9,6,11,8,5,6,9,6,12,4,5,4,3,3,3,2,5,1,4,1,5,2,4,1,2,-1,2,2,1,1,-1,2,-2,1,3,-1,1,1,-2,1,-2,1,-1,1,-4,1,1,-76
-76,1,-4,1,1,-1,2,-4,1,1,1,-2,1,-2,3,1,2,2,1,6,1,1,1,4,1,3,-1,5,5,4,3,4,4,6,6,3,4,12,8,13,10,5,10,7,9,8,13,8,11,11,13,10,10,10,18,11,17,13,16,12,14,15,21,12,17,12,15,13,18,13,13,20,17,9,13,6,16,8,9,11,5,11,14,18,11,5,6,7,13,6,8,8,10,9,8,7,6,8,7,8,10,4,5,3,4,3,3,3,4,3,2,2,4,3,3,1,2,1,1,-1,3,1,-1,2,-2,1,1,2,2,-4,1,1,-1,1,-6,2,-76
-76,1,-3,1,-2,1,2,-4,1,-1,2,-2,1,-1,1,2,1,2,1,2,7,-1,2,-1,2,3,2,1,4,6,3,4,3,5,6,6,2,5,9,11,12,10,6,9,9,8,11,10,7,12,10,14,15,5,11,17,14,14,14,15,12,14,17,19,10,19,15,12,20,11,12,14,15,22,8,14,8,14,10,7,7,9,9,16,14,15,5,6,11,9,5,9,8,10,6,11,8,5,5,10,7,11,4,5,5,2,3,3,4,3,1,4,1,5,2,4,1,2,-1,2,1,2,1,-1,2,-2,1,3,-1,1,1,-2,1,-1,1,-1,1,-5,1,1,-76
-76,1,-4,1,1,-1,1,1,-3,1,1,1,-2,1,-2,3,1,2,2,1,5,2,1,1,4,1,3,-1,5,5,4,3,4,4,6,6,3,4,11,9,12,11,4,11,8,8,8,13,10,9,11,13,10,10,12,16,11,17,13,16,14,12,15,21,9,20,12,15,13,18,14,12,21,16,10,12,6,16,7,10,11,5,11,14,17,12,6,5,7,13,6,8,8,10,7,10,7,6,8,7,9,9,4,5,3,4,3,3,3,4,3,2,3,3,3,3,1,2,1,1,-1,3,1,-1,2,-2,1,1,2,2,-4,1,1,-1,1,-6,2,-76
-76,1,-3,1,-2,1,2,-4,1,-1,2,-2,1,-1,1,2,3,-1,1,2,6,1,2,-1,2,3,2,1,5,5,2,5,3,5,6,6,2,5,9,11,11,11,6,9,10,7,10,11,7,12,10,14,14,6,11,17,16,12,17,12,12,14,17,19,12,17,16,11,20,11,11,15,12,25,8,14,11,11,10,7,7,9,7,18,13,16,5,6,10,10,5,9,9,9,6,11,7,6,6,9,6,12,5,4,4,3,3,3,4,3,1,4,1,5,2,4,1,2,-1,2,2,1,1,-1,2,-2,1,3,-1,1,1,-2,1,-2,1,-1,1,-4,1,1,-76
-76,1,-3,1,-2,1,2,-4,1,-1,2,-2,1,-1,1,2,3,-1,1,2,6,1,2,-1,2,3,2,1,5,5,3,4,3,5,6,6,2,5,8,12,11,11,6,9,10,7,10,11,7,12,11,13,14,6,11,17,17,11,16,13,11,15,16,20,11,18,16,11,20,11,10,16,13,24,8,14,11,11,10,7,7,9,8,17,14,15,5,6,11,9,5,9,9,9,6,11,7,6,6,9,6,12,4,5,4,3,3,3,4,3,1,4,1,5,2,4,1,2,-1,2,2,1,1,-1,2,-2,1,3,-1,1,1,-2,1,-2,1,-1,1,-4,1,1,-76
-76,1,-3,1,-2,1,2,-4,1,-1,2,-2,1,-1,1,2,3,-1,1,2,6,1,2,-1,2,3,2,1,5,5,3,4,4,4,6,6,2,5,8,12,11,11,6,9,10,7,10,11,6,13,12,12,13,7,11,17,17,11,16,13,10,16,16,20,11,18,16,11,20,11,10,16,13,24,8,14,11,11,10,7,7,9,9,16,14,15,5,6,11,9,5,9,9,9,6,11,8,5,6,9,6,12,4,5,4,3,3,3,3,4,1,4,1,5,2,4,1,2,-1,2,2,1,1,-1,2,-2,1,3,-1,1,1,-2,1,-2,1,-1,1,-4,1,1,-76
