3.1415926,0.000#0.640#0.690#0.720#0.670#0.680#0.590#0.630#0.650#0.700#0.730#0.660#0.760#0.560#0.570,4.200e+01,-00006157,000006611,1,000000042,000000304,000000000,000000000
-66,1,-4,1,-4,2,-1,1,-1,1,-1,2,1,1,-1,2,2,3,1,1,1,1,1,4,2,6,3,2,-2,5,4,5,5,1,9,6,7,4,4,7,8,7,7,8,4,5,3,7,9,9,6,7,7,7,6,10,9,7,11,12,18,7,16,11,18,9,11,10,6,14,8,8,11,8,13,7,15,10,8,18,14,8,7,16,10,9,14,9,14,21,12,9,10,11,11,14,9,6,8,8,10,3,9,5,10,8,6,7,7,4,5,7,3,3,7,5,3,5,4,6,5,2,1,1,2,3,-1,1,2,4,2,1,1,1,2,1,2,1,1,-4,1,-1,1,1,1,2,-6,1,1,-2,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,3,6,1,1,1,3,6,4,2,3,6,9,4,8,5,6,6,9,7,8,3,6,6,4,9,9,5,8,3,11,7,8,8,8,11,13,7,18,12,15,9,18,17,4,10,10,7,9,8,11,13,7,8,17,14,12,7,15,11,12,11,8,10,12,17,19,9,12,11,10,8,17,6,9,9,6,6,8,7,7,8,10,5,7,4,8,6,6,5,1,6,6,4,4,6,4,1,6,1,1,2,3,-1,1,3,3,1,2,1,1,2,1,1,2,-1,1,-3,1,-1,1,1,1,-1,2,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,4,5,1,1,1,3,6,4,2,3,6,9,4,8,4,7,5,10,9,6,3,6,6,4,8,10,5,8,3,11,6,9,8,8,13,11,7,18,15,12,11,16,17,4,10,10,6,10,6,13,13,7,8,16,16,11,7,15,12,11,11,8,10,12,15,21,9,12,11,10,7,17,7,9,9,6,6,8,5,9,8,10,5,7,4,8,6,6,5,1,5,7,4,4,6,4,1,6,1,1,2,3,-1,1,3,3,1,2,1,1,2,1,1,2,-1,1,-3,1,-1,1,2,-2,2,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,3,6,1,1,1,3,6,4,2,3,6,9,4,8,4,7,5,10,10,5,3,6,7,3,8,10,5,8,3,11,6,9,8,8,12,12,6,19,15,11,12,16,14,7,10,10,8,8,6,13,13,7,8,16,15,12,6,16,13,10,11,8,9,13,16,20,9,12,12,9,7,17,8,8,8,7,6,8,6,8,8,10,6,6,4,8,6,6,5,1,5,7,4,4,6,4,1,6,1,1,2,3,-1,1,3,3,1,2,1,1,1,2,1,2,-1,1,-3,1,-1,1,2,-2,2,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,3,6,1,1,1,3,6,4,2,3,6,9,4,8,5,6,5,10,9,6,3,6,6,4,9,9,5,8,3,11,6,9,8,8,11,13,7,18,14,13,10,17,17,4,10,10,7,9,7,12,13,7,8,17,15,11,7,15,12,11,11,8,10,12,15,21,9,12,11,10,8,16,7,9,9,6,6,8,6,8,8,10,5,7,4,8,6,6,5,1,6,6,4,4,6,4,1,6,1,1,2,3,-1,1,3,3,1,2,1,1,2,1,1,2,-1,1,-3,1,-1,1,2,-2,2,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,4,5,1,1,1,3,6,4,2,3,6,9,4,8,5,6,5,10,9,6,3,6,6,4,9,9,5,8,3,11,6,9,8,8,11,13,7,18,14,13,10,17,17,4,10,10,7,9,6,13,13,7,8,16,16,11,7,15,12,11,11,8,10,12,15,21,9,12,11,10,8,16,7,9,9,6,6,8,5,9,8,10,5,7,4,8,6,6,5,1,6,6,4,4,6,4,1,6,1,1,2,3,-1,1,3,3,1,2,1,1,2,1,1,2,-1,1,-3,1,-1,1,2,-2,2,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,4,5,1,1,1,3,6,4,2,3,8,7,3,9,4,7,7,8,8,7,3,6,6,4,10,8,4,9,3,11,8,7,9,7,10,14,7,18,10,17,9,18,17,4,12,8,7,9,8,11,14,6,9,16,13,13,6,16,10,13,9,10,9,13,17,19,9,12,12,9,8,17,7,8,9,6,7,7,7,7,8,10,5,7,4,8,5,7,5,1,6,6,4,4,6,4,2,5,-1,2,2,3,-1,1,3,3,1,2,1,1,2,1,2,1,-1,1,-3,1,-1,1,1,1,1,1,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,3,6,1,1,1,3,6,4,2,3,6,9,4,8,5,6,6,9,8,7,3,6,6,4,9,9,5,8,3,11,8,7,8,8,11,13,7,18,12,15,9,18,17,4,10,10,7,9,8,11,14,6,8,17,13,13,7,15,11,12,11,8,10,12,17,19,9,12,11,10,8,17,6,9,9,6,7,7,7,7,8,10,5,7,4,8,5,7,5,1,6,6,4,4,6,4,2,5,1,1,2,3,-1,1,3,3,1,2,1,1,2,1,2,1,-1,1,-3,1,-1,1,1,1,-1,2,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,3,6,1,1,1,3,6,4,2,3,6,9,4,8,5,6,5,10,8,7,3,6,6,4,9,9,5,8,3,11,7,8,8,8,11,13,7,18,13,14,10,17,17,4,10,10,7,9,8,11,13,7,8,17,15,11,7,15,12,11,11,8,10,12,17,19,9,12,11,10,8,16,7,9,9,6,6,8,7,7,8,10,5,7,4,8,6,6,5,1,6,6,4,4,6,4,1,6,1,1,2,3,-1,1,3,3,1,2,1,1,2,1,1,2,-1,1,-3,1,-1,1,1,1,-1,2,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,4,5,1,1,1,3,6,4,2,3,6,9,4,8,4,7,5,10,9,6,3,6,6,4,8,10,5,8,3,11,6,9,8,8,13,11,7,18,15,11,12,16,16,5,10,10,7,9,6,13,13,7,8,16,16,11,7,15,13,10,11,8,10,12,15,21,9,12,12,9,7,17,7,9,9,6,6,8,5,9,8,10,5,7,4,8,6,6,5,1,5,7,4,4,6,4,1,6,1,1,2,3,-1,1,3,3,1,2,1,1,2,1,1,2,-1,1,-3,1,-1,1,2,-2,2,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,3,6,1,1,1,3,6,4,2,3,6,9,4,8,4,7,5,10,10,5,3,6,7,3,8,10,4,9,3,11,6,9,8,8,12,12,6,19,15,11,12,16,14,7,10,10,8,8,7,12,13,7,8,16,16,11,6,16,14,9,11,8,9,13,17,19,9,12,12,9,8,16,8,8,7,8,6,8,6,8,8,10,6,6,4,8,6,6,5,1,5,7,4,4,6,4,1,6,1,1,2,3,-1,1,4,2,1,2,1,1,1,2,1,2,-1,1,-3,1,-1,1,1,1,-1,2,-4,1,-2,1,-1,1,1,-71
-67,1,-3,1,-4,1,1,-1,1,1,-2,3,-1,1,2,2,1,3,1,1,1,1,3,3,3,6,1,1,1,3,6,4,2,3,6,9,4,8,5,6,6,9,9,6,3,6,6,4,9,9,5,8,3,11,7,8,8,8,11,13,7,18,13,14,10,17,17,4,10,10,7,9,8,11,13,7,8,17,15,11,8,14,12,11,11,8,10,12,15,21,9,12,11,10,8,16,7,9,9,6,6,8,6,8,8,10,5,7,4,8,6,6,5,1,6,6,4,4,6,4,1,6,1,1,2,3,-1,1,3,3,1,2,1,1,2,1,1,2,-1,1,-3,1,-1,1,2,-2,2,-4,1,-2,1,-1,1,1,-71
