0.0000000,0.000#0.680#0.710#0.600#0.660#0.590#0.640#0.650#0.580#0.170#0.630#0.610,1.667e-01,-00000028,000000030,0,000000001,000000348,000000000,000000000
-52,1,-20,1,-6,1,-4,2,-1,2,1,-2,1,1,3,-3,1,-1,1,2,1,-1,1,1,3,3,8,-1,1,1,-1,1,7,2,-1,2,4,2,5,7,4,5,4,4,5,5,7,5,4,8,2,2,7,11,5,9,4,11,7,6,6,10,5,8,5,8,4,16,12,10,12,6,11,7,3,10,12,12,13,9,11,12,19,6,9,18,10,10,18,9,10,6,13,12,7,7,8,11,7,6,17,10,10,11,13,8,8,11,5,11,6,9,5,8,7,7,3,5,9,7,4,9,6,5,3,6,5,8,6,5,4,3,5,6,6,1,4,3,1,2,2,4,4,2,4,-1,3,-1,4,1,1,-1,1,3,1,-2,1,1,1,2,1,1,2,-5,1,3,1,-1,1,-2,1,-2,2,-6,1,1,-2,1,-1,1,-74
-56,1,-20,1,-6,1,-4,2,-1,1,2,-2,1,1,3,-3,1,-2,3,1,-1,1,1,2,4,7,1,1,1,-1,1,7,2,-1,2,4,2,5,7,2,7,3,5,5,5,7,4,4,8,3,2,7,9,7,9,2,11,8,7,6,9,6,7,5,9,4,13,15,9,13,4,13,7,3,10,11,13,13,9,10,10,21,6,10,16,10,11,18,8,12,6,11,12,9,6,9,11,6,7,16,11,10,10,13,7,10,10,6,11,6,9,4,8,7,7,4,4,9,6,6,8,7,5,3,6,5,8,5,5,5,3,5,4,8,1,4,3,1,1,3,4,4,2,4,-1,3,-1,4,1,1,-1,1,3,1,-2,1,-1,2,2,1,1,2,-5,1,3,-1,1,-1,1,-1,1,-2,1,1,-5,1,1,-2,1,-1,1,-70
-56,1,-20,1,-6,1,-4,2,-1,1,2,-3,2,3,-3,1,-2,1,2,1,-1,2,2,2,9,1,-1,2,-1,1,5,4,-1,1,5,2,4,7,3,7,3,4,6,3,7,6,4,5,6,2,4,10,8,9,2,10,8,8,7,8,7,4,8,6,7,11,14,7,17,5,9,11,2,11,8,16,9,13,9,10,18,9,8,17,11,11,16,8,13,8,10,9,12,7,8,10,7,8,15,10,11,8,14,7,11,9,7,11,5,9,5,7,8,7,5,3,7,9,5,7,7,3,6,6,6,6,5,7,5,1,6,2,9,2,4,4,1,1,3,3,5,2,4,-1,3,-1,3,2,1,-2,4,1,-3,1,2,2,1,-1,3,-5,1,2,1,1,-1,1,-1,1,-3,2,-5,1,1,-2,1,-1,1,-70
-55,1,-20,1,-7,1,-3,1,1,-1,3,-3,1,2,2,-2,1,-2,1,2,1,-1,1,1,4,8,2,-1,2,-1,1,5,3,1,1,3,4,1,8,4,5,6,1,7,4,8,6,2,5,8,-1,4,9,10,6,6,6,12,7,4,7,9,4,10,4,8,9,13,11,13,9,8,9,6,9,6,16,9,15,8,8,12,19,6,12,15,12,12,11,12,11,8,9,11,10,8,8,9,7,11,13,10,9,13,10,12,7,7,9,8,8,6,7,9,6,5,4,5,9,7,5,8,5,5,5,6,4,9,6,3,4,5,3,8,3,2,4,3,-1,4,2,3,5,4,-1,2,1,2,3,1,-2,3,2,-3,1,2,1,1,1,2,1,-4,1,1,2,1,-1,1,-2,1,-2,2,-5,1,-1,1,-1,1,-2,1,-70
-56,1,-20,1,-6,1,-4,2,-1,2,1,-2,1,1,3,-3,1,-1,1,2,1,-1,1,1,3,3,8,-1,1,1,-1,3,5,2,-1,2,5,1,6,7,3,6,3,4,5,5,7,5,5,8,1,2,8,11,4,9,5,10,7,7,5,11,5,8,4,8,4,17,12,10,11,6,11,7,4,9,13,12,13,8,11,12,19,6,9,19,9,10,18,9,10,8,11,12,8,6,9,11,6,7,16,10,10,12,12,9,7,11,5,11,6,9,5,9,7,6,3,6,8,7,4,10,5,5,3,6,5,8,6,5,4,3,5,6,6,1,4,3,1,3,1,4,4,3,3,-1,3,-1,4,1,1,-1,1,3,1,-2,1,1,1,2,1,1,2,-5,1,3,1,-1,1,-2,1,-2,2,-6,1,1,-1,1,-2,1,-70
-55,1,-20,1,-7,1,-3,1,1,1,2,-3,1,3,1,-2,1,-2,1,2,1,-1,1,1,4,8,2,-1,2,-1,1,5,3,1,1,4,3,1,8,5,4,6,1,7,4,8,6,2,6,7,-1,5,9,9,7,5,7,11,8,4,6,9,5,9,4,8,10,13,10,14,8,9,8,6,9,7,16,9,15,8,7,15,16,6,14,14,11,13,10,13,10,8,9,13,8,8,9,9,7,11,12,11,9,13,10,11,7,8,8,8,8,6,7,9,6,5,4,5,9,7,5,8,5,6,4,6,6,7,6,4,3,6,2,8,3,3,4,2,-1,4,2,3,5,4,-1,2,1,2,3,1,-2,4,1,-3,1,2,1,1,1,2,1,-4,1,1,2,1,-1,1,-1,1,-3,2,-5,1,-1,1,-1,1,-2,1,-70
-56,1,-19,1,-7,1,-4,2,-1,2,1,-2,1,1,3,-2,1,-2,1,2,1,-1,1,1,3,5,6,-1,1,1,1,3,5,1,-1,3,5,-1,6,7,3,6,3,5,4,8,5,5,4,8,1,3,9,10,4,9,5,10,6,7,6,10,5,9,4,7,5,18,10,11,12,6,10,7,5,7,14,13,13,7,12,11,19,5,11,17,12,10,15,10,10,8,10,12,10,6,8,11,6,9,15,10,8,12,13,9,7,10,5,12,8,7,5,9,7,5,3,7,8,6,7,8,4,6,4,4,5,8,6,5,4,5,3,7,5,2,3,4,-1,4,1,3,4,4,2,1,2,-1,4,1,1,-1,1,3,1,-2,1,1,2,1,1,1,2,-4,1,-1,3,1,-1,1,-2,1,-2,2,-5,1,-1,1,-1,1,-2,1,-70
-56,1,-19,1,-7,1,-4,2,-1,2,1,-2,1,1,3,-3,1,-1,1,2,1,-1,1,1,3,4,7,-1,1,1,1,3,4,2,-1,2,6,-1,6,7,3,6,3,5,4,8,4,5,5,8,1,2,9,11,4,8,5,10,7,7,5,11,5,8,5,7,4,17,12,10,11,6,11,8,4,8,13,14,13,7,11,11,20,5,9,19,11,10,16,10,9,8,11,12,9,7,8,11,6,6,16,12,8,12,13,8,7,11,5,12,7,8,5,8,8,5,3,7,7,7,6,8,5,6,2,6,5,8,6,5,4,5,3,6,6,2,3,3,1,4,-1,4,4,3,3,1,2,-1,4,1,1,-1,1,3,1,-2,1,1,1,2,1,1,2,-5,1,3,1,-1,1,-2,1,-2,2,-6,1,1,-1,1,-2,1,-70
-55,1,-20,1,-7,1,-3,1,1,1,2,-3,1,3,1,-2,1,-2,1,2,1,-1,1,2,3,8,2,-1,2,-1,1,5,4,-1,1,4,3,1,9,4,6,4,1,8,3,8,6,2,6,7,2,3,9,10,7,4,7,11,8,6,6,8,4,10,4,8,9,14,9,16,6,10,9,4,10,6,16,9,15,8,8,16,14,6,15,13,12,14,8,13,10,11,7,13,7,8,10,8,8,10,13,11,8,14,9,11,8,7,11,5,9,5,7,9,6,7,2,7,8,6,6,7,5,6,4,6,6,7,6,4,3,6,2,9,2,3,4,2,-1,4,2,3,5,4,-1,3,-1,2,3,1,-2,4,1,-3,1,2,1,1,1,2,1,-4,1,1,2,1,-1,1,-1,1,-3,2,-5,1,-1,1,-1,1,-2,1,-70
-53,1,-20,1,-6,1,-4,2,-1,2,1,-2,1,1,3,-3,1,-1,1,2,1,-1,1,1,3,3,8,-1,1,1,-1,1,7,2,-1,2,4,2,5,7,2,7,4,4,5,5,7,5,4,8,2,2,7,11,5,9,3,12,6,7,6,10,5,8,5,8,4,14,14,10,12,6,11,7,3,10,12,12,13,9,11,12,19,6,9,18,8,11,19,7,12,6,12,13,7,7,8,11,6,7,17,10,10,11,13,8,8,11,5,11,6,9,4,9,6,8,3,4,10,7,4,9,6,5,3,6,5,8,6,5,4,3,5,5,7,1,4,3,1,2,2,4,4,2,4,-1,3,-1,4,1,1,-1,1,3,1,-2,1,1,1,2,1,1,2,-5,1,3,-1,1,1,-2,1,-2,1,1,-5,1,1,-2,1,-1,1,-73
