0.0000000,0.000#0.660#0.950#0.970#0.960#0.700#0.010#0.100#0.110#0.980#0.130#0.940#0.910#0.020#0.140#0.900#0.930#0.990#0.150#0.160#0.030#0.090,2.000e-01,-00000031,000000031,0,000000001,000000310,000000000,000000000
-59,1,-10,1,-5,1,1,-2,2,1,2,-4,1,1,-3,2,1,2,-1,1,1,2,1,2,3,1,2,-1,2,-1,2,2,2,3,-1,4,4,6,6,4,6,3,9,6,5,7,8,2,3,8,7,9,7,6,8,7,5,8,10,11,11,10,12,10,12,5,6,9,8,10,14,11,11,6,15,9,12,11,8,6,9,11,13,7,13,9,8,12,18,7,13,6,13,10,10,11,12,8,12,6,15,8,6,8,6,7,7,8,8,6,8,7,5,6,8,2,2,4,2,6,1,6,5,3,2,1,1,2,2,4,5,1,1,1,1,2,1,1,-1,1,-4,1,-1,1,2,-1,1,1,-1,1,1,-6,1,-1,1,-70
-62,1,-10,1,-5,1,1,-2,2,-1,3,-4,1,1,-3,2,1,1,1,1,1,2,1,2,3,1,2,-1,2,-1,1,2,2,4,-1,2,4,8,4,3,5,6,5,10,6,5,8,3,2,9,6,9,8,6,7,6,7,7,10,11,10,9,13,7,15,7,7,5,11,10,9,15,9,7,15,8,11,16,5,7,6,13,13,8,15,6,9,12,17,7,10,9,12,12,11,7,12,12,10,8,13,9,8,7,7,5,5,9,8,7,8,7,5,7,8,3,1,4,3,5,2,6,4,4,1,2,-1,3,2,3,5,2,1,1,1,-1,2,2,-2,1,-4,1,1,2,-1,1,1,-2,2,-6,1,-2,1,-66
-64,1,-10,1,-4,1,1,-2,1,1,2,1,-4,1,1,-3,2,1,2,1,-1,1,3,1,3,1,1,2,-1,2,-1,2,3,3,1,1,4,5,5,5,4,6,6,10,3,7,8,4,2,7,5,8,10,7,6,6,7,8,6,13,8,12,9,12,9,13,6,5,9,9,7,16,11,10,9,12,12,11,10,8,6,11,9,12,13,8,10,8,14,15,7,13,10,11,8,11,10,13,8,12,9,12,10,5,8,4,6,7,9,7,8,6,9,2,10,4,3,3,2,3,5,3,6,5,2,2,-1,1,2,3,3,6,1,-1,2,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,1,1,-1,2,-7,1,-1,1,-65
-64,1,-10,1,-4,1,1,-2,1,1,2,1,-4,1,1,-3,2,1,2,1,-1,1,3,1,3,1,1,2,-1,2,-1,2,3,2,2,1,4,4,5,6,4,6,4,12,2,8,6,6,2,7,5,7,11,5,6,7,8,7,6,12,9,12,10,10,11,13,5,4,10,9,8,15,11,11,8,12,13,9,11,7,7,9,12,12,10,11,8,9,14,16,6,14,8,13,6,11,11,14,6,13,7,13,8,6,9,5,7,7,8,7,7,8,9,2,9,5,2,3,3,3,5,2,7,3,3,2,1,1,2,2,4,6,-1,1,1,1,2,1,1,-1,1,-4,1,1,-1,2,-1,1,1,-1,2,-7,1,-1,1,-65
-64,1,-10,1,-4,1,1,-2,1,1,2,1,-4,1,1,-3,2,1,2,1,-1,1,3,1,3,1,1,2,-1,2,-1,2,3,2,2,1,4,4,6,5,4,6,5,11,2,8,8,4,2,7,5,7,11,6,5,7,8,8,6,12,9,12,9,11,10,13,5,4,11,9,7,16,10,11,9,12,12,10,10,8,6,11,10,12,11,10,9,8,15,15,7,13,8,13,7,10,11,14,7,12,9,12,9,6,8,4,7,7,8,7,9,6,9,2,10,4,3,2,3,3,5,2,7,3,4,1,1,1,2,3,3,6,1,-1,2,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,1,1,-1,2,-7,1,-1,1,-65
-62,1,-10,1,-5,1,1,-2,2,-1,2,1,-4,2,-3,1,2,1,1,1,1,-1,3,1,4,1,1,1,1,1,-1,3,2,3,1,2,3,8,5,3,5,4,7,10,4,7,7,4,2,6,7,10,9,6,5,7,7,6,9,13,8,12,10,8,12,10,8,5,11,8,8,17,8,9,14,8,12,13,8,8,6,11,13,9,15,6,10,6,18,11,9,11,11,12,10,7,14,9,10,11,10,9,11,6,7,5,4,8,11,7,7,5,8,4,9,4,2,4,2,4,3,5,4,5,2,2,-1,2,2,4,2,5,1,1,1,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,2,-2,2,-7,1,-1,1,-66
-59,1,-10,1,-5,1,1,-2,2,1,2,-4,1,1,-3,2,1,2,-1,1,1,2,1,2,3,1,2,-1,2,-1,2,2,2,3,-1,3,4,7,6,3,5,5,9,6,5,5,10,2,1,10,7,8,8,6,8,6,6,7,11,11,9,12,12,9,13,5,6,6,11,10,13,12,10,6,16,9,10,13,7,7,9,9,14,8,13,7,10,12,17,7,13,6,14,10,9,11,13,8,12,6,14,8,7,7,7,5,9,8,8,5,8,7,6,6,8,2,2,4,2,6,1,6,5,3,1,2,1,2,2,4,5,1,1,1,1,2,1,1,-1,1,-4,1,-1,1,2,-1,1,1,-1,1,1,-6,1,-1,1,-70
-59,1,-10,1,-5,1,1,-2,2,-1,2,1,-4,2,-3,1,2,1,1,1,1,-1,3,1,4,1,1,1,1,1,-1,3,2,3,1,2,3,8,5,3,5,4,7,10,4,7,7,4,2,6,7,10,9,6,5,7,7,6,9,13,8,12,10,8,12,10,8,5,11,8,8,17,8,9,14,8,12,13,8,8,6,11,13,9,15,6,10,6,18,11,9,11,11,12,10,7,14,9,10,11,10,9,11,6,7,5,4,8,11,7,7,5,8,4,9,4,2,4,2,4,3,5,4,5,2,2,-1,2,2,4,2,5,1,1,1,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,2,-2,2,-7,1,-1,1,-69
-59,1,-10,1,-5,1,1,-2,1,1,2,1,-4,2,-3,1,2,1,1,1,-1,1,3,1,3,2,-1,2,-1,2,-1,3,2,3,1,2,3,7,6,3,5,4,7,10,3,8,6,5,1,7,6,11,9,5,6,7,7,6,9,11,10,11,10,9,12,10,8,5,9,10,8,17,7,10,13,9,10,14,9,8,6,11,12,8,17,6,9,7,17,12,8,11,12,12,10,7,12,11,9,12,8,11,11,6,7,4,5,8,10,8,7,5,8,3,10,4,2,3,3,4,3,4,5,5,2,2,-1,2,2,3,2,6,1,-1,2,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,2,-2,2,-7,1,-1,1,-69
-64,1,-10,1,-4,1,1,-3,2,1,2,-4,1,1,-3,2,1,2,1,-1,1,3,1,3,1,1,2,-1,2,-1,2,3,2,2,1,3,5,5,6,4,6,3,10,5,8,6,6,2,5,6,8,11,5,6,7,8,7,6,11,10,10,11,11,11,13,4,5,10,8,9,15,11,11,7,13,12,10,11,7,6,9,12,12,10,12,8,9,12,18,6,13,8,12,8,11,11,13,7,13,6,14,8,6,9,5,7,7,8,7,6,9,8,3,9,5,2,3,3,3,5,1,7,4,3,2,1,1,2,2,4,5,1,1,1,1,2,1,1,-1,1,-4,1,-1,1,2,-1,1,1,-1,2,-7,1,-1,1,-65
-60,1,-10,1,-4,1,1,-2,1,1,2,1,-4,1,1,-3,3,-1,2,1,-1,1,3,1,3,2,-1,2,-1,2,-1,2,3,3,1,2,3,6,5,5,4,5,7,9,4,7,7,4,2,7,5,8,11,6,6,7,8,6,8,12,8,12,9,11,12,10,7,6,9,9,7,15,10,10,10,12,11,12,11,8,4,12,12,8,16,6,10,8,16,12,9,11,11,11,8,11,11,11,9,13,8,11,11,5,8,4,5,8,8,8,8,5,9,2,11,3,3,3,2,4,4,3,6,5,2,2,-1,1,3,3,2,6,1,-1,2,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,1,1,-1,2,-7,1,-1,1,-69
-64,1,-10,1,-4,1,1,-2,1,1,2,1,-4,1,1,-3,2,1,2,1,-1,1,3,1,3,1,1,2,-1,2,-1,2,3,3,1,2,3,5,6,5,3,6,6,10,3,7,8,4,2,7,5,8,11,6,6,6,8,7,7,12,9,12,8,12,9,13,7,5,10,7,8,16,10,10,10,11,12,11,10,10,4,11,9,12,15,6,11,7,17,12,8,12,11,10,8,12,9,13,8,14,8,11,10,5,8,4,6,7,9,7,8,6,9,2,11,3,3,3,2,3,5,3,6,5,2,2,-1,1,3,3,2,6,1,-1,2,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,1,1,-1,2,-7,1,-1,1,-65
-63,1,-10,1,-5,1,1,-2,1,1,2,1,-4,2,-3,1,2,1,1,1,-1,1,3,1,3,2,-1,2,-1,2,-1,3,2,3,1,2,3,7,6,3,5,4,7,10,3,8,6,5,1,7,6,11,9,5,6,7,7,6,9,11,10,11,10,9,12,10,8,5,9,10,8,17,7,10,13,9,10,14,9,8,6,11,12,8,17,6,9,7,17,12,8,11,12,12,10,7,12,11,9,12,8,11,11,6,7,4,5,8,10,8,7,5,8,3,10,4,2,3,3,4,3,4,5,5,2,2,-1,2,2,3,2,6,1,-1,2,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,2,-2,2,-7,1,-1,1,-65
-59,1,-10,1,-5,1,1,-2,2,-1,3,-4,1,1,-3,2,1,2,-1,1,1,2,1,2,3,1,2,-1,2,-1,2,2,1,4,-1,2,5,7,6,3,5,4,10,6,5,5,9,3,1,10,6,9,8,6,8,6,6,7,10,11,10,11,12,9,13,6,6,6,11,10,11,13,11,5,17,9,10,13,6,8,9,8,14,9,13,7,9,13,16,8,12,7,14,9,10,11,12,9,12,5,15,8,7,7,7,5,9,8,6,7,8,7,5,7,8,2,2,3,3,5,2,6,5,3,1,2,1,2,2,4,4,2,1,1,1,2,1,1,-2,1,-3,1,-1,1,2,-1,1,1,-1,1,1,-6,1,-1,1,-70
-60,1,-10,1,-4,1,1,-2,1,1,2,1,-4,1,1,-3,2,1,2,1,-1,1,3,1,3,1,1,2,-1,2,-1,2,3,3,1,2,3,5,6,5,3,6,6,10,3,7,8,4,2,7,5,8,11,6,6,6,8,7,7,12,9,12,8,12,9,13,7,5,10,7,8,16,10,10,10,11,12,11,10,10,4,11,9,12,15,6,11,7,17,12,8,12,11,10,8,12,9,13,8,14,8,11,10,5,8,4,6,7,9,7,8,6,9,2,11,3,3,3,2,3,5,3,6,5,2,2,-1,1,3,3,2,6,1,-1,2,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,1,1,-1,2,-7,1,-1,1,-69
-63,1,-10,1,-5,1,1,-2,2,-1,2,1,-4,2,-3,1,2,1,1,1,1,-1,3,1,4,1,1,1,1,1,-1,3,2,3,1,2,3,8,5,3,5,4,7,10,4,7,7,4,2,6,7,10,9,6,5,7,7,6,9,13,8,12,10,8,12,10,8,5,11,8,8,17,8,9,14,8,12,13,8,8,6,11,13,9,15,6,10,6,18,11,9,11,11,12,10,7,14,9,10,11,10,9,11,6,7,5,4,8,11,7,7,5,8,4,9,4,2,4,2,4,3,5,4,5,2,2,-1,2,2,4,2,5,1,1,1,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,2,-2,2,-7,1,-1,1,-65
-64,1,-10,1,-4,1,1,-2,1,1,2,1,-4,1,1,-3,3,-1,2,1,-1,1,3,1,3,2,-1,2,-1,2,-1,2,3,3,1,2,3,6,5,5,4,5,7,9,4,7,7,4,2,7,5,8,11,6,6,7,8,6,8,12,8,12,9,11,12,10,7,6,9,9,7,15,10,10,10,12,11,12,11,8,4,12,12,8,16,6,10,8,16,12,9,11,11,11,8,11,11,11,9,13,8,11,11,5,8,4,5,8,8,8,8,5,9,2,11,3,3,3,2,4,4,3,6,5,2,2,-1,1,3,3,2,6,1,-1,2,-1,2,1,1,-1,1,-4,1,1,-1,2,-1,1,1,-1,2,-7,1,-1,1,-65
