0.0000000,0.000#0.980#0.040#0.050#0.960#0.190#0.230#0.240#0.720#0.740#0.120#0.200#0.210#0.730#0.940#0.080#0.220#0.250#0.480#0.660#0.670#0.810#0.110#0.130#0.260#0.710#0.950#0.090#0.100#0.150#0.170#0.690#0.700#0.910,2.000e-01,-00000034,000000031,0,000000001,000000325,000000000,000000000
-84,1,-7,1,-1,1,-1,1,-6,1,-2,2,1,1,-3,2,2,-1,1,2,1,2,2,1,-1,1,2,1,2,5,4,6,2,4,12,6,2,2,4,5,4,3,2,5,9,8,1,3,5,4,9,7,7,10,5,10,9,4,10,7,14,3,7,10,9,4,8,6,8,9,8,8,10,8,4,12,9,9,12,12,14,8,13,6,8,9,7,5,14,6,12,10,8,9,4,7,10,9,5,3,10,1,8,5,3,10,2,5,6,5,9,2,5,4,6,3,4,4,1,1,2,2,2,3,2,2,1,2,-1,1,-2,3,1,2,1,1,-1,1,1,-5,2,-1,1,1,-5,1,-73
-89,1,-7,1,-1,1,1,-7,1,-2,2,1,1,-3,2,2,-1,1,2,1,3,1,1,1,-1,2,1,3,4,4,6,2,4,12,6,2,2,5,4,4,3,3,5,9,8,-1,3,5,6,7,7,7,12,3,11,9,3,11,8,13,3,7,11,9,2,8,7,7,9,8,9,9,9,3,12,9,10,13,11,13,8,15,4,10,9,5,5,14,9,10,11,6,10,3,7,11,9,4,4,9,1,8,5,3,10,3,5,6,6,8,2,5,3,7,2,4,4,1,2,1,2,2,3,2,2,2,1,-1,1,-1,2,1,1,2,1,1,-1,1,1,-5,2,-1,1,1,-5,1,-68
-84,1,-7,1,-2,1,1,-6,1,-2,2,-1,1,1,-2,2,2,-1,1,2,-1,2,3,1,-1,1,2,1,2,4,4,6,3,4,9,8,3,-1,5,5,5,3,1,5,6,11,2,2,6,2,11,7,6,9,7,9,8,6,10,6,13,5,6,9,9,5,9,5,8,6,8,11,10,4,8,10,10,8,12,14,13,8,12,7,9,9,6,7,12,7,12,7,11,8,5,6,9,10,6,4,8,3,6,6,3,11,1,6,5,5,7,4,5,4,6,3,5,3,2,-1,3,2,-1,5,2,2,1,2,-1,1,-2,3,1,1,1,2,-1,1,1,-5,1,1,-1,1,1,-5,1,-72
-84,1,-7,1,-2,1,1,-6,1,-2,1,1,1,1,-2,2,2,-1,1,2,-1,2,2,2,-1,1,2,1,2,4,3,7,3,4,7,10,3,-1,5,5,5,3,1,5,6,10,3,2,5,3,11,5,7,9,8,9,7,6,11,6,13,5,6,9,9,5,8,6,8,6,8,10,11,4,8,10,9,9,11,13,14,9,10,9,7,10,7,7,12,6,13,7,10,9,5,4,10,11,5,5,7,4,6,6,3,11,1,6,5,5,6,5,5,4,6,3,4,2,4,-1,3,2,-1,5,1,3,1,2,-1,1,-2,3,1,1,1,2,-1,1,1,-5,1,1,-1,1,1,-5,1,-72
-89,1,-7,1,-1,1,1,-7,1,-1,1,1,1,1,-2,1,1,2,-1,1,2,1,3,1,1,1,-1,2,1,4,3,4,6,2,7,10,5,2,2,7,2,5,2,3,6,8,8,1,4,3,8,6,8,6,11,4,10,9,6,9,8,12,5,6,12,7,2,9,7,7,9,7,10,8,9,3,13,10,9,13,12,14,8,13,4,10,8,6,6,13,9,10,10,6,10,3,7,12,8,4,4,10,1,7,5,5,9,2,7,4,6,8,5,3,2,7,2,4,4,1,2,1,2,2,4,2,1,3,-2,1,-1,2,2,-1,2,1,1,-1,1,1,-5,2,-1,1,1,-5,1,-68
-85,1,-7,1,-1,1,1,-7,1,-2,2,1,1,-3,2,2,-1,1,2,1,2,2,1,1,-1,2,1,3,4,4,6,2,4,12,6,2,2,5,4,4,3,2,5,10,7,1,3,5,6,7,7,7,12,3,10,10,3,10,7,15,2,7,11,9,3,8,6,8,9,8,9,9,9,3,12,9,9,13,11,14,8,14,5,9,9,6,5,14,8,10,10,8,10,3,7,11,9,4,4,9,1,8,5,3,10,3,5,6,5,9,1,6,3,7,2,4,4,1,2,1,2,2,3,2,2,2,1,-1,1,-1,2,1,1,2,1,1,-1,1,1,-5,2,-1,1,1,-5,1,-72
-85,1,-7,1,-2,1,1,-6,1,-2,2,-1,2,-3,2,2,-1,1,2,1,1,3,1,-1,1,2,1,2,4,4,6,3,4,10,7,3,-1,5,5,5,3,1,5,6,11,2,3,5,2,11,7,7,8,7,10,8,5,10,6,13,5,6,9,9,5,9,5,8,8,9,9,9,4,9,12,7,9,13,12,13,8,13,6,9,9,7,6,13,6,12,7,11,8,5,6,9,10,6,4,8,3,6,6,3,11,1,6,5,6,8,2,6,3,6,4,4,3,2,1,2,2,1,4,2,2,1,2,-1,1,-2,3,1,2,-1,2,-1,1,1,-5,2,-2,1,1,-5,1,-71
-85,1,-7,1,-2,1,1,-6,1,-2,2,-1,1,1,-2,2,2,-1,1,2,-1,2,3,1,-1,1,2,1,2,4,4,6,3,4,9,8,3,-1,5,5,5,3,1,5,6,11,2,2,6,2,11,7,6,9,7,9,8,6,10,6,13,5,6,9,9,5,9,5,8,6,8,11,10,4,8,10,10,8,12,14,13,8,12,7,9,9,6,7,12,7,12,7,11,8,5,6,9,10,6,4,8,3,6,6,3,11,1,6,5,5,7,4,5,4,6,3,5,3,2,-1,3,2,-1,5,2,2,1,2,-1,1,-2,3,1,1,1,2,-1,1,1,-5,1,1,-1,1,1,-5,1,-71
-87,1,-8,1,-1,1,1,-7,1,-1,1,1,1,1,-2,1,3,-2,2,1,1,3,1,1,1,1,1,1,5,2,5,6,2,7,12,2,2,4,5,4,3,2,4,5,9,7,2,5,1,8,8,6,9,8,7,9,7,9,8,11,7,7,4,15,5,4,7,8,7,9,7,9,7,9,7,9,12,10,10,15,14,8,11,4,11,8,6,9,9,9,10,11,6,8,3,11,9,7,6,6,6,2,7,5,7,6,3,6,6,4,8,5,3,5,4,2,5,3,1,3,-1,2,4,2,2,1,3,-2,1,-1,2,2,-1,2,1,1,-1,1,1,-4,1,1,-1,1,1,-5,1,-69
-87,1,-8,1,-1,1,1,-7,1,-1,1,1,1,1,-2,1,2,1,-1,1,2,1,3,1,1,1,1,1,1,5,2,5,5,2,7,12,3,2,4,5,4,3,2,4,5,8,8,2,3,3,8,7,7,9,8,6,10,7,8,8,11,8,5,6,12,8,3,8,6,8,8,7,10,8,9,6,10,10,11,11,14,14,7,12,4,10,8,7,7,11,10,9,11,6,9,3,10,10,7,6,4,8,1,7,6,5,8,2,7,4,6,8,5,3,4,5,2,5,3,1,3,-1,2,3,3,2,1,3,-2,1,-1,2,2,-1,2,1,1,-1,1,1,-5,2,-1,1,1,-5,1,-69
-84,1,-8,1,-1,1,1,-7,1,-1,1,1,1,1,-2,1,3,-2,2,1,1,3,1,1,1,1,1,1,5,2,5,6,2,7,12,2,2,4,5,4,3,2,4,5,9,7,2,5,1,8,8,6,9,8,7,9,7,9,8,11,7,7,4,15,5,4,7,8,7,9,7,9,7,9,7,9,12,10,10,15,14,8,11,4,11,8,6,9,9,9,10,11,6,8,3,11,9,7,6,6,6,2,7,5,7,6,3,6,6,4,8,5,3,5,4,2,5,3,1,3,-1,2,4,2,2,1,3,-2,1,-1,2,2,-1,2,1,1,-1,1,1,-4,1,1,-1,1,1,-5,1,-72
