0.0000000,0.000#0.450,2.000e+00,-00000327,000000345,1,000000002,000000336,000000000,000000000
-42,1,-13,1,-5,1,-1,2,-1,1,-7,1,-1,1,2,1,2,1,1,1,1,2,-1,3,3,2,2,1,3,6,6,4,3,5,2,5,5,3,3,3,3,5,8,4,9,7,7,5,4,4,6,17,7,14,11,9,10,10,11,11,10,9,7,18,9,23,17,16,16,12,12,20,25,14,14,17,16,28,19,20,26,27,22,16,21,20,20,21,28,24,21,15,22,21,14,23,17,26,23,23,30,23,25,23,17,25,17,21,26,24,28,22,21,15,17,24,25,23,29,16,17,18,27,18,22,21,25,13,15,17,13,6,16,9,14,15,14,8,17,14,8,13,18,10,18,7,10,5,7,11,10,5,5,12,8,7,7,6,3,8,4,5,5,4,3,5,4,4,1,4,3,4,2,4,1,3,-1,4,1,1,2,2,2,1,-2,2,1,-1,1,-1,1,-4,1,1,-3,2,1,-70
-43,1,-13,1,-5,1,2,-1,1,-8,1,1,2,2,1,2,-1,1,1,1,1,1,4,4,-1,1,2,7,6,2,5,4,3,2,8,3,3,4,2,3,8,6,5,12,6,4,5,7,3,16,6,13,13,6,13,11,9,10,13,7,9,15,12,17,21,19,14,11,12,21,19,19,14,13,21,20,27,25,17,31,20,14,21,29,11,21,27,25,23,20,20,16,18,19,21,20,26,24,29,25,19,29,17,15,27,24,22,23,24,23,24,18,16,17,28,29,24,20,15,22,23,18,19,20,29,17,13,14,17,6,15,11,11,11,17,10,13,16,12,12,16,15,13,8,11,5,4,12,13,3,7,5,13,5,9,6,4,6,6,4,7,3,4,5,1,5,3,2,5,2,2,5,2,1,2,4,1,1,2,2,2,-1,1,1,1,-1,1,1,-2,1,-3,1,-1,1,-2,2,1,-70
