1.0053096,0.000#0.490,1.111e-01,-00000017,000000017,0,000000001,000000306,000000000,000000000
-78,1,1,-1,1,2,3,1,-7,3,2,5,18,23,36,49,73,62,42,26,21,4,3,2,1,-1,6,24,34,110,199,444,623,842,935,791,666,461,271,125,46,17,6,5,31,91,276,642,1364,2343,3625,4459,4857,4267,3307,2223,1186,583,229,70,26,17,63,199,584,1396,2821,4918,7246,9119,9311,8366,6260,3965,2159,1050,403,125,47,23,54,172,490,1105,2140,3748,5416,6681,6687,5852,4483,2659,1452,683,241,99,19,16,16,53,151,328,635,1043,1446,1714,1705,1494,1069,642,319,180,67,28,9,-1,2,1,17,42,63,105,148,179,147,130,95,62,23,17,3,1,-4,1,1,1,7,3,8,8,4,3,1,1,-11,1,-1,1,-62
-82,1,1,-1,1,-1,3,3,-7,2,2,3,12,25,25,47,58,70,50,34,22,12,5,1,2,-1,2,14,28,71,168,314,580,764,897,866,733,563,314,178,76,19,12,4,15,58,181,457,995,1940,3137,4208,4673,4607,3779,2662,1583,788,324,130,33,21,38,119,389,989,2175,3991,6320,8419,9507,8844,7277,4860,2747,1482,608,191,70,25,38,100,333,805,1658,3064,4728,6227,6825,6345,5094,3361,1928,926,367,142,46,15,16,29,102,241,515,834,1243,1690,1735,1625,1266,790,417,236,115,36,12,3,1,1,9,29,53,90,130,173,167,123,117,73,38,24,5,2,-5,1,1,5,4,8,6,5,6,1,1,-11,1,-1,1,-58
