0.0000000,0.000#0.850,1.000e+00,-00000181,000000169,0,000000001,000000350,000000000,000000000
-71,1,-15,1,-3,3,1,-2,3,-1,2,1,1,1,1,3,1,-1,1,1,1,2,1,1,4,3,7,4,13,11,11,7,10,12,14,14,13,19,18,15,20,30,26,29,31,29,30,42,62,48,57,60,61,62,65,90,78,83,74,102,104,107,116,108,126,126,152,133,151,142,142,152,187,178,193,160,171,185,166,207,222,194,216,246,218,260,224,254,226,266,242,252,244,253,244,247,288,253,285,238,274,221,212,232,241,249,221,222,200,201,204,172,211,173,180,180,169,160,138,152,145,148,131,107,99,128,113,106,106,96,92,91,70,82,61,57,53,63,53,48,38,45,37,35,36,26,30,28,19,17,13,14,12,16,12,12,13,13,8,5,4,6,5,3,7,5,4,1,2,2,2,3,2,1,-1,1,-1,1,1,-6,2,-2,1,-5,1,-68
-71,1,-16,1,-2,1,2,1,-1,1,2,-1,2,1,1,1,2,2,1,-1,1,1,1,2,1,1,4,5,5,6,13,11,10,6,14,9,15,13,17,15,18,18,20,31,25,30,33,26,36,40,65,43,64,58,57,62,71,93,67,87,71,112,105,103,117,107,136,125,149,139,142,144,145,155,188,178,192,162,170,189,171,212,211,198,215,245,225,259,222,250,249,247,245,255,240,251,245,254,275,271,268,248,269,224,216,220,249,248,217,214,204,201,207,171,199,181,186,181,151,160,147,152,143,149,122,108,102,131,111,96,112,93,87,92,70,80,60,63,51,63,53,44,36,49,35,32,36,27,28,29,17,19,12,17,9,16,12,11,14,12,8,7,2,6,5,3,6,5,4,1,2,3,1,3,2,1,-1,1,1,-1,1,-6,2,-2,1,-5,1,-67
