0.0000000,0.000#0.500,1.000e+00,-00000182,000000207,0,000000001,000000389,000000000,000000000
-87,1,-9,2,-2,1,2,2,1,3,3,3,3,5,2,4,7,2,6,8,10,7,10,20,9,16,5,21,23,22,16,16,19,13,16,34,27,36,34,31,38,50,52,56,60,84,67,52,81,86,89,101,96,102,102,115,106,117,125,135,142,133,176,157,174,174,177,166,186,198,188,211,213,207,219,222,217,248,219,217,230,221,240,239,218,240,251,230,258,230,234,234,240,228,236,225,220,213,243,181,216,249,189,216,209,193,179,159,189,160,151,162,144,166,136,149,107,115,90,105,102,96,97,80,83,71,85,68,77,59,57,54,52,42,41,26,39,33,33,26,25,29,15,17,17,17,8,7,6,12,14,9,5,5,3,3,4,3,3,-1,2,2,3,2,2,3,2,-1,1,-2,1,-2,2,-1,1,-1,2,-1,1,-15,1,-97
-88,1,-8,2,-2,1,-1,2,2,3,2,4,2,5,2,3,6,4,5,7,11,8,6,12,18,13,11,15,19,23,14,22,15,14,15,30,29,34,35,34,34,42,48,52,62,69,70,64,64,91,86,101,90,91,110,109,106,122,123,123,135,156,136,173,167,172,170,176,174,197,196,190,217,206,202,241,219,225,226,232,216,232,233,228,243,221,232,233,255,258,223,242,221,242,228,244,204,225,236,205,197,227,229,217,196,208,183,158,175,186,160,145,160,151,146,147,139,101,106,92,103,115,88,80,79,82,77,78,73,65,61,50,61,40,47,29,41,29,35,28,27,25,23,16,17,16,14,5,9,9,13,14,4,5,4,2,3,4,5,-1,1,1,4,2,2,3,2,1,-1,1,-2,1,-1,1,1,-1,1,1,1,-1,1,-14,1,-97
