0.0000000,0.000#0.100,1.000e+00,-00000161,000000174,0,000000001,000000335,000000000,000000000
-73,2,-2,1,1,2,2,2,-1,4,-1,5,2,2,5,4,4,8,3,7,6,11,11,7,11,11,12,14,18,17,21,17,17,19,25,24,27,26,34,39,33,55,61,51,52,67,63,50,70,74,83,70,91,88,85,108,122,123,127,114,138,134,133,142,146,159,172,172,181,187,204,214,209,206,207,219,231,223,211,253,219,255,257,234,254,260,256,245,278,242,245,246,277,211,270,259,233,232,255,215,223,196,218,180,205,147,207,182,203,160,170,166,162,132,151,131,128,109,109,119,113,83,99,102,75,78,78,82,70,47,69,52,51,51,34,39,38,32,40,28,27,20,24,19,19,15,15,9,21,12,7,17,8,11,9,7,4,4,6,2,-1,9,4,2,1,-2,2,1,-2,2,2,-1,1,1,-1,1,-5,1,-7,1,-70
-73,1,1,-2,2,2,1,3,-1,3,1,5,2,2,4,5,4,6,5,5,7,7,14,9,10,12,10,16,17,18,19,17,16,17,28,24,25,25,35,39,33,54,63,46,53,69,60,56,63,70,86,69,92,88,87,106,116,124,130,114,133,134,139,132,157,159,166,165,178,192,194,226,210,205,206,218,223,236,203,255,223,256,249,237,249,259,270,230,270,257,242,246,277,215,261,260,234,237,253,215,230,197,212,192,187,157,208,186,204,159,163,171,167,129,151,133,135,107,102,116,118,86,93,105,80,82,76,79,70,47,69,54,53,53,31,41,38,35,37,28,29,19,22,22,17,16,16,10,19,13,7,15,9,13,8,8,4,3,6,3,-1,9,3,2,2,-2,2,1,-2,2,1,1,1,1,-1,1,-5,1,-7,1,-70
