0.0000000,0.000#0.570,1.500e+01,-00002308,000002282,1,000000015,000000306,000000000,000000000
-61,1,-8,3,-4,2,1,1,2,1,-1,2,3,-1,5,4,3,3,5,4,9,6,5,6,9,12,9,18,20,15,15,14,34,25,29,27,22,29,37,39,43,37,55,62,65,55,78,65,81,92,101,86,114,105,134,129,137,152,160,139,168,151,176,166,202,193,206,185,226,237,247,223,241,250,253,216,269,252,268,251,288,260,275,293,245,288,272,266,263,283,279,251,282,260,229,250,216,244,222,231,207,204,166,187,175,198,166,178,155,172,137,143,139,133,114,113,86,103,70,82,76,74,49,58,47,55,39,38,40,25,29,29,31,30,27,29,16,12,13,12,16,9,12,5,6,6,5,8,9,5,3,2,1,3,-1,5,1,4,-1,2,-3,1,-1,1,1,-69
-60,1,-9,3,-3,2,-1,1,1,1,2,2,-1,2,1,6,3,1,5,3,5,10,6,8,3,6,15,12,12,24,13,14,16,30,27,26,31,19,31,38,39,38,39,56,62,60,60,71,70,91,81,90,101,117,102,131,128,153,138,136,157,166,157,166,175,192,200,197,193,243,214,255,221,253,242,226,238,270,252,259,261,260,289,276,285,273,265,268,269,284,269,255,269,259,281,232,253,210,252,228,220,198,220,159,190,193,184,164,173,168,165,138,137,143,133,106,122,92,99,61,90,81,70,49,59,53,50,44,31,36,31,28,28,36,27,27,28,9,20,13,12,13,12,9,8,6,6,7,5,11,4,4,1,2,2,4,1,4,1,-1,2,-2,1,-2,1,1,-69
